rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
14,17,11,4,15,6,1,2,5,13,16,9,7,3,10,12,8,,
10,17,8,9,13,15,10,11,1,10,10,10,10,14,16,10,12,,
7,9,17,11,8,13,16,5,2,10,1,4,15,12,3,14,6,,
3,17,17,17,17,17,4,17,2,17,17,17,17,17,17,17,1,,
5,15,13,4,5,13,16,2,5,11,8,16,16,7,13,13,10,,
11,6,8,1,8,16,10,8,7,8,17,2,13,12,9,14,15,,
3,17,17,17,17,17,17,17,17,17,17,2,17,17,17,1,17,,
9,3,1,17,17,10,4,6,17,2,17,17,7,8,2,17,5,,
17,17,17,17,17,17,17,17,1,17,17,2,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,,
17,17,17,17,17,17,1,3,17,17,17,17,17,17,2,17,17,,
17,17,17,17,17,17,17,17,17,17,2,17,17,17,1,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,,
17,17,17,17,17,17,17,17,2,17,17,1,17,17,17,3,17,,
11,13,8,1,14,7,12,5,3,15,17,2,16,10,4,9,6,,
4,17,17,3,17,17,17,2,17,17,17,17,17,17,17,1,17,,
17,17,17,17,17,17,17,17,2,17,17,1,17,17,17,17,3,,
17,17,17,4,5,7,17,8,1,17,3,2,17,17,17,6,17,,
17,17,17,17,3,17,2,1,5,17,17,4,17,17,17,17,6,,
17,17,17,17,17,17,17,3,17,17,2,1,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,,
5,17,10,11,2,12,16,3,8,9,7,14,15,4,13,1,6,,
17,17,15,17,17,15,17,17,17,17,17,17,17,17,17,16,10,,
5,9,15,6,7,14,10,1,12,17,16,3,11,8,4,13,2,,
12,Skipped,15,4,15,17,5,Skipped,6,16,3,Skipped,14,13,2,1,Skipped,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
7,3,11,2,14,8,17,5,15,12,10,4,16,6,13,9,1,,
17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,,
Skipped,1,14,17,16,15,Skipped,Skipped,2,16,Skipped,3,Skipped,Skipped,16,4,Skipped,,
10,15,17,11,1,7,15,4,2,11,16,13,5,12,6,14,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,3,,
17,17,17,17,3,17,4,2,17,7,17,17,5,17,6,17,1,,
