rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,Num Cands,Num Seats
18,18,Skipped,18,Skipped,18,1,18,18,18,18,1,18,18,Skipped,Skipped,Skipped,18,,
4,7,Skipped,18,8,8,7,8,5,8,8,6,1,14,8,11,2,3,,
18,18,18,18,18,18,4,18,1,18,18,18,8,18,18,18,6,18,,
18,18,18,18,18,18,18,18,2,18,18,18,1,18,18,18,18,18,,
18,18,18,18,1,18,18,18,18,18,8,18,8,8,18,18,18,18,,
18,18,18,18,18,18,1,18,18,18,18,18,6,5,18,18,18,18,,
Skipped,4,18,1,Skipped,Skipped,9,Skipped,5,Skipped,Skipped,2,6,7,Skipped,3,8,Skipped,,
Skipped,Skipped,18,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,Skipped,,
1,18,1,1,18,1,1,1,18,1,1,1,1,1,18,18,1,18,,
18,2,3,18,18,18,5,18,6,18,18,18,4,18,18,1,18,18,,
Skipped,Skipped,16,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,15,5,Skipped,18,Skipped,Skipped,,
5,11,18,15,12,17,4,9,7,16,10,8,2,13,6,3,1,14,,
Skipped,Skipped,18,3,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,1,3,3,Skipped,2,Skipped,Skipped,,
18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,,
18,18,11,18,14,18,18,18,18,14,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,,
18,18,18,18,10,2,18,18,18,18,18,18,18,18,18,18,18,18,,
Skipped,5,7,18,Skipped,Skipped,2,Skipped,6,Skipped,3,Skipped,1,18,Skipped,4,9,Skipped,,
16,16,18,17,15,16,1,16,13,16,16,16,12,14,16,16,16,16,,
17,17,18,6,17,17,1,17,17,17,17,17,5,4,17,3,2,17,,
17,17,17,1,17,17,5,17,17,17,17,17,3,6,17,4,17,17,,
Skipped,6,Skipped,1,Skipped,Skipped,4,Skipped,7,Skipped,Skipped,8,3,5,Skipped,9,2,Skipped,,
17,18,17,17,17,17,3,17,4,17,17,4,1,3,17,2,17,12,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,6,Skipped,Skipped,1,2,Skipped,Skipped,5,7,Skipped,,
18,6,18,7,18,18,3,18,9,18,5,8,1,4,18,2,18,18,,
18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,,
15,15,15,15,17,15,18,15,15,15,15,1,4,16,15,2,15,15,,
Skipped,5,18,2,Skipped,Skipped,7,Skipped,8,Skipped,Skipped,4,1,6,Skipped,3,Skipped,Skipped,,
18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,2,18,18,,
18,18,18,3,18,18,17,18,18,18,18,4,1,18,18,18,2,18,,
16,7,18,13,10,12,8,17,4,14,15,1,2,9,6,3,5,11,,
15,9,18,2,Skipped,Skipped,4,Skipped,17,Skipped,17,1,8,10,11,12,16,Skipped,,
Skipped,Skipped,18,5,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,Skipped,2,3,Skipped,4,Skipped,Skipped,,
18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,,
15,4,18,13,Skipped,Skipped,16,Skipped,10,Skipped,1,3,2,17,Skipped,6,6,Skipped,,
18,18,18,18,18,18,18,18,4,18,18,18,18,18,18,18,18,1,,
18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
18,18,18,18,18,18,17,4,3,18,18,18,1,16,18,2,18,18,,
18,18,18,18,4,18,1,18,18,18,18,18,2,3,18,18,18,18,,
18,4,18,18,18,18,1,18,18,18,18,3,2,18,18,4,18,18,,
18,18,18,18,18,18,3,18,18,18,18,18,1,18,18,2,18,18,,
17,17,18,17,17,17,16,17,17,17,17,17,1,15,17,14,2,17,,
6,17,18,3,13,11,12,16,5,10,7,2,1,8,15,9,4,14,,
18,18,18,18,4,5,7,18,2,18,18,18,1,18,18,18,18,18,,
9,1,17,5,17,17,18,17,4,17,10,7,3,6,17,2,8,17,,
15,15,18,15,15,15,2,15,15,15,15,15,1,16,15,10,15,15,,
6,3,18,18,18,18,1,18,2,18,18,4,5,7,18,8,18,18,,
18,18,18,18,18,18,1,18,18,18,18,18,2,18,18,18,18,18,,
18,18,17,17,17,17,17,17,17,18,17,17,17,18,17,17,18,17,,
18,18,18,5,18,18,3,18,18,18,18,4,1,18,Skipped,2,18,18,,
6,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,4,Skipped,Skipped,Skipped,1,3,Skipped,5,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,1,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,,
17,7,18,1,17,17,5,17,8,17,17,17,2,6,17,3,17,17,,
17,18,1,16,17,17,18,17,17,17,8,17,3,18,17,17,2,17,,
4,2,17,7,Skipped,Skipped,18,Skipped,5,Skipped,Skipped,6,4,18,Skipped,3,1,Skipped,,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
4,18,18,18,18,18,18,1,7,18,18,2,3,18,18,18,18,18,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
18,17,18,18,11,16,9,15,8,17,14,4,2,10,13,1,3,12,,
7,9,18,17,5,Skipped,4,Skipped,10,Skipped,Skipped,11,1,6,Skipped,3,2,8,,
18,18,18,18,18,18,1,18,18,18,18,18,1,18,18,18,18,18,,
17,17,18,17,17,17,2,17,17,17,17,17,17,1,17,17,17,17,,
18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,,
18,18,18,5,18,18,1,18,18,18,18,4,2,18,18,3,18,18,,
18,18,4,18,18,18,18,7,16,18,11,18,18,18,18,13,18,18,,
Skipped,17,18,1,Skipped,Skipped,4,Skipped,16,Skipped,Skipped,2,3,5,Skipped,15,Skipped,Skipped,,
Skipped,Skipped,18,6,Skipped,Skipped,5,Skipped,4,Skipped,Skipped,Skipped,1,7,Skipped,3,2,Skipped,,
2,2,18,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,
18,18,18,18,4,18,2,18,18,18,18,18,18,1,18,4,3,18,,
