rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,Num Cands,Num Seats
32,32,32,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,4,6,1,32,32,32,32,32,32,32,32,7,32,32,,
32,32,32,32,32,32,32,32,3,32,32,32,32,32,32,32,32,32,32,6,1,32,5,32,32,32,32,2,32,4,32,32,,
32,32,32,32,32,2,32,32,32,32,4,32,32,32,32,32,32,32,32,32,32,3,32,32,32,32,1,32,32,32,5,32,,
Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,32,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,13,32,1,15,5,24,32,19,32,32,17,32,32,4,32,32,32,2,32,32,10,32,3,32,32,32,6,32,29,32,18,,
7,7,24,10,26,18,8,16,25,31,3,5,12,14,11,13,19,21,4,1,2,9,28,20,23,15,6,22,27,17,30,29,,
32,32,32,6,32,32,32,32,32,32,32,32,32,7,32,5,32,32,32,2,32,32,32,8,32,32,1,32,32,3,3,32,,
32,3,32,32,14,4,32,8,2,32,7,13,16,32,32,5,32,9,11,1,6,32,32,32,32,32,17,32,32,10,12,15,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,2,32,32,32,32,32,,
32,3,32,32,32,32,32,32,32,32,4,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
27,16,17,9,7,15,13,23,20,30,14,3,12,32,28,21,32,29,10,1,2,25,5,24,31,13,18,26,22,4,8,19,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,2,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,2,32,,
32,20,32,32,32,28,13,32,1,32,3,10,32,32,32,19,32,3,32,1,32,32,32,32,32,2,12,32,32,32,32,29,,
32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,3,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,18,27,29,27,32,32,32,32,27,32,18,32,32,32,32,32,32,13,32,32,32,32,32,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,,
32,9,1,4,32,32,32,32,32,32,5,32,32,32,32,32,11,32,6,32,32,3,7,32,32,32,2,10,32,8,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,4,32,32,32,32,32,32,32,32,32,32,32,32,32,3,32,5,32,1,32,32,32,32,32,32,2,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,1,3,32,32,32,32,32,5,32,32,2,32,32,,
32,15,32,8,5,10,32,32,9,32,12,7,16,32,32,3,32,14,16,1,6,32,32,32,4,32,11,32,32,2,32,32,,
Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,7,8,Skipped,Skipped,2,Skipped,3,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,9,32,10,5,32,32,32,32,32,3,32,32,32,11,32,32,4,32,8,32,6,32,7,32,32,1,2,32,32,32,32,,
Skipped,7,Skipped,4,Skipped,6,Skipped,Skipped,Skipped,Skipped,3,8,Skipped,1,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,9,Skipped,,
32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,4,32,32,32,32,32,32,8,32,2,5,7,32,32,8,32,6,32,3,32,32,32,32,32,32,1,32,32,32,32,9,,
32,4,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,3,32,32,,
12,14,8,6,4,14,14,14,14,14,9,2,13,14,14,14,14,5,14,1,10,11,14,14,7,14,32,3,14,14,14,14,,
32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
10,19,32,32,20,11,17,23,6,1,32,9,2,18,26,21,22,4,5,7,3,14,13,27,25,24,32,16,8,12,32,15,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,4,Skipped,Skipped,,
32,32,32,32,32,4,32,32,32,32,32,2,32,32,32,32,32,32,32,32,3,32,32,1,32,32,32,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,4,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,3,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,3,32,32,32,32,32,32,32,32,4,1,32,32,6,32,32,5,32,2,32,7,32,32,32,32,1,32,32,8,32,32,,
32,32,32,32,32,32,32,32,32,32,3,2,32,32,32,32,32,32,32,4,32,32,32,1,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
11,32,32,32,32,5,32,32,13,32,32,9,6,10,32,7,32,3,12,1,8,32,32,32,32,32,4,32,32,32,2,32,,
32,32,32,2,32,32,32,32,32,32,32,3,32,32,32,4,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
4,7,32,32,5,32,3,32,32,32,1,32,32,32,32,32,32,32,32,9,32,32,32,32,32,32,2,32,32,32,8,6,,
32,32,32,32,32,7,32,32,6,32,8,32,2,32,32,32,32,32,32,1,32,32,5,32,32,32,3,32,32,32,4,32,,
32,10,32,6,32,32,32,32,4,32,7,9,12,32,32,32,32,32,5,1,3,32,11,32,32,32,2,32,32,8,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
12,26,28,4,26,26,26,26,9,32,2,7,26,26,26,10,29,8,26,3,6,11,26,30,26,27,1,26,31,5,26,26,,
6,32,32,1,32,3,32,32,32,32,5,32,32,32,32,32,32,32,32,4,32,32,32,32,32,32,32,32,32,32,32,2,,
32,32,32,32,32,32,32,32,32,32,32,4,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,18,32,32,32,32,32,32,32,32,32,32,32,32,4,32,32,32,32,32,32,32,32,32,32,32,23,32,,
32,32,32,32,32,32,32,32,32,32,32,4,32,32,32,2,32,32,32,1,32,32,32,32,32,32,3,32,32,32,32,32,,
32,2,1,4,32,32,32,32,32,32,5,32,32,32,5,32,32,2,32,32,32,6,32,32,32,32,2,32,32,3,4,32,,
Skipped,3,Skipped,Skipped,4,Skipped,Skipped,Skipped,6,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,7,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
9,4,3,5,6,26,16,32,12,21,7,2,15,20,17,13,30,11,27,10,29,8,22,14,28,24,19,18,25,1,23,31,,
32,32,32,32,32,5,32,32,32,32,2,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,4,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,4,Skipped,Skipped,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,1,32,32,32,32,32,32,4,32,32,5,32,32,32,32,32,32,2,32,32,32,32,32,3,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,1,7,32,32,32,32,32,2,8,32,32,32,32,32,6,32,32,32,32,32,32,32,32,3,4,32,32,5,32,,
32,32,32,32,32,32,32,32,32,32,4,3,32,32,32,2,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,3,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,2,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,10,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,Skipped,32,32,Skipped,32,4,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,Skipped,,
32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,,
32,4,32,9,3,32,32,32,32,32,5,11,32,8,32,32,12,32,10,7,6,13,32,32,32,32,1,32,32,2,32,32,,
32,5,1,8,12,32,10,32,3,32,13,32,32,32,32,32,32,3,32,11,32,2,9,32,32,32,7,32,32,32,32,5,,
32,32,32,32,32,32,32,32,32,32,32,2,3,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,3,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,3,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,5,32,32,32,9,32,32,1,32,32,8,4,32,32,32,32,3,32,2,32,32,32,32,32,32,7,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,,
32,32,32,32,32,32,32,32,1,32,7,32,32,1,32,32,32,32,32,1,4,32,4,32,32,32,7,32,32,32,4,32,,
32,32,32,6,32,7,32,32,32,32,32,8,32,32,32,3,32,2,4,1,32,32,32,32,32,32,32,32,32,32,5,32,,
32,32,32,5,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,3,32,32,6,32,2,32,4,32,32,32,32,7,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
Skipped,32,Skipped,7,31,11,Skipped,Skipped,2,Skipped,5,12,13,Skipped,Skipped,8,Skipped,6,9,1,15,18,3,16,Skipped,Skipped,30,10,Skipped,4,14,Skipped,,
Skipped,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,5,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,1,Skipped,,
32,32,32,2,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,23,32,13,32,32,32,32,32,32,2,32,32,32,32,32,32,15,32,4,32,32,32,32,32,18,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,5,32,1,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,32,3,32,32,32,4,32,32,32,32,32,,
32,32,32,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,1,32,32,,
Skipped,7,Skipped,2,Skipped,6,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,8,Skipped,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,,
30,30,30,30,30,30,30,30,29,30,30,32,30,30,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,30,30,30,,
13,2,21,Skipped,16,12,20,Skipped,10,32,5,2,14,11,32,6,3,9,20,7,17,Skipped,32,32,32,14,1,32,Skipped,8,32,32,,
32,32,32,5,10,32,7,4,32,32,31,6,32,32,32,32,8,32,32,1,32,32,2,32,32,11,20,32,32,3,9,32,,
32,32,32,32,1,32,32,32,3,32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,,
Skipped,Skipped,Skipped,1,5,9,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,2,Skipped,Skipped,3,Skipped,Skipped,Skipped,6,Skipped,Skipped,4,4,7,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,2,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,4,10,32,32,8,3,7,32,32,32,32,32,32,32,1,6,32,32,32,32,32,2,32,32,32,5,9,,
2,32,32,32,32,32,32,32,32,32,3,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,2,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,3,32,32,32,32,32,,
32,4,32,8,1,11,32,32,11,32,2,9,32,5,32,15,15,15,32,6,32,32,32,3,15,32,32,15,32,7,32,10,,
32,32,32,1,32,32,32,32,32,32,2,32,32,32,32,32,32,32,6,4,32,32,32,32,32,32,3,32,32,32,5,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,2,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,2,32,6,32,32,32,32,5,32,32,32,32,32,32,32,32,32,32,3,32,32,32,32,32,32,4,32,32,1,32,32,,
13,18,32,32,32,7,18,32,5,32,3,9,16,32,32,15,11,6,32,2,8,19,32,32,14,32,1,12,32,4,32,10,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,32,32,3,4,32,32,32,32,32,32,32,32,1,32,32,,
32,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,2,32,32,32,32,32,32,32,32,1,32,32,32,32,32,3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
31,12,5,31,32,10,31,31,11,31,8,1,31,31,31,31,11,2,31,6,31,31,7,31,11,31,31,11,31,4,3,9,,
32,32,32,32,32,32,32,32,32,32,32,6,32,32,32,7,32,32,32,5,32,32,32,32,32,32,1,32,32,32,32,32,,
32,32,32,3,32,1,32,32,32,32,32,32,32,2,32,4,32,5,32,32,32,32,32,32,32,32,32,32,32,2,32,32,,
32,32,32,32,32,32,32,4,1,32,32,32,5,32,32,2,32,32,32,32,32,32,32,32,32,32,3,32,32,32,32,32,,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,,
32,12,32,3,32,32,32,32,32,32,17,6,32,32,11,32,32,5,32,27,13,2,1,32,32,32,32,7,32,9,16,32,,
12,5,Skipped,14,4,9,8,Skipped,8,Skipped,11,7,3,Skipped,6,Skipped,10,6,13,1,8,15,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,3,Skipped,11,,
32,3,32,32,7,32,32,32,32,32,32,5,7,32,32,32,32,1,6,1,6,32,32,32,32,32,2,5,32,32,32,32,,
32,32,32,32,32,32,32,32,2,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,,
32,32,32,1,32,32,32,32,32,32,32,32,32,32,32,32,32,4,32,3,32,5,32,32,32,32,2,32,32,32,32,32,,
