rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,Num Cands,Num Seats
20,9,19,16,7,19,12,1,5,4,3,8,11,13,21,22,6,2,14,10,15,19,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
16,15,13,13,5,22,6,2,22,13,4,13,3,14,22,8,7,22,1,13,13,13,,
16,10,20,6,11,22,14,1,19,4,9,18,7,12,15,17,3,13,2,5,8,21,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,11,22,22,10,22,21,2,8,6,9,19,5,13,22,22,12,7,3,20,22,22,,
17,7,20,21,15,22,13,4,8,6,1,11,9,10,16,18,2,5,3,12,19,14,,
9,17,20,16,14,18,5,11,10,19,3,6,2,12,22,7,4,8,13,1,15,21,,
22,6,14,22,10,22,8,3,12,5,4,7,1,22,22,22,13,9,11,2,15,22,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,2,3,22,22,22,,
22,22,22,22,9,22,3,1,22,22,4,22,2,6,10,22,5,7,8,22,22,22,,
22,13,22,16,8,15,22,2,3,11,7,14,4,6,22,22,9,1,4,10,22,22,,
22,11,22,15,11,22,6,8,9,3,10,22,2,13,14,22,4,4,1,7,22,22,,
12,14,8,12,1,Skipped,3,5,11,14,7,Skipped,10,Skipped,9,13,4,13,2,6,Skipped,Skipped,,
22,4,15,22,10,22,20,1,17,5,3,10,2,15,17,22,4,2,3,6,22,12,,
3,16,16,1,16,22,16,17,22,16,16,16,5,22,22,2,16,22,16,16,16,16,,
16,9,22,17,8,22,7,4,14,5,1,10,3,13,15,22,2,6,3,9,11,22,,
22,9,22,22,11,22,8,2,5,13,1,22,3,10,22,22,7,12,6,4,14,22,,
Skipped,14,11,13,12,13,9,6,7,4,3,14,1,13,14,Skipped,2,5,8,10,14,13,,
15,16,22,22,13,22,9,14,3,6,2,22,1,11,10,22,4,5,12,7,8,22,,
14,10,Skipped,Skipped,8,Skipped,11,2,Skipped,9,6,12,4,3,13,15,5,7,1,Skipped,Skipped,Skipped,,
22,11,22,12,10,22,9,2,22,7,3,22,8,6,22,22,4,5,1,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,14,Skipped,7,16,Skipped,10,5,15,6,12,Skipped,3,1,4,8,9,17,2,11,13,Skipped,,
8,14,19,17,12,22,4,10,1,6,2,18,7,15,21,9,3,16,5,11,13,20,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
21,8,9,20,19,18,10,2,6,5,1,3,4,15,12,22,13,7,16,11,17,14,,
2,22,22,22,22,22,22,22,22,22,22,22,1,22,22,22,3,22,22,22,4,22,,
20,16,21,5,18,10,11,1,13,12,4,15,2,9,17,22,7,3,10,6,19,14,,
8,17,18,7,11,21,12,1,20,14,6,16,3,2,22,9,15,5,4,13,10,19,,
22,22,22,22,22,22,22,22,22,5,22,22,2,22,22,22,3,4,1,22,22,22,,
22,5,3,22,8,22,22,2,1,22,1,22,7,22,22,22,6,9,21,4,22,22,,
19,14,10,18,11,22,9,4,13,7,5,8,1,6,16,21,2,12,3,17,20,15,,
22,13,22,16,7,22,8,1,11,10,4,15,3,14,22,22,2,6,5,9,12,22,,
Skipped,5,9,Skipped,Skipped,Skipped,4,2,6,4,2,Skipped,1,7,8,Skipped,3,4,2,4,Skipped,Skipped,,
Skipped,5,Skipped,9,8,Skipped,3,6,Skipped,11,7,Skipped,1,Skipped,13,Skipped,2,10,12,4,Skipped,Skipped,,
22,22,22,22,22,22,22,22,22,2,4,22,1,22,22,22,5,22,3,22,22,22,,
Skipped,12,Skipped,Skipped,16,Skipped,Skipped,1,Skipped,3,12,Skipped,22,Skipped,Skipped,Skipped,12,2,22,22,Skipped,Skipped,,
22,7,12,18,15,16,9,1,13,5,4,8,6,10,22,22,2,3,14,11,22,17,,
Skipped,11,Skipped,Skipped,Skipped,Skipped,7,6,10,12,4,9,1,13,Skipped,Skipped,2,7,5,3,14,Skipped,,
22,7,22,22,13,22,12,1,8,9,3,4,14,22,22,22,6,2,5,11,10,22,,
22,3,22,22,22,22,8,4,22,7,9,22,1,6,22,22,2,22,5,22,22,22,,
22,22,22,22,22,22,5,22,22,22,22,22,1,22,22,22,3,22,2,4,22,22,,
22,22,22,22,22,22,6,3,22,3,4,22,2,22,22,22,5,22,1,22,22,22,,
22,22,22,22,22,22,4,3,22,5,2,5,1,22,22,22,2,22,8,7,22,22,,
7,22,22,6,22,22,4,5,22,22,22,22,1,22,22,22,2,22,3,8,22,22,,
Skipped,7,9,Skipped,10,Skipped,5,6,12,11,3,12,2,12,12,Skipped,4,12,1,8,12,12,,
22,9,22,22,12,22,22,22,22,4,3,5,22,14,3,22,22,1,22,22,22,7,,
22,4,16,22,10,19,7,11,18,13,3,12,2,6,14,22,1,15,5,9,8,17,,
22,22,22,4,22,22,1,2,22,22,22,22,3,22,22,22,22,22,22,22,22,22,,
20,14,11,17,16,22,8,1,10,7,4,18,2,12,13,21,3,9,5,6,19,15,,
22,22,22,22,22,22,1,5,22,22,22,22,3,22,22,22,4,22,6,2,22,7,,
1,16,18,3,12,22,6,9,19,8,13,15,4,7,17,2,14,10,11,5,20,21,,
22,7,10,22,9,22,12,1,14,11,6,17,2,4,15,22,3,13,5,8,16,18,,
22,6,8,9,7,22,22,22,22,22,5,22,1,22,22,22,3,2,22,4,22,22,,
11,1,11,11,11,11,7,1,11,7,11,11,1,1,11,11,1,7,1,11,7,11,,
17,6,22,22,12,22,5,18,4,8,2,16,3,13,15,22,1,7,10,9,11,14,,
13,11,21,17,18,14,9,3,22,1,15,16,7,8,20,10,2,19,5,6,4,12,,
22,22,22,22,22,22,4,2,22,22,22,22,22,22,22,22,1,22,3,22,22,22,,
5,1,Skipped,2,Skipped,Skipped,20,3,Skipped,9,8,Skipped,7,4,Skipped,8,10,6,8,9,Skipped,Skipped,,
Skipped,14,Skipped,Skipped,13,Skipped,12,7,Skipped,2,10,Skipped,1,9,Skipped,Skipped,8,3,6,4,Skipped,5,,
22,4,6,22,11,22,7,1,12,22,3,5,10,22,22,22,8,2,13,11,22,9,,
Skipped,14,Skipped,Skipped,9,Skipped,10,5,13,6,1,12,2,7,Skipped,Skipped,3,11,4,8,Skipped,Skipped,,
22,22,22,22,22,22,8,1,22,6,7,22,2,22,22,22,3,5,4,22,22,22,,
12,13,8,Skipped,10,Skipped,15,1,14,18,4,17,2,16,3,7,5,12,9,6,11,19,,
19,12,11,17,13,22,9,1,10,7,3,14,8,15,16,22,5,2,4,6,22,18,,
22,4,22,22,10,22,5,6,22,22,8,22,3,22,22,22,2,22,1,9,7,22,,
14,10,13,14,8,22,7,1,11,2,6,12,5,22,22,14,4,9,2,14,14,14,,
22,3,22,22,6,22,22,4,22,22,8,22,22,5,22,22,2,22,1,22,22,7,,
22,9,11,22,3,22,22,7,2,22,8,12,5,Skipped,22,22,4,6,1,10,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,1,5,22,3,10,2,4,1,4,1,4,4,10,5,22,2,2,1,2,4,3,,
Skipped,6,5,7,6,Skipped,4,3,7,5,3,7,2,7,7,Skipped,1,3,4,4,Skipped,5,,
21,10,18,8,5,15,20,1,6,2,3,19,14,11,4,22,13,7,17,12,16,9,,
22,4,22,22,7,22,22,10,22,6,1,14,2,12,22,22,3,9,13,5,8,11,,
22,4,22,22,17,22,5,2,10,3,1,6,7,10,14,22,13,5,19,11,22,13,,
14,9,13,22,22,22,10,3,22,7,4,11,5,12,22,22,1,8,2,6,22,22,,
10,15,7,21,2,18,5,1,14,11,8,16,3,20,19,13,4,9,12,6,17,22,,
15,9,17,21,19,16,2,3,20,12,10,14,5,6,8,11,1,22,4,7,14,18,,
14,12,22,4,17,15,6,7,13,9,8,20,2,5,19,16,3,21,10,1,18,11,,
3,14,20,17,13,21,6,2,16,7,8,19,1,12,18,5,9,4,10,11,15,22,,
22,22,2,22,22,22,2,2,9,3,3,22,1,4,22,22,1,22,1,3,22,22,,
22,22,10,14,7,22,11,1,22,8,2,22,3,22,12,13,6,4,5,9,22,22,,
20,9,12,17,8,19,3,5,16,11,7,10,2,13,18,21,4,6,1,15,14,22,,
22,8,13,19,19,22,11,6,9,12,4,14,1,15,10,22,2,3,5,7,22,19,,
22,15,6,14,8,19,4,3,17,12,5,9,1,18,13,22,2,7,11,10,20,16,,
22,8,14,22,10,22,12,2,13,9,6,11,7,4,22,22,3,5,1,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
14,3,14,14,10,20,2,15,8,22,6,7,1,18,21,14,4,17,5,9,14,17,,
5,22,1,4,22,2,22,22,22,22,22,22,22,22,22,3,22,22,22,22,22,22,,
17,10,14,Skipped,13,19,6,3,12,7,5,Skipped,4,9,18,Skipped,1,11,2,8,15,16,,
20,8,15,14,10,21,12,2,5,9,1,11,4,17,16,22,3,7,6,13,19,18,,
22,22,22,22,2,22,22,3,22,22,22,22,22,22,22,22,4,22,1,22,22,22,,
9,6,22,13,10,22,5,2,15,11,2,22,1,12,15,7,3,12,8,4,16,22,,
22,9,22,22,11,22,16,1,6,7,2,10,3,12,14,22,5,5,4,8,15,17,,
Skipped,2,Skipped,Skipped,Skipped,Skipped,7,8,6,9,1,Skipped,3,11,Skipped,Skipped,4,5,10,Skipped,Skipped,Skipped,,
22,7,22,22,8,22,13,1,9,14,3,22,6,11,10,19,15,4,2,12,22,20,,
Skipped,9,Skipped,22,6,12,22,3,22,4,8,Skipped,22,11,Skipped,Skipped,1,7,2,5,Skipped,10,,
17,10,20,16,12,22,6,1,4,9,7,15,2,3,14,18,5,11,8,13,19,21,,
22,22,22,22,6,22,21,1,11,22,4,2,13,5,9,22,10,3,8,7,22,22,,
22,22,22,22,22,22,4,22,3,22,7,22,2,22,22,22,1,9,22,6,5,8,,
14,8,9,7,22,22,3,22,22,12,22,22,2,13,6,22,1,22,22,4,22,22,,
22,11,22,22,22,22,6,3,8,4,1,13,5,9,14,22,2,10,3,7,12,22,,
22,3,13,22,22,22,11,5,7,22,2,10,2,7,12,21,2,6,1,8,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
21,10,20,7,20,20,9,2,13,4,8,11,3,12,14,22,6,20,1,5,15,20,,
21,20,21,18,9,21,8,6,21,17,7,21,3,21,5,21,2,21,1,2,21,19,,
22,8,22,22,15,22,7,2,2,10,1,11,12,6,22,22,14,2,5,13,22,9,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,5,Skipped,Skipped,Skipped,Skipped,12,4,2,11,1,9,10,8,Skipped,Skipped,7,6,3,Skipped,Skipped,Skipped,,
Skipped,8,Skipped,Skipped,10,Skipped,11,1,12,3,4,Skipped,2,15,14,16,4,13,8,6,Skipped,Skipped,,
22,22,22,22,2,22,22,1,22,22,22,22,22,22,22,22,22,2,22,22,22,22,,
17,16,22,16,16,18,1,22,5,4,22,22,22,3,2,22,22,16,22,6,22,16,,
22,22,22,22,22,22,22,3,22,22,4,22,2,22,22,22,2,1,22,22,22,22,,
22,11,22,22,10,22,7,4,9,12,2,13,3,14,15,22,1,5,6,8,22,22,,
22,19,15,7,16,Skipped,10,2,17,13,6,12,3,18,21,Skipped,11,8,1,9,20,14,,
22,7,22,22,22,22,11,4,22,8,5,22,3,22,22,22,2,6,1,9,22,10,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,5,6,2,22,22,1,7,22,22,22,22,4,3,22,22,22,22,,
Skipped,14,11,Skipped,6,Skipped,15,1,13,7,4,9,10,16,17,Skipped,3,2,5,8,Skipped,12,,
Skipped,7,Skipped,Skipped,9,Skipped,10,5,Skipped,6,4,Skipped,11,2,Skipped,Skipped,4,Skipped,1,6,Skipped,6,,
19,4,17,22,16,22,8,1,13,12,3,18,2,14,15,22,5,7,6,9,11,10,,
8,10,18,12,7,20,3,4,19,13,5,16,1,9,21,11,14,15,2,6,17,22,,
22,2,22,22,10,22,22,1,9,3,5,22,22,22,22,22,4,8,7,22,22,22,,
22,5,22,22,5,22,22,1,22,3,5,22,4,4,22,22,3,5,2,22,22,22,,
22,8,17,22,11,22,14,1,5,9,2,13,6,10,16,22,4,3,12,7,18,15,,
22,16,14,22,13,18,8,4,19,2,3,9,1,15,22,22,6,7,10,5,22,17,,
22,7,22,22,22,22,11,1,6,8,2,22,4,9,22,22,5,5,3,10,12,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,2,1,22,22,3,22,4,22,22,22,,
Skipped,7,Skipped,Skipped,12,Skipped,15,1,6,9,2,14,3,11,Skipped,Skipped,4,5,10,8,Skipped,13,,
19,7,16,10,11,21,8,1,18,9,2,13,3,6,15,22,5,12,4,14,20,17,,
11,10,9,11,9,11,4,3,6,10,8,7,1,8,9,11,2,4,4,5,11,11,,
Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,4,1,Skipped,3,8,Skipped,Skipped,2,9,5,Skipped,Skipped,Skipped,,
22,3,22,22,22,22,22,22,22,22,22,22,1,22,22,22,2,22,4,22,22,22,,
21,10,20,20,20,20,5,6,4,3,8,20,9,22,20,20,7,1,11,2,20,20,,
17,10,17,17,8,17,14,1,3,4,7,17,6,12,13,17,2,5,11,9,17,17,,
21,22,22,22,2,1,1,2,22,2,5,22,1,1,22,22,3,2,2,22,22,22,,
Skipped,6,Skipped,Skipped,15,Skipped,13,4,14,10,3,7,2,9,11,Skipped,5,8,1,12,Skipped,Skipped,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
Skipped,5,Skipped,Skipped,3,Skipped,4,3,7,10,2,Skipped,1,6,8,Skipped,1,2,6,9,Skipped,Skipped,,
22,12,7,19,11,22,16,1,13,6,5,14,8,15,17,22,3,9,2,4,18,10,,
Skipped,12,19,Skipped,20,Skipped,8,2,19,18,5,20,10,21,19,Skipped,1,11,18,12,Skipped,21,,
