rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,Num Cands,Num Seats
5,10,3,9,12,8,11,1,14,13,2,4,4,6,7,15,,
11,4,3,11,11,6,9,2,8,11,5,6,7,10,1,12,,
6,9,2,4,10,15,3,13,7,12,1,11,14,5,8,16,,
4,10,6,11,13,8,13,1,3,9,12,13,5,2,7,14,,
2,16,3,1,11,12,1,9,10,8,6,5,13,7,4,14,,
11,9,13,14,7,2,3,1,5,12,4,15,10,8,6,16,,
7,6,10,11,13,3,12,1,4,14,5,9,15,8,2,16,,
10,9,6,3,16,5,16,12,8,7,1,16,11,2,4,16,,
13,16,8,7,14,4,11,1,5,15,10,8,3,9,12,2,,
9,15,8,10,1,2,6,3,14,11,7,4,5,13,12,16,,
12,5,3,5,8,6,13,1,14,11,7,2,4,9,10,16,,
9,9,4,8,7,1,6,16,12,10,11,10,2,3,5,15,,
1,9,4,8,11,5,10,2,15,13,3,14,12,7,6,16,,
5,13,3,10,14,7,4,1,8,15,2,11,6,12,9,16,,
14,16,5,8,6,9,10,1,5,7,16,12,3,13,2,11,,
16,2,16,2,16,1,16,16,16,2,16,16,16,1,1,16,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,,
6,5,9,2,13,4,14,10,15,12,3,11,8,1,7,16,,
5,7,2,14,6,4,8,1,9,12,3,11,13,15,10,16,,
1,13,7,3,8,4,12,2,11,10,14,15,9,6,5,16,,
16,16,16,4,1,16,16,2,16,16,3,16,16,16,16,16,,
11,2,3,5,10,3,3,12,16,9,1,16,16,4,3,13,,
14,16,5,9,1,6,4,2,3,10,7,12,13,8,11,15,,
5,11,4,6,16,12,8,1,7,10,2,11,13,3,9,16,,
3,14,15,11,5,12,13,2,6,7,8,10,9,4,1,16,,
11,13,2,6,15,3,10,12,4,9,1,8,5,14,7,16,,
2,10,5,4,13,6,12,16,13,3,14,1,6,11,5,15,,
16,5,16,3,16,4,7,1,4,5,16,16,16,2,16,16,,
12,4,1,11,1,2,4,1,2,3,1,15,2,4,2,16,,
7,1,6,3,15,13,2,10,11,4,12,9,14,8,5,16,,
16,16,7,16,16,1,16,2,6,5,3,16,4,16,16,8,,
4,10,6,11,16,8,14,1,3,9,12,15,5,2,7,13,,
4,1,6,9,14,11,13,2,8,15,3,10,7,5,12,16,,
6,5,13,12,4,7,11,1,9,10,2,15,14,2,8,16,,
2,15,11,4,14,1,3,8,12,13,9,10,6,7,5,16,,
3,2,4,6,5,12,4,7,11,3,8,10,9,1,7,16,,
10,14,1,7,12,3,9,6,13,11,2,8,14,5,4,16,,
