rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
12,4,5,2,9,13,14,15,11,7,6,3,1,8,10,,
15,15,15,15,15,15,15,3,15,15,1,15,15,2,15,,
3,15,15,15,2,4,1,15,8,15,5,7,15,6,9,,
8,10,14,1,5,7,3,2,4,15,6,11,3,13,9,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
3,15,15,15,15,15,15,15,15,15,15,15,1,2,15,,
10,3,4,6,15,9,2,14,7,15,1,13,12,5,8,,
5,10,1,3,9,Skipped,Skipped,Skipped,7,Skipped,6,11,4,2,8,,
4,15,15,15,3,1,3,15,10,15,2,15,15,15,15,,
5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,4,1,2,,
Skipped,4,7,1,8,15,2,1,Skipped,Skipped,3,Skipped,5,2,Skipped,,
5,6,15,15,15,3,15,15,4,15,2,15,15,1,15,,
10,15,15,15,5,2,3,15,5,15,1,6,15,4,7,,
15,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,4,15,15,15,1,3,2,15,15,,
5,3,6,4,10,7,8,12,13,14,2,15,1,9,11,,
15,1,15,15,15,15,3,15,15,15,2,15,15,15,15,,
5,8,15,10,7,4,15,15,1,15,3,9,11,6,2,,
12,6,14,7,11,2,3,9,4,15,1,10,8,13,5,,
15,15,2,7,15,5,15,15,4,15,1,15,5,15,3,,
4,15,Skipped,15,15,1,15,15,3,15,Skipped,2,5,15,15,,
15,15,15,15,15,1,15,15,15,15,15,15,15,1,15,,
4,15,15,15,7,2,1,15,3,15,3,15,15,15,3,,
6,7,9,4,11,15,15,15,2,15,8,10,1,5,3,,
15,15,15,15,15,15,15,15,3,1,15,15,15,15,2,,
3,15,15,15,15,15,1,15,15,15,15,15,15,2,15,,
7,15,6,15,15,15,15,15,5,1,4,15,3,2,15,,
15,15,15,15,5,4,1,15,15,15,2,15,15,3,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
6,10,11,9,4,6,8,13,5,12,2,7,1,3,5,,
15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,,
14,6,3,7,2,8,9,12,4,1,15,13,11,10,5,,
15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,,
15,15,15,15,15,1,1,1,15,15,15,15,15,15,15,,
4,Skipped,Skipped,Skipped,Skipped,3,1,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,,
2,15,15,15,3,15,15,15,15,1,15,15,15,15,15,,
15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
9,11,13,10,8,1,3,4,6,14,2,7,15,12,5,,
15,15,8,15,7,3,5,15,15,1,3,15,4,5,15,,
2,8,11,10,7,3,Skipped,Skipped,5,Skipped,4,9,12,1,6,,
5,8,Skipped,9,6,3,15,11,4,Skipped,1,7,12,2,10,,
3,1,9,5,14,2,10,7,12,15,4,6,13,8,11,,
1,15,15,15,15,1,1,15,15,15,15,15,15,15,15,,
6,4,15,4,15,15,5,15,15,15,1,15,2,15,3,,
13,12,Skipped,11,14,8,8,1,4,Skipped,13,13,10,6,3,,
2,15,15,15,15,15,15,15,15,15,3,15,15,1,15,,
15,15,15,15,15,2,15,3,15,15,15,4,15,1,15,,
15,15,15,15,15,2,15,3,15,15,15,15,15,1,15,,
3,15,15,15,4,1,15,15,5,15,15,15,15,1,15,,
4,15,15,2,1,15,15,15,15,15,15,15,15,3,15,,
6,10,7,3,12,15,14,13,5,9,2,11,1,8,4,,
5,13,13,13,2,14,13,13,3,1,6,13,8,7,4,,
12,10,15,9,8,6,1,7,3,11,2,5,14,13,4,,
2,15,15,15,8,5,1,15,7,15,3,9,15,4,6,,
8,10,15,11,7,2,12,9,3,14,4,13,6,1,5,,
15,15,15,15,15,15,1,15,15,15,15,15,15,15,15,,
15,15,15,4,15,5,15,15,7,15,2,15,1,3,6,,
15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
4,15,15,15,15,1,1,15,15,15,2,15,15,15,15,,
14,5,7,4,6,14,15,10,2,Skipped,13,14,10,1,3,,
7,15,3,5,4,15,2,15,2,15,15,15,1,15,6,,
4,2,Skipped,6,Skipped,15,5,7,3,Skipped,15,1,Skipped,Skipped,Skipped,,
1,4,Skipped,3,2,6,9,5,7,Skipped,15,14,10,13,8,,
8,15,15,15,7,1,5,3,4,15,6,15,15,2,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
11,12,10,2,4,9,15,14,3,1,5,13,6,7,8,,
1,15,15,15,15,15,15,15,15,15,2,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
7,3,15,9,7,4,15,6,5,15,15,8,15,1,2,,
2,13,7,5,4,14,3,9,13,15,1,6,8,13,13,,
12,13,Skipped,6,7,3,4,8,9,Skipped,1,11,2,5,10,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
1,7,11,6,2,4,9,14,15,12,3,5,8,10,Skipped,,
1,8,13,11,2,4,3,9,10,14,6,7,12,5,15,,
3,12,13,12,4,2,5,10,8,1,6,7,15,14,9,,
15,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
15,15,15,15,15,1,5,15,15,15,3,15,4,15,15,,
14,14,14,14,14,1,14,14,14,14,14,14,15,14,14,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
3,6,14,8,10,1,4,9,11,12,2,5,13,15,7,,
12,7,4,6,11,10,15,13,5,14,3,8,9,2,1,,
5,7,15,4,12,3,1,8,11,15,9,6,15,2,10,,
15,15,15,15,15,1,2,3,15,15,15,15,4,15,15,,
4,11,15,9,6,5,1,10,3,15,7,15,15,8,2,,
8,2,10,7,4,3,1,12,6,Skipped,15,14,11,9,5,,
1,8,14,7,2,4,6,5,9,15,3,10,13,12,11,,
1,3,15,5,2,15,7,15,15,1,15,4,15,6,15,,
9,8,15,15,6,2,3,11,4,1,5,7,15,10,15,,
5,15,15,15,15,3,15,15,6,15,2,15,15,1,4,,
15,15,15,15,10,15,15,15,3,15,1,15,15,2,15,,
2,15,1,15,15,15,15,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
4,15,15,15,15,2,1,15,15,15,3,15,15,15,15,,
15,15,15,15,5,4,3,2,15,15,1,6,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
15,2,15,15,15,15,15,1,1,15,15,4,15,15,15,,
7,11,15,12,4,1,3,8,6,15,2,9,15,8,5,,
4,15,15,15,5,15,2,15,15,15,1,15,15,3,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,1,Skipped,,
3,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
15,15,2,15,15,15,1,15,15,15,3,15,15,15,15,,
15,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
11,1,14,9,7,4,6,5,10,15,12,2,13,8,3,,
3,8,Skipped,Skipped,9,6,Skipped,5,Skipped,Skipped,2,4,Skipped,1,7,,
4,Skipped,1,Skipped,3,6,2,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,,
15,15,15,15,15,2,1,15,15,15,3,15,15,4,15,,
15,15,15,15,15,2,2,15,15,15,1,15,15,15,15,,
15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,,
15,15,15,15,15,1,2,4,15,15,3,15,15,15,15,,
10,7,5,6,4,15,11,15,2,15,8,9,1,15,3,,
11,5,6,4,8,14,15,12,2,13,11,9,7,1,3,,
7,10,Skipped,11,4,3,1,2,14,Skipped,5,6,15,8,9,,
2,7,13,6,3,11,14,10,4,1,12,8,15,5,9,,
15,15,15,15,15,2,1,3,15,15,7,15,15,15,15,,
15,15,15,15,2,3,15,15,15,1,15,15,15,15,15,,
11,3,15,2,8,10,5,15,6,15,4,15,1,9,7,,
6,10,8,7,12,13,14,15,9,1,2,11,3,5,4,,
2,15,15,15,6,7,1,15,5,15,8,4,15,15,3,,
5,8,15,12,12,4,2,6,12,13,1,7,14,3,12,,
