rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,Num Cands,Num Seats
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,Skipped,,
35,35,35,35,35,35,35,35,5,35,35,35,35,35,4,35,35,35,35,35,35,35,35,2,35,35,35,35,35,35,1,35,35,3,35,,
35,35,1,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
10,35,35,11,35,35,6,35,5,1,6,35,35,35,3,35,2,7,4,35,35,35,35,9,7,35,1,10,35,1,8,12,35,35,35,,
3,35,35,35,35,3,35,4,3,35,35,6,5,6,2,1,2,35,3,35,35,35,35,35,35,4,5,35,35,3,4,6,1,35,35,,
35,35,35,35,35,35,35,35,35,2,35,35,3,35,35,35,35,35,35,35,5,35,35,35,35,35,4,6,35,35,35,1,35,35,35,,
16,19,11,29,3,21,8,16,24,10,9,21,5,15,24,24,35,13,35,30,4,2,28,6,12,16,7,1,27,35,31,20,21,13,35,,
35,35,1,35,2,35,35,35,35,35,35,35,35,35,6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,3,35,4,35,5,,
35,8,7,35,35,35,2,3,35,35,35,4,35,1,35,35,35,35,35,35,35,2,35,10,35,3,4,35,35,35,7,35,35,35,35,,
35,4,35,8,35,35,1,35,35,9,10,35,35,35,35,35,35,35,35,35,35,6,35,2,3,35,5,35,35,35,7,35,35,35,35,,
3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,6,7,2,5,Skipped,Skipped,Skipped,4,Skipped,,
35,35,3,35,5,35,35,35,35,35,35,35,4,35,35,35,8,35,35,35,35,35,2,6,35,35,35,35,35,35,7,1,35,35,35,,
4,15,27,34,2,16,28,9,14,30,33,18,32,20,13,8,6,27,19,20,1,29,27,18,35,10,29,27,31,11,32,5,3,7,12,,
3,16,35,35,35,4,12,2,19,35,11,6,7,35,22,18,35,13,35,35,17,35,9,15,35,1,5,14,21,35,35,20,2,30,14,,
35,10,13,35,15,5,35,35,1,35,35,4,9,35,2,3,7,35,6,35,35,35,11,35,35,35,35,35,35,35,35,35,8,12,14,,
35,35,35,35,1,5,35,35,35,35,35,35,35,35,7,4,35,35,35,35,35,35,35,35,35,35,35,2,35,35,35,35,3,35,35,,
