rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,Num Cands,Num Seats
1,Skipped,4,5,3,6,13,12,11,Skipped,2,Skipped,7,8,9,10,,
1,16,6,9,2,4,Skipped,3,Skipped,Skipped,5,12,8,10,11,7,,
12,16,6,16,15,3,9,2,4,11,10,8,5,7,1,13,,
3,12,8,5,1,2,10,6,15,14,4,16,11,7,13,9,,
4,16,7,8,6,1,15,9,14,13,5,12,10,3,11,1,,
1,16,2,10,5,7,8,4,9,14,3,15,11,12,13,6,,
7,16,2,6,1,4,12,8,14,11,5,15,3,10,9,13,,
2,16,16,16,16,16,16,16,16,16,1,16,16,16,16,3,,
1,Skipped,Skipped,7,4,3,9,Skipped,10,Skipped,2,11,Skipped,6,8,5,,
16,16,16,16,16,16,16,16,8,1,16,16,1,16,16,16,,
1,16,5,10,12,9,6,15,3,16,2,16,13,16,11,4,,
2,16,16,16,1,4,16,16,16,16,3,16,16,5,6,16,,
1,16,16,8,5,6,4,16,7,16,2,16,16,16,16,3,,
4,16,12,9,1,7,15,2,8,14,3,6,13,5,11,10,,
2,16,16,5,3,4,16,16,16,16,1,16,16,16,16,16,,
2,16,4,5,3,1,16,8,16,16,6,11,16,10,7,9,,
2,16,16,16,4,16,16,16,3,16,1,16,16,16,16,16,,
2,7,16,16,4,16,6,16,3,16,1,16,16,16,16,5,,
1,12,7,11,3,2,6,10,12,12,4,9,12,8,5,12,,
4,16,2,5,1,6,12,8,14,15,3,11,7,9,10,13,,
2,16,5,3,1,4,16,6,16,16,9,7,12,11,8,10,,
1,7,2,4,3,5,14,10,15,16,6,8,11,9,12,13,,
1,16,5,16,16,4,16,16,3,16,2,16,16,16,16,16,,
2,16,7,Skipped,3,4,5,Skipped,Skipped,Skipped,1,8,Skipped,6,Skipped,Skipped,,
1,16,5,7,3,4,16,11,6,12,2,13,11,11,11,14,,
3,16,16,5,2,4,16,16,16,16,1,16,16,16,16,16,,
8,5,4,16,7,1,12,3,14,11,6,9,10,2,15,13,,
5,16,3,4,6,2,13,9,7,16,1,16,10,8,12,11,,
3,7,1,6,2,4,10,12,8,15,5,16,14,9,11,13,,
6,14,5,7,11,1,16,10,13,12,2,9,3,8,4,15,,
3,16,4,16,2,5,11,14,8,16,1,16,10,6,13,12,,
2,16,6,10,5,8,7,1,13,15,4,12,14,3,11,9,,
8,Skipped,5,9,2,1,16,3,15,14,4,12,11,6,10,13,,
1,16,4,7,2,6,14,10,5,15,3,12,9,8,11,12,,
1,Skipped,6,4,3,4,15,8,12,14,2,11,10,7,9,13,,
2,16,4,5,3,7,14,9,9,15,1,12,6,8,11,13,,
10,16,2,1,7,3,11,5,15,14,6,12,9,8,4,13,,
1,16,2,12,9,5,13,3,16,11,6,7,4,10,15,13,,
1,8,3,12,2,6,13,9,16,11,5,14,7,4,15,10,,
1,16,16,16,3,4,16,5,16,16,2,16,16,16,16,6,,
5,16,2,6,4,3,16,16,9,9,1,16,16,7,10,16,,
1,16,10,9,6,7,5,9,3,15,2,13,14,11,12,4,,
1,Skipped,5,4,3,6,Skipped,7,Skipped,Skipped,2,Skipped,Skipped,7,7,Skipped,,
3,16,6,2,1,7,16,4,16,16,5,10,8,5,9,16,,
2,16,16,16,4,4,16,1,16,16,16,16,16,16,16,16,,
1,16,16,16,16,3,16,16,16,16,2,16,4,16,16,16,,
1,Skipped,3,2,8,9,14,10,15,13,6,12,5,7,11,16,,
6,16,2,6,4,3,16,16,9,16,1,16,16,7,16,16,,
3,Skipped,4,7,1,5,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,6,Skipped,Skipped,,
3,16,7,4,2,9,8,13,6,12,1,15,11,10,13,5,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
4,10,1,2,3,6,11,8,14,16,5,7,12,13,15,9,,
2,Skipped,3,6,1,5,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,7,Skipped,Skipped,,
1,16,4,16,3,5,16,6,16,16,2,16,16,16,16,7,,
2,16,3,9,4,6,11,10,14,15,8,1,13,5,7,12,,
1,16,Skipped,Skipped,4,Skipped,8,7,2,6,3,Skipped,Skipped,Skipped,Skipped,4,,
13,16,3,1,4,6,9,14,11,10,2,7,12,15,5,8,,
1,Skipped,7,5,2,6,9,10,3,13,4,15,14,12,11,8,,
2,16,16,16,3,16,16,16,16,16,1,16,16,16,16,16,,
2,16,6,7,3,5,15,9,12,14,1,13,8,4,10,11,,
4,16,9,16,5,1,16,7,6,16,2,16,8,16,16,16,,
1,16,11,3,6,5,13,9,4,7,2,10,14,8,15,12,,
1,16,4,6,3,5,9,12,11,14,2,15,10,7,8,13,,
16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,16,,
5,16,6,1,3,2,15,11,14,9,7,8,10,4,13,12,,
4,8,3,5,2,1,16,16,7,16,6,16,16,16,16,9,,
2,Skipped,5,1,3,4,16,9,12,8,6,11,16,7,10,13,,
1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
1,16,5,6,3,4,16,16,16,16,2,16,16,3,16,16,,
2,16,1,6,5,4,16,16,16,16,3,16,16,16,16,6,,
16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,,
5,16,11,4,8,3,15,2,12,13,1,6,7,10,9,14,,
1,Skipped,6,Skipped,2,3,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,5,Skipped,Skipped,,
16,16,16,3,2,4,16,16,16,16,1,16,16,16,5,16,,
