rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,Num Cands,Num Seats
8,3,18,14,19,4,7,13,16,12,9,11,20,1,10,6,17,5,2,15,,
20,4,6,5,7,18,11,16,1,19,9,13,14,15,8,10,3,2,12,17,,
9,4,17,11,18,20,5,13,19,14,10,12,8,6,15,3,1,2,7,16,,
Skipped,Skipped,20,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
6,18,19,20,8,1,2,20,5,2,4,14,20,5,20,16,12,7,4,4,,
15,16,12,9,14,20,8,Skipped,6,10,7,11,20,17,2,1,13,5,18,4,,
4,Skipped,Skipped,Skipped,Skipped,8,1,Skipped,Skipped,Skipped,7,2,Skipped,6,Skipped,Skipped,Skipped,3,5,Skipped,,
20,20,3,20,20,1,20,20,20,20,2,20,20,20,20,20,20,20,20,20,,
10,8,Skipped,Skipped,11,19,4,Skipped,2,20,6,Skipped,5,7,Skipped,3,Skipped,1,9,Skipped,,
4,1,19,13,8,7,5,20,11,18,15,6,16,12,9,10,17,2,3,14,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,6,Skipped,Skipped,Skipped,8,3,Skipped,Skipped,Skipped,2,Skipped,7,4,Skipped,Skipped,Skipped,1,5,Skipped,,
20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
7,12,17,10,18,4,3,13,20,2,1,8,19,16,9,11,14,6,5,15,,
18,14,20,8,10,19,7,1,4,17,5,9,15,6,12,11,3,6,2,13,,
19,6,19,16,17,3,11,4,8,18,5,10,20,7,15,12,2,1,9,14,,
2,5,19,15,6,1,18,12,14,7,4,10,17,9,8,13,20,11,16,3,,
20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
19,5,18,15,14,16,6,9,13,20,3,17,10,1,8,4,11,7,2,12,,
20,Skipped,19,Skipped,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,,
20,4,17,Skipped,14,19,9,2,3,18,5,6,10,1,11,12,13,8,7,16,,
20,19,15,18,13,17,10,6,5,4,8,12,16,3,9,7,11,1,2,14,,
2,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,19,Skipped,Skipped,Skipped,Skipped,20,Skipped,,
20,19,19,20,19,1,5,19,19,19,7,19,20,19,19,19,19,6,19,19,,
16,10,13,Skipped,15,14,8,1,3,Skipped,9,Skipped,12,6,Skipped,5,4,7,2,11,,
1,19,6,11,Skipped,2,5,9,Skipped,10,7,Skipped,Skipped,20,Skipped,4,Skipped,3,8,Skipped,,
19,15,16,18,7,20,6,12,11,14,9,13,17,5,1,8,2,3,4,10,,
9,14,16,4,19,1,6,13,17,10,8,5,20,18,15,2,11,3,7,12,,
20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,10,20,20,,
20,14,19,16,11,17,8,5,4,18,13,9,12,3,1,10,7,2,6,15,,
19,19,2,19,19,1,19,20,19,19,19,19,19,19,19,19,19,19,19,19,,
14,13,8,15,10,7,4,Skipped,2,16,9,6,17,12,Skipped,5,3,1,11,18,,
1,8,4,6,12,2,10,18,9,5,20,14,3,7,17,16,19,15,13,11,,
20,19,20,16,6,8,3,8,1,15,10,16,18,5,17,4,6,12,5,2,,
17,7,17,7,6,17,6,1,3,7,6,6,7,6,6,3,1,3,6,17,,
2,20,12,12,19,3,4,14,13,9,7,15,18,1,8,10,17,5,6,16,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
15,12,20,10,6,19,3,5,13,8,18,11,17,9,7,2,14,4,1,20,,
20,8,8,5,4,9,4,3,3,20,4,5,8,1,8,4,8,3,4,2,,
19,11,18,20,8,15,5,1,2,17,16,3,9,4,12,14,6,10,7,13,,
11,12,13,19,18,20,4,8,6,9,6,17,16,3,10,2,1,7,16,14,,
Skipped,Skipped,Skipped,Skipped,Skipped,20,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
19,12,20,17,8,18,6,1,15,16,9,13,14,7,5,10,2,11,4,3,,
19,3,20,6,2,15,9,4,1,18,12,11,10,17,5,16,13,8,7,14,,
19,5,17,16,2,20,12,6,3,18,13,14,4,9,15,11,1,7,10,8,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,19,8,19,9,2,1,19,4,19,6,19,11,19,19,5,19,7,3,10,,
9,11,20,16,18,2,5,17,7,15,3,13,12,8,10,6,14,3,1,19,,
1,7,2,14,11,10,13,19,18,3,20,16,4,17,6,8,15,9,12,5,,
10,1,10,10,10,2,6,5,10,19,4,8,20,18,10,10,10,9,3,7,,
7,4,20,10,11,19,2,12,13,16,5,15,18,3,17,6,14,8,1,9,,
2,16,19,8,12,1,13,15,7,4,9,11,20,3,14,18,5,6,10,17,,
18,16,6,10,9,1,3,17,20,13,12,8,15,7,14,2,11,19,5,4,,
20,20,20,20,20,10,20,20,20,20,20,20,20,10,20,2,20,1,10,20,,
11,6,20,14,10,8,2,10,10,7,17,15,19,2,14,18,14,4,3,17,,
20,7,8,10,14,15,2,7,14,19,3,11,19,7,19,14,19,4,1,14,,
20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
10,7,19,6,20,3,8,12,1,14,15,17,18,4,11,13,9,2,5,16,,
17,10,11,16,6,19,13,1,2,18,4,15,9,7,12,8,Skipped,3,5,14,,
19,20,7,13,14,1,15,12,9,18,3,11,17,10,8,5,16,2,4,6,,
20,3,16,16,4,19,10,8,5,17,12,18,7,14,11,13,2,6,1,9,,
8,9,1,20,20,2,3,20,20,10,7,20,19,11,Skipped,6,20,5,4,20,,
19,Skipped,8,Skipped,Skipped,20,6,2,Skipped,Skipped,4,9,7,1,3,10,Skipped,5,Skipped,Skipped,,
19,4,19,6,3,19,15,19,18,20,1,19,2,19,7,17,19,16,8,19,,
2,20,1,3,20,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,3,20,20,20,9,7,20,1,20,5,20,4,8,20,20,20,2,7,20,,
2,20,3,20,7,20,20,20,6,4,20,20,5,20,20,20,20,20,1,20,,
2,20,20,20,20,1,20,20,3,20,20,20,4,20,20,20,20,20,20,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,16,9,12,3,11,8,15,5,7,2,10,19,14,6,13,17,1,4,18,,
20,2,18,17,6,19,7,15,13,16,3,11,4,5,10,1,14,9,8,12,,
1,2,17,Skipped,Skipped,5,4,Skipped,14,6,Skipped,3,10,9,8,11,19,7,12,20,,
18,12,20,14,17,5,6,1,11,3,8,7,19,4,12,9,17,2,13,10,,
18,7,17,20,12,10,14,1,5,16,13,15,11,3,19,8,6,4,2,9,,
17,16,15,9,12,19,5,7,4,2,14,10,20,3,13,6,1,8,18,11,,
14,12,19,15,18,20,4,3,2,13,8,16,17,10,5,11,1,7,6,9,,
14,6,16,13,19,4,2,7,17,10,1,12,20,11,18,3,9,15,5,8,,
17,13,16,15,18,3,1,10,9,14,7,8,19,4,11,12,2,6,5,20,,
8,20,18,20,20,1,3,20,6,7,17,19,20,20,9,5,20,4,2,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
16,11,3,18,9,1,4,12,14,5,10,15,19,2,7,16,13,6,8,20,,
12,3,16,4,5,19,10,6,8,17,2,9,18,20,14,1,7,15,13,11,,
15,13,19,14,18,6,5,9,4,16,10,12,17,3,2,7,11,1,8,20,,
20,17,18,15,1,20,12,2,3,11,6,14,16,8,13,10,9,7,4,5,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
19,7,6,16,11,20,9,1,4,18,14,12,13,2,8,5,10,3,15,17,,
17,5,3,7,14,9,6,10,13,1,2,12,20,18,8,4,12,19,11,15,,
19,19,19,19,19,20,3,2,19,19,1,19,19,19,19,19,19,19,4,19,,
19,19,20,5,19,19,19,19,19,6,19,19,4,1,19,19,19,2,3,19,,
20,14,18,17,13,16,6,3,2,15,9,12,8,10,7,5,1,11,4,19,,
14,10,2,Skipped,7,19,2,20,6,17,1,Skipped,12,5,Skipped,8,Skipped,4,3,18,,
18,17,19,11,16,8,20,4,3,13,1,14,15,2,9,10,6,5,7,12,,
19,10,14,6,13,20,9,7,15,18,16,5,4,11,8,12,2,3,17,1,,
18,14,17,9,13,1,7,6,4,12,16,10,3,15,11,8,5,3,2,5,,
8,20,11,20,20,2,10,20,20,20,12,9,3,20,20,4,20,1,8,20,,
2,20,3,20,20,1,20,15,20,20,9,20,20,18,18,20,20,12,19,20,,
11,12,8,18,16,20,3,10,9,17,4,15,2,19,7,6,14,13,1,5,,
17,12,5,20,12,19,12,16,2,12,12,13,14,4,12,3,12,1,15,18,,
15,13,19,18,8,20,14,2,11,10,9,6,7,3,16,17,5,1,12,4,,
10,3,19,13,11,20,8,16,1,17,14,9,2,4,7,15,18,5,6,12,,
14,3,20,10,9,19,17,4,12,15,16,5,18,1,6,13,7,2,8,11,,
20,20,20,20,20,1,1,20,20,20,1,20,20,20,20,20,20,20,20,20,,
2,20,3,20,20,1,20,20,20,2,20,20,20,20,20,20,20,20,20,20,,
17,8,19,16,16,20,4,11,12,16,5,9,11,16,11,1,16,2,8,8,,
20,20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,,
18,7,13,16,12,20,1,3,5,19,6,11,10,15,9,17,2,4,8,14,,
18,16,13,19,3,9,8,12,6,20,2,10,17,5,11,1,4,15,7,14,,
11,10,12,16,13,2,3,18,7,20,15,17,19,14,8,4,5,6,9,1,,
17,4,20,16,13,19,13,1,16,13,3,5,18,2,16,13,13,6,16,16,,
6,3,5,17,10,2,18,17,8,17,4,17,19,11,17,7,17,1,20,8,,
15,8,16,14,11,19,20,6,5,17,9,13,12,18,4,1,3,7,10,2,,
Skipped,7,14,3,Skipped,15,17,2,6,11,5,8,16,12,13,1,Skipped,4,9,10,,
2,2,20,2,2,19,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,
20,20,5,20,7,20,1,20,20,20,20,20,20,20,20,6,20,20,20,20,,
8,11,6,10,9,2,4,15,17,13,5,1,18,14,16,12,19,7,3,20,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,12,18,13,19,16,7,8,2,15,14,9,17,11,4,6,3,1,5,10,,
6,17,13,19,11,20,1,19,1,16,10,19,18,9,19,2,5,3,8,15,,
1,6,2,20,20,5,4,20,20,20,20,20,10,20,20,3,20,7,6,20,,
20,20,20,20,20,19,20,20,20,20,1,20,20,20,20,20,20,20,20,20,,
15,12,20,14,9,16,7,6,5,11,2,13,18,8,1,17,10,3,4,19,,
16,7,19,11,17,18,8,10,4,15,3,12,20,13,9,5,1,2,6,14,,
4,14,13,15,17,1,8,19,11,9,3,6,20,10,7,5,16,2,12,18,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,,
14,6,18,19,4,7,5,16,3,15,1,11,9,10,13,2,17,8,12,20,,
15,9,18,20,8,4,3,12,14,19,6,17,2,11,16,10,7,1,5,13,,
2,14,17,16,18,1,6,16,19,3,10,11,8,15,15,4,12,9,5,13,,
15,16,3,10,19,7,8,20,2,14,1,11,17,9,12,6,18,5,4,13,,
11,14,19,16,13,17,9,6,6,20,6,18,15,2,8,3,1,7,10,13,,
3,Skipped,20,Skipped,20,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,,
3,20,5,10,20,7,6,20,2,11,8,9,20,13,20,20,12,4,1,20,,
20,18,9,4,Skipped,17,7,Skipped,Skipped,Skipped,3,10,1,Skipped,Skipped,5,Skipped,2,7,6,,
19,8,18,4,12,20,7,15,14,13,5,9,10,3,11,2,16,6,1,17,,
4,3,6,20,13,1,16,19,9,5,12,8,10,15,7,14,17,17,2,11,,
20,4,18,12,8,17,3,6,7,19,2,16,5,9,14,15,11,1,10,13,,
20,8,13,18,14,5,6,9,14,19,3,11,18,10,12,1,15,2,4,7,,
17,10,19,7,15,20,16,1,11,12,6,9,5,13,2,8,3,4,14,18,,
20,Skipped,Skipped,Skipped,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
17,15,18,Skipped,Skipped,19,16,Skipped,Skipped,Skipped,4,5,20,Skipped,Skipped,3,Skipped,2,16,Skipped,,
19,18,20,1,7,16,15,3,14,8,4,7,12,11,5,10,13,2,17,4,,
16,11,20,10,15,19,7,1,4,12,13,14,8,6,9,18,2,5,3,17,,
17,Skipped,19,18,Skipped,20,1,Skipped,4,16,Skipped,Skipped,15,3,Skipped,9,Skipped,2,7,Skipped,,
20,20,20,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
19,10,20,6,9,17,7,2,4,13,5,14,18,16,15,1,3,8,12,11,,
8,20,7,20,20,1,2,20,20,20,6,20,20,20,20,4,20,5,3,20,,
9,10,9,20,20,7,20,18,4,20,8,11,16,20,6,1,20,2,5,19,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
20,20,20,20,1,20,20,20,20,20,20,20,20,20,2,20,20,20,20,20,,
7,9,20,18,20,1,8,Skipped,Skipped,6,5,14,19,13,Skipped,4,2,3,10,Skipped,,
20,8,18,19,17,15,5,3,9,14,4,16,7,14,14,1,2,10,14,6,,
5,1,12,13,16,8,10,20,19,7,6,11,14,3,17,9,18,4,2,15,,
5,Skipped,19,Skipped,8,10,12,6,Skipped,Skipped,17,2,5,20,Skipped,16,18,9,11,15,,
19,Skipped,20,15,Skipped,18,4,Skipped,5,14,1,Skipped,17,Skipped,Skipped,2,Skipped,3,6,16,,
16,7,20,18,12,19,14,4,5,15,3,9,13,2,9,6,9,1,8,17,,
20,20,20,20,2,20,20,20,20,20,20,20,1,20,20,20,20,20,20,20,,
2,12,14,6,20,1,7,20,8,3,12,5,4,10,9,15,12,12,13,20,,
18,4,19,9,3,20,13,5,17,16,6,14,1,7,8,15,10,11,12,2,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
13,15,19,20,14,5,1,3,6,17,8,12,16,4,11,9,10,7,2,18,,
20,20,14,20,Skipped,1,3,1,20,20,20,4,20,20,20,11,19,2,13,20,,
18,1,15,9,Skipped,20,13,Skipped,3,19,17,7,5,6,8,14,2,12,4,Skipped,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,20,,
Skipped,2,Skipped,Skipped,Skipped,5,4,Skipped,Skipped,Skipped,6,Skipped,1,Skipped,Skipped,Skipped,Skipped,7,3,20,,
20,7,19,11,8,17,14,1,3,9,16,10,13,5,2,12,15,4,6,18,,
