rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,Num Cands,Num Seats
19,Skipped,19,4,3,19,5,19,19,2,1,6,19,19,19,19,19,19,19,,
19,19,1,19,12,2,19,19,19,19,19,3,4,8,10,15,19,2,19,,
19,2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
12,7,11,Skipped,5,8,Skipped,9,Skipped,2,1,3,6,Skipped,Skipped,13,10,4,Skipped,,
13,15,2,12,9,5,17,10,14,19,16,3,1,6,11,8,7,4,18,,
7,11,1,16,10,3,17,6,15,12,14,9,2,8,13,12,4,5,18,,
11,13,9,19,1,3,14,6,12,8,4,2,5,12,19,10,14,7,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
Skipped,Skipped,8,Skipped,1,Skipped,7,Skipped,Skipped,4,Skipped,3,2,Skipped,Skipped,6,Skipped,5,Skipped,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,4,5,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
16,14,1,19,11,6,9,17,18,13,10,5,2,8,12,3,7,4,15,,
11,Skipped,4,5,10,6,Skipped,9,Skipped,Skipped,8,2,3,Skipped,Skipped,12,7,1,Skipped,,
19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,5,1,19,19,19,19,19,3,19,19,4,19,19,2,19,,
4,15,1,2,3,5,16,14,19,12,17,6,2,13,7,9,8,10,11,,
5,19,9,19,4,3,19,19,19,19,19,6,1,19,7,19,8,4,19,,
6,8,2,19,10,13,19,19,19,14,7,11,3,15,12,5,9,1,19,,
Skipped,8,4,Skipped,10,7,Skipped,Skipped,Skipped,3,2,6,5,Skipped,Skipped,9,Skipped,1,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
9,Skipped,6,8,2,4,Skipped,7,Skipped,5,19,3,6,Skipped,Skipped,Skipped,10,1,Skipped,,
5,8,3,10,1,2,19,9,14,13,18,11,4,12,15,7,6,16,17,,
8,19,5,19,2,4,19,19,19,19,19,7,1,19,19,7,19,2,19,,
19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
6,19,5,19,7,4,19,19,19,19,19,2,1,19,8,3,19,9,19,,
19,19,5,19,2,19,7,19,19,19,1,6,19,19,19,19,4,3,19,,
19,19,1,19,2,4,19,19,19,19,19,3,4,19,19,5,19,7,19,,
5,19,3,19,2,19,19,19,8,19,19,4,6,19,19,19,7,1,19,,
8,6,13,18,1,12,10,17,16,7,2,3,5,14,11,15,9,4,19,,
19,19,5,19,2,6,19,19,19,19,19,1,19,4,19,19,19,3,19,,
19,19,19,19,2,19,19,19,19,19,19,3,19,19,4,19,19,1,19,,
19,19,19,19,1,19,6,19,19,19,19,2,3,19,4,19,19,5,19,,
11,14,3,Skipped,4,7,Skipped,8,5,Skipped,1,10,2,6,12,13,15,9,Skipped,,
11,Skipped,4,14,9,7,Skipped,8,15,10,Skipped,3,1,6,12,5,12,2,16,,
3,Skipped,5,4,10,2,Skipped,9,12,Skipped,Skipped,7,1,8,11,6,13,14,15,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,2,19,19,19,19,19,19,1,19,,
6,16,4,11,3,5,17,15,10,7,18,1,8,9,14,12,8,2,13,,
19,19,19,19,1,19,19,19,19,19,19,1,19,19,19,19,19,19,19,,
13,7,6,10,11,8,16,9,18,1,12,4,2,Skipped,15,5,17,3,14,,
10,Skipped,7,Skipped,1,6,Skipped,Skipped,Skipped,11,Skipped,4,3,12,9,5,8,2,Skipped,,
13,19,3,14,9,6,15,8,Skipped,11,16,5,4,7,12,2,10,1,17,,
19,2,19,19,Skipped,19,19,19,19,19,1,19,19,19,19,19,19,3,19,,
10,11,6,14,1,5,16,15,16,12,12,4,1,8,16,9,7,1,16,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
Skipped,3,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,1,2,4,5,Skipped,Skipped,6,Skipped,8,Skipped,,
9,16,2,6,11,3,19,7,Skipped,14,18,4,1,12,17,10,5,8,13,,
19,19,7,19,4,2,19,19,19,8,19,5,1,19,19,19,19,3,19,,
5,15,2,8,3,7,17,11,19,14,10,4,1,12,18,9,6,13,16,,
Skipped,Skipped,6,Skipped,4,2,Skipped,7,Skipped,Skipped,Skipped,5,1,9,Skipped,8,10,3,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,3,19,19,19,19,2,19,19,1,19,,
19,1,19,19,19,19,4,6,19,2,3,5,19,19,19,19,19,19,19,,
19,19,19,4,6,19,19,19,5,19,19,7,19,2,19,19,19,1,19,,
7,11,13,16,3,5,19,19,19,1,19,4,2,9,8,10,15,6,12,,
7,2,13,14,19,6,5,11,12,3,1,4,9,8,15,16,10,4,17,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
Skipped,Skipped,7,Skipped,4,Skipped,Skipped,Skipped,Skipped,5,6,3,1,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
Skipped,Skipped,Skipped,Skipped,4,7,Skipped,5,Skipped,6,Skipped,1,3,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
15,16,10,13,7,2,17,6,14,11,18,3,1,9,12,5,8,4,19,,
5,12,1,Skipped,10,3,Skipped,Skipped,Skipped,11,6,7,2,Skipped,Skipped,9,4,8,Skipped,,
19,19,8,19,2,5,19,19,19,19,19,1,7,19,4,6,19,3,19,,
Skipped,19,8,Skipped,19,4,19,Skipped,Skipped,19,19,2,10,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
Skipped,Skipped,2,Skipped,8,3,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,7,9,6,Skipped,5,Skipped,,
19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
19,19,12,19,2,19,11,19,19,9,6,4,1,10,7,8,5,3,19,,
19,19,19,19,19,3,19,19,19,19,19,19,2,19,4,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
11,1,5,13,10,9,4,12,17,6,3,7,14,15,8,18,19,2,16,,
12,13,8,14,2,4,16,10,15,18,19,3,6,11,5,7,9,1,17,,
Skipped,1,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
19,19,10,19,7,6,19,2,19,19,19,2,5,7,9,2,19,1,19,,
3,19,8,19,4,6,19,19,19,19,19,5,1,19,7,19,19,2,19,,
6,6,5,6,2,5,6,6,6,6,6,4,1,6,6,6,6,3,6,,
8,5,19,Skipped,1,2,Skipped,Skipped,Skipped,3,6,4,19,Skipped,7,19,19,19,Skipped,,
15,5,12,11,9,4,18,10,16,2,3,8,6,13,17,7,14,1,19,,
19,19,2,19,5,19,19,19,19,4,19,3,19,19,19,19,19,1,19,,
19,3,19,19,5,19,1,19,19,11,3,19,10,19,6,19,19,19,19,,
19,19,7,19,2,19,19,19,19,6,3,4,5,19,19,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
14,7,5,10,9,6,17,13,12,8,1,4,2,15,16,19,11,3,18,,
13,14,3,16,5,6,11,9,18,7,15,4,2,10,17,12,8,1,19,,
9,11,1,17,4,5,18,14,17,3,10,7,2,13,12,15,6,8,17,,
19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
Skipped,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,Skipped,19,19,5,6,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
19,19,4,19,5,2,19,19,19,19,19,7,1,10,8,9,6,3,19,,
Skipped,Skipped,8,Skipped,3,5,Skipped,Skipped,Skipped,6,Skipped,1,4,Skipped,9,19,Skipped,2,Skipped,,
12,19,4,13,6,2,19,8,19,11,19,5,3,14,7,10,9,1,19,,
11,19,3,15,4,9,19,8,7,10,19,2,1,12,16,6,14,5,19,,
5,7,8,Skipped,2,1,11,Skipped,Skipped,6,9,3,10,Skipped,Skipped,Skipped,Skipped,4,Skipped,,
Skipped,15,Skipped,Skipped,3,14,5,Skipped,Skipped,19,Skipped,4,10,Skipped,2,13,Skipped,1,Skipped,,
11,4,9,19,3,7,17,10,12,2,14,5,6,18,13,8,19,1,16,,
12,8,15,16,4,11,13,18,17,7,3,5,2,10,6,9,14,1,19,,
19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,2,19,,
Skipped,8,2,Skipped,7,4,Skipped,Skipped,Skipped,5,18,3,9,10,Skipped,1,10,6,Skipped,,
10,17,6,13,5,2,15,3,16,12,18,1,4,8,11,7,9,1,14,,
17,7,15,14,3,5,11,12,9,6,10,4,2,13,19,8,16,1,18,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
19,19,19,19,3,2,19,19,19,19,19,4,5,19,19,19,19,1,19,,
10,19,9,15,2,8,14,7,16,5,4,1,3,11,12,18,13,6,17,,
8,19,2,10,3,7,19,4,9,19,19,6,1,12,19,11,13,5,19,,
19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
1,19,1,19,2,2,19,3,4,19,19,2,1,3,3,3,3,3,4,,
19,19,7,19,4,3,19,8,19,5,19,6,1,19,19,19,19,2,19,,
6,13,2,18,5,3,12,8,17,15,16,9,1,7,10,11,14,4,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
7,7,11,11,3,7,5,11,11,1,5,2,5,11,11,11,11,7,11,,
11,15,3,10,4,2,18,14,13,17,19,7,1,9,12,8,6,5,16,,
14,7,13,Skipped,4,12,10,Skipped,Skipped,5,1,3,2,Skipped,8,9,11,6,Skipped,,
8,Skipped,1,Skipped,6,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,5,Skipped,Skipped,3,7,Skipped,,
19,18,11,19,5,12,14,19,19,2,7,17,10,19,19,19,19,1,19,,
9,Skipped,7,10,4,3,Skipped,5,12,Skipped,Skipped,6,1,13,14,8,11,2,15,,
19,19,4,19,2,5,19,19,19,6,19,5,3,19,19,19,5,1,19,,
12,Skipped,3,Skipped,6,1,Skipped,10,Skipped,9,Skipped,7,2,5,8,13,11,4,Skipped,,
19,19,1,19,19,5,19,19,19,4,1,19,6,19,19,19,7,2,19,,
19,19,1,19,3,4,19,19,19,19,19,6,5,7,19,19,2,8,19,,
9,6,12,13,2,7,11,14,15,10,8,3,1,16,5,19,18,4,17,,
19,4,19,19,3,19,19,8,19,5,2,7,6,19,19,19,19,1,19,,
8,16,4,3,13,7,18,10,9,11,17,1,6,12,14,15,5,2,19,,
10,17,6,14,5,4,19,12,15,7,18,2,3,9,11,8,13,1,16,,
Skipped,Skipped,6,Skipped,1,2,Skipped,9,7,Skipped,Skipped,4,5,8,Skipped,10,11,3,Skipped,,
13,17,1,15,4,3,19,5,18,12,16,9,2,10,14,8,7,6,11,,
10,14,5,15,3,7,17,16,8,19,13,4,1,12,9,11,6,2,18,,
18,18,9,18,6,3,18,5,18,8,19,7,1,18,18,18,4,2,18,,
14,12,7,13,4,5,18,10,11,3,16,6,1,15,9,17,8,2,19,,
14,9,5,16,2,8,18,13,17,15,11,3,4,12,10,7,6,1,19,,
11,19,2,7,13,1,19,14,12,19,19,8,3,9,10,4,6,5,19,,
Skipped,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,4,5,Skipped,Skipped,Skipped,Skipped,3,Skipped,,
19,19,19,19,1,19,19,19,19,19,19,2,19,19,4,19,19,3,19,,
8,9,3,16,2,4,19,10,15,7,17,6,1,14,12,11,13,5,18,,
10,2,7,11,8,3,14,9,12,1,6,17,15,5,13,18,4,19,16,,
19,2,19,19,1,5,7,19,19,19,8,4,6,19,19,19,19,3,19,,
12,9,6,19,4,11,10,19,19,5,8,3,1,19,19,19,7,2,19,,
12,18,4,12,1,6,8,12,16,17,13,3,6,15,5,12,8,3,19,,
19,19,4,19,5,6,19,19,19,19,19,3,2,19,19,6,19,1,19,,
5,Skipped,4,6,2,8,Skipped,14,Skipped,19,Skipped,1,3,9,15,7,12,13,17,,
10,2,14,12,7,8,4,13,19,3,1,11,6,19,19,19,9,5,19,,
19,19,3,19,1,19,19,19,19,19,19,2,19,19,19,19,19,19,19,,
19,19,19,19,4,7,19,9,19,2,19,5,1,8,6,3,19,19,19,,
7,Skipped,19,10,1,9,4,Skipped,Skipped,8,19,2,5,3,Skipped,Skipped,Skipped,6,Skipped,,
10,Skipped,5,7,2,5,Skipped,14,9,Skipped,Skipped,4,1,12,13,10,7,3,Skipped,,
Skipped,4,Skipped,Skipped,Skipped,5,7,Skipped,Skipped,3,1,2,10,Skipped,Skipped,6,Skipped,8,9,,
19,19,2,19,5,4,19,19,19,19,19,3,6,19,19,19,19,1,19,,
14,16,2,11,4,7,15,6,17,10,18,3,5,13,12,9,8,1,19,,
3,18,3,9,4,3,10,7,2,12,19,1,4,6,5,3,8,5,11,,
19,8,2,19,19,6,19,19,19,1,19,19,7,5,19,19,3,4,19,,
7,19,5,19,3,19,19,19,19,6,19,4,19,19,2,19,19,1,19,,
8,14,19,10,4,12,17,11,13,2,3,5,16,15,7,6,9,1,17,,
7,Skipped,3,7,4,2,Skipped,Skipped,Skipped,3,Skipped,6,1,6,Skipped,2,3,5,Skipped,,
19,19,2,19,19,5,19,19,19,19,19,19,1,19,19,19,3,19,19,,
16,2,4,7,8,11,5,13,10,3,1,17,6,15,19,12,18,9,14,,
10,Skipped,2,8,6,3,Skipped,5,13,12,Skipped,4,1,11,Skipped,9,10,7,19,,
8,5,10,13,3,7,6,11,19,2,4,12,1,9,16,18,14,17,15,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
15,19,3,6,17,1,19,5,13,12,19,9,4,8,11,2,10,7,14,,
Skipped,Skipped,Skipped,Skipped,3,6,Skipped,7,Skipped,Skipped,Skipped,5,1,Skipped,Skipped,4,9,2,Skipped,,
12,Skipped,5,13,7,3,Skipped,10,14,15,Skipped,1,2,6,11,8,8,4,Skipped,,
19,19,19,19,1,4,19,19,19,19,19,5,3,19,19,19,19,2,19,,
Skipped,8,5,Skipped,10,11,10,Skipped,Skipped,Skipped,Skipped,10,3,12,Skipped,6,Skipped,7,Skipped,,
12,14,6,13,3,4,19,5,19,2,8,7,4,11,19,9,10,1,19,,
10,Skipped,1,9,7,5,Skipped,6,Skipped,8,Skipped,4,3,12,Skipped,Skipped,11,2,Skipped,,
19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,,
6,19,19,19,3,5,19,19,19,19,19,4,2,19,19,19,19,1,19,,
Skipped,Skipped,6,Skipped,19,3,Skipped,Skipped,Skipped,1,Skipped,9,2,Skipped,8,5,7,4,Skipped,,
19,19,4,19,19,3,19,19,19,2,19,19,19,19,19,1,19,19,19,,
17,4,6,15,1,6,19,5,3,14,19,2,1,5,19,10,6,8,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,2,19,19,1,19,,
8,Skipped,1,9,7,3,Skipped,12,4,Skipped,Skipped,4,2,14,13,11,6,10,Skipped,,
5,5,8,15,1,2,12,10,17,9,16,4,7,14,13,19,11,6,19,,
5,Skipped,3,10,4,2,Skipped,Skipped,Skipped,10,Skipped,7,1,Skipped,Skipped,Skipped,Skipped,10,Skipped,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,2,19,,
3,18,19,12,2,17,14,7,15,6,8,5,4,13,11,9,10,1,16,,
19,19,1,19,19,7,19,8,19,19,19,5,4,9,19,10,8,1,19,,
13,Skipped,1,12,7,3,Skipped,8,14,5,Skipped,5,2,11,Skipped,5,10,4,Skipped,,
9,7,18,13,3,12,15,11,14,2,5,8,6,10,4,19,17,1,16,,
10,11,5,12,4,2,13,6,10,3,8,7,1,10,10,10,9,7,14,,
14,Skipped,4,13,10,5,Skipped,12,7,Skipped,Skipped,3,1,6,11,2,9,8,Skipped,,
19,19,19,19,2,1,19,19,19,19,19,3,19,19,19,19,19,19,19,,
14,18,2,8,13,1,19,7,9,16,17,5,3,12,11,6,10,4,15,,
4,Skipped,2,Skipped,5,6,Skipped,8,Skipped,Skipped,Skipped,7,1,10,Skipped,9,11,3,Skipped,,
Skipped,5,Skipped,7,2,3,6,Skipped,Skipped,11,12,8,4,10,Skipped,9,Skipped,1,Skipped,,
5,Skipped,4,Skipped,7,1,Skipped,Skipped,Skipped,11,10,2,3,9,Skipped,Skipped,6,8,Skipped,,
19,19,19,19,3,4,19,19,19,19,19,5,2,19,19,19,19,1,19,,
9,Skipped,6,8,2,13,Skipped,3,Skipped,13,Skipped,5,10,7,3,19,Skipped,1,Skipped,,
10,10,1,10,10,5,10,6,10,8,10,9,6,4,10,3,10,2,10,,
7,2,16,8,19,12,18,6,9,4,1,5,13,10,11,17,15,3,14,,
Skipped,Skipped,2,Skipped,5,9,Skipped,Skipped,6,Skipped,Skipped,3,8,7,Skipped,10,4,1,Skipped,,
8,19,2,19,19,1,19,4,19,19,19,6,3,9,19,19,7,5,19,,
6,19,2,19,5,4,19,7,19,9,19,4,1,19,19,19,8,3,19,,
12,8,12,Skipped,8,10,10,Skipped,Skipped,5,8,5,12,10,Skipped,12,Skipped,5,Skipped,,
19,19,19,19,8,7,19,4,19,19,Skipped,1,5,6,19,1,19,1,19,,
9,9,19,3,13,7,19,4,11,5,19,6,2,14,14,10,19,1,8,,
10,4,1,14,3,13,11,15,18,12,6,9,8,5,16,17,2,7,19,,
19,19,19,19,4,19,19,19,19,19,19,19,2,3,19,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,11,19,5,3,19,9,19,7,10,6,2,19,4,19,8,1,19,,
12,10,6,19,4,9,19,8,19,2,19,7,1,19,19,5,11,3,19,,
Skipped,Skipped,10,Skipped,1,4,7,Skipped,Skipped,3,5,6,Skipped,Skipped,8,9,Skipped,2,Skipped,,
14,12,8,15,9,6,Skipped,10,Skipped,13,Skipped,4,1,11,5,3,7,2,Skipped,,
10,18,3,6,5,2,19,7,8,11,19,9,1,9,12,4,11,7,19,,
14,18,4,10,15,2,19,6,Skipped,16,17,7,1,8,Skipped,5,9,3,Skipped,,
Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,3,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
Skipped,Skipped,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,4,Skipped,5,1,Skipped,Skipped,Skipped,6,Skipped,Skipped,,
4,8,3,16,12,18,10,14,17,1,9,13,11,15,5,2,6,19,7,,
8,10,1,15,11,3,17,2,16,5,15,7,4,12,15,19,9,6,18,,
19,19,19,19,19,19,19,19,19,19,19,3,19,19,2,19,19,1,19,,
11,9,10,3,8,6,14,13,4,7,5,1,18,19,16,15,12,2,17,,
6,16,19,10,4,7,13,8,11,5,9,2,3,12,14,18,15,1,17,,
19,19,3,19,1,19,19,19,19,19,19,4,2,19,19,19,19,19,19,,
19,19,4,19,1,19,19,19,19,19,19,5,3,19,19,6,6,2,19,,
19,19,19,19,19,19,19,19,19,2,19,19,19,19,19,19,19,1,19,,
19,2,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,4,Skipped,5,Skipped,,
19,19,19,19,3,5,19,19,19,19,19,2,4,19,19,19,19,1,19,,
Skipped,Skipped,1,Skipped,8,18,Skipped,12,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,19,Skipped,4,Skipped,,
3,19,1,7,8,11,19,10,11,19,19,8,2,7,13,15,7,14,7,,
11,4,9,19,3,10,19,12,19,6,1,5,8,19,7,19,19,2,19,,
11,16,5,13,3,7,14,9,15,12,17,4,1,8,19,6,10,2,18,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,4,2,19,5,19,19,19,6,1,19,19,19,19,3,19,,
10,6,13,8,2,3,19,12,19,11,1,4,7,19,9,19,19,5,19,,
5,19,19,19,1,6,19,19,19,19,19,2,3,19,19,19,19,4,19,,
11,13,4,14,8,6,16,10,15,4,17,3,1,9,12,2,5,7,18,,
6,Skipped,5,19,1,7,4,Skipped,19,19,19,3,2,19,19,Skipped,Skipped,Skipped,19,,
12,9,8,19,2,7,19,11,19,6,10,3,1,19,19,19,5,4,19,,
19,6,2,19,1,19,4,10,19,3,7,8,5,19,19,19,19,9,19,,
9,5,11,Skipped,3,7,13,Skipped,Skipped,6,4,8,2,12,Skipped,Skipped,Skipped,1,10,,
Skipped,Skipped,4,Skipped,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
6,2,8,19,5,19,7,19,19,4,3,9,19,19,19,19,19,1,19,,
11,17,6,13,8,5,18,10,14,4,15,3,1,9,12,7,16,2,19,,
10,13,2,Skipped,9,6,Skipped,8,Skipped,4,11,5,1,12,Skipped,Skipped,7,3,Skipped,,
19,19,19,19,19,19,19,19,19,1,19,19,2,19,19,19,19,19,19,,
Skipped,Skipped,5,9,2,4,Skipped,8,Skipped,Skipped,Skipped,1,3,Skipped,Skipped,10,7,6,Skipped,,
19,19,4,19,1,6,19,19,19,19,19,3,5,19,19,7,19,2,19,,
16,18,Skipped,9,6,1,19,8,13,15,17,3,5,7,15,4,Skipped,2,Skipped,,
4,Skipped,7,Skipped,3,6,Skipped,Skipped,Skipped,Skipped,Skipped,1,6,Skipped,5,7,7,2,Skipped,,
5,15,8,9,4,2,17,16,15,10,18,1,6,19,15,7,11,3,15,,
19,19,6,19,5,2,19,7,19,19,19,6,1,19,19,7,7,4,19,,
7,19,4,19,3,19,19,19,19,6,19,2,19,19,8,19,5,1,19,,
Skipped,Skipped,1,Skipped,18,1,Skipped,Skipped,Skipped,Skipped,19,7,1,1,Skipped,1,Skipped,1,Skipped,,
9,10,1,11,2,12,19,8,14,16,17,5,6,19,14,18,3,4,7,,
19,19,4,19,19,2,19,19,19,19,19,3,4,19,19,19,19,1,19,,
15,10,9,18,3,6,12,17,19,5,7,4,2,14,11,13,8,1,16,,
10,19,3,19,9,1,19,7,13,12,15,6,4,11,14,8,2,5,19,,
11,18,4,11,8,1,17,2,11,3,13,3,19,6,12,16,15,7,14,,
19,19,19,19,3,5,19,19,19,1,19,6,2,19,19,19,19,4,19,,
8,19,4,19,19,7,19,10,Skipped,19,19,5,1,6,Skipped,2,9,3,Skipped,,
7,Skipped,Skipped,Skipped,4,3,Skipped,Skipped,Skipped,6,Skipped,5,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
19,3,19,19,19,19,4,19,19,2,1,19,5,19,19,19,19,19,19,,
19,5,19,19,1,19,19,19,19,5,1,19,19,19,19,19,19,5,19,,
19,19,4,19,5,6,19,19,19,19,19,3,1,19,19,19,19,2,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
6,19,19,19,3,5,19,3,19,7,19,4,8,19,19,19,19,1,19,,
19,2,19,19,19,19,3,19,19,4,1,19,19,19,19,19,19,19,19,,
Skipped,19,6,Skipped,19,5,19,Skipped,Skipped,15,19,2,3,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
4,17,3,9,8,2,16,13,15,11,18,1,12,19,7,10,6,5,14,,
10,15,4,19,9,1,19,3,19,11,13,8,2,6,14,7,12,5,19,,
19,19,6,19,2,3,19,3,19,1,19,5,1,19,19,8,7,2,19,,
8,19,4,7,19,2,19,5,19,19,19,19,1,6,19,8,7,3,19,,
