rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
31,31,31,31,1,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
12,31,31,2,1,Skipped,13,14,11,21,22,31,8,4,5,10,31,3,7,18,31,31,31,17,16,9,19,15,31,6,20,,
31,31,31,3,1,31,31,31,31,31,31,31,6,2,6,31,31,3,31,31,31,31,31,31,31,31,31,31,31,3,31,,
10,22,16,2,1,18,30,15,9,17,31,11,5,7,8,12,28,4,6,19,26,24,23,20,14,27,13,29,25,3,21,,
31,31,31,6,2,31,31,31,31,31,31,31,31,31,4,31,31,5,31,31,7,31,31,31,31,3,31,31,7,1,31,,
31,31,31,31,1,31,31,20,31,31,31,31,31,31,31,31,31,31,18,31,31,31,31,31,31,31,19,31,31,2,31,,
31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,,
4,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
1,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
1,7,15,3,2,17,16,11,24,28,21,13,25,4,22,5,Skipped,9,6,26,18,19,10,20,Skipped,14,23,27,8,12,Skipped,,
15,14,31,7,1,17,28,18,11,31,13,6,16,8,4,19,26,5,3,24,22,27,25,12,23,9,20,21,29,2,10,,
16,30,22,3,1,9,12,17,18,2,21,28,6,7,15,25,27,5,14,23,11,31,24,8,26,13,19,20,11,5,29,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,10,9,Skipped,Skipped,Skipped,Skipped,5,1,7,Skipped,6,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,4,Skipped,,
8,12,31,12,1,15,31,14,5,31,31,31,9,3,4,31,31,11,4,31,31,31,31,10,13,6,31,7,31,2,31,,
7,31,31,3,1,6,31,31,31,5,31,31,7,31,4,6,31,4,4,7,31,31,31,7,31,31,31,7,31,2,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,3,31,31,31,31,31,2,31,,
5,13,27,3,4,15,7,9,27,30,20,27,6,8,19,18,27,1,16,11,27,31,27,17,10,14,12,28,27,2,27,,
2,31,31,31,31,31,31,31,31,31,31,31,31,4,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
6,31,31,8,2,31,31,31,31,31,31,31,31,7,31,31,31,3,4,5,31,31,31,31,31,31,31,31,31,1,31,,
6,31,31,8,2,31,31,31,31,31,31,31,31,7,31,31,31,3,4,5,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,3,31,2,31,31,31,31,31,31,,
31,31,31,4,1,31,31,31,31,31,7,31,31,31,5,31,31,31,3,31,31,31,31,31,31,6,31,31,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,2,31,31,3,31,31,31,31,31,5,31,31,31,31,31,4,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,5,31,31,3,31,,
6,31,31,7,3,31,31,31,31,31,31,31,31,31,4,31,31,2,31,31,31,31,31,31,31,5,31,31,31,1,31,,
6,31,31,7,3,31,31,31,31,31,31,31,31,31,4,31,31,2,31,31,31,31,31,31,31,5,31,31,31,1,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,3,4,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,,
6,31,31,3,1,9,31,9,31,31,9,31,31,5,4,31,31,8,12,31,31,31,31,31,31,31,31,7,31,2,31,,
6,14,13,2,3,7,18,9,10,29,19,27,15,8,5,11,28,1,20,26,24,21,25,16,23,22,17,30,12,4,Skipped,,
4,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
9,31,31,5,2,31,7,8,31,6,31,31,31,31,3,31,31,4,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,3,1,31,7,31,11,13,31,31,31,6,4,31,31,5,31,31,10,31,31,8,31,9,31,12,31,2,31,,
31,31,31,2,1,31,4,31,31,31,31,31,31,31,31,31,31,2,31,5,31,31,31,31,31,31,31,31,31,3,31,,
6,31,31,7,2,31,4,31,31,31,31,31,31,13,31,31,31,3,31,31,31,31,31,31,31,31,31,31,5,1,31,,
8,17,11,5,1,12,13,9,19,25,22,29,14,6,7,28,30,3,4,31,17,27,23,18,24,20,21,10,15,2,26,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,5,31,31,4,31,31,31,31,31,3,1,31,31,31,31,31,31,31,31,31,31,2,31,6,31,31,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,3,2,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,31,,
31,31,31,31,31,31,2,31,31,31,3,31,4,7,1,31,31,31,31,31,31,31,5,31,31,31,31,31,8,31,31,,
13,31,16,2,1,8,11,9,17,30,14,31,6,20,5,26,Skipped,3,12,10,25,19,23,7,24,21,21,15,18,4,Skipped,,
9,31,31,3,1,31,31,31,31,31,31,31,10,8,6,31,31,4,5,31,31,31,31,7,31,11,31,31,31,2,31,,
16,27,25,9,1,17,21,18,14,20,23,30,4,15,8,7,31,3,6,28,13,24,26,5,12,10,19,11,22,2,29,,
31,31,5,31,3,31,31,31,31,31,4,31,31,31,1,31,31,31,31,31,31,6,31,31,31,31,31,31,31,2,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,2,1,31,31,31,31,31,6,31,4,31,31,31,31,1,4,31,31,31,31,1,31,31,31,31,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,31,31,31,15,31,31,31,31,31,5,31,,
4,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
11,31,31,3,1,13,8,7,31,14,12,31,6,5,9,31,31,2,10,31,31,31,31,31,31,31,31,31,31,4,31,,
9,31,31,5,1,17,12,10,14,15,31,31,8,4,5,31,26,3,7,25,31,31,24,31,31,15,10,22,31,2,31,,
9,10,15,14,5,19,25,12,5,22,26,24,16,18,1,20,29,6,11,28,23,13,21,7,27,15,3,2,8,4,17,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,2,1,31,31,31,31,31,31,31,11,3,6,9,31,5,7,10,31,31,31,31,31,8,31,12,31,4,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,4,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
6,31,31,7,3,31,31,31,31,31,31,31,31,31,4,31,31,2,31,31,31,31,31,31,31,5,31,31,31,1,31,,
8,31,31,3,2,31,31,31,31,31,31,31,31,10,6,31,31,1,5,9,31,31,31,8,31,7,31,31,31,4,31,,
5,5,6,4,1,5,5,5,3,31,5,6,5,4,3,31,31,4,3,31,31,5,31,31,31,3,5,31,5,2,31,,
4,31,31,3,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,4,1,31,31,5,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,2,31,,
12,23,24,1,2,10,22,16,20,31,25,11,13,7,6,19,27,4,5,25,9,15,17,8,26,14,18,28,29,3,21,,
4,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
6,31,31,7,2,31,4,31,31,31,31,31,31,13,31,31,31,3,31,31,31,31,31,31,31,31,31,31,5,1,31,,
3,10,10,2,1,10,10,10,10,10,10,10,10,5,8,10,10,6,10,10,10,10,10,8,10,10,10,7,10,4,10,,
9,19,28,3,1,11,15,30,23,22,31,14,17,7,8,29,21,3,10,24,20,26,25,18,15,5,12,6,27,2,13,,
4,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
6,31,31,5,1,15,31,13,31,31,31,9,12,3,4,31,31,7,10,31,31,14,31,25,19,8,16,11,31,2,31,,
2,13,16,3,5,10,7,11,31,31,1,31,6,15,31,31,31,9,31,31,31,14,31,31,31,31,12,31,8,4,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,31,1,31,31,31,31,6,31,31,31,31,3,31,31,31,4,31,31,31,31,31,31,31,31,31,31,2,31,,
15,13,31,3,1,12,16,8,7,20,10,23,9,6,5,17,31,4,8,21,10,14,7,19,18,12,31,22,31,2,24,,
6,31,31,7,2,31,4,31,31,31,31,31,31,13,31,31,31,3,31,31,31,31,31,31,31,31,31,31,5,1,31,,
12,31,18,7,1,17,31,16,8,31,31,9,13,11,6,19,31,4,4,31,31,31,31,5,10,15,31,14,31,2,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
14,26,25,5,1,7,13,8,20,31,15,10,6,14,9,16,31,2,9,17,31,19,23,11,24,12,18,21,22,3,4,,
6,Skipped,7,3,1,6,5,6,5,Skipped,7,4,5,3,4,6,Skipped,2,4,Skipped,5,Skipped,Skipped,Skipped,5,7,Skipped,5,6,2,Skipped,,
31,31,31,31,1,31,31,31,31,31,31,31,31,4,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
12,26,24,4,2,22,19,20,23,21,28,17,7,11,5,10,31,3,9,18,16,29,25,15,30,6,13,14,27,1,8,,
11,14,26,7,1,5,12,13,25,31,3,31,6,8,17,19,31,9,10,31,20,24,31,22,23,21,15,18,16,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,,
3,31,31,31,31,31,2,31,31,31,31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,5,3,31,31,31,11,31,31,12,31,10,2,6,31,1,9,31,31,7,31,31,31,8,31,31,31,4,31,,
8,31,31,7,2,31,31,31,31,31,31,10,31,4,3,5,31,9,6,31,31,31,31,31,11,12,31,13,31,1,31,,
6,8,8,2,3,7,8,7,6,8,8,8,7,5,1,7,8,7,5,8,8,8,5,8,8,5,8,8,8,4,8,,
2,31,31,4,5,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
2,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
9,11,31,4,1,7,5,3,31,31,17,31,10,8,16,31,31,2,12,18,31,31,31,31,31,31,13,31,15,6,14,,
11,15,31,4,1,14,31,31,9,31,6,13,5,16,7,17,31,10,3,31,31,31,18,31,8,12,31,19,31,2,31,,
8,16,30,7,1,14,15,11,10,25,18,13,12,5,6,20,31,3,4,26,24,23,21,17,22,19,27,9,29,2,28,,
31,31,31,4,2,31,31,31,31,31,31,31,31,7,5,31,31,1,6,31,31,31,31,31,31,8,31,31,31,3,31,,
31,10,5,31,9,31,31,31,31,11,14,12,31,31,6,1,31,31,4,31,31,31,31,2,13,8,15,7,31,3,31,,
4,31,14,5,1,11,9,8,12,31,31,31,10,3,7,31,31,6,15,31,31,31,31,16,31,13,31,12,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,3,1,31,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,8,1,31,9,31,31,31,31,15,31,31,3,16,31,11,7,17,31,31,31,31,10,6,31,31,31,2,31,,
20,31,31,2,1,25,31,25,20,25,31,31,25,5,6,31,31,3,6,31,20,31,31,10,31,20,31,25,31,4,31,,
14,29,23,5,2,25,16,7,18,26,15,11,13,6,1,10,31,3,8,24,21,12,30,22,27,19,9,17,20,4,28,,
31,31,31,4,1,31,31,31,31,31,31,31,31,10,5,31,31,3,6,31,31,31,31,7,31,8,31,9,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
2,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
9,31,31,5,1,7,8,31,31,31,31,31,11,4,10,31,31,6,31,31,31,31,31,3,31,31,31,31,31,2,31,,
6,31,31,8,2,31,31,31,31,31,31,31,31,7,31,31,31,3,4,5,31,31,31,31,31,31,31,31,31,1,31,,
6,7,8,1,2,5,6,5,6,5,6,8,6,3,4,5,6,1,4,6,8,8,7,6,7,6,7,6,8,3,6,,
6,31,31,8,2,31,31,31,31,31,31,31,31,7,31,31,31,3,4,5,31,31,31,31,31,31,31,31,31,1,31,,
7,31,31,3,1,31,31,31,9,11,31,10,31,31,5,14,31,4,6,15,31,31,31,31,13,8,31,12,31,2,31,,
2,31,31,4,5,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
31,31,31,31,1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
28,28,28,2,1,28,28,28,28,28,28,28,28,3,6,28,28,28,28,28,28,28,28,28,28,28,28,5,28,4,28,,
31,31,31,6,2,7,31,31,31,31,31,31,31,31,3,31,31,4,31,31,31,31,31,31,31,31,31,31,5,1,31,,
2,Skipped,21,1,3,1,Skipped,5,Skipped,Skipped,Skipped,Skipped,7,2,4,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,7,6,5,Skipped,Skipped,Skipped,1,Skipped,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,,
31,31,31,4,1,31,31,31,9,31,31,31,31,31,5,31,31,3,6,31,7,31,31,8,31,31,31,31,31,2,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
2,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
9,31,31,2,1,7,31,8,31,10,31,31,6,5,31,31,31,4,31,31,31,31,31,31,31,31,31,31,31,3,31,,
2,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
4,31,31,31,1,7,31,31,31,31,10,31,8,31,2,30,31,6,5,10,31,31,31,11,29,31,31,8,12,3,31,,
31,31,31,4,1,31,31,31,31,31,31,31,31,2,31,31,31,31,31,31,31,31,31,31,31,5,3,31,31,31,31,,
5,19,23,6,1,17,21,16,14,25,22,25,9,2,3,12,25,7,4,25,25,15,25,10,24,11,25,13,20,8,18,,
2,31,31,4,5,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
10,22,31,3,1,10,31,10,15,26,31,31,10,3,7,20,31,3,2,15,25,15,21,15,24,7,6,15,15,3,23,,
14,17,31,2,1,31,11,12,31,19,8,31,5,3,10,31,31,4,9,16,31,31,31,7,13,15,31,20,18,6,31,,
2,31,31,4,5,31,31,31,31,31,31,31,31,31,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,1,31,,
2,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
Skipped,Skipped,Skipped,2,1,31,Skipped,31,7,31,Skipped,6,Skipped,10,7,31,Skipped,3,5,31,Skipped,Skipped,Skipped,31,31,9,31,Skipped,Skipped,4,Skipped,,
6,31,31,8,2,31,31,31,31,31,31,31,31,7,31,31,31,3,4,5,31,31,31,31,31,31,31,31,31,1,31,,
2,31,31,31,3,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,31,,
