rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,Num Cands,Num Seats
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
12,12,12,12,12,12,12,12,12,12,1,12,,
3,5,4,5,5,5,5,2,1,4,4,5,,
12,12,12,12,12,12,12,12,12,12,12,1,,
10,1,9,4,7,5,3,12,6,8,11,2,,
11,11,1,3,11,11,11,11,2,11,12,11,,
1,4,3,2,4,4,10,12,10,7,11,7,,
2,12,12,1,12,12,12,12,4,12,3,12,,
6,12,3,12,10,8,11,5,7,4,12,1,,
11,5,4,7,6,2,12,3,9,8,10,1,,
1,12,12,12,12,12,12,12,12,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
8,Skipped,Skipped,1,8,8,Skipped,12,12,Skipped,8,12,,
1,5,11,4,10,10,7,12,2,8,6,3,,
Skipped,Skipped,Skipped,Skipped,Skipped,11,5,Skipped,1,5,12,6,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,1,Skipped,4,Skipped,Skipped,Skipped,Skipped,2,3,Skipped,5,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,12,1,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,12,12,12,1,,
2,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,2,3,3,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,4,,
2,12,8,1,7,3,5,4,11,6,10,9,,
12,12,12,12,12,12,12,12,1,12,12,12,,
9,4,2,3,8,Skipped,12,7,1,6,Skipped,5,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,2,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,3,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
12,12,12,1,12,12,12,12,12,12,12,12,,
2,2,2,2,2,2,2,2,1,2,2,2,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,2,6,Skipped,1,Skipped,Skipped,4,3,Skipped,Skipped,5,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
10,12,12,8,6,1,9,3,10,12,10,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
3,12,12,1,12,12,12,12,12,Skipped,2,12,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,1,12,12,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
8,1,12,7,11,3,9,6,4,10,2,5,,
12,1,12,12,12,12,12,12,12,12,12,2,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,1,12,12,12,12,12,12,,
3,8,4,6,7,Skipped,Skipped,5,1,Skipped,Skipped,2,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,1,12,12,12,12,12,12,2,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
7,2,2,2,2,3,1,5,4,5,6,2,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,11,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,6,,
4,8,Skipped,6,3,Skipped,Skipped,Skipped,1,5,7,2,,
3,12,12,12,5,4,1,2,12,12,6,7,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
3,7,11,1,10,12,4,5,6,8,2,9,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,Skipped,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
9,5,12,2,Skipped,2,7,Skipped,12,Skipped,10,1,,
12,12,4,2,12,5,12,12,1,12,12,3,,
Skipped,4,2,Skipped,3,Skipped,Skipped,Skipped,1,Skipped,5,Skipped,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,2,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
10,2,11,10,10,1,10,12,10,10,3,10,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,1,12,12,12,12,12,12,12,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
10,6,11,7,5,4,2,8,3,1,12,9,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,1,Skipped,Skipped,1,,
7,5,12,3,6,11,8,2,4,9,1,10,,
Skipped,3,Skipped,4,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,1,12,12,12,,
2,8,7,10,4,9,5,3,12,1,6,11,,
Skipped,Skipped,5,Skipped,2,Skipped,3,Skipped,1,Skipped,Skipped,4,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,12,1,12,,
Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,1,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
8,8,9,9,5,2,7,1,7,3,7,4,,
Skipped,4,Skipped,2,3,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,12,Skipped,Skipped,Skipped,Skipped,,
12,3,12,1,12,2,12,12,12,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,4,1,Skipped,Skipped,3,Skipped,Skipped,5,2,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,2,Skipped,6,Skipped,Skipped,12,5,1,Skipped,3,4,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,2,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
9,6,8,2,9,Skipped,7,1,5,4,3,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
5,3,12,4,7,10,6,10,1,10,12,2,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
11,11,11,11,11,11,11,11,1,11,12,2,,
12,12,12,12,12,12,12,12,12,12,12,1,,
5,3,Skipped,Skipped,Skipped,1,Skipped,2,4,6,Skipped,Skipped,,
12,12,12,12,12,1,12,12,12,12,12,12,,
4,Skipped,1,Skipped,3,5,Skipped,Skipped,2,Skipped,Skipped,Skipped,,
10,1,7,9,3,2,12,11,8,4,6,5,,
1,2,12,12,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
5,1,6,Skipped,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,2,,
Skipped,Skipped,Skipped,3,Skipped,5,Skipped,Skipped,1,4,2,Skipped,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,12,12,12,12,,
10,2,4,5,9,3,7,6,8,12,11,1,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
3,8,4,6,2,9,10,12,5,11,7,1,,
9,4,10,2,7,6,3,8,1,5,10,10,,
12,12,12,12,12,2,5,4,1,12,3,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
2,Skipped,Skipped,5,6,4,Skipped,Skipped,1,Skipped,Skipped,3,,
6,3,2,7,8,9,5,10,12,4,11,1,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,4,1,Skipped,Skipped,Skipped,3,5,2,6,Skipped,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
2,12,12,1,12,12,12,3,12,12,12,12,,
5,Skipped,Skipped,Skipped,Skipped,1,3,Skipped,4,2,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,4,10,3,6,2,7,8,5,9,1,11,,
12,12,12,1,12,12,12,12,3,12,12,2,,
12,12,1,12,12,12,12,3,2,12,12,12,,
12,12,12,11,12,1,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,12,1,12,,
2,4,1,7,5,10,11,6,8,3,9,12,,
7,4,8,3,Skipped,2,5,6,1,Skipped,Skipped,Skipped,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
5,3,7,7,1,7,3,4,2,3,8,6,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
3,12,12,1,12,12,12,12,12,12,2,12,,
3,12,12,1,12,12,12,2,12,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
10,6,11,8,9,7,4,12,2,5,3,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
12,8,6,2,11,10,3,7,5,4,1,9,,
12,12,1,12,12,12,12,12,12,12,12,12,,
12,12,12,2,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,1,3,12,12,2,12,12,12,,
12,12,12,12,12,12,12,12,12,12,1,12,,
2,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,3,Skipped,1,5,2,4,Skipped,Skipped,Skipped,,
12,12,12,12,12,1,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,12,12,1,,
2,3,3,5,4,4,5,5,1,5,5,6,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,8,7,3,1,5,9,6,2,4,10,11,,
11,1,9,12,6,2,10,7,5,8,3,4,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
12,9,1,8,10,6,5,11,3,7,4,2,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,5,12,12,12,1,12,12,5,12,7,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
11,2,7,5,12,8,3,4,10,1,9,6,,
12,12,12,1,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
3,7,10,5,12,11,6,4,1,8,2,9,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
1,12,12,12,12,12,12,12,12,12,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
Skipped,2,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,,
12,12,3,2,12,12,12,12,1,12,12,12,,
1,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,1,12,12,12,,
Skipped,3,4,5,Skipped,1,7,6,2,Skipped,8,5,,
3,1,10,5,8,7,11,4,2,9,12,6,,
1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
9,4,7,3,8,6,12,5,1,11,10,2,,
12,12,12,1,3,12,12,12,2,12,12,12,,
1,12,12,12,12,12,12,12,2,12,12,12,,
7,2,Skipped,1,Skipped,4,Skipped,5,6,Skipped,Skipped,3,,
12,12,12,12,12,12,12,12,12,12,12,1,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,2,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,,
12,12,1,12,12,12,12,12,12,12,12,12,,
12,12,12,1,12,2,12,12,12,12,12,12,,
3,3,3,1,3,3,2,3,1,3,3,3,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
Skipped,3,Skipped,2,5,6,Skipped,7,1,Skipped,4,Skipped,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,12,12,12,12,12,1,12,12,12,,
2,2,2,2,1,2,2,2,2,2,2,2,,
Skipped,4,Skipped,Skipped,1,6,5,Skipped,2,Skipped,Skipped,3,,
12,12,12,12,12,12,12,12,1,12,12,12,,
12,12,12,2,12,12,12,12,1,12,12,12,,
Skipped,1,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,2,Skipped,5,Skipped,Skipped,6,Skipped,1,Skipped,3,4,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,12,12,1,12,12,12,12,12,12,12,12,,
12,8,6,5,12,2,4,12,1,12,7,3,,
2,5,6,12,3,4,9,8,10,7,11,1,,
12,12,12,12,12,12,12,12,12,1,12,12,,
1,2,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,12,12,12,12,12,12,12,12,1,12,12,,
12,12,12,12,12,12,12,12,12,1,12,12,,
4,3,5,8,2,Skipped,10,Skipped,1,6,9,3,,
12,12,2,1,12,12,12,12,12,12,12,3,,
12,3,12,12,12,12,2,12,1,12,12,12,,
12,12,12,12,12,12,12,12,12,12,12,1,,
