rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,Num Cands,Num Seats
2,9,24,24,24,5,6,24,24,8,24,3,24,24,10,24,24,7,24,24,24,24,4,1,,
2,Skipped,Skipped,4,Skipped,2,7,Skipped,6,3,8,1,Skipped,3,7,Skipped,5,Skipped,5,Skipped,6,Skipped,4,1,,
24,24,24,24,24,24,5,24,3,24,24,1,24,4,24,24,24,24,24,24,24,2,24,24,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,2,24,24,24,24,24,3,24,,
11,7,21,19,20,6,8,16,18,9,12,2,24,10,3,23,4,14,22,17,15,5,13,1,,
14,1,11,20,16,13,22,21,5,6,23,9,24,4,17,18,15,19,10,8,3,7,12,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,,
24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,2,6,24,24,24,7,4,24,24,24,24,3,5,24,24,24,8,24,1,,
3,8,Skipped,Skipped,Skipped,12,Skipped,Skipped,Skipped,9,7,6,Skipped,Skipped,Skipped,Skipped,10,11,Skipped,Skipped,5,2,4,1,,
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,
17,10,20,21,16,1,8,3,5,6,12,4,19,9,7,22,15,14,23,24,18,13,2,11,,
6,10,17,19,20,11,13,18,16,3,7,2,22,9,21,Skipped,5,15,12,Skipped,14,8,1,4,,
4,24,24,24,24,6,24,24,24,24,3,2,24,24,24,24,24,5,24,7,24,8,24,1,,
24,2,16,8,16,8,4,16,24,10,13,3,13,24,24,13,6,10,16,13,23,7,10,1,,
7,4,14,15,21,5,9,17,18,13,11,1,22,19,16,24,3,23,24,20,10,8,6,2,,
24,3,24,24,24,Skipped,24,24,24,24,4,24,24,Skipped,2,24,24,24,24,24,Skipped,1,24,24,,
24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,,
7,6,24,24,24,8,2,24,13,10,5,4,24,24,9,24,14,12,24,18,11,15,3,1,,
2,24,24,24,11,9,12,24,24,24,15,1,14,8,10,24,24,8,24,9,18,7,5,1,,
3,11,16,19,13,4,9,18,1,7,8,5,20,17,19,12,23,21,15,14,22,6,10,2,,
3,10,24,24,24,11,24,24,24,5,24,2,24,24,24,24,24,4,24,24,24,9,8,1,,
8,19,6,13,17,2,3,12,20,4,10,1,18,23,9,21,16,22,24,14,15,11,5,7,,
2,5,24,4,24,24,3,24,24,24,24,24,9,10,24,24,6,24,24,7,24,8,1,24,,
Skipped,Skipped,Skipped,Skipped,Skipped,5,7,Skipped,Skipped,Skipped,4,2,Skipped,3,Skipped,Skipped,Skipped,6,Skipped,Skipped,8,9,Skipped,1,,
4,10,19,15,24,1,3,15,20,8,10,2,18,7,9,24,16,13,10,17,20,5,10,1,,
2,10,24,17,9,12,4,16,21,11,13,3,22,7,6,20,18,3,15,23,14,19,8,1,,
5,3,20,17,17,7,9,10,10,7,3,1,Skipped,14,14,Skipped,10,14,Skipped,19,18,10,5,2,,
1,10,24,24,24,11,4,24,7,5,24,8,12,24,24,24,24,24,24,24,24,9,3,2,,
4,5,24,24,24,5,8,6,9,8,2,3,24,24,24,24,5,9,24,24,8,6,10,1,,
13,8,19,19,18,5,2,19,16,10,3,4,19,12,14,19,19,9,17,11,15,7,6,1,,
24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
8,4,9,24,24,1,2,24,24,24,10,12,24,24,24,24,24,24,24,24,11,5,7,3,,
24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,4,24,24,24,24,1,24,24,24,24,24,24,24,24,24,2,5,3,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,,
24,8,24,24,24,24,5,24,24,9,4,6,24,24,1,24,24,10,24,24,24,3,7,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,,
9,4,24,24,24,8,2,24,1,24,24,7,24,24,10,24,24,6,24,24,24,24,5,3,,
1,24,Skipped,15,Skipped,23,Skipped,Skipped,Skipped,24,10,24,24,Skipped,Skipped,19,24,24,Skipped,24,Skipped,24,4,22,,
8,24,11,24,24,2,24,24,24,4,7,6,24,10,9,24,24,5,24,24,24,3,24,1,,
24,24,24,24,24,7,3,24,24,24,24,1,24,4,24,24,24,9,24,24,6,5,8,2,,
24,24,24,24,24,24,24,23,24,3,7,24,24,24,5,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,5,8,24,24,6,7,1,24,24,24,24,24,24,24,24,24,2,3,4,,
3,6,19,12,12,3,1,12,12,6,9,1,24,6,12,24,10,12,24,24,10,19,3,12,,
4,7,Skipped,Skipped,Skipped,11,13,Skipped,Skipped,10,6,3,Skipped,8,Skipped,Skipped,Skipped,12,Skipped,Skipped,5,2,9,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,1,,
4,9,6,19,23,14,2,12,1,17,16,7,10,15,5,21,8,11,3,13,Skipped,18,22,20,,
24,24,24,24,24,4,1,24,24,24,24,3,24,24,24,24,24,24,24,24,24,24,24,2,,
4,7,Skipped,Skipped,Skipped,5,3,Skipped,Skipped,8,13,2,Skipped,11,12,Skipped,9,10,15,Skipped,17,14,6,1,,
24,24,24,24,24,4,6,24,24,5,24,2,24,24,3,24,24,24,24,24,24,1,24,24,,
4,3,24,24,24,8,2,24,24,9,24,5,24,24,1,24,24,24,24,24,24,24,7,6,,
24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
21,24,21,21,21,1,21,21,21,21,21,22,21,21,21,21,21,23,21,21,21,21,21,2,,
8,2,24,24,24,5,11,24,24,24,8,1,24,24,24,24,24,18,24,24,24,6,4,2,,
19,3,9,21,10,1,5,15,18,17,6,24,14,4,4,12,8,23,5,7,11,13,16,2,,
5,6,13,24,24,9,7,24,3,10,8,2,24,11,4,24,24,12,24,24,12,13,10,1,,
7,9,9,9,9,5,2,9,9,6,9,3,9,4,9,9,9,9,9,9,9,9,8,1,,
3,8,22,5,17,2,11,20,16,18,9,1,23,10,13,21,14,12,19,24,15,4,6,7,,
6,10,23,20,24,3,1,17,24,10,15,4,24,8,11,24,9,20,24,15,19,10,12,2,,
11,24,24,24,24,9,2,24,12,6,4,7,24,24,5,24,24,8,24,24,13,3,10,1,,
6,24,24,24,24,3,3,24,24,24,24,2,24,24,24,24,24,24,24,24,24,10,9,1,,
5,8,17,21,15,7,2,13,4,9,9,1,21,16,6,24,15,10,12,23,14,15,8,1,,
1,3,11,10,11,9,8,12,9,9,9,2,11,9,13,13,4,11,14,14,11,6,5,7,,
Skipped,9,Skipped,Skipped,11,6,Skipped,Skipped,Skipped,4,13,3,Skipped,Skipped,Skipped,11,7,Skipped,Skipped,8,12,10,2,1,,
24,24,24,24,13,4,17,24,24,7,5,24,24,4,13,24,24,24,24,24,24,7,24,1,,
4,9,Skipped,Skipped,Skipped,11,2,Skipped,Skipped,3,8,9,Skipped,11,12,Skipped,Skipped,13,Skipped,Skipped,10,7,5,1,,
24,24,24,24,24,1,24,24,24,24,2,24,24,24,24,24,24,3,24,4,24,5,24,6,,
5,15,22,10,24,4,1,18,24,17,10,3,1,5,7,20,15,20,24,17,10,12,15,5,,
6,2,9,13,14,8,24,24,24,7,3,1,24,4,15,24,10,12,24,24,24,5,11,24,,
6,11,24,20,24,4,4,13,20,7,14,2,24,5,8,24,10,17,24,22,15,9,24,1,,
24,1,24,24,24,24,24,24,24,24,24,24,24,4,24,24,24,24,24,24,24,24,24,24,,
7,13,24,22,21,3,5,12,23,10,8,1,23,6,11,24,17,14,24,19,15,4,9,2,,
24,24,24,24,24,24,24,4,24,24,24,24,24,24,3,24,24,2,24,24,24,24,24,1,,
3,6,24,24,24,4,24,24,24,7,5,2,24,24,24,24,8,9,24,24,24,8,9,1,,
Skipped,4,Skipped,9,Skipped,2,13,14,Skipped,3,8,1,Skipped,7,15,Skipped,5,10,Skipped,Skipped,Skipped,11,6,12,,
24,24,24,24,24,3,24,24,24,24,24,5,24,24,24,24,8,24,24,24,24,1,24,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,,
6,17,19,16,7,13,20,23,14,11,2,3,21,9,8,22,15,18,12,10,24,4,1,5,,
Skipped,14,Skipped,Skipped,Skipped,10,9,Skipped,Skipped,5,3,16,Skipped,Skipped,17,Skipped,Skipped,4,15,13,8,11,7,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,,
4,Skipped,Skipped,Skipped,Skipped,3,9,Skipped,Skipped,6,7,Skipped,Skipped,Skipped,10,Skipped,12,11,Skipped,Skipped,5,8,Skipped,1,,
14,4,14,14,18,8,1,18,6,8,6,1,10,14,20,21,10,10,21,21,20,10,4,1,,
6,4,12,14,24,3,7,20,23,3,10,1,24,8,15,17,13,11,21,16,22,5,9,2,,
Skipped,6,24,2,Skipped,13,Skipped,Skipped,Skipped,8,Skipped,5,1,10,Skipped,Skipped,7,12,Skipped,4,Skipped,3,9,11,,
16,8,24,24,24,3,4,18,13,5,7,2,24,8,10,11,20,2,15,24,24,3,9,1,,
13,10,21,19,14,5,15,24,20,9,4,1,17,3,12,24,8,6,24,18,16,2,11,7,,
24,24,24,24,24,Skipped,24,24,24,24,24,2,24,24,24,24,Skipped,Skipped,24,24,24,24,24,24,,
24,24,24,24,24,3,7,24,24,4,5,24,24,24,24,24,1,6,24,24,24,24,24,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,6,24,7,24,24,5,1,24,24,,
24,20,2,11,3,16,5,24,24,24,9,1,6,24,10,24,24,13,24,24,8,15,7,4,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,3,24,24,24,1,24,24,24,24,2,,
22,13,23,7,14,10,2,5,16,18,9,11,15,1,17,24,4,12,21,3,8,19,20,6,,
2,7,24,24,24,3,5,24,24,9,24,1,24,24,6,24,24,24,24,24,10,24,4,8,,
24,8,24,24,24,5,24,24,4,6,7,2,24,24,24,24,9,10,24,24,24,3,24,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
8,8,20,18,20,4,4,15,19,8,3,2,17,12,12,20,15,4,17,20,12,8,4,1,,
2,24,24,24,24,7,24,24,24,6,6,4,24,3,24,24,24,24,24,24,5,24,24,1,,
9,Skipped,Skipped,Skipped,Skipped,5,3,Skipped,11,4,6,1,Skipped,13,10,Skipped,Skipped,Skipped,Skipped,Skipped,12,8,7,2,,
9,22,13,24,22,10,9,15,24,22,16,8,23,4,9,24,13,20,14,5,15,1,12,15,,
2,12,Skipped,21,17,3,10,20,18,7,13,9,Skipped,14,11,16,5,8,15,23,19,6,1,4,,
3,Skipped,Skipped,10,5,2,Skipped,Skipped,Skipped,4,8,Skipped,Skipped,Skipped,9,Skipped,Skipped,6,Skipped,Skipped,Skipped,7,Skipped,1,,
3,5,24,5,24,7,8,24,10,6,9,1,24,3,6,24,6,24,8,24,10,3,4,2,,
10,11,18,19,12,8,5,19,19,6,13,1,20,17,4,21,7,16,19,9,14,2,15,3,,
3,4,16,13,23,6,5,17,20,9,14,1,22,12,8,24,11,19,18,21,10,15,7,2,,
4,3,24,24,24,3,2,24,24,24,3,1,24,24,24,24,24,24,24,24,24,24,5,1,,
7,24,24,24,4,24,10,24,24,5,9,1,24,24,24,24,24,24,24,8,24,2,3,6,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
16,18,20,23,24,6,7,Skipped,4,10,5,1,17,14,19,Skipped,8,9,15,Skipped,21,21,11,2,,
24,24,24,24,24,4,24,24,24,24,24,2,24,24,24,24,24,7,24,24,24,24,24,1,,
10,10,23,23,15,10,2,20,20,10,10,5,23,3,10,23,10,24,23,23,23,23,20,1,,
8,21,19,18,11,12,13,24,23,10,4,2,22,3,15,17,14,7,16,5,20,6,9,1,,
13,24,24,7,9,4,2,24,11,6,10,1,24,12,24,24,3,14,24,24,24,5,8,2,,
3,24,24,24,24,24,24,24,24,5,5,15,24,8,24,24,24,24,6,4,24,2,24,1,,
7,9,8,21,15,5,6,14,19,4,12,2,16,11,18,21,3,17,21,21,20,13,10,1,,
1,24,24,24,24,24,2,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
3,12,17,13,18,7,6,22,15,8,14,1,16,10,20,21,5,24,24,19,11,2,4,9,,
3,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,5,24,24,24,24,4,2,,
2,14,20,5,15,3,6,21,16,19,18,1,23,8,11,24,12,13,17,22,9,4,7,10,,
8,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,10,5,1,Skipped,Skipped,7,Skipped,Skipped,7,Skipped,3,Skipped,4,6,2,,
6,3,11,23,20,5,9,24,17,12,4,1,13,7,10,21,18,15,19,22,14,16,8,2,,
6,5,7,8,8,10,6,24,2,8,17,4,18,13,16,24,11,14,15,24,3,12,1,2,,
10,15,Skipped,24,24,6,2,24,20,24,8,2,24,Skipped,20,24,5,Skipped,Skipped,24,21,11,24,24,,
4,24,24,24,6,24,24,24,9,24,24,2,24,1,5,24,24,10,3,24,24,7,5,8,,
24,2,24,24,24,24,3,24,1,24,24,10,24,24,24,24,24,7,24,24,24,24,24,24,,
3,4,24,24,1,24,8,24,24,24,24,2,24,24,8,24,24,24,10,24,24,24,24,9,,
14,10,14,24,23,5,3,21,Skipped,24,13,5,24,8,11,Skipped,18,20,24,24,15,7,10,1,,
14,24,16,24,24,1,24,24,24,24,18,24,22,24,24,11,24,24,8,24,24,8,24,24,,
4,24,24,24,24,24,5,24,24,24,24,1,24,24,3,24,24,24,24,24,24,24,24,2,,
4,24,24,24,24,24,2,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,3,,
7,11,20,20,11,16,7,11,20,3,4,2,20,11,11,20,7,7,16,16,16,4,4,1,,
12,13,23,11,22,5,6,19,15,14,10,3,24,9,4,21,20,1,18,17,16,7,8,2,,
2,9,22,18,7,21,3,24,14,12,11,4,20,10,16,19,15,5,17,8,23,6,13,1,,
7,10,17,16,24,8,3,18,24,10,10,1,24,14,9,24,2,13,24,15,12,5,6,4,,
8,6,14,5,Skipped,7,3,Skipped,4,9,11,1,Skipped,15,Skipped,Skipped,2,Skipped,Skipped,Skipped,10,13,12,10,,
1,4,24,10,24,5,8,24,24,7,24,2,24,24,24,24,9,24,24,24,24,6,3,24,,
1,24,24,24,24,24,4,24,24,6,24,2,24,24,24,24,24,24,24,24,24,24,5,3,,
17,4,15,21,9,14,3,22,7,6,5,2,20,11,16,24,10,19,13,23,18,8,12,1,,
2,16,20,17,19,5,5,7,9,17,9,8,17,18,24,23,11,13,24,8,16,3,23,1,,
24,21,24,22,22,8,24,24,2,11,13,2,23,16,8,24,15,16,19,24,24,24,10,2,,
24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,24,,
7,6,11,12,22,2,5,19,24,10,4,1,18,9,20,24,3,16,23,21,13,8,15,17,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,5,24,24,24,1,24,6,3,24,2,24,24,24,24,4,24,24,,
24,3,24,24,24,8,6,24,24,5,4,1,24,24,24,24,7,24,24,24,24,9,10,2,,
24,24,24,24,24,24,1,24,3,24,24,2,24,24,24,24,24,24,24,24,24,24,24,24,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
6,24,24,24,24,3,3,24,24,8,24,2,24,24,4,24,9,7,24,24,8,8,8,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,4,5,24,24,24,3,24,24,24,24,24,24,2,24,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,5,7,1,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,4,Skipped,3,,
24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,,
10,14,23,19,17,10,24,24,13,14,5,21,20,9,1,16,13,22,24,21,24,6,12,15,,
2,24,24,24,24,8,4,24,24,7,24,3,24,10,5,24,24,24,24,24,9,24,6,1,,
3,Skipped,Skipped,Skipped,Skipped,5,7,Skipped,Skipped,8,4,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,2,,
1,24,24,24,24,9,5,13,7,11,24,2,24,24,6,24,24,10,24,24,8,4,12,3,,
9,12,24,24,24,5,4,24,24,10,8,2,24,7,24,24,11,6,24,24,24,3,24,1,,
1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,,
6,6,18,21,18,5,4,14,12,6,6,2,21,14,14,21,6,6,21,18,14,12,2,1,,
24,5,24,24,24,24,24,24,24,24,24,4,24,24,2,24,24,3,24,24,24,6,24,1,,
5,2,14,17,22,6,12,17,10,7,8,1,20,9,15,24,11,16,20,21,10,10,4,3,,
4,Skipped,Skipped,Skipped,Skipped,2,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,1,,
18,3,18,16,4,10,2,Skipped,5,11,12,3,15,Skipped,18,17,10,17,18,15,21,16,12,2,,
23,23,23,23,23,23,4,23,23,23,23,1,23,23,23,23,24,23,23,23,23,23,3,2,,
23,23,23,23,17,2,18,21,23,19,22,3,23,1,24,23,23,23,23,23,23,16,23,20,,
8,2,13,15,9,4,7,22,17,10,6,3,18,16,21,23,12,11,24,20,14,19,5,1,,
7,11,13,Skipped,12,6,2,10,Skipped,12,7,3,Skipped,1,6,Skipped,8,9,Skipped,Skipped,Skipped,11,7,5,,
8,11,18,23,24,1,Skipped,23,22,1,6,5,20,7,24,24,9,15,24,16,24,7,5,9,,
11,7,21,10,19,8,12,22,15,3,6,1,18,9,14,24,5,20,23,17,16,2,13,4,,
5,24,24,24,24,24,3,24,24,24,24,1,24,24,2,24,24,24,24,24,24,24,24,4,,
Skipped,17,Skipped,14,Skipped,6,4,Skipped,Skipped,11,8,1,Skipped,13,7,Skipped,16,10,Skipped,15,9,5,3,2,,
24,18,3,5,16,1,19,8,6,13,21,17,11,2,23,20,15,7,14,12,22,4,9,10,,
6,11,24,24,24,7,1,22,23,9,13,5,24,8,14,24,12,18,24,24,17,4,10,2,,
3,9,24,24,24,5,4,24,24,7,8,1,24,10,24,24,24,24,24,24,24,11,6,2,,
24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,23,,
5,24,24,15,Skipped,3,4,17,24,10,10,2,24,9,13,23,14,24,22,24,18,7,15,1,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,,
9,3,17,14,22,5,10,18,15,7,12,1,19,16,13,24,4,20,23,21,11,6,8,2,,
15,21,6,11,14,9,5,18,19,8,7,1,10,2,16,4,24,3,22,23,17,13,12,8,,
24,7,24,24,24,9,2,24,24,6,8,1,24,24,24,24,24,4,24,24,24,3,10,5,,
15,3,16,23,5,6,9,21,15,3,4,1,18,22,15,20,12,7,24,19,17,3,8,2,,
2,4,24,24,24,5,8,9,24,7,14,1,24,13,3,24,24,24,11,24,12,24,10,6,,
24,24,24,2,24,8,5,24,24,7,24,1,24,24,24,24,24,10,24,24,11,4,9,6,,
12,5,20,19,24,7,14,22,21,11,16,2,18,3,4,23,6,15,13,10,17,1,9,8,,
4,20,21,18,17,6,5,23,11,7,11,10,24,3,8,22,14,13,15,19,16,9,1,2,,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,24,,
24,24,24,24,24,24,24,24,24,24,24,1,24,24,24,24,24,24,24,24,24,24,24,24,,
24,24,24,24,24,24,24,24,24,24,24,2,24,24,24,24,24,24,24,24,24,24,24,1,,
23,22,19,5,10,1,16,17,14,7,13,4,6,12,15,20,3,8,18,9,21,24,11,2,,
5,2,24,24,24,7,24,24,24,24,6,1,24,24,24,24,24,24,24,24,24,24,4,3,,
10,6,19,23,14,2,24,20,24,5,2,7,23,3,13,21,9,13,24,12,22,8,6,1,,
24,24,24,24,24,24,24,24,24,24,3,24,24,24,24,24,1,3,24,24,24,24,24,2,,
24,24,24,24,24,2,24,24,24,3,24,1,24,24,24,24,24,24,24,24,24,24,24,4,,
9,9,17,15,16,7,3,9,14,9,7,1,16,8,7,23,9,9,18,15,9,2,7,4,,
7,1,15,18,17,11,16,24,12,6,4,2,20,19,14,23,9,10,21,22,12,8,5,3,,
8,6,18,14,12,4,8,22,21,1,4,5,23,7,15,19,11,9,16,10,20,7,3,2,,
2,12,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,8,6,4,Skipped,7,Skipped,Skipped,Skipped,9,Skipped,Skipped,5,3,10,1,,
22,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,1,3,Skipped,2,Skipped,16,5,Skipped,6,Skipped,20,Skipped,23,Skipped,9,3,,
14,24,24,24,10,6,24,17,24,5,3,11,23,4,14,24,24,24,24,24,24,3,16,1,,
24,24,24,24,24,24,3,24,24,24,24,5,24,24,24,4,24,24,24,24,24,2,6,1,,
7,3,11,15,19,13,10,17,21,6,12,1,23,14,20,24,4,18,22,16,9,2,8,5,,
