rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,Num Cands,Num Seats
2,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,Skipped,4,Skipped,6,5,Skipped,7,,
3,2,7,15,8,14,12,5,9,10,11,1,6,4,13,,
1,5,11,10,Skipped,Skipped,Skipped,8,12,6,9,3,4,7,2,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,5,3,Skipped,4,,
3,Skipped,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,4,Skipped,5,Skipped,,
3,9,10,5,4,11,13,15,8,7,12,14,1,6,2,,
9,4,Skipped,2,5,Skipped,6,7,1,8,3,10,9,Skipped,7,,
8,7,Skipped,3,4,Skipped,Skipped,Skipped,Skipped,2,6,9,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,1,3,Skipped,,
3,1,Skipped,7,Skipped,Skipped,2,6,Skipped,8,5,9,10,4,7,,
Skipped,Skipped,Skipped,5,Skipped,2,Skipped,Skipped,Skipped,4,Skipped,Skipped,3,Skipped,1,,
8,1,Skipped,2,4,Skipped,Skipped,7,Skipped,9,5,10,6,3,Skipped,,
1,Skipped,Skipped,Skipped,6,Skipped,Skipped,2,Skipped,4,5,Skipped,3,Skipped,Skipped,,
3,1,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,6,4,7,5,Skipped,Skipped,,
3,8,Skipped,6,1,Skipped,Skipped,Skipped,Skipped,4,7,Skipped,2,5,Skipped,,
2,Skipped,8,7,3,6,Skipped,10,4,1,Skipped,Skipped,Skipped,9,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,5,Skipped,2,1,3,Skipped,,
1,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,5,3,4,Skipped,6,2,6,,
Skipped,4,Skipped,2,5,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,,
4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,3,Skipped,,
5,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,2,3,Skipped,Skipped,1,4,Skipped,,
7,Skipped,Skipped,5,Skipped,Skipped,Skipped,6,Skipped,2,3,4,1,Skipped,Skipped,,
3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,1,5,Skipped,,
4,Skipped,5,3,Skipped,Skipped,Skipped,8,Skipped,6,7,1,Skipped,2,Skipped,,
2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
6,4,Skipped,Skipped,Skipped,Skipped,Skipped,3,2,Skipped,5,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,3,2,1,,
2,Skipped,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,4,3,7,6,Skipped,8,,
2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,2,4,Skipped,1,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,2,5,Skipped,3,Skipped,,
6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,3,5,7,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,1,5,Skipped,,
Skipped,1,Skipped,9,5,Skipped,Skipped,2,11,4,3,6,7,8,10,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
4,Skipped,Skipped,3,2,Skipped,Skipped,1,8,5,6,9,7,Skipped,Skipped,,
3,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,4,Skipped,Skipped,2,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,,
1,Skipped,Skipped,9,10,Skipped,6,4,2,3,5,Skipped,7,8,11,,
3,8,Skipped,6,1,Skipped,Skipped,Skipped,9,4,7,Skipped,2,5,Skipped,,
4,9,Skipped,2,9,Skipped,Skipped,9,1,9,3,Skipped,9,Skipped,9,,
15,Skipped,Skipped,1,4,Skipped,Skipped,6,Skipped,5,Skipped,Skipped,3,Skipped,Skipped,,
4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,3,Skipped,1,Skipped,Skipped,,
1,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,,
6,Skipped,Skipped,8,5,Skipped,Skipped,Skipped,Skipped,4,3,7,1,2,Skipped,,
1,Skipped,Skipped,10,7,Skipped,9,4,3,6,2,Skipped,5,8,10,,
1,10,3,11,10,10,Skipped,10,4,2,Skipped,Skipped,10,Skipped,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,4,Skipped,2,Skipped,Skipped,1,Skipped,Skipped,,
2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,3,2,,
4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,3,,
Skipped,4,Skipped,5,3,Skipped,1,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,4,2,Skipped,Skipped,1,6,5,Skipped,Skipped,Skipped,3,7,,
Skipped,4,Skipped,2,5,Skipped,Skipped,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,Skipped,,
4,Skipped,Skipped,1,3,Skipped,Skipped,6,8,5,7,Skipped,2,Skipped,Skipped,,
5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,6,7,3,4,Skipped,,
8,Skipped,9,5,Skipped,Skipped,Skipped,2,10,4,6,Skipped,1,3,7,,
3,9,Skipped,Skipped,10,Skipped,6,5,1,7,2,Skipped,8,4,11,,
1,Skipped,Skipped,6,Skipped,Skipped,Skipped,2,Skipped,5,Skipped,Skipped,4,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
3,Skipped,Skipped,5,7,Skipped,Skipped,4,6,2,1,Skipped,Skipped,8,Skipped,,
3,5,9,4,Skipped,Skipped,Skipped,Skipped,7,6,8,1,Skipped,2,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
1,8,Skipped,3,Skipped,11,Skipped,10,Skipped,2,7,9,6,4,5,,
3,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,1,5,Skipped,,
2,Skipped,Skipped,6,3,Skipped,Skipped,1,Skipped,4,Skipped,Skipped,5,Skipped,7,,
4,12,15,6,11,14,3,7,13,1,9,8,2,5,10,,
1,11,14,5,9,13,10,3,12,4,6,Skipped,2,7,8,,
3,?,?,9,7,?,8,6,1,4,10,?,2,5,?,,
