rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,Num Cands,Num Seats
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,3,17,17,2,17,17,17,17,17,17,1,17,3,17,17,17,,
17,6,17,6,3,7,7,4,17,17,17,1,17,5,2,17,9,,
6,2,17,5,17,1,4,17,17,17,17,17,3,17,17,17,17,,
4,1,17,9,5,1,17,3,7,6,17,2,17,2,17,17,8,,
17,2,17,17,4,17,17,5,17,17,17,1,17,3,17,17,17,,
17,17,17,17,2,17,17,17,17,17,17,1,17,3,4,17,17,,
10,4,Skipped,7,2,13,11,Skipped,6,12,8,1,14,9,3,Skipped,5,,
5,12,15,3,8,16,13,9,14,7,4,6,11,1,10,17,2,,
7,5,17,17,17,6,2,3,17,17,17,1,17,4,17,17,17,,
6,9,17,8,7,10,11,3,4,14,16,1,12,2,15,5,13,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
Skipped,8,Skipped,Skipped,7,3,9,1,10,Skipped,Skipped,2,Skipped,4,6,5,Skipped,,
11,8,12,9,3,10,2,13,5,11,1,4,Skipped,7,Skipped,Skipped,6,,
11,5,13,6,7,3,12,4,7,9,6,1,16,2,13,13,11,,
5,1,12,1,5,9,1,5,9,9,6,5,8,5,6,17,17,,
17,17,17,4,5,6,3,8,10,7,9,1,17,2,17,17,17,,
5,3,17,16,6,8,12,2,9,7,15,1,13,4,14,11,10,,
5,2,Skipped,Skipped,3,7,8,4,9,Skipped,Skipped,1,Skipped,6,Skipped,Skipped,Skipped,,
17,17,17,16,5,17,17,1,17,2,17,14,17,17,17,17,3,,
12,2,10,1,6,9,4,8,7,16,12,3,15,5,15,17,13,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
12,1,14,4,10,5,3,8,5,13,5,1,14,9,10,14,14,,
10,7,17,12,5,6,13,11,17,13,11,1,17,9,15,17,17,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
8,1,15,14,2,6,7,4,5,11,17,3,9,13,10,16,12,,
8,Skipped,11,Skipped,3,Skipped,2,17,Skipped,12,10,1,11,4,6,Skipped,Skipped,,
6,2,15,11,5,1,8,10,9,4,17,3,15,6,13,16,12,,
8,1,Skipped,2,6,7,11,2,4,Skipped,10,5,Skipped,3,9,Skipped,Skipped,,
12,7,14,11,6,4,3,1,8,13,17,2,15,5,16,10,9,,
17,5,17,4,17,17,17,3,17,17,17,1,17,2,17,17,17,,
7,9,Skipped,4,8,Skipped,10,5,11,Skipped,Skipped,3,Skipped,1,2,6,Skipped,,
Skipped,Skipped,Skipped,5,6,Skipped,Skipped,4,Skipped,Skipped,7,1,Skipped,2,3,Skipped,Skipped,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
11,1,4,6,5,8,13,7,16,10,14,2,12,3,9,17,15,,
8,3,10,Skipped,5,2,7,9,14,6,Skipped,1,15,4,12,13,16,,
6,8,9,16,12,5,7,4,11,3,13,1,14,2,15,17,10,,
4,3,6,7,5,3,3,1,10,4,10,1,12,4,8,13,17,,
17,1,5,3,11,2,4,6,10,16,8,1,17,7,9,17,16,,
3,1,Skipped,Skipped,6,2,3,8,4,10,Skipped,5,11,9,7,13,12,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
8,9,16,2,7,13,14,6,15,12,3,5,11,1,10,17,4,,
12,6,Skipped,Skipped,9,10,11,4,8,3,Skipped,1,Skipped,2,5,7,13,,
5,1,14,10,8,4,3,6,11,7,15,2,12,9,17,16,13,,
9,6,16,8,4,7,8,3,15,10,14,1,11,2,5,13,12,,
14,2,9,4,7,3,5,12,11,10,8,1,6,13,15,17,16,,
Skipped,7,Skipped,5,4,Skipped,Skipped,6,Skipped,Skipped,Skipped,1,Skipped,2,3,Skipped,8,,
3,1,17,17,5,17,17,2,17,4,17,17,17,6,17,17,17,,
17,3,6,1,17,4,17,8,17,17,2,17,17,5,7,17,17,,
4,2,5,Skipped,8,3,13,6,Skipped,7,12,1,Skipped,10,14,9,11,,
9,1,6,13,10,2,8,7,12,11,17,3,5,4,14,16,15,,
5,1,17,17,17,3,17,7,17,8,17,2,4,17,6,17,17,,
4,2,17,17,5,3,3,6,17,17,17,1,17,4,17,17,17,,
3,4,2,5,6,4,3,1,Skipped,5,Skipped,2,5,3,7,Skipped,Skipped,,
5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,Skipped,2,6,4,Skipped,,
9,Skipped,Skipped,4,5,Skipped,6,3,10,Skipped,Skipped,8,Skipped,2,1,7,Skipped,,
6,17,17,17,6,1,2,1,2,17,5,17,17,17,17,2,6,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
7,5,Skipped,Skipped,11,2,1,3,12,Skipped,17,6,10,Skipped,16,8,4,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,7,17,16,4,17,6,17,12,17,15,1,17,5,3,14,13,,
8,1,17,17,6,2,17,4,7,17,17,3,17,5,17,17,17,,
17,2,3,17,17,1,17,17,4,17,17,17,17,17,17,17,17,,
17,17,2,1,17,17,17,2,17,17,17,1,17,5,1,17,17,,
3,2,13,15,7,5,12,8,10,4,16,1,9,6,17,14,11,,
10,1,15,14,13,4,3,6,8,9,12,2,16,5,11,7,17,,
6,17,13,2,15,16,5,8,12,11,4,10,14,1,7,9,3,,
17,17,17,3,17,17,1,17,17,17,17,17,17,2,17,17,17,,
15,1,9,8,13,2,14,11,14,12,14,10,14,14,14,16,17,,
17,17,17,17,2,17,17,17,17,17,17,3,17,1,17,17,16,,
17,17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,,
17,17,17,17,1,5,17,2,17,17,7,4,17,6,3,8,17,,
17,1,17,17,17,17,17,17,17,17,17,3,17,17,2,17,17,,
2,1,14,9,6,12,7,4,15,3,8,17,10,5,11,16,13,,
4,9,11,16,15,8,1,5,2,7,17,10,14,12,13,6,3,,
10,6,11,7,4,14,12,5,15,9,8,2,13,1,3,16,17,,
10,7,9,4,3,3,7,Skipped,Skipped,Skipped,7,2,Skipped,5,1,Skipped,Skipped,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,6,17,3,17,2,17,17,17,1,17,5,7,17,4,,
8,1,4,9,6,3,14,6,12,7,5,2,11,10,13,15,16,,
17,2,3,17,17,1,17,17,17,17,17,17,17,17,17,17,17,,
17,1,4,17,8,5,3,6,17,17,17,2,8,7,17,17,17,,
4,3,Skipped,4,4,3,4,2,6,4,Skipped,1,Skipped,2,4,7,5,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,,
6,3,5,4,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,,
17,1,17,17,5,4,17,3,8,7,17,2,17,6,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,1,17,17,17,9,17,17,17,6,17,11,10,17,5,,
16,1,6,15,17,3,3,2,4,7,16,1,8,5,16,14,9,,
7,13,17,14,4,5,10,6,11,3,16,1,15,1,9,12,8,,
9,2,11,Skipped,7,5,3,5,4,10,Skipped,1,12,8,6,17,5,,
14,2,7,8,5,4,9,10,16,6,13,1,11,3,15,17,12,,
11,1,12,5,14,2,8,9,15,7,17,3,6,4,10,16,13,,
17,17,17,1,17,2,17,17,17,17,4,5,17,17,17,17,3,,
13,2,13,16,13,1,13,14,13,3,17,13,5,4,13,15,13,,
16,11,13,3,6,4,7,12,5,13,2,1,17,10,8,15,9,,
17,1,8,6,7,8,5,5,9,17,17,2,17,4,3,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,5,5,17,17,17,5,5,17,1,17,1,17,17,17,,
Skipped,3,17,1,Skipped,7,5,Skipped,4,Skipped,1,6,8,Skipped,Skipped,Skipped,Skipped,,
14,2,7,11,6,4,8,Skipped,12,5,Skipped,3,9,1,10,Skipped,13,,
11,6,14,1,5,9,12,8,10,13,4,2,16,3,7,15,17,,
17,2,17,6,8,17,17,4,17,5,17,1,17,3,7,17,9,,
12,2,4,7,9,3,13,6,14,10,5,1,11,8,15,17,16,,
17,1,3,17,17,2,7,3,17,17,17,3,17,4,17,17,17,,
9,7,11,2,3,6,Skipped,8,12,Skipped,Skipped,1,Skipped,5,4,Skipped,10,,
6,1,17,17,3,2,5,4,17,2,17,8,17,7,17,17,17,,
11,3,6,4,2,1,7,8,9,13,12,5,17,10,15,16,14,,
7,1,8,13,9,3,10,6,15,5,11,2,14,4,17,16,12,,
17,17,17,17,17,7,3,2,4,17,17,5,17,1,17,6,17,,
9,7,11,3,6,10,14,5,13,8,17,1,12,2,4,16,15,,
17,2,17,17,4,17,7,3,5,6,17,1,17,8,17,17,17,,
17,17,17,17,17,17,17,17,17,17,1,17,17,17,17,17,17,,
13,3,4,10,12,2,7,5,11,6,14,1,9,8,5,12,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
10,1,8,16,10,4,6,2,14,6,13,3,9,4,10,17,15,,
8,5,Skipped,Skipped,1,6,7,3,16,9,17,2,11,4,10,12,Skipped,,
15,3,15,10,7,8,5,17,6,9,15,1,15,2,4,16,15,,
17,1,17,17,17,2,17,17,17,17,17,17,17,17,17,17,17,,
Skipped,5,Skipped,Skipped,6,Skipped,4,1,3,10,9,2,12,7,8,11,Skipped,,
6,1,5,6,9,2,Skipped,8,Skipped,3,9,7,Skipped,4,9,Skipped,9,,
6,13,15,7,3,4,16,5,17,9,10,1,14,2,8,12,11,,
Skipped,1,Skipped,Skipped,15,2,Skipped,4,16,5,Skipped,3,Skipped,6,Skipped,Skipped,17,,
6,4,17,17,17,17,17,3,17,17,17,1,17,2,5,17,17,,
4,1,3,5,8,2,3,17,9,7,17,6,17,10,17,17,12,,
17,17,17,17,17,14,3,2,17,17,4,12,17,15,1,13,17,,
13,14,Skipped,11,5,6,4,1,15,8,12,2,Skipped,3,10,9,7,,
15,6,16,15,3,15,4,1,5,15,15,2,15,15,14,17,13,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
10,1,17,13,8,3,6,4,5,9,17,2,12,7,17,14,11,,
6,6,Skipped,5,6,3,2,2,6,Skipped,Skipped,1,Skipped,4,7,Skipped,Skipped,,
17,3,17,17,5,17,17,4,17,17,17,1,17,2,6,17,17,,
Skipped,1,Skipped,Skipped,3,2,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,,
9,2,7,9,9,17,3,4,8,6,10,1,8,5,10,8,17,,
17,2,6,17,4,2,4,1,17,5,17,2,17,3,17,17,5,,
9,1,7,9,6,5,10,3,12,15,17,2,14,4,11,17,13,,
13,1,3,6,11,2,4,9,15,10,8,7,5,8,17,14,12,,
2,1,4,7,3,1,5,3,8,2,5,2,5,2,8,9,6,,
9,5,17,12,4,15,7,2,6,14,11,1,16,3,8,10,13,,
11,2,6,5,8,7,9,3,12,10,Skipped,1,13,4,15,Skipped,14,,
8,1,6,9,5,2,2,3,12,11,Skipped,4,7,3,4,10,13,,
5,9,Skipped,Skipped,1,8,6,7,Skipped,4,Skipped,2,Skipped,3,Skipped,Skipped,Skipped,,
Skipped,1,Skipped,Skipped,3,5,Skipped,Skipped,2,Skipped,6,Skipped,4,Skipped,Skipped,Skipped,Skipped,,
16,1,15,2,8,4,11,13,17,6,17,3,5,12,14,17,17,,
6,4,10,4,12,5,Skipped,2,4,8,4,1,Skipped,4,11,Skipped,16,,
17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,17,,
4,1,2,5,5,3,3,4,6,3,8,3,Skipped,4,7,Skipped,6,,
Skipped,12,Skipped,Skipped,3,6,10,8,7,Skipped,Skipped,2,Skipped,9,1,4,11,,
17,17,17,17,17,17,17,17,17,17,17,4,17,1,17,17,17,,
17,1,17,17,3,7,8,2,17,17,17,6,17,4,9,17,17,,
8,1,5,2,10,6,9,3,15,15,16,4,15,7,12,17,11,,
17,2,17,6,5,17,17,3,4,17,17,1,17,17,17,17,17,,
12,2,6,8,9,7,13,4,17,10,5,1,11,3,14,16,16,,
Skipped,2,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,,
17,17,2,17,10,12,3,1,14,13,11,8,17,4,13,17,17,,
5,6,14,12,15,4,11,3,8,7,13,1,9,2,10,17,16,,
11,1,1,5,5,5,13,5,13,9,13,1,11,1,9,17,16,,
17,2,17,2,4,2,17,17,5,17,17,1,17,3,4,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
Skipped,Skipped,Skipped,5,11,10,3,6,5,Skipped,2,6,Skipped,7,1,Skipped,4,,
8,10,17,5,4,7,17,3,9,17,6,1,17,2,17,17,17,,
7,1,17,14,12,2,9,13,10,5,8,3,6,4,16,15,11,,
15,1,4,5,14,3,1,2,17,13,8,2,9,4,3,17,17,,
15,1,14,14,5,3,4,5,4,17,6,1,14,2,14,5,16,,
8,15,14,5,12,2,16,3,7,13,10,1,6,4,11,17,9,,
8,6,7,9,16,4,13,3,17,5,14,1,11,2,10,15,12,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
Skipped,5,4,Skipped,Skipped,3,6,8,Skipped,Skipped,7,2,Skipped,1,9,Skipped,Skipped,,
7,4,10,8,6,2,8,5,13,11,14,1,15,3,9,16,12,,
Skipped,Skipped,Skipped,6,3,Skipped,Skipped,4,Skipped,Skipped,7,2,Skipped,1,5,Skipped,Skipped,,
17,1,4,17,17,2,17,17,6,7,17,3,17,5,17,17,17,,
4,11,13,14,7,6,15,3,9,12,16,1,17,2,5,8,10,,
17,1,5,17,17,2,3,17,17,4,17,17,17,17,17,17,17,,
8,16,15,9,5,13,11,3,6,14,10,1,17,4,2,7,12,,
8,1,6,13,11,2,9,14,5,7,15,3,10,4,16,12,17,,
4,1,4,5,5,2,4,4,6,4,6,3,4,5,Skipped,6,7,,
13,1,7,3,6,8,9,10,14,11,12,2,Skipped,5,4,16,15,,
8,11,12,6,5,10,7,3,Skipped,9,Skipped,1,Skipped,4,2,Skipped,13,,
12,1,5,2,7,6,9,10,14,11,13,3,Skipped,8,4,16,15,,
17,2,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,,
11,1,5,12,13,2,4,8,15,6,14,3,10,7,9,17,16,,
Skipped,7,Skipped,Skipped,4,5,8,6,9,Skipped,Skipped,1,Skipped,2,3,Skipped,10,,
2,4,17,3,3,6,9,10,10,15,2,1,17,2,1,12,17,,
3,5,8,7,10,4,5,5,17,6,9,1,6,2,11,Skipped,9,,
17,1,3,17,17,2,17,17,17,17,17,17,17,17,17,17,17,,
9,7,14,2,5,4,11,6,17,13,15,3,16,1,8,10,12,,
17,17,17,17,3,17,17,5,17,17,17,1,17,2,4,17,17,,
17,17,17,17,5,17,17,2,17,17,17,1,17,3,17,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,7,17,5,6,1,17,3,17,17,17,4,17,17,2,17,17,,
7,5,Skipped,6,2,9,4,Skipped,Skipped,8,Skipped,1,Skipped,3,10,Skipped,Skipped,,
7,17,17,11,6,17,16,1,5,17,4,2,17,9,3,10,8,,
6,7,5,11,9,4,10,2,16,14,12,1,13,3,8,17,15,,
10,1,2,6,13,3,5,4,9,8,15,17,12,7,16,14,11,,
8,2,15,9,11,3,17,4,12,6,14,1,13,5,7,16,10,,
17,17,17,17,17,17,17,17,17,17,17,1,17,3,1,17,17,,
12,1,7,6,8,2,9,5,13,10,Skipped,3,11,4,Skipped,Skipped,14,,
17,6,17,17,3,17,17,4,17,17,17,1,17,2,5,17,17,,
6,3,Skipped,Skipped,5,2,8,9,Skipped,7,Skipped,1,Skipped,4,10,Skipped,Skipped,,
14,7,15,17,4,5,9,4,11,8,12,2,13,1,3,10,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
17,1,17,17,8,2,3,4,4,17,17,4,17,17,17,17,4,,
3,17,17,2,11,17,17,17,17,10,6,8,5,1,9,7,4,,
17,3,17,17,17,2,4,17,17,17,17,1,5,17,17,17,17,,
17,2,17,17,5,6,3,8,1,7,17,4,17,9,17,17,10,,
11,2,7,12,13,3,9,4,14,10,16,1,5,6,8,15,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
5,10,Skipped,Skipped,3,17,17,17,17,11,17,2,17,1,4,Skipped,17,,
17,3,17,2,5,13,17,17,17,17,8,4,15,1,16,12,17,,
7,1,11,3,6,10,13,5,16,8,4,2,14,9,12,17,15,,
2,5,8,7,6,1,3,3,4,5,11,3,10,5,4,9,5,,
6,1,12,5,9,2,3,8,14,10,17,4,11,7,13,15,16,,
Skipped,Skipped,Skipped,3,5,10,5,Skipped,2,Skipped,3,1,Skipped,4,Skipped,Skipped,5,,
9,2,5,4,8,3,17,6,17,17,17,1,17,7,17,17,17,,
6,17,17,4,17,17,17,3,17,17,17,1,17,2,5,17,17,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,
11,7,15,12,6,10,9,4,5,14,13,1,16,2,3,8,17,,
5,1,3,12,7,2,6,17,15,4,14,10,10,8,11,16,13,,
17,2,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,,
10,1,4,17,17,5,7,3,8,17,17,2,17,6,17,17,9,,
?,1,8,17,8,3,2,4,17,?,?,6,14,10,15,16,7,,
