rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,Num Cands,Num Seats
11,11,11,11,1,11,11,11,11,11,11,,
6,6,2,4,1,5,5,6,6,5,3,,
11,9,2,1,3,8,5,10,4,7,6,,
8,9,10,1,2,8,6,3,11,11,4,,
3,6,2,5,11,9,4,1,7,8,10,,
Skipped,Skipped,Skipped,2,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
11,11,4,2,1,11,11,11,3,11,5,,
6,8,5,2,1,4,11,9,3,10,7,,
11,11,2,10,1,11,8,11,11,3,4,,
11,11,5,3,2,11,11,1,11,11,4,,
7,11,4,2,1,10,5,7,9,8,3,,
3,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,,
9,10,4,2,1,11,8,5,7,6,3,,
8,9,2,4,1,9,6,9,5,7,3,,
10,8,2,3,1,9,7,6,11,5,4,,
11,2,4,5,1,9,10,8,7,6,3,,
11,6,5,3,1,8,7,9,4,10,2,,
11,11,11,11,1,11,11,11,11,11,11,,
Skipped,2,Skipped,4,5,6,Skipped,7,1,Skipped,3,,
8,9,3,2,1,10,7,6,11,5,4,,
11,3,5,7,1,10,9,6,2,8,4,,
8,9,3,2,1,11,10,6,7,5,4,,
11,9,3,4,1,5,8,10,2,6,7,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
7,3,5,1,2,6,8,9,11,10,4,,
6,11,2,5,1,10,8,3,9,7,4,,
5,8,4,3,1,7,10,2,9,11,6,,
11,11,4,3,1,6,2,11,8,7,5,,
5,7,3,10,1,11,8,2,9,6,4,,
5,9,2,3,1,11,3,9,6,5,6,,
8,7,4,2,1,6,9,10,11,5,3,,
6,11,3,2,1,11,5,8,4,7,9,,
11,11,11,11,11,11,11,11,11,11,11,,
11,4,2,3,1,5,11,11,11,11,5,,
4,10,1,7,2,9,5,6,8,11,3,,
Skipped,Skipped,3,2,1,Skipped,4,Skipped,Skipped,5,Skipped,,
Skipped,Skipped,4,3,1,5,7,2,Skipped,6,Skipped,,
8,7,5,3,1,10,9,7,11,4,2,,
4,6,4,2,1,6,3,6,5,3,5,,
10,10,3,7,1,11,2,5,11,6,4,,
8,10,9,2,1,11,7,4,5,6,3,,
11,7,3,2,1,11,6,11,5,8,4,,
2,11,1,4,3,11,11,11,5,11,11,,
7,10,2,3,1,6,11,8,9,8,4,,
3,5,11,2,4,11,11,11,6,11,1,,
7,7,3,4,1,6,7,6,7,5,2,,
10,2,11,3,8,5,1,7,4,9,6,,
7,8,4,2,1,9,11,6,3,10,5,,
11,11,3,2,1,4,11,11,11,11,5,,
4,9,1,11,3,10,5,7,6,8,2,,
7,7,2,2,1,7,7,6,7,5,4,,
4,8,6,5,1,7,10,9,3,11,2,,
3,9,2,4,1,10,8,7,11,6,5,,
1,11,11,3,4,11,11,11,11,2,5,,
11,11,11,11,1,11,11,11,11,11,11,,
5,10,4,2,1,9,9,9,11,3,6,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,3,2,,
11,11,11,11,11,11,11,11,11,11,11,,
8,11,2,6,1,10,7,4,Skipped,5,3,,
6,2,11,9,1,3,10,7,1,5,4,,
11,11,2,11,1,11,11,3,11,11,11,,
11,5,7,4,1,6,10,8,3,9,2,,
1,6,11,4,7,5,11,2,11,6,3,,
11,11,8,6,1,4,5,11,3,2,7,,
11,11,3,2,1,11,11,11,4,6,5,,
4,7,5,2,1,6,9,8,10,3,11,,
11,5,3,11,1,11,11,11,2,11,4,,
6,9,2,5,1,10,7,4,8,3,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
5,6,4,3,1,9,10,7,11,8,2,,
9,4,6,2,1,11,7,8,10,3,5,,
9,10,4,3,1,11,7,6,8,5,2,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,4,2,1,11,5,11,6,11,3,,
8,4,2,9,1,11,6,3,5,10,7,,
11,1,11,11,11,11,11,11,11,11,3,,
4,11,2,3,1,6,7,11,11,11,5,,
11,9,11,4,1,11,2,10,11,8,3,,
9,1,7,3,2,10,8,5,11,6,4,,
Skipped,Skipped,5,3,1,Skipped,Skipped,Skipped,Skipped,4,2,,
10,5,2,8,1,11,9,6,3,7,4,,
5,10,3,2,1,9,7,6,11,8,4,,
5,11,2,3,1,11,7,9,4,6,8,,
11,11,11,11,11,11,11,11,11,11,11,,
7,8,5,6,1,9,11,2,4,11,3,,
11,7,3,2,1,11,11,6,5,11,4,,
11,7,3,3,1,11,11,11,11,6,5,,
8,10,3,2,1,9,7,6,11,5,4,,
11,10,4,3,2,11,5,7,11,6,1,,
5,10,1,7,2,11,4,8,9,6,3,,
11,10,5,1,2,Skipped,Skipped,6,3,7,4,,
6,11,3,2,1,11,5,11,11,7,4,,
11,11,11,3,1,11,11,4,11,11,2,,
7,8,4,2,1,11,6,3,9,10,5,,
4,11,11,9,3,10,11,4,6,11,6,,
8,5,2,1,4,7,10,9,3,10,6,,
6,7,5,2,1,7,10,3,8,11,4,,
Skipped,Skipped,Skipped,2,2,Skipped,Skipped,Skipped,1,Skipped,2,,
6,4,8,2,1,11,9,5,10,7,3,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
6,10,4,2,1,7,3,11,8,5,9,,
9,11,3,2,1,10,6,8,7,4,5,,
10,9,3,2,1,5,4,8,6,11,7,,
11,11,11,4,2,11,3,11,2,11,11,,
11,11,2,3,1,11,4,11,11,6,5,,
11,5,3,2,1,Skipped,Skipped,5,5,Skipped,4,,
11,8,4,3,2,9,7,6,10,5,1,,
4,11,2,3,1,10,8,6,9,5,7,,
11,11,2,3,1,11,4,11,5,11,2,,
8,6,3,4,1,10,1,10,9,7,5,,
8,8,3,2,1,8,4,6,5,8,7,,
7,6,3,5,1,Skipped,Skipped,4,Skipped,8,2,,
1,10,4,2,3,8,9,11,5,7,6,,
6,6,4,3,1,11,4,9,8,2,9,,
11,11,3,1,2,11,4,11,6,5,11,,
11,11,11,4,1,11,2,11,11,11,3,,
11,9,3,2,1,8,7,6,5,10,4,,
11,11,11,2,1,11,11,11,11,11,11,,
11,11,2,3,1,11,5,11,11,11,4,,
10,3,7,5,2,8,6,9,11,4,1,,
7,5,7,2,1,4,6,3,7,4,2,,
4,11,11,2,1,11,11,11,3,11,11,,
11,11,4,2,1,11,11,11,5,11,3,,
7,7,1,3,2,7,5,7,7,4,6,,
11,11,3,2,1,11,11,11,5,11,4,,
5,11,11,3,1,11,11,11,6,11,1,,
11,7,3,2,1,9,10,6,8,5,4,,
7,4,1,3,5,10,6,9,11,2,8,,
9,11,3,2,1,7,5,8,10,6,4,,
11,6,3,2,1,9,10,8,4,7,5,,
11,11,4,2,1,11,6,11,11,5,3,,
8,7,6,2,1,10,4,9,11,3,5,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
10,Skipped,4,2,1,Skipped,Skipped,3,5,11,Skipped,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,2,4,1,11,11,11,11,5,3,,
11,6,8,2,1,9,3,10,4,7,5,,
7,11,3,2,1,10,4,8,9,6,5,,
9,9,4,2,1,9,5,11,3,10,6,,
2,8,4,11,1,3,10,11,11,9,11,,
11,11,11,11,11,11,11,11,11,11,11,,
10,4,8,5,1,11,6,3,9,7,2,,
8,9,2,3,1,9,6,7,5,7,4,,
9,10,8,6,1,3,5,4,7,11,2,,
11,6,2,3,1,9,7,5,10,8,4,,
9,6,11,4,1,7,8,3,5,10,2,,
11,11,2,3,1,11,11,4,11,11,10,,
7,8,5,2,1,6,10,11,3,9,4,,
11,11,3,11,2,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
8,10,3,2,1,11,9,7,6,5,4,,
11,9,3,2,1,8,6,10,5,7,4,,
4,7,3,2,1,9,5,8,11,6,10,,
Skipped,10,5,11,1,4,3,Skipped,Skipped,Skipped,2,,
7,11,3,2,1,8,6,11,9,5,4,,
5,5,2,3,1,5,5,5,5,5,3,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,5,1,11,2,11,11,10,6,,
10,3,5,6,1,11,9,8,4,7,2,,
5,11,4,3,1,11,11,11,11,11,2,,
11,6,3,9,1,10,4,7,5,8,2,,
6,9,2,5,1,7,4,11,10,8,3,,
11,5,3,7,1,6,10,4,8,8,2,,
5,10,5,2,1,11,4,7,9,6,3,,
8,9,2,4,1,6,10,5,7,4,3,,
5,11,3,2,1,11,5,11,11,11,4,,
3,2,11,4,1,5,10,7,9,8,6,,
11,11,2,3,1,11,11,5,11,11,4,,
5,8,2,3,1,11,10,6,9,4,7,,
5,11,3,2,1,10,9,8,6,7,4,,
10,6,5,4,1,11,7,8,3,9,2,,
11,11,11,5,1,11,11,11,11,4,3,,
11,11,2,3,1,4,11,11,11,5,11,,
8,7,3,2,1,11,4,10,9,5,6,,
11,11,1,3,2,11,5,11,11,4,11,,
11,11,3,2,1,11,5,11,11,4,11,,
Skipped,Skipped,Skipped,2,1,Skipped,Skipped,3,Skipped,5,4,,
11,11,11,2,1,11,11,11,11,11,11,,
11,11,11,11,1,11,11,2,11,11,3,,
11,11,11,11,2,11,11,1,11,11,3,,
11,11,3,2,1,11,5,11,Skipped,6,4,,
9,11,2,3,1,7,5,6,8,11,4,,
9,10,5,3,1,11,6,7,8,4,2,,
10,5,4,1,11,6,3,7,11,8,2,,
11,11,11,11,11,11,11,11,11,11,11,,
Skipped,Skipped,2,3,1,Skipped,4,Skipped,Skipped,5,6,,
Skipped,Skipped,5,3,1,Skipped,Skipped,2,Skipped,Skipped,4,,
11,11,2,11,3,11,5,11,1,11,4,,
6,8,3,2,1,9,7,4,10,5,3,,
8,9,4,2,1,11,7,6,10,5,3,,
11,11,2,3,1,11,11,11,11,4,11,,
11,11,3,2,1,11,11,11,4,11,11,,
Skipped,Skipped,2,3,1,Skipped,Skipped,5,Skipped,Skipped,4,,
4,5,3,2,1,4,5,4,3,3,3,,
11,11,2,11,1,11,11,11,11,11,11,,
Skipped,6,4,2,1,Skipped,Skipped,3,Skipped,Skipped,5,,
7,5,2,11,1,11,4,3,11,6,5,,
6,8,3,2,1,9,7,10,11,5,4,,
6,10,4,3,1,2,9,8,11,7,5,,
11,11,11,11,11,11,11,11,11,11,11,,
4,11,1,3,2,11,8,7,11,6,5,,
11,6,5,2,1,11,4,11,7,3,4,,
2,11,1,5,3,11,11,11,4,11,11,,
5,11,3,2,1,11,11,11,11,4,6,,
11,11,2,4,1,11,6,5,11,7,3,,
10,10,2,3,1,10,10,10,10,10,11,,
11,11,11,11,1,11,11,11,11,11,11,,
7,6,1,5,2,9,10,3,8,11,4,,
11,11,2,2,1,11,11,11,11,3,5,,
11,11,11,11,1,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,5,4,3,1,11,11,11,Skipped,11,2,,
9,7,5,4,1,6,10,3,8,11,2,,
10,8,3,2,1,9,6,7,11,5,4,,
