rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,Num Cands,Num Seats
9,18,12,10,8,11,17,13,7,20,14,4,15,6,16,3,2,1,19,5,,
7,17,12,11,9,10,19,16,3,20,14,8,15,6,13,4,2,1,18,5,,
5,19,14,10,9,11,18,16,8,20,12,3,13,4,15,6,2,1,17,7,,
12,20,9,11,8,12,18,17,5,19,14,4,13,6,15,3,2,1,16,10,,
7,18,11,12,9,10,16,15,4,19,14,3,13,6,20,5,2,1,17,8,,
8,18,12,10,9,11,19,16,7,17,14,3,13,6,15,4,2,1,20,5,,
11,19,12,8,9,10,17,16,4,18,15,7,14,5,13,2,3,1,20,6,,
6,17,11,12,9,10,19,16,4,20,14,8,13,7,15,3,2,1,18,5,,
6,19,11,12,9,10,17,16,4,18,13,5,14,7,15,3,2,1,20,8,,
9,19,14,11,10,8,17,13,5,20,16,4,15,7,12,3,1,2,18,6,,
6,12,10,9,8,9,12,13,4,15,11,5,11,7,14,3,1,2,15,7,,
7,19,12,11,9,10,18,16,5,20,15,4,13,6,14,3,2,1,17,8,,
14,20,11,9,6,10,18,17,5,15,12,4,13,7,16,3,2,1,19,7,,
8,17,10,9,6,11,16,15,3,18,14,7,12,18,13,4,1,2,18,5,,
10,20,13,9,11,12,16,1,6,18,15,2,14,7,19,5,3,4,17,8,,
8,18,11,12,9,10,17,15,6,20,14,7,13,5,19,2,3,1,16,4,,
6,18,12,9,10,11,20,16,8,18,13,5,14,4,15,3,2,1,18,7,,
10,17,7,6,3,12,13,19,8,20,16,4,18,15,11,5,2,1,14,9,,
9,18,12,11,7,10,17,16,3,19,14,5,13,4,15,8,2,1,20,6,,
9,19,10,11,8,12,15,18,5,20,17,6,13,7,14,3,2,1,16,4,,
9,19,12,11,5,10,17,15,8,20,13,4,14,6,18,3,1,2,16,7,,
9,17,13,11,8,10,18,16,3,20,14,5,12,7,15,4,2,1,19,6,,
9,17,12,11,6,10,18,14,7,19,15,3,13,5,16,4,2,1,20,8,,
8,19,12,10,9,11,17,16,4,20,14,7,13,6,15,3,2,1,18,5,,
8,20,12,11,9,10,20,16,7,20,14,5,13,3,15,6,2,1,20,4,,
7,18,11,12,9,10,19,15,4,20,14,5,16,6,13,3,1,2,17,8,,
9,16,12,11,7,10,18,17,8,20,14,3,13,6,15,4,2,1,19,5,,
4,17,12,11,8,10,18,16,9,19,15,1,13,7,14,5,6,2,20,3,,
4,18,12,10,9,11,17,16,7,19,14,3,13,8,15,6,1,2,20,5,,
9,19,12,10,8,11,17,15,5,20,14,3,13,4,16,6,2,1,18,7,,
8,18,10,12,9,12,17,16,3,19,14,4,13,7,15,5,2,1,20,6,,
9,16,12,11,8,10,18,19,6,17,15,3,13,4,20,5,2,1,14,7,,
6,17,12,11,9,10,18,16,3,19,14,5,13,8,15,4,2,1,20,7,,
9,17,12,10,8,11,18,16,5,20,15,4,13,6,14,3,2,1,20,7,,
6,17,9,11,7,12,18,16,4,20,15,5,14,10,13,3,2,1,19,8,,
6,17,11,13,8,10,17,16,4,17,15,5,12,9,14,3,1,2,20,7,,
6,18,9,9,11,11,17,15,4,19,14,4,13,7,16,3,2,1,20,7,,
8,17,11,12,10,9,15,19,3,20,13,4,16,7,14,6,1,2,18,5,,
9,17,12,10,7,11,19,15,6,20,14,8,13,4,16,3,1,2,18,5,,
8,19,12,10,6,11,17,16,5,18,15,3,14,7,13,4,2,1,20,9,,
6,19,11,10,7,12,18,17,5,20,14,4,13,8,15,3,1,2,16,9,,
6,18,12,11,9,10,17,16,3,20,14,8,13,5,15,4,2,1,19,7,,
8,19,12,11,9,10,17,16,3,20,15,5,13,7,14,4,2,1,18,6,,
6,19,12,10,9,11,18,16,4,20,14,5,15,8,13,3,2,1,17,7,,
7,17,12,10,11,9,19,16,6,20,13,8,14,3,15,5,1,2,18,4,,
8,20,12,11,9,10,19,16,7,18,14,4,13,6,17,2,3,1,15,4,,
9,17,12,11,8,10,18,16,5,19,14,4,13,7,15,3,1,2,20,6,,
8,18,10,12,9,11,20,16,7,19,14,3,13,6,15,4,2,1,17,5,,
8,18,12,10,7,11,17,15,6,19,13,9,14,4,16,3,2,1,20,5,,
8,19,11,12,9,10,18,16,4,17,14,6,13,7,15,3,2,1,20,5,,
9,19,10,11,5,12,18,14,7,20,15,8,13,6,16,3,2,1,17,4,,
9,18,12,11,6,10,17,15,5,20,14,4,13,7,16,3,2,1,19,8,,
9,15,12,10,8,11,17,19,4,18,14,7,13,6,20,3,1,2,16,5,,
7,19,10,11,9,12,18,15,8,20,14,3,13,6,16,4,2,1,17,5,,
8,18,12,10,9,11,17,16,4,19,13,6,14,7,15,3,2,1,20,5,,
8,18,12,11,6,10,20,16,4,19,15,7,14,9,13,3,1,2,17,5,,
8,18,11,11,9,10,17,16,5,19,16,3,16,6,13,4,2,1,20,7,,
10,13,9,14,8,12,19,17,7,15,16,5,20,3,11,6,2,1,18,4,,
7,19,14,10,8,11,18,15,6,20,13,3,12,5,16,4,2,2,17,9,,
8,18,12,10,9,13,17,16,4,20,15,6,11,7,14,5,2,1,19,3,,
10,16,13,11,9,12,19,17,3,18,19,8,15,6,14,2,4,1,20,7,,
7,18,12,10,8,11,17,15,4,20,14,6,13,5,16,3,2,1,19,9,,
9,18,12,10,7,11,17,16,6,19,15,8,13,3,14,4,2,1,20,5,,
9,18,12,10,6,11,19,15,4,20,14,7,13,5,16,3,2,1,17,8,,
9,17,11,10,8,12,18,16,4,20,14,5,13,6,15,3,2,1,19,7,,
7,19,12,10,9,11,18,16,5,20,13,2,14,8,15,4,2,1,17,6,,
7,14,12,10,9,11,16,17,6,18,15,5,13,8,19,3,1,2,20,4,,
7,17,12,11,10,9,20,16,5,19,15,4,13,8,14,3,2,1,18,6,,
9,18,12,10,7,11,17,15,3,19,13,6,14,5,16,4,2,1,20,8,,
8,20,9,12,10,11,20,20,5,20,13,3,14,7,15,4,1,2,20,6,,
7,18,12,10,8,11,19,16,3,20,15,4,14,9,13,5,2,1,17,6,,
8,19,12,10,9,11,17,16,4,20,14,5,13,6,15,3,2,1,18,7,,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
9,18,12,13,8,10,17,16,5,19,15,3,14,7,11,6,2,1,20,4,,
8,18,11,12,9,10,17,15,3,20,14,7,13,4,16,5,1,2,19,6,,
8,17,11,12,9,10,16,15,6,17,14,3,13,7,17,4,1,2,17,5,,
9,18,11,10,7,12,19,16,4,20,14,5,13,6,15,3,2,1,17,8,,
9,20,12,11,8,10,16,19,7,17,14,4,13,6,18,3,2,1,15,5,,
5,20,12,11,5,10,20,18,4,20,18,4,18,5,18,3,2,1,20,4,,
4,18,12,10,6,10,19,14,3,19,14,3,14,8,13,5,2,1,20,7,,
7,19,12,11,8,10,18,15,4,17,16,5,13,6,14,3,1,2,20,9,,
9,19,12,11,8,10,18,16,6,20,15,4,13,7,14,2,1,3,17,5,,
7,18,12,11,5,10,17,16,8,19,14,9,13,6,15,3,2,1,20,4,,
