rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,Num Cands,Num Seats
7,3,5,13,15,12,11,8,1,2,16,6,4,10,9,14,,
14,5,9,15,8,13,10,7,4,1,11,3,2,6,12,16,,
2,16,10,14,7,5,4,3,15,9,8,6,1,11,12,13,,
15,16,5,13,7,3,11,6,4,12,2,1,10,9,8,14,,
4,8,7,12,15,11,13,2,9,5,14,3,1,10,6,16,,
6,11,8,15,13,12,9,4,2,5,1,3,10,7,14,16,,
2,16,15,1,4,8,5,1,14,13,7,6,9,12,10,12,,
5,3,2,11,16,11,15,6,14,11,1,11,4,14,11,14,,
1,16,16,16,16,16,16,16,16,16,16,16,2,16,16,16,,
12,1,2,12,14,12,16,12,15,3,4,12,13,12,12,5,,
9,16,16,13,6,1,12,3,16,4,7,5,2,8,10,11,,
16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,,
3,14,12,8,1,5,11,10,13,16,7,2,15,6,4,8,,
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,,
16,16,2,1,16,16,16,16,16,16,16,16,16,16,16,16,,
8,7,1,15,3,9,2,5,15,15,15,15,4,16,6,15,,
16,16,16,1,16,16,16,16,2,16,16,16,16,16,16,3,,
7,9,1,5,16,8,15,10,2,14,12,11,4,6,3,13,,
8,16,16,16,6,16,16,2,16,16,16,1,4,3,5,7,,
16,16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,,
7,5,4,9,11,6,14,10,3,8,15,1,2,16,12,13,,
16,16,16,16,2,16,3,16,4,1,16,16,16,16,16,16,,
16,16,1,16,16,16,16,16,16,2,16,16,16,16,16,16,,
15,5,11,13,14,4,10,12,1,3,2,7,8,9,6,16,,
16,1,1,16,16,16,16,16,16,1,16,16,16,16,16,16,,
7,9,6,10,16,1,15,5,8,12,14,4,2,13,3,11,,
5,1,16,16,6,16,3,9,4,7,2,16,16,8,16,16,,
4,11,13,6,14,2,16,5,10,12,15,9,3,7,8,1,,
1,6,3,10,13,2,11,5,9,15,14,7,4,12,8,16,,
6,4,2,1,9,10,9,9,3,9,5,9,7,7,7,8,,
10,1,4,15,8,6,11,7,12,2,3,9,5,14,13,16,,
7,10,1,9,13,11,15,3,14,6,12,4,2,8,16,5,,
2,8,3,9,16,7,10,6,1,11,14,5,4,13,12,15,,
1,15,8,5,2,4,11,7,12,6,3,10,9,14,16,14,,
4,12,1,15,2,16,14,7,11,6,3,8,5,9,10,13,,
5,2,7,15,9,11,1,12,14,13,4,3,8,10,6,16,,
5,3,16,16,16,16,16,16,4,1,1,16,16,16,16,16,,
3,16,7,8,4,13,9,10,2,5,6,1,11,12,15,14,,
6,9,13,8,5,7,2,15,1,14,12,3,11,4,16,10,,
1,16,11,5,6,7,13,8,3,15,9,4,2,14,12,10,,
7,3,7,6,1,7,16,2,7,16,16,4,5,16,7,7,,
4,1,3,5,16,16,16,16,2,16,16,16,6,16,16,16,,
2,4,10,13,6,8,15,7,16,1,3,9,5,12,11,14,,
16,16,8,16,16,16,16,14,13,15,16,16,10,16,16,16,,
13,13,13,15,14,14,13,13,13,13,14,14,13,13,13,16,,
1,16,1,16,16,16,16,16,16,16,16,2,3,16,2,16,,
8,10,9,7,14,6,16,12,1,11,2,5,4,13,3,15,,
16,16,16,16,16,3,16,16,16,16,16,1,16,16,2,16,,
16,16,1,16,16,16,16,16,2,16,16,16,16,16,16,16,,
4,1,12,10,16,6,14,5,2,8,15,9,3,7,11,13,,
3,16,9,11,7,5,12,6,14,2,15,8,4,10,13,1,,
14,4,12,15,2,13,10,5,3,1,7,6,9,8,11,16,,
3,16,12,10,13,2,11,8,5,1,15,6,4,9,7,14,,
16,14,6,7,4,1,11,12,3,15,13,2,5,8,9,10,,
4,8,16,16,16,9,16,6,1,2,16,7,3,5,16,16,,
16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,,
4,8,10,13,16,12,2,11,1,7,15,14,3,5,6,9,,
3,11,1,12,15,4,16,6,5,10,14,9,2,7,8,13,,
4,1,13,12,15,6,16,8,11,2,14,10,5,7,9,3,,
6,3,7,15,5,16,4,13,1,8,12,11,9,10,2,14,,
13,10,7,16,4,9,14,2,8,6,3,15,12,5,1,11,,
5,1,10,11,7,13,4,12,2,3,6,9,16,14,8,15,,
15,16,15,15,15,15,15,15,15,1,15,15,15,15,15,15,,
9,16,3,2,11,12,13,10,6,15,4,1,5,8,14,7,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
10,1,4,15,8,14,5,11,3,7,12,9,2,6,13,16,,
4,10,3,16,1,12,8,7,13,14,11,9,6,5,2,15,,
5,1,2,11,14,6,16,12,15,4,9,10,3,7,8,13,,
3,12,1,5,16,14,9,4,8,15,2,13,6,10,7,11,,
14,4,7,9,11,12,16,6,8,3,1,2,13,5,10,15,,
7,1,3,13,9,14,16,11,15,2,6,8,5,10,4,12,,
1,4,9,13,15,2,12,10,11,14,3,5,7,6,8,16,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
7,2,1,13,13,13,16,13,15,3,4,13,13,13,5,14,,
15,16,2,1,15,15,15,15,15,15,15,15,15,15,15,15,,
2,12,8,4,5,3,9,7,11,13,6,14,1,15,10,16,,
16,16,16,3,1,2,4,16,16,16,16,16,16,16,16,16,,
16,16,2,16,3,16,16,16,16,1,4,16,16,16,16,16,,
3,13,2,10,14,7,16,6,15,1,12,5,4,8,9,11,,
6,3,7,16,16,5,1,4,16,2,16,16,7,16,16,16,,
6,16,9,16,16,16,16,4,2,1,7,3,5,8,10,16,,
16,16,3,16,5,16,16,16,16,16,4,2,1,16,16,16,,
2,15,16,16,15,5,1,15,2,15,16,14,5,5,15,16,,
16,1,2,16,16,16,16,16,16,16,16,16,16,16,16,16,,
2,16,7,3,6,16,16,4,16,16,8,5,1,16,16,16,,
9,1,2,14,13,11,16,8,3,6,12,7,5,10,4,15,,
3,7,16,8,5,10,2,12,15,13,14,6,4,1,11,9,,
16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,,
16,5,16,4,10,16,16,9,1,8,7,2,6,16,3,16,,
16,16,16,1,16,16,16,16,16,16,16,16,16,16,16,16,,
4,14,12,8,2,6,9,11,1,16,5,7,3,13,10,15,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
10,5,3,6,16,4,12,11,1,8,14,7,2,13,15,9,,
10,10,3,6,11,5,12,3,2,6,1,9,6,14,12,3,,
3,16,13,8,5,6,14,11,1,15,7,2,4,12,10,9,,
10,2,1,9,8,14,12,13,15,4,3,5,16,6,7,11,,
10,3,4,14,11,16,5,9,1,2,12,7,8,6,13,15,,
9,5,10,3,12,15,16,7,1,8,14,2,11,6,13,4,,
7,16,1,6,13,5,10,14,4,12,15,3,2,8,9,11,,
14,1,9,15,16,16,16,7,4,15,2,3,11,12,14,15,,
2,6,7,15,8,13,11,5,4,3,12,1,14,9,10,16,,
1,3,13,7,9,16,14,12,8,6,4,2,5,10,11,7,,
2,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
3,16,1,8,11,13,7,10,6,9,12,5,2,4,14,15,,
10,11,7,6,5,16,3,9,8,12,2,13,1,15,4,14,,
8,3,7,10,1,6,11,14,2,15,13,5,4,12,9,16,,
5,15,10,2,12,3,4,8,16,14,11,13,6,9,7,1,,
16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,
12,3,12,12,16,13,14,12,1,1,15,12,2,12,12,4,,
15,16,15,15,15,15,15,15,15,15,15,1,15,15,15,15,,
12,6,3,13,4,15,16,10,11,2,1,5,8,9,7,14,,
11,2,4,15,13,14,9,9,10,1,3,9,12,9,9,16,,
8,16,1,15,9,7,6,15,15,6,6,6,2,15,15,15,,
