rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,Num Cands,Num Seats
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
2,15,3,5,16,10,Skipped,1,4,13,11,6,17,14,8,12,9,Skipped,7,,
6,8,11,Skipped,Skipped,Skipped,5,1,Skipped,4,Skipped,3,10,7,Skipped,2,Skipped,9,Skipped,,
2,8,1,4,9,Skipped,Skipped,12,Skipped,3,11,10,7,5,14,13,6,Skipped,Skipped,,
3,18,1,17,9,15,19,12,16,8,5,2,7,14,4,6,13,11,10,,
1,5,7,12,4,16,11,17,8,19,6,9,18,13,3,15,14,2,10,,
1,12,11,10,3,18,13,14,16,4,7,15,5,19,2,9,6,17,12,,
19,5,19,19,19,19,2,4,19,19,19,19,19,19,19,19,19,3,1,,
10,9,13,19,19,10,19,12,6,8,19,1,19,12,19,7,19,19,12,,
6,14,9,1,13,10,18,4,7,3,17,2,5,19,16,8,12,15,11,,
2,4,5,9,11,Skipped,14,3,6,7,18,1,12,15,16,13,10,17,8,,
1,19,19,19,2,19,19,19,19,19,19,19,19,19,3,19,19,4,19,,
1,17,18,15,3,Skipped,Skipped,19,18,19,Skipped,17,9,Skipped,2,19,18,4,19,,
16,15,6,5,14,19,18,1,9,2,17,10,8,3,7,4,12,13,11,,
10,7,12,15,6,13,5,1,2,3,16,4,19,18,14,8,11,17,9,,
3,13,2,8,10,19,16,4,12,15,11,5,14,18,1,17,7,6,9,,
3,15,7,5,15,11,13,8,12,1,10,6,4,7,14,3,2,15,9,,
19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,1,19,19,19,3,19,19,19,19,19,19,2,,
4,17,5,11,12,Skipped,Skipped,1,3,8,15,2,6,16,13,10,9,14,7,,
2,19,19,19,19,19,19,3,19,4,19,1,19,19,19,19,19,19,19,,
1,12,11,14,2,15,17,5,13,6,15,18,10,3,4,7,16,8,9,,
1,8,12,9,7,13,18,4,6,2,19,3,15,17,16,11,14,10,5,,
1,17,2,8,16,15,19,3,5,7,9,6,10,11,4,12,15,18,13,,
2,12,4,10,11,18,19,5,9,15,6,1,13,17,7,16,3,14,8,,
3,Skipped,4,6,5,13,17,1,12,11,9,2,8,19,7,10,18,Skipped,14,,
5,19,19,19,19,19,19,1,2,6,19,3,19,19,19,4,19,19,7,,
11,14,3,10,Skipped,13,4,1,7,8,16,2,5,6,17,12,15,18,9,,
1,13,3,15,6,18,17,4,7,5,8,9,14,19,2,12,10,16,11,,
2,19,19,19,19,19,19,19,3,19,19,19,19,19,1,19,19,19,19,,
4,5,8,12,13,Skipped,Skipped,14,Skipped,2,Skipped,3,Skipped,1,Skipped,10,Skipped,14,8,,
8,18,3,5,9,19,15,2,8,16,13,1,14,18,4,10,3,12,11,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,4,1,8,19,13,19,1,11,11,19,4,10,19,4,4,13,19,8,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
2,5,3,19,4,Skipped,Skipped,18,7,1,6,8,2,19,5,19,3,18,18,,
3,4,19,19,19,1,2,19,6,19,19,19,19,19,19,19,19,5,19,,
18,19,16,19,19,19,19,1,19,13,19,14,19,19,19,12,19,17,15,,
1,14,4,12,5,17,15,13,8,11,10,9,3,7,2,16,4,6,18,,
1,5,9,10,2,17,18,14,13,11,19,6,12,7,3,16,8,4,15,,
1,19,3,19,19,19,19,2,5,19,19,19,19,19,4,19,19,19,19,,
8,Skipped,5,Skipped,Skipped,Skipped,Skipped,1,6,4,Skipped,2,7,Skipped,9,Skipped,Skipped,Skipped,10,,
3,17,4,11,15,12,19,1,5,10,18,2,14,8,6,7,16,13,9,,
1,7,3,9,6,13,19,2,14,12,5,8,15,11,4,18,10,16,17,,
1,19,8,10,13,18,11,2,7,15,14,5,4,16,14,17,12,3,10,,
1,12,2,6,5,15,17,9,10,4,13,3,7,8,3,18,14,16,11,,
3,11,4,10,12,Skipped,14,1,9,6,13,2,5,7,8,15,17,16,Skipped,,
4,13,6,17,8,16,9,3,1,15,18,7,11,19,10,2,14,12,5,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
4,19,9,19,5,19,8,1,19,3,19,2,11,10,19,6,19,19,7,,
5,19,7,19,8,Skipped,19,3,6,1,19,4,19,19,19,1,19,19,19,,
2,5,6,10,18,14,17,1,11,9,12,3,15,19,4,8,16,13,7,,
1,8,6,15,10,11,9,17,4,19,3,7,18,13,5,16,12,2,14,,
10,19,13,8,14,11,15,7,7,8,13,10,13,10,9,9,17,15,13,,
5,14,Skipped,11,8,17,4,1,Skipped,12,13,2,10,3,16,6,7,9,15,,
1,19,19,19,3,19,19,19,8,4,19,6,2,19,5,19,19,7,19,,
1,5,4,8,6,Skipped,Skipped,13,Skipped,7,16,10,12,11,3,14,9,2,15,,
2,19,19,19,19,19,19,3,19,19,19,19,1,19,19,19,19,19,19,,
1,13,5,10,2,19,19,4,15,7,14,8,3,19,6,11,12,16,9,,
1,14,2,10,16,19,17,6,8,4,9,5,13,18,7,3,12,15,11,,
1,19,2,5,6,19,19,19,7,4,19,19,9,19,8,19,10,3,19,,
1,19,7,10,11,13,19,2,6,19,12,3,18,17,4,5,8,9,6,,
1,16,4,17,6,19,16,16,8,16,7,3,16,9,2,18,5,16,16,,
2,19,9,10,4,11,19,5,19,7,19,19,6,19,8,3,19,19,19,,
2,5,7,10,6,14,6,3,1,9,7,5,14,5,4,5,8,8,8,,
3,12,2,7,10,15,16,4,14,5,9,1,8,17,6,8,11,7,13,,
2,15,4,8,7,17,13,5,19,1,12,3,18,16,9,6,14,10,11,,
1,Skipped,4,Skipped,11,Skipped,Skipped,12,2,7,3,6,10,Skipped,5,Skipped,Skipped,8,9,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,19,19,19,2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
2,19,19,19,1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
6,19,19,19,19,19,19,2,19,4,19,5,19,19,19,1,19,19,3,,
9,19,11,15,17,8,13,2,10,3,18,5,6,4,14,1,12,16,7,,
1,17,4,10,3,19,14,18,13,7,12,6,5,16,2,15,11,8,9,,
Skipped,6,3,5,Skipped,Skipped,Skipped,2,10,3,Skipped,2,10,Skipped,10,10,Skipped,Skipped,7,,
19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,,
1,15,4,Skipped,19,12,19,2,Skipped,7,6,5,9,13,3,11,10,14,8,,
4,19,19,7,19,19,19,3,19,2,19,19,19,1,19,5,19,6,19,,
3,13,14,17,6,12,5,4,2,15,18,8,16,19,11,1,7,10,9,,
1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,19,4,19,19,19,8,2,19,11,7,6,3,19,9,10,12,19,5,,
1,5,10,13,3,9,11,18,12,19,2,6,16,4,7,17,15,8,14,,
19,19,19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,,
13,6,1,Skipped,15,Skipped,Skipped,5,9,8,2,7,14,Skipped,4,10,3,12,11,,
1,9,8,13,12,17,18,3,7,15,11,2,16,19,6,4,10,14,5,,
1,14,11,5,7,18,13,10,17,3,16,2,8,15,4,9,6,19,12,,
1,4,10,13,18,14,17,2,3,12,19,11,15,9,5,7,16,6,8,,
1,Skipped,8,Skipped,7,9,Skipped,5,Skipped,2,Skipped,6,4,3,Skipped,10,Skipped,Skipped,Skipped,,
2,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,5,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
8,Skipped,5,Skipped,Skipped,Skipped,Skipped,2,4,9,Skipped,1,Skipped,Skipped,Skipped,7,6,10,3,,
3,11,5,19,6,19,19,2,8,7,19,1,10,12,9,4,11,10,7,,
7,19,4,10,19,19,19,1,5,3,19,2,6,19,8,19,19,19,9,,
2,14,4,9,7,19,19,11,6,1,12,10,3,13,8,17,5,15,16,,
2,19,11,9,6,19,8,1,19,3,19,10,7,4,19,5,19,19,19,,
1,18,2,6,10,14,18,4,7,12,13,9,11,18,3,19,18,8,5,,
2,19,5,19,9,19,19,6,11,3,19,1,8,4,9,12,19,10,7,,
3,7,11,18,6,14,5,4,1,15,17,8,16,19,10,2,9,12,13,,
2,10,4,7,Skipped,9,6,1,8,12,Skipped,Skipped,Skipped,Skipped,Skipped,5,11,Skipped,3,,
5,9,4,6,2,19,19,10,7,1,19,19,3,19,19,19,8,19,19,,
1,7,14,10,12,19,19,8,5,16,19,18,11,19,13,9,6,17,15,,
4,12,1,9,12,12,12,1,4,4,12,1,9,12,4,4,12,12,9,,
14,10,17,19,19,19,6,1,4,19,3,1,19,14,2,7,19,14,8,,
3,11,14,10,5,19,19,2,12,1,13,4,6,16,9,7,15,17,7,,
3,17,1,4,5,14,19,6,15,8,9,10,7,11,2,12,13,19,16,,
6,14,1,9,7,16,18,3,10,2,19,4,8,15,5,11,12,17,13,,
1,11,2,15,12,19,8,9,7,4,13,3,18,17,5,14,16,10,6,,
19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,19,19,,
5,Skipped,4,6,Skipped,8,Skipped,3,Skipped,1,Skipped,2,9,10,11,Skipped,7,Skipped,Skipped,,
2,Skipped,19,19,Skipped,10,7,1,19,4,Skipped,3,19,6,Skipped,19,5,Skipped,19,,
2,14,1,11,7,17,16,8,10,6,4,3,5,19,9,18,13,15,12,,
5,17,2,10,4,19,18,8,16,3,15,6,1,12,7,13,11,14,9,,
1,4,2,5,6,5,6,3,3,4,6,3,6,6,2,5,5,4,4,,
2,16,5,1,6,15,19,14,12,10,8,7,4,18,3,11,9,17,13,,
3,19,8,19,19,19,19,2,19,4,19,5,19,7,19,1,9,19,6,,
1,3,7,10,4,9,19,19,19,12,13,8,11,19,5,19,6,2,18,,
6,19,7,19,19,19,19,3,4,19,19,1,19,19,19,5,8,19,2,,
2,18,12,13,18,19,18,4,11,3,12,9,1,19,9,17,8,19,10,,
1,12,8,6,3,Skipped,Skipped,19,16,19,6,15,Skipped,Skipped,2,19,14,3,19,,
2,14,5,13,13,15,16,1,3,6,7,4,17,10,8,12,9,14,11,,
1,15,2,3,7,19,18,4,17,6,9,8,5,12,11,16,10,13,14,,
2,17,6,17,1,17,18,5,17,17,7,4,10,19,3,8,17,17,9,,
4,18,5,14,7,19,16,13,12,3,1,6,8,17,2,11,9,15,10,,
5,12,9,10,19,19,19,1,7,13,19,2,8,6,14,3,11,15,4,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
4,11,14,19,19,13,19,1,19,5,19,2,12,7,10,3,6,9,8,,
6,19,4,19,19,19,19,2,7,19,19,2,5,19,1,19,19,19,19,,
1,7,2,3,6,19,13,9,5,11,18,10,4,15,8,14,17,16,12,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
4,13,3,12,10,11,Skipped,2,8,1,15,5,9,16,Skipped,6,14,Skipped,7,,
1,16,2,8,5,17,18,12,13,14,11,3,7,15,4,19,6,10,9,,
1,4,6,11,19,15,17,2,7,9,13,5,18,16,12,10,8,3,7,,
1,16,4,5,2,15,19,10,11,6,14,8,7,12,3,18,9,13,17,,
2,11,3,10,16,15,19,8,14,1,18,9,13,5,17,4,12,6,7,,
8,9,13,10,4,19,7,5,14,17,12,1,16,2,6,3,18,11,15,,
1,18,3,6,10,19,13,2,12,9,14,4,5,16,7,11,17,8,15,,
2,19,4,14,10,19,19,5,11,1,12,7,9,15,8,14,3,19,6,,
2,3,11,17,14,8,16,4,9,6,18,5,1,13,19,10,15,7,12,,
1,17,5,10,2,19,19,11,4,6,9,7,8,13,3,14,15,16,12,,
1,17,18,19,10,19,19,13,16,12,7,8,11,2,15,9,19,19,14,,
5,Skipped,Skipped,10,8,Skipped,Skipped,1,Skipped,2,Skipped,3,4,6,7,9,Skipped,Skipped,Skipped,,
4,14,7,8,15,17,19,1,5,3,16,2,11,18,10,6,12,13,9,,
1,19,2,19,19,19,19,3,19,19,19,4,19,19,5,6,19,19,7,,
1,14,5,3,16,18,19,11,12,15,8,4,9,2,6,10,7,17,13,,
1,3,7,11,18,6,13,10,9,8,15,19,16,17,5,2,14,4,12,,
11,16,6,8,17,18,12,3,15,1,19,4,2,9,7,14,10,13,5,,
7,Skipped,3,Skipped,Skipped,Skipped,Skipped,5,Skipped,10,1,4,8,Skipped,2,9,11,Skipped,6,,
3,9,7,8,8,10,14,3,7,6,9,5,8,13,6,1,12,11,5,,
1,19,3,10,9,19,19,5,6,8,13,4,11,2,19,7,12,14,19,,
10,14,11,9,15,13,8,1,3,18,11,2,19,17,4,5,6,16,7,,
2,19,19,3,19,19,19,19,19,1,19,4,19,19,19,19,19,19,19,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
2,Skipped,5,10,11,Skipped,Skipped,10,3,8,9,4,7,1,6,Skipped,Skipped,Skipped,Skipped,,
11,16,4,13,17,19,5,1,12,10,8,2,15,14,6,3,9,18,7,,
1,10,2,3,6,19,11,14,13,5,16,15,8,12,4,19,9,7,17,,
1,12,5,6,2,13,18,12,8,10,18,9,19,18,11,3,4,18,7,,
1,12,5,17,7,16,19,2,6,4,8,3,13,15,10,11,14,18,9,,
1,19,3,19,19,19,19,6,4,19,19,5,19,19,2,19,19,19,4,,
1,9,2,5,2,19,19,5,3,5,12,9,1,9,19,19,19,19,9,,
4,8,7,19,19,19,9,2,19,19,7,3,10,19,1,5,8,19,6,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
4,11,2,12,10,18,17,1,7,9,15,5,13,19,3,16,14,8,6,,
2,10,4,8,18,9,17,1,5,3,12,16,15,13,6,11,7,19,14,,
19,18,18,18,18,18,18,16,18,17,18,18,18,18,18,1,18,18,18,,
5,19,3,19,19,19,19,2,6,19,19,1,9,19,19,19,19,19,19,,
17,18,18,18,18,16,1,5,6,4,18,3,19,18,18,18,18,18,2,,
1,14,4,10,18,6,19,2,9,5,11,3,17,16,12,7,13,15,8,,
13,9,8,16,14,15,5,1,6,3,18,2,17,12,10,4,11,19,7,,
3,12,4,9,19,17,11,1,8,6,7,2,18,15,5,10,13,16,14,,
1,19,2,19,19,19,19,19,19,19,19,19,19,19,3,19,4,19,19,,
3,14,1,10,11,16,18,7,6,9,12,5,17,19,2,13,4,15,8,,
10,Skipped,2,5,Skipped,Skipped,2,1,2,6,Skipped,3,5,5,Skipped,2,Skipped,Skipped,5,,
1,15,7,3,12,18,19,4,13,16,11,2,10,8,6,9,14,17,5,,
3,15,5,10,18,9,17,1,4,11,12,2,13,19,7,6,16,8,14,,
1,12,7,11,5,15,19,18,16,3,13,2,6,9,4,14,8,10,17,,
3,4,19,19,19,19,19,19,19,1,19,19,2,19,19,19,19,19,19,,
1,6,2,8,12,7,Skipped,4,9,6,13,3,11,14,5,6,7,10,5,,
6,4,5,14,2,18,8,1,19,3,16,10,17,13,11,7,9,12,15,,
5,19,8,3,3,19,19,19,19,2,9,19,1,7,19,19,19,19,19,,
3,19,4,8,12,19,19,6,5,2,19,1,7,12,10,9,13,14,19,,
7,4,6,13,17,18,8,2,1,9,19,12,14,11,10,5,15,16,3,,
1,19,11,2,4,19,19,19,10,6,19,8,3,7,5,19,9,19,19,,
4,Skipped,2,19,19,Skipped,Skipped,12,10,19,19,19,Skipped,10,9,18,19,Skipped,19,,
1,19,19,9,13,7,19,2,11,4,4,19,17,19,3,6,19,19,6,,
2,5,8,3,5,6,9,2,10,3,8,1,4,Skipped,5,2,Skipped,Skipped,7,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,11,4,9,14,Skipped,Skipped,3,Skipped,2,10,8,6,13,7,Skipped,12,5,Skipped,,
2,9,1,7,11,19,19,5,6,19,12,3,13,19,4,8,10,14,19,,
4,7,8,10,16,3,14,1,5,12,18,17,15,19,2,11,9,13,6,,
1,12,2,10,4,19,19,16,17,9,8,13,3,11,5,19,6,14,15,,
1,19,2,19,16,19,5,17,19,4,19,19,19,19,19,18,19,19,3,,
Skipped,19,5,8,19,19,19,1,2,7,19,6,3,19,19,5,19,19,9,,
1,6,5,6,6,15,17,4,14,6,12,6,19,13,3,17,2,11,18,,
6,5,19,19,19,19,19,1,6,3,19,4,19,19,19,2,19,19,5,,
1,10,12,15,9,13,17,14,19,2,18,3,6,11,7,4,16,8,5,,
1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
2,19,4,10,8,13,19,1,19,6,19,3,5,19,9,12,7,19,11,,
1,14,11,12,3,19,19,2,8,5,19,6,4,19,15,9,13,7,10,,
19,19,19,19,19,19,19,2,19,1,19,19,4,19,19,3,19,19,5,,
3,19,19,19,19,19,19,1,2,19,19,19,19,19,19,19,19,19,19,,
5,9,3,11,11,11,11,1,10,2,11,4,11,11,11,6,8,11,7,,
4,7,12,18,9,17,6,3,2,16,13,10,11,19,14,1,5,8,15,,
10,Skipped,11,6,17,Skipped,7,2,4,13,16,15,14,12,8,1,5,9,3,,
3,19,2,19,10,19,8,1,3,4,8,3,19,5,4,3,9,11,3,,
5,12,4,14,15,13,2,3,8,7,18,1,19,16,10,6,11,17,9,,
5,8,5,7,7,Skipped,8,3,2,6,8,1,9,8,6,4,7,6,4,,
7,1,10,19,19,19,19,6,6,4,19,19,19,5,8,11,3,9,2,,
8,12,5,19,4,19,19,2,19,19,19,1,19,19,7,19,6,9,10,,
6,13,9,11,17,8,19,12,5,10,16,4,18,15,1,7,2,14,3,,
3,Skipped,Skipped,Skipped,1,11,10,8,9,2,Skipped,5,4,Skipped,13,7,12,Skipped,6,,
5,4,6,12,18,17,7,2,1,8,19,11,14,9,13,10,16,15,3,,
1,6,4,14,7,17,18,13,5,3,19,2,12,8,11,16,15,10,9,,
19,19,19,19,19,19,19,19,19,19,19,1,19,19,19,19,19,19,19,,
1,12,10,11,3,Skipped,Skipped,13,8,7,14,6,9,15,2,16,Skipped,4,5,,
2,19,5,7,10,19,19,1,9,4,13,3,11,8,12,6,14,19,19,,
1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,4,Skipped,6,3,8,Skipped,7,Skipped,Skipped,Skipped,,
1,16,10,8,12,19,18,14,9,3,7,4,2,11,5,17,6,15,13,,
1,11,5,13,18,16,12,2,15,4,10,3,17,14,9,19,8,6,7,,
3,12,5,10,8,7,19,1,18,4,11,2,14,13,9,17,16,6,15,,
2,19,4,19,19,19,19,19,3,19,19,19,19,19,1,19,19,19,19,,
1,Skipped,2,10,Skipped,Skipped,8,4,6,7,Skipped,5,9,3,Skipped,19,12,Skipped,11,,
2,12,1,6,10,17,16,3,8,4,19,7,5,13,14,11,18,15,9,,
1,12,5,3,15,7,19,6,18,17,16,8,14,11,9,3,13,10,7,,
1,9,4,10,7,6,19,2,14,12,5,13,8,16,3,18,11,15,17,,
1,11,4,9,13,10,12,2,6,8,10,3,11,19,5,9,6,10,7,,
7,8,19,19,19,19,9,6,1,3,19,10,19,19,5,2,19,19,4,,
3,10,7,14,9,19,17,1,11,4,18,13,8,2,12,6,16,5,15,,
5,7,16,4,12,18,13,2,1,3,17,11,19,14,15,6,10,9,8,,
1,8,7,15,3,18,19,6,16,5,11,2,13,4,9,14,17,10,12,,
8,18,2,14,17,15,13,1,12,9,10,5,4,7,11,3,6,19,16,,
1,15,10,4,5,19,18,8,14,2,12,17,3,7,6,11,16,13,9,,
6,12,8,8,19,8,14,13,4,2,19,15,5,1,9,4,12,19,16,,
18,8,5,6,11,4,10,3,7,15,12,2,9,19,13,1,14,17,16,,
3,19,6,19,8,19,19,4,2,7,9,1,10,19,19,5,19,19,19,,
2,19,19,19,19,19,19,19,3,19,19,19,19,19,1,19,19,19,19,,
3,9,4,12,6,19,19,11,13,8,10,7,1,19,2,19,5,19,14,,
19,19,19,19,19,19,19,19,10,9,19,19,19,19,19,1,19,19,19,,
4,8,11,9,18,5,12,1,6,16,17,15,14,19,2,3,10,13,7,,
10,11,9,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,6,4,Skipped,8,5,Skipped,3,7,,
3,16,6,7,5,14,19,1,2,4,18,15,8,17,10,9,3,11,12,,
1,Skipped,9,7,17,Skipped,14,3,5,4,15,2,16,13,11,10,8,12,6,,
2,13,6,11,7,19,18,4,17,9,10,1,3,15,12,5,14,8,16,,
10,9,6,4,17,Skipped,12,3,7,2,8,1,14,15,18,5,16,13,11,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
5,12,7,11,2,18,16,14,6,8,9,4,1,10,3,17,13,19,15,,
15,9,15,7,19,19,19,1,6,5,19,1,19,19,17,3,19,9,1,,
5,11,6,9,Skipped,Skipped,Skipped,6,10,1,Skipped,4,4,7,Skipped,10,4,7,4,,
2,19,5,9,6,19,19,1,7,3,19,4,19,19,11,10,12,19,8,,
10,3,9,19,19,19,19,11,10,2,5,19,15,19,1,19,8,19,19,,
4,19,3,19,19,6,19,2,1,9,10,8,19,11,19,5,19,19,7,,
1,Skipped,Skipped,Skipped,19,Skipped,12,16,10,10,Skipped,6,Skipped,Skipped,Skipped,14,1,1,13,,
5,19,6,19,19,19,19,1,11,7,19,2,19,12,8,3,13,10,4,,
1,4,10,11,15,12,5,6,2,11,14,7,16,17,10,3,13,4,8,,
4,19,19,6,19,19,19,3,19,1,19,2,5,19,19,7,19,19,19,,
1,1,1,1,19,19,1,1,19,1,19,1,19,1,1,1,19,19,1,,
5,9,13,12,18,16,14,1,8,2,7,3,19,17,10,4,6,15,11,,
1,13,2,7,5,14,19,3,4,6,19,8,9,19,10,12,19,19,11,,
1,15,4,10,3,16,17,5,13,8,12,11,2,18,9,14,7,19,6,,
2,4,8,10,7,Skipped,Skipped,1,3,2,Skipped,3,5,10,4,8,Skipped,5,Skipped,,
1,19,19,7,5,19,19,3,19,4,19,6,2,8,9,19,19,19,19,,
8,Skipped,7,Skipped,Skipped,Skipped,Skipped,2,6,1,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,,
4,19,19,2,19,19,19,6,19,1,19,3,5,19,19,19,19,19,19,,
2,8,11,19,6,5,17,3,2,15,9,4,16,14,7,18,12,13,10,,
1,5,19,19,2,19,19,19,19,19,19,19,19,19,4,19,19,3,19,,
19,10,16,15,19,12,19,9,2,18,19,14,19,13,19,1,17,19,11,,
3,7,4,13,6,15,14,19,1,9,12,8,19,10,2,19,11,5,19,,
18,19,3,19,19,19,19,19,19,19,19,1,19,19,19,4,19,2,19,,
9,13,1,15,12,11,18,14,17,6,3,5,4,19,7,10,2,16,8,,
5,10,6,Skipped,Skipped,Skipped,Skipped,3,7,4,Skipped,1,Skipped,Skipped,Skipped,19,Skipped,9,2,,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,,
1,10,2,9,4,7,17,15,8,13,6,12,4,13,3,14,11,5,16,,
3,19,4,19,12,19,Skipped,1,6,5,13,2,10,Skipped,8,7,9,Skipped,11,,
3,19,4,5,7,19,19,19,19,2,19,19,1,9,6,19,8,19,19,,
3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,1,4,Skipped,Skipped,Skipped,Skipped,6,5,Skipped,,
8,15,12,9,14,18,13,1,3,16,10,2,19,11,4,5,6,17,7,,
