rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,Num Cands,Num Seats
26,26,3,26,6,26,26,26,26,4,26,26,1,26,5,26,26,26,26,26,26,2,26,26,26,26,,
26,8,3,26,6,26,26,15,12,13,5,26,2,9,14,26,26,26,11,12,26,7,26,10,1,4,,
26,26,26,26,26,26,26,26,26,4,26,26,1,26,26,26,26,26,26,26,26,26,3,2,26,26,,
Skipped,4,2,Skipped,7,Skipped,10,Skipped,26,15,9,19,5,6,12,13,17,Skipped,Skipped,16,14,11,18,3,8,1,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,3,8,Skipped,Skipped,Skipped,4,7,Skipped,Skipped,6,Skipped,Skipped,8,Skipped,1,Skipped,,
21,6,9,23,11,15,2,16,26,18,1,20,4,12,13,8,14,22,19,3,24,10,25,17,5,7,,
18,12,7,25,15,11,14,17,26,13,6,20,19,2,8,21,5,10,16,9,22,24,23,4,1,3,,
12,25,25,7,25,9,3,25,26,25,4,25,25,25,25,10,5,25,8,1,25,25,6,25,2,11,,
5,10,25,11,21,2,23,12,21,18,20,11,13,7,22,22,9,21,8,1,21,9,6,25,26,22,,
20,16,2,26,14,17,23,22,6,12,3,26,8,7,9,19,26,18,11,21,10,13,15,4,5,1,,
19,20,22,26,9,11,2,16,21,14,7,26,17,6,5,23,8,26,20,3,12,16,4,15,1,10,,
23,16,4,26,9,17,11,10,26,8,14,22,1,6,7,3,14,24,22,20,12,19,19,2,15,5,,
26,5,4,26,6,26,26,26,26,3,26,26,1,9,26,26,26,26,26,26,26,2,26,7,26,8,,
9,26,15,26,26,5,2,26,26,26,7,12,26,26,10,4,3,26,14,8,13,26,11,1,6,16,,
26,7,8,26,26,26,5,3,26,26,26,26,6,26,26,26,4,26,2,26,26,26,26,26,1,26,,
14,9,11,22,23,12,20,24,4,15,6,21,16,7,19,18,8,13,10,5,26,25,17,2,1,3,,
19,22,14,18,3,20,12,17,1,23,8,24,21,9,15,13,5,26,11,10,25,16,7,2,6,4,,
26,26,1,26,9,16,15,26,8,3,14,26,18,5,7,12,26,26,26,13,11,17,2,6,10,4,,
11,19,17,23,15,9,4,26,26,20,2,5,16,14,13,7,8,10,21,3,6,22,22,18,1,12,,
26,26,26,26,26,26,26,26,26,26,3,26,26,26,26,26,4,26,26,2,26,26,5,6,1,26,,
11,2,10,25,6,22,12,25,14,8,13,20,23,16,15,24,25,19,7,18,9,20,25,1,5,3,,
13,21,26,23,12,4,3,8,20,24,14,18,22,9,17,6,5,15,19,2,16,25,11,7,1,10,,
26,6,26,26,8,3,26,26,26,26,9,26,26,26,26,26,1,26,26,7,26,26,26,2,2,26,,
26,6,1,26,4,26,26,26,26,5,26,26,7,10,9,26,26,26,26,26,26,3,26,8,26,2,,
26,26,26,26,26,26,3,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,4,26,1,26,,
13,17,18,21,15,6,3,17,24,20,9,8,22,11,26,5,4,24,19,2,10,25,7,13,1,12,,
14,12,Skipped,26,26,7,3,26,26,26,6,13,26,11,17,5,2,15,26,4,16,26,10,9,1,8,,
26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,2,26,26,,
26,26,26,26,26,4,26,26,26,26,26,26,26,26,26,3,2,26,26,26,26,26,26,26,1,26,,
26,9,7,26,26,26,18,26,26,20,19,26,6,5,26,26,15,26,3,4,26,21,22,2,1,10,,
20,3,1,23,4,17,7,21,24,2,6,22,11,9,8,15,14,25,16,13,26,12,19,10,18,5,,
26,5,4,26,8,26,26,11,13,7,16,26,1,14,12,15,26,26,26,17,26,3,9,2,10,6,,
Skipped,9,3,Skipped,7,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,2,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,1,Skipped,4,,
Skipped,10,20,Skipped,6,Skipped,8,Skipped,26,24,26,Skipped,2,19,16,Skipped,Skipped,Skipped,Skipped,26,26,1,26,26,22,24,,
23,5,7,22,4,14,11,13,21,8,9,25,1,16,19,20,17,12,26,24,15,2,26,6,3,10,,
8,13,9,26,18,6,16,24,17,10,4,25,23,12,22,7,2,20,21,5,19,14,3,11,1,15,,
26,10,6,11,3,26,5,26,26,9,26,26,1,26,7,26,26,26,26,26,26,2,26,8,4,26,,
21,4,16,24,3,14,17,13,15,12,8,23,9,5,20,18,7,25,22,2,26,11,10,6,1,19,,
20,22,4,23,25,21,13,17,24,16,14,18,5,9,10,19,11,3,6,12,7,15,8,2,1,1,,
26,26,26,26,3,26,26,26,4,26,26,26,26,26,26,26,2,26,26,5,26,26,26,26,1,26,,
2,26,26,26,26,26,26,26,26,26,6,3,26,26,17,7,26,4,26,26,10,26,26,26,5,1,,
26,12,3,26,2,26,10,26,26,11,26,26,1,26,9,7,26,26,26,26,26,5,26,4,26,8,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
14,7,5,26,15,8,8,21,26,6,8,21,14,2,8,8,14,26,21,21,26,21,22,3,1,4,,
26,5,2,26,4,17,20,26,26,6,9,26,5,22,25,26,5,26,26,26,26,26,26,3,26,8,,
26,9,7,26,2,26,26,26,10,8,14,26,3,12,6,26,26,26,26,15,26,4,13,1,11,5,,
26,6,4,Skipped,5,26,26,26,11,7,26,Skipped,2,9,13,26,10,Skipped,26,26,25,1,26,8,26,Skipped,,
12,8,24,5,4,18,6,22,26,13,15,14,2,1,3,20,21,17,23,25,9,5,19,11,7,10,,
26,13,4,26,8,26,23,26,26,5,22,21,7,1,6,23,26,26,19,20,18,11,26,6,3,1,,
21,19,18,25,22,8,4,24,26,20,6,14,15,13,13,5,6,23,7,3,16,17,2,15,1,13,,
26,26,5,26,10,26,2,26,26,26,9,7,26,11,6,12,3,26,26,4,26,26,26,26,1,8,,
26,10,26,26,26,26,8,26,6,26,7,26,26,3,26,26,4,26,26,26,26,5,9,26,1,2,,
15,Skipped,18,19,Skipped,7,2,13,Skipped,17,3,9,Skipped,6,10,5,8,Skipped,14,4,12,16,26,Skipped,1,11,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,9,8,26,11,26,2,26,10,26,26,26,5,26,26,7,26,26,6,3,1,4,,
12,2,4,22,8,10,13,20,1,7,6,24,14,5,16,11,15,25,21,9,26,19,17,3,18,23,,
26,26,26,26,4,26,3,26,2,26,26,26,1,26,26,26,26,26,26,26,26,2,26,2,26,1,,
26,26,26,26,26,26,6,26,26,26,2,26,26,4,26,26,26,26,26,3,26,26,26,5,1,7,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
13,Skipped,Skipped,Skipped,15,4,2,Skipped,Skipped,Skipped,9,12,10,Skipped,8,3,5,10,Skipped,7,11,14,10,6,1,10,,
Skipped,26,23,Skipped,21,Skipped,3,22,9,25,15,14,Skipped,24,7,5,20,19,10,6,18,17,2,8,1,4,,
26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,3,26,26,26,26,26,26,26,26,2,26,,
20,3,5,21,9,25,23,18,16,8,13,22,4,2,6,24,26,19,17,12,11,10,15,1,14,5,,
Skipped,6,3,Skipped,11,Skipped,4,Skipped,Skipped,Skipped,9,12,5,10,7,14,Skipped,Skipped,Skipped,13,Skipped,Skipped,Skipped,1,8,3,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,26,Skipped,Skipped,Skipped,,
Skipped,5,26,Skipped,20,Skipped,Skipped,Skipped,3,Skipped,25,Skipped,Skipped,1,26,Skipped,3,Skipped,20,6,Skipped,23,4,2,2,26,,
13,26,26,26,26,26,4,10,26,26,7,26,12,26,6,26,5,26,26,2,26,3,26,26,1,26,,
20,7,6,19,2,18,4,21,12,9,10,22,1,4,3,17,16,13,11,14,15,1,4,5,8,9,,
8,26,26,12,26,3,11,17,25,26,9,16,26,14,18,10,1,13,7,5,15,26,4,26,2,6,,
23,23,25,Skipped,25,19,9,Skipped,22,Skipped,14,14,Skipped,Skipped,9,10,7,Skipped,24,12,20,Skipped,19,7,1,16,,
18,7,2,19,9,17,20,23,15,5,13,21,4,14,3,24,22,11,16,12,8,6,25,1,26,10,,
26,26,26,26,26,26,26,26,26,26,3,26,26,26,26,26,2,26,26,26,26,26,26,26,1,26,,
19,5,10,20,26,21,2,22,26,17,8,15,9,12,10,15,7,26,14,2,26,17,4,12,1,6,,
26,26,26,26,26,26,4,26,3,26,2,11,26,5,26,26,9,26,26,8,26,26,6,10,7,1,,
26,6,7,26,13,26,26,10,9,26,26,26,1,4,26,26,26,26,26,26,26,26,12,3,5,8,,
26,5,10,26,26,26,7,26,8,26,4,26,26,26,26,26,26,26,6,3,26,26,11,2,1,9,,
26,8,6,26,11,26,11,26,1,6,3,26,26,26,4,26,26,26,26,11,26,26,26,7,5,2,,
4,26,17,18,7,3,5,26,26,19,10,26,16,16,12,8,2,11,26,9,14,20,21,13,1,6,,
6,26,26,26,26,3,4,3,6,26,5,4,11,26,26,10,3,6,12,15,4,5,26,2,1,11,,
6,8,26,26,2,6,26,26,26,26,26,26,26,1,26,4,6,5,4,6,26,26,26,3,3,26,,
26,8,2,26,5,26,15,26,26,26,10,26,1,25,6,23,26,26,26,26,26,4,26,7,26,3,,
26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,3,26,26,26,5,26,26,10,26,26,2,26,26,4,26,26,26,26,1,26,,
26,1,10,12,4,26,7,26,20,3,16,12,2,26,6,26,26,14,17,19,11,5,18,8,15,9,,
23,12,5,18,7,20,15,22,10,11,25,21,2,24,3,26,16,17,14,19,8,2,13,4,9,6,,
26,26,8,26,26,26,7,26,26,9,5,26,26,10,26,26,3,26,11,6,26,12,6,4,1,2,,
26,6,3,26,9,26,26,26,26,4,26,26,8,26,1,26,26,26,26,26,26,7,26,2,10,5,,
23,3,5,23,6,14,13,11,15,7,12,23,1,9,4,23,23,23,23,26,23,2,24,8,25,10,,
24,9,10,24,7,4,24,24,26,12,24,24,11,1,8,24,24,24,24,3,25,13,24,5,2,6,,
26,26,26,26,10,26,26,26,5,26,8,26,26,2,12,26,3,26,11,4,26,26,7,9,6,1,,
26,26,4,26,1,26,5,26,26,6,26,26,26,26,26,26,26,26,26,26,26,2,26,3,26,26,,
Skipped,Skipped,Skipped,Skipped,8,5,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,7,Skipped,2,Skipped,Skipped,6,4,Skipped,Skipped,Skipped,1,Skipped,,
Skipped,26,26,Skipped,26,Skipped,8,Skipped,2,Skipped,8,Skipped,Skipped,10,26,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,2,26,1,3,,
Skipped,5,3,21,13,25,8,12,14,6,11,Skipped,1,7,10,Skipped,23,Skipped,18,24,Skipped,4,26,2,17,9,,
26,26,1,26,26,26,26,26,26,26,2,26,26,26,26,4,26,26,26,4,26,26,26,3,26,26,,
26,26,26,26,26,26,6,26,26,26,5,26,26,4,26,26,26,26,5,26,26,26,2,26,1,26,,
26,26,26,26,26,5,2,26,26,26,7,26,26,26,26,6,10,19,26,3,16,26,17,9,1,20,,
26,26,26,26,8,26,4,26,9,26,2,26,6,26,12,10,5,26,26,3,26,26,7,11,1,26,,
21,24,1,18,12,22,13,10,26,7,2,19,5,9,20,15,14,11,16,23,17,6,25,3,4,8,,
26,26,26,26,8,6,3,26,26,26,4,26,26,8,26,7,5,26,26,2,9,26,26,10,1,26,,
26,26,7,26,26,26,26,26,1,26,26,26,26,4,26,26,6,26,26,2,26,26,26,26,5,3,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,4,26,26,26,26,26,26,26,26,26,5,26,26,26,26,3,1,2,,
13,20,21,16,24,10,9,15,5,22,8,17,26,6,23,11,12,19,14,3,18,25,1,7,2,4,,
26,26,3,26,26,26,26,26,26,4,26,26,1,26,26,26,26,26,26,26,26,2,26,26,26,26,,
13,5,15,23,17,9,7,25,26,14,6,22,24,4,12,18,1,20,19,10,21,16,11,3,2,8,,
18,26,7,24,11,19,17,20,6,12,2,25,5,16,10,13,22,25,8,4,15,21,1,9,3,14,,
Skipped,6,15,Skipped,9,Skipped,2,Skipped,26,14,5,Skipped,10,11,25,Skipped,13,Skipped,7,12,Skipped,4,3,8,1,16,,
15,3,5,24,7,16,21,22,10,4,13,18,1,17,12,19,20,25,23,14,26,9,11,2,8,6,,
24,16,9,25,4,22,17,23,26,10,8,21,3,20,1,14,18,6,15,19,13,7,12,2,11,5,,
3,26,26,26,26,4,26,26,26,26,26,26,26,26,26,26,26,26,26,2,26,26,26,26,1,26,,
17,3,4,26,9,10,16,24,1,13,15,20,22,14,7,19,11,18,25,12,21,6,23,8,5,2,,
6,26,26,26,26,26,5,26,26,26,4,26,26,26,26,7,8,26,26,2,26,26,3,26,1,26,,
12,Skipped,Skipped,Skipped,Skipped,10,3,7,Skipped,Skipped,2,8,13,11,13,9,4,13,Skipped,6,15,Skipped,5,14,1,Skipped,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
Skipped,6,3,Skipped,Skipped,19,8,17,7,12,16,Skipped,1,13,15,Skipped,19,9,17,10,Skipped,14,4,1,2,10,,
26,26,26,26,26,2,26,26,26,26,26,26,26,26,26,26,3,26,26,4,26,26,26,26,1,26,,
13,18,1,24,7,23,9,17,6,10,4,24,13,3,14,16,15,24,11,22,21,19,15,2,5,9,,
26,5,2,26,9,26,11,26,12,10,26,15,1,26,8,26,26,26,26,26,14,6,13,3,7,4,,
26,22,11,26,18,26,15,26,17,10,4,26,26,9,8,26,20,26,26,3,26,26,1,26,2,6,,
20,8,2,15,5,18,9,6,24,3,12,14,1,11,13,17,21,23,16,25,19,4,26,7,22,10,,
5,23,26,24,18,7,13,22,12,21,4,17,26,9,19,8,6,11,10,3,16,25,1,15,2,14,,
26,26,26,26,26,26,26,26,26,26,26,26,3,26,26,26,26,26,26,26,26,26,26,2,26,1,,
10,14,17,23,20,5,2,22,26,14,12,14,12,4,21,11,8,9,19,6,12,17,11,14,1,12,,
26,5,3,26,4,26,26,8,26,7,26,26,2,26,6,26,26,26,26,26,26,1,26,6,26,26,,
Skipped,10,3,Skipped,Skipped,8,7,Skipped,12,3,5,Skipped,Skipped,6,Skipped,7,10,Skipped,Skipped,4,Skipped,Skipped,11,4,1,2,,
18,18,2,26,5,18,18,18,3,7,9,26,1,18,9,19,18,26,18,11,26,6,18,4,12,8,,
15,9,10,26,13,5,7,23,18,11,4,25,24,6,21,16,3,22,20,2,19,12,8,17,1,14,,
9,25,21,16,17,7,14,15,6,19,3,10,23,20,18,12,4,13,8,5,22,24,1,26,2,11,,
26,26,Skipped,26,26,3,6,26,26,26,26,26,26,26,26,5,2,26,26,4,26,26,26,26,1,26,,
26,6,4,26,9,26,8,26,26,7,26,26,2,26,26,26,26,26,26,26,26,5,25,1,26,3,,
26,26,26,26,26,26,2,26,26,26,4,26,26,6,26,7,5,26,26,3,26,26,26,8,1,26,,
26,26,6,26,26,26,26,26,26,26,5,26,2,26,4,26,26,26,26,26,26,26,26,3,26,1,,
26,13,1,26,8,26,9,23,5,11,6,24,4,17,10,26,22,26,26,19,20,12,25,3,7,2,,
24,20,16,25,12,23,21,19,7,17,6,22,18,9,10,15,14,5,2,8,26,13,11,3,1,4,,
26,26,26,26,8,26,6,26,7,26,11,9,26,6,26,10,5,26,4,3,26,26,2,26,1,12,,
26,3,26,26,26,26,26,26,26,26,26,26,1,7,26,26,26,26,26,26,26,6,5,4,2,26,,
24,16,15,25,3,14,13,26,9,17,11,24,10,4,2,19,12,24,24,7,20,18,8,5,1,6,,
8,26,16,26,26,10,10,26,26,15,7,12,15,11,7,5,15,26,26,13,2,26,15,9,1,4,,
26,19,4,26,11,20,15,26,26,7,9,17,1,3,12,16,26,20,17,14,6,8,10,2,13,5,,
9,25,24,26,25,6,3,24,26,25,7,11,25,25,10,8,2,24,24,5,21,25,4,23,1,22,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,26,26,26,26,26,26,26,26,2,26,26,3,26,26,26,26,26,26,26,26,26,26,1,26,,
26,26,26,8,26,26,3,26,26,26,6,26,26,26,26,4,2,26,7,5,26,26,26,26,1,26,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,8,26,26,26,6,26,26,9,1,2,10,12,7,26,4,26,26,5,13,26,26,11,3,26,,
12,24,25,20,15,8,4,18,26,19,3,14,21,8,17,9,5,11,13,2,16,23,22,10,1,6,,
25,6,5,21,11,23,24,15,19,7,3,26,1,4,13,17,14,12,16,22,18,9,20,8,10,2,,
26,14,4,24,6,25,23,17,3,13,5,21,8,11,10,18,15,16,12,20,19,22,9,1,2,7,,
26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,12,26,3,26,4,26,10,26,5,26,11,6,5,26,8,26,26,9,26,26,26,7,1,2,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
21,22,15,26,6,19,10,26,4,20,8,13,18,3,16,7,9,12,11,2,14,26,26,17,1,5,,
26,7,5,26,6,26,26,26,26,10,8,26,3,26,13,26,26,26,26,12,11,9,25,4,2,1,,
9,13,17,Skipped,18,14,5,Skipped,26,Skipped,2,16,Skipped,7,3,19,4,18,11,15,10,Skipped,6,8,1,12,,
Skipped,13,25,Skipped,9,Skipped,6,Skipped,26,Skipped,3,Skipped,5,12,11,Skipped,6,Skipped,Skipped,2,Skipped,10,8,4,1,6,,
26,15,1,26,26,26,26,26,26,26,8,26,26,2,26,25,20,26,19,26,26,7,26,23,6,12,,
24,9,10,20,17,25,19,23,5,8,15,22,3,6,18,26,16,21,11,14,12,7,13,1,4,2,,
22,7,1,26,7,25,21,25,13,3,14,12,4,10,5,19,24,11,25,21,6,9,22,3,23,2,,
26,26,26,26,26,26,26,26,26,26,3,26,26,26,26,26,4,26,26,4,26,26,5,1,2,3,,
22,10,3,24,6,21,17,23,12,3,5,19,9,4,7,20,8,16,15,14,18,11,13,1,2,1,,
9,17,15,23,6,8,13,25,16,20,5,18,26,7,14,19,3,21,22,2,12,24,11,10,1,4,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,,
11,9,6,16,17,11,4,15,13,9,3,13,9,8,14,12,2,7,15,5,18,9,5,6,1,10,,
26,2,2,26,4,9,26,26,26,5,10,26,1,26,3,26,26,26,26,7,26,5,26,1,26,9,,
Skipped,6,4,Skipped,7,Skipped,3,Skipped,Skipped,5,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,10,2,26,6,26,20,26,1,2,18,26,7,23,15,19,11,26,26,4,26,26,5,3,16,5,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,5,26,9,3,26,26,26,26,6,26,26,26,26,26,3,26,26,4,26,26,26,7,1,9,,
25,5,18,26,6,23,13,16,22,21,7,24,11,3,15,20,9,17,19,8,12,4,14,2,1,10,,
23,7,5,23,2,23,23,23,25,23,8,23,23,10,3,24,12,23,23,26,6,11,23,1,9,4,,
Skipped,3,9,Skipped,6,Skipped,Skipped,Skipped,15,5,14,Skipped,1,10,12,Skipped,Skipped,Skipped,Skipped,13,Skipped,11,2,8,7,4,,
26,7,3,26,2,26,26,26,4,10,9,26,26,26,11,8,26,26,26,26,26,6,26,26,1,5,,
26,26,9,26,5,26,10,26,7,8,5,26,26,2,26,26,4,26,26,3,26,26,26,6,1,26,,
Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,6,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,2,1,Skipped,,
26,25,26,Skipped,26,Skipped,26,26,26,16,4,7,10,23,26,Skipped,2,Skipped,Skipped,12,Skipped,26,26,9,1,3,,
21,13,3,24,16,19,18,22,7,11,10,26,15,2,9,8,23,25,5,14,17,12,20,1,6,4,,
2,26,26,26,26,2,1,3,26,26,3,4,26,26,26,2,1,26,26,1,4,26,2,26,1,26,,
22,19,21,25,24,10,2,14,24,20,9,12,23,3,18,5,6,15,17,4,11,16,13,10,1,7,,
26,5,1,26,6,26,26,26,26,3,26,26,26,26,26,26,26,26,26,26,26,4,26,2,26,26,,
26,26,5,26,26,26,26,26,26,26,26,26,1,3,2,26,26,26,26,26,26,26,26,26,26,4,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1,26,26,,
26,6,4,23,12,24,9,2,16,13,22,15,3,8,7,25,20,18,19,17,11,14,21,1,10,5,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,,
10,24,Skipped,22,19,12,6,17,24,21,2,13,16,15,14,11,3,20,8,4,9,23,5,18,1,7,,
24,14,3,26,15,21,7,19,5,17,2,22,18,9,6,23,4,20,16,10,25,13,12,8,1,11,,
12,26,26,13,26,26,10,26,26,26,7,18,26,2,26,6,4,15,26,26,20,26,19,26,1,26,,
25,19,13,24,12,15,7,24,20,24,2,10,24,18,17,16,3,11,6,8,9,24,5,4,1,14,,
23,21,18,15,13,24,8,6,5,19,1,26,14,11,17,2,3,25,20,10,16,22,9,7,12,4,,
26,26,26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,2,5,26,26,26,26,3,26,26,,
26,4,11,26,2,26,26,26,10,26,26,26,3,9,26,26,26,26,8,5,26,26,7,1,5,12,,
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
26,26,8,26,26,26,3,26,26,26,5,4,26,26,26,26,10,26,26,7,6,26,2,8,1,26,,
26,26,26,26,8,7,6,10,26,26,1,26,26,26,9,26,26,26,26,3,26,26,2,5,4,26,,
Skipped,9,3,Skipped,10,Skipped,Skipped,Skipped,12,6,Skipped,Skipped,2,11,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,4,8,13,7,,
10,Skipped,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,Skipped,6,9,Skipped,Skipped,26,5,4,8,7,3,26,Skipped,11,Skipped,1,9,,
26,26,26,26,26,6,9,26,10,26,1,26,26,11,26,12,3,26,26,4,26,26,7,5,2,8,,
26,26,26,26,26,26,26,26,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,,
24,18,2,26,19,17,16,25,12,20,5,22,7,8,11,15,13,23,9,10,21,6,14,3,1,4,,
Skipped,Skipped,Skipped,Skipped,7,6,5,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,3,Skipped,Skipped,Skipped,4,1,Skipped,,
26,26,4,26,3,26,6,26,26,5,26,26,1,26,7,26,26,26,26,26,26,2,26,26,26,26,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,4,Skipped,8,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,7,Skipped,Skipped,2,1,Skipped,,
Skipped,4,2,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,3,,
