"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","8","2","4","7","6","12","3","1","10","11","9","skipped","nan","nan"
"11","5","6","3","13","10","7","12","4","1","8","9","2","nan","nan"
"13","4","11","2","6","10","8","7","3","1","12","5","9","nan","nan"
"12","3","13","1","11","5","2","8","10","6","9","7","4","nan","nan"
"6","1","2","3","8","5","13","11","7","4","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","5","1","11","8","3","10","7","2","12","9","6","nan","nan"
"12","8","3","4","10","11","9","6","1","2","13","5","7","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","7","1","9","8","6","2","5","4","skipped","skipped","skipped","nan","nan"
"12","6","3","1","11","8","7","9","10","2","13","4","5","nan","nan"
"13","3","5","2","12","9","6","11","7","1","10","8","4","nan","nan"
"12","1","13","2","5","7","4","6","9","3","11","10","8","nan","nan"
"6","1","5","3","11","7","4","10","12","2","13","8","9","nan","nan"
"13","8","9","5","11","6","2","7","10","1","12","4","3","nan","nan"
"10","4","8","2","12","6","1","13","9","3","7","11","5","nan","nan"
"10","3","5","1","13","9","2","12","8","4","11","7","6","nan","nan"
"12","3","5","6","10","4","1","11","9","2","13","8","7","nan","nan"
"9","2","4","1","13","10","5","11","7","3","12","6","8","nan","nan"
"13","9","10","2","6","3","7","5","4","1","12","11","8","nan","nan"
"13","5","3","10","11","8","1","12","2","4","6","7","skipped","nan","nan"
"12","2","6","7","11","10","1","9","13","3","8","5","4","nan","nan"
"13","3","6","1","10","7","2","11","8","4","12","9","5","nan","nan"
