"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"3","11","1","13","10","12","9","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","11","6","4","1","8","7","9","13","5","12","2","nan","nan"
"10","8","4","6","2","1","11","3","12","13","5","7","9","nan","nan"
"12","6","11","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","12","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","3","2","4","13","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","2","5","6","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","9","8","2","7","12","4","13","11","3","1","skipped","nan","nan"
"13","3","5","7","2","6","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","7","3","5","1","9","2","6","13","12","10","8","nan","nan"
"10","11","4","12","5","3","9","8","2","13","6","1","7","nan","nan"
"11","10","5","4","3","1","7","9","13","6","8","2","skipped","nan","nan"
"13","1","3","2","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","1","2","8","4","12","9","11","13","7","6","5","nan","nan"
"12","10","9","13","3","11","6","4","1","8","2","5","7","nan","nan"
"7","2","5","3","13","6","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","5","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","6","5","8","2","4","10","7","9","3","12","skipped","nan","nan"
"5","7","4","10","8","1","11","9","12","13","6","2","skipped","nan","nan"
"10","5","1","11","3","7","9","4","8","13","12","6","2","nan","nan"
"13","5","7","4","3","2","1","9","6","8","skipped","skipped","skipped","nan","nan"
"9","4","1","10","2","3","6","5","11","13","8","7","skipped","nan","nan"
"13","2","1","4","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","1","4","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","10","9","7","1","11","6","2","4","3","5","skipped","nan","nan"
"3","1","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","4","10","7","2","11","5","6","12","9","1","3","nan","nan"
"3","2","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","4","3","2","6","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","11","1","10","2","12","7","13","9","6","5","8","nan","nan"
"12","8","6","1","7","4","13","3","2","5","skipped","skipped","skipped","nan","nan"
"6","2","5","3","1","13","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","12","6","3","1","5","13","9","8","7","skipped","skipped","nan","nan"
"6","8","4","10","9","1","7","12","5","13","11","2","3","nan","nan"
"12","11","7","9","10","1","3","8","4","13","6","5","2","nan","nan"
"4","13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","7","5","1","2","8","3","6","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","4","8","1","10","5","7","6","13","9","3","2","nan","nan"
"13","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","1","7","3","13","6","4","2","skipped","skipped","skipped","skipped","nan","nan"
"5","6","7","1","4","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","1","3","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","6","2","1","12","11","4","13","skipped","skipped","skipped","skipped","nan","nan"
"5","3","2","4","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","4","13","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","7","1","6","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","5","10","2","11","12","9","13","3","6","1","nan","nan"
"4","5","2","8","1","6","3","13","7","skipped","skipped","skipped","skipped","nan","nan"
"10","6","4","8","12","1","5","9","7","13","11","3","2","nan","nan"
