"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"9","12","3","2","1","4","11","10","5","6","7","8","nan","nan"
"6","12","4","8","3","2","1","7","5","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","11","6","7","5","4","12","3","1","2","skipped","skipped","nan","nan"
"7","11","1","5","10","3","12","4","6","8","2","9","nan","nan"
"1","8","9","7","10","6","12","4","5","skipped","skipped","skipped","nan","nan"
"1","2","12","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","2","12","6","1","3","5","4","skipped","skipped","skipped","nan","nan"
"6","10","1","9","2","12","11","8","4","3","7","5","nan","nan"
"5","12","3","9","7","10","6","1","4","2","11","8","nan","nan"
"3","12","4","1","8","2","9","7","5","10","6","skipped","nan","nan"
"9","12","4","3","2","11","5","8","6","1","10","7","nan","nan"
"1","3","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","5","12","6","3","2","1","4","skipped","skipped","skipped","nan","nan"
"2","12","3","4","1","5","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","2","7","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","1","10","3","2","4","11","5","7","9","skipped","nan","nan"
"6","12","2","7","10","1","8","11","9","4","3","skipped","nan","nan"
