"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","3","11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","7","5","11","1","3","9","4","2","8","10","nan","nan"
"12","5","10","6","7","2","1","9","3","11","4","8","nan","nan"
"11","5","9","8","10","3","7","2","12","1","4","6","nan","nan"
"12","3","8","2","9","11","10","1","7","skipped","skipped","skipped","nan","nan"
"2","12","3","5","6","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","10","6","9","1","3","11","2","5","7","8","nan","nan"
"12","3","9","4","1","6","5","2","skipped","skipped","skipped","skipped","nan","nan"
"11","3","4","6","12","1","2","5","7","8","9","10","nan","nan"
"10","12","11","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","12","2","10","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","8","5","2","4","7","1","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
