"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"3","4","17","6","10","13","1","9","2","7","11","12","8","5","skipped","skipped","skipped","nan","nan"
"17","3","4","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","9","13","16","10","1","15","14","6","17","8","4","3","7","11","5","nan","nan"
"17","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","3","6","4","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","14","1","13","15","10","8","12","6","16","11","7","3","2","17","4","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","1","14","6","12","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","7","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","3","1","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","3","17","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","17","2","4","12","8","9","13","6","7","3","10","11","skipped","skipped","skipped","nan","nan"
"17","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","15","6","4","14","10","12","8","13","5","3","11","7","17","16","nan","nan"
"3","17","1","4","5","7","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","17","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","10","17","4","14","6","8","16","11","7","15","5","2","3","13","12","nan","nan"
"2","17","1","5","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","5","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","10","6","1","9","3","2","5","8","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","17","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","15","4","11","2","10","14","6","12","13","1","7","8","3","17","16","nan","nan"
"5","17","3","9","14","10","2","7","15","4","1","8","16","6","skipped","skipped","skipped","nan","nan"
"2","12","17","4","5","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","8","17","12","7","4","10","1","6","9","3","11","skipped","skipped","skipped","skipped","nan","nan"
"17","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","9","10","6","11","8","2","15","1","12","14","17","4","5","13","3","nan","nan"
"1","17","5","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","1","16","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","11","7","10","15","6","17","13","4","12","1","16","5","2","8","14","nan","nan"
"8","17","1","12","5","9","10","7","6","16","14","2","4","13","15","11","3","nan","nan"
"1","4","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","14","9","12","13","11","10","3","5","17","16","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","6","7","1","5","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","9","8","12","5","13","7","4","3","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","12","14","9","13","3","7","11","4","17","16","10","1","8","15","5","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","6","8","7","1","2","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","17","2","1","5","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","9","17","8","3","5","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","8","17","9","5","4","3","6","1","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","3","11","1","9","17","15","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","11","17","4","7","8","2","1","6","10","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","4","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","13","3","15","12","9","6","14","5","8","17","4","10","2","11","16","nan","nan"
"8","17","4","5","9","6","10","1","7","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","17","4","6","3","9","7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","5","9","7","10","12","1","6","4","11","3","13","8","skipped","skipped","skipped","nan","nan"
"6","17","1","13","3","11","2","15","10","4","9","5","14","12","8","16","7","nan","nan"
"9","2","10","7","6","11","13","8","14","16","12","5","1","15","4","3","17","nan","nan"
"2","17","5","4","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","15","14","6","8","9","11","7","3","16","17","2","4","5","12","10","nan","nan"
"1","3","2","5","4","7","17","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","6","16","12","15","14","9","17","10","13","7","4","5","1","2","skipped","nan","nan"
"4","17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","7","17","5","1","3","8","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","17","6","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","17","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","13","2","11","17","15","7","3","10","5","8","1","12","6","9","16","4","nan","nan"
"1","12","16","13","14","5","2","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","14","13","12","15","11","4","17","16","5","6","1","10","3","skipped","skipped","nan","nan"
"5","6","8","9","3","12","15","10","16","7","13","11","2","17","4","1","14","nan","nan"
"1","17","8","16","13","12","7","2","4","5","3","6","9","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","17","6","7","4","9","1","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","9","8","1","6","11","14","17","3","15","16","4","10","12","7","skipped","nan","nan"
"1","17","4","6","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","17","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","12","8","5","17","14","13","3","15","11","2","6","1","10","skipped","skipped","nan","nan"
"2","4","9","10","17","5","16","7","8","11","13","12","1","6","3","15","skipped","nan","nan"
"1","17","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","17","8","7","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","10","12","11","6","8","14","15","1","5","7","3","2","17","16","13","nan","nan"
"2","10","17","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","5","14","15","4","8","7","6","1","2","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","13","14","5","1","16","17","3","4","2","7","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","11","7","5","8","4","6","16","1","14","15","10","17","3","9","skipped","nan","nan"
"2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","6","4","9","3","7","5","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","8","10","16","13","6","9","15","4","17","14","1","11","2","7","3","nan","nan"
"1","10","6","9","7","12","3","16","15","13","17","14","5","2","8","11","4","nan","nan"
"1","17","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","15","11","12","6","2","9","4","8","5","14","16","17","13","10","3","nan","nan"
"1","6","17","2","4","7","3","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","1","13","3","11","6","15","14","8","10","2","7","9","12","4","16","nan","nan"
"1","7","17","3","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","12","7","8","10","1","5","17","6","3","11","4","skipped","skipped","skipped","skipped","nan","nan"
"6","15","7","3","4","8","17","2","5","1","16","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","17","8","9","10","1","7","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","4","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","4","8","17","10","13","5","15","6","9","3","11","7","1","16","skipped","nan","nan"
"1","6","17","3","2","7","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","12","10","8","7","17","1","6","2","5","11","9","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","17","9","10","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","11","9","6","17","10","1","5","7","12","4","8","skipped","skipped","skipped","skipped","nan","nan"
"6","17","1","8","5","4","3","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","5","2","8","1","4","10","9","6","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","17","10","8","1","6","5","7","4","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","17","16","3","1","2","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","5","7","8","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","10","13","2","8","5","15","7","17","16","14","4","9","11","12","1","nan","nan"
"1","10","2","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","14","15","5","10","2","9","6","12","11","4","7","3","17","skipped","skipped","nan","nan"
"2","3","17","5","1","4","7","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","17","7","6","2","9","1","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","1","4","2","3","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","16","13","8","14","11","1","3","6","5","17","4","9","12","15","2","nan","nan"
"1","17","6","3","2","8","5","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","7","2","9","3","8","5","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","4","2","5","7","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","16","12","7","17","14","6","11","15","4","5","2","13","8","1","3","nan","nan"
"1","17","2","14","8","6","4","3","5","15","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","8","16","13","10","2","9","15","4","3","7","6","5","11","14","12","nan","nan"
"2","17","14","3","13","12","8","9","11","5","10","1","4","6","7","skipped","skipped","nan","nan"
"3","13","7","5","1","2","4","12","14","16","6","9","10","8","17","skipped","skipped","nan","nan"
"6","17","1","3","7","5","4","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","12","3","17","13","15","14","16","2","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","5","7","12","11","6","13","8","4","9","17","3","15","16","2","14","nan","nan"
"2","3","13","16","12","7","10","5","6","9","14","4","1","11","8","15","17","nan","nan"
"16","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","4","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","5","17","1","6","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","6","9","10","7","3","4","2","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","7","17","2","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","8","4","17","6","1","2","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","6","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","9","16","5","13","8","11","10","4","3","14","15","2","12","17","6","nan","nan"
"1","5","10","9","17","6","7","2","4","3","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","14","7","3","9","2","6","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","3","6","7","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","10","7","9","3","6","5","1","2","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","17","1","2","5","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
