"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","3","6","2","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","7","5","2","1","6","4","skipped","skipped","skipped","skipped","nan","nan"
"12","3","8","6","9","2","10","5","4","1","7","11","nan","nan"
"7","4","6","12","5","10","8","2","3","9","11","1","nan","nan"
"5","1","12","4","3","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","2","10","1","5","3","7","6","4","12","8","nan","nan"
"1","6","8","11","3","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","12","9","8","5","4","2","3","7","skipped","skipped","nan","nan"
"7","9","11","6","10","3","5","1","4","2","12","8","nan","nan"
"6","11","8","10","12","9","3","2","7","1","5","4","nan","nan"
"1","2","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","7","3","6","1","4","skipped","skipped","skipped","skipped","nan","nan"
"12","9","6","5","1","8","3","4","10","2","skipped","skipped","nan","nan"
"6","11","1","10","12","4","5","3","2","7","9","8","nan","nan"
"12","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","4","6","3","1","2","11","skipped","skipped","skipped","skipped","nan","nan"
"7","12","3","4","10","9","2","1","6","5","11","8","nan","nan"
"1","4","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","3","7","1","6","4","5","skipped","skipped","skipped","skipped","nan","nan"
"12","5","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","9","7","12","6","4","2","1","3","8","10","nan","nan"
"4","12","7","6","3","1","2","5","skipped","skipped","skipped","skipped","nan","nan"
"12","8","9","5","11","10","6","1","4","3","7","2","nan","nan"
"4","12","3","6","7","2","1","5","skipped","skipped","skipped","skipped","nan","nan"
"11","9","6","1","10","8","4","5","12","3","2","7","nan","nan"
"12","11","9","10","3","7","2","5","6","1","4","8","nan","nan"
"7","8","4","2","9","6","1","5","10","11","3","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","7","5","12","2","10","1","9","6","8","4","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","7","6","10","12","8","3","1","4","11","2","nan","nan"
"12","8","5","10","11","9","1","4","7","6","2","3","nan","nan"
"12","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","7","9","12","2","3","4","5","8","1","11","nan","nan"
"12","7","6","4","9","8","5","11","1","3","10","2","nan","nan"
"10","12","6","9","5","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","7","8","2","1","4","3","6","skipped","skipped","skipped","nan","nan"
"10","12","9","4","11","7","3","2","6","5","8","1","nan","nan"
"5","10","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","6","1","11","4","3","2","8","9","5","7","nan","nan"
"4","9","6","7","12","1","5","2","3","skipped","skipped","skipped","nan","nan"
"11","10","7","6","9","12","4","8","2","1","3","5","nan","nan"
"12","6","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","6","1","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","2","11","5","9","8","4","3","10","1","7","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","11","9","10","3","8","2","7","skipped","skipped","skipped","nan","nan"
"8","9","5","6","10","7","4","11","1","3","12","2","nan","nan"
"11","2","9","8","12","7","6","1","3","10","4","5","nan","nan"
"11","4","12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","7","11","6","12","1","2","9","3","4","5","nan","nan"
"6","12","2","3","11","10","1","9","4","7","8","5","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","10","12","11","5","2","1","4","8","6","3","nan","nan"
"2","7","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","7","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","5","9","2","8","1","4","3","10","7","12","nan","nan"
"8","11","10","1","12","4","9","2","7","5","6","3","nan","nan"
"7","4","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","6","4","1","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","6","2","1","3","4","5","skipped","skipped","skipped","skipped","nan","nan"
"1","2","12","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","3","1","4","6","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","9","8","4","2","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","12","10","2","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","5","7","8","11","3","1","2","4","10","6","nan","nan"
"12","1","3","4","2","6","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","5","7","11","8","1","4","3","2","6","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","5","11","6","1","9","2","3","7","10","8","nan","nan"
"5","2","12","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","10","4","3","11","5","7","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","9","3","7","6","5","2","1","4","skipped","skipped","nan","nan"
"8","3","2","9","4","5","6","1","7","12","10","11","nan","nan"
"10","4","1","7","12","6","5","2","3","8","9","11","nan","nan"
"12","5","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","2","10","3","4","8","7","6","9","skipped","skipped","nan","nan"
"10","2","5","11","12","6","4","3","1","7","8","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","11","8","10","2","5","1","4","3","6","7","nan","nan"
"4","11","10","8","12","2","3","1","9","7","6","5","nan","nan"
"10","9","4","1","7","3","5","6","2","8","skipped","skipped","nan","nan"
"10","12","1","6","11","8","4","3","5","2","9","7","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","2","8","9","10","7","5","1","4","6","3","nan","nan"
"8","6","5","3","1","2","4","7","skipped","skipped","skipped","skipped","nan","nan"
"6","3","5","4","12","7","1","8","2","skipped","skipped","skipped","nan","nan"
"11","12","5","10","6","4","9","2","7","1","3","8","nan","nan"
"3","12","10","5","8","7","1","2","skipped","skipped","skipped","skipped","nan","nan"
"12","10","2","4","9","8","5","1","7","6","3","11","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","12","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","5","1","6","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","11","3","9","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","3","6","10","11","8","1","5","4","2","9","nan","nan"
"1","12","5","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","9","10","11","12","3","2","5","6","1","8","nan","nan"
"11","1","10","7","5","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","4","7","1","3","12","10","skipped","skipped","skipped","skipped","nan","nan"
"11","5","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","12","5","3","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","7","2","6","11","10","1","5","8","9","3","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","2","5","9","1","7","11","10","8","6","3","nan","nan"
"11","4","2","9","10","6","1","7","8","12","5","3","nan","nan"
"4","12","7","11","8","10","3","1","2","6","5","9","nan","nan"
"7","6","12","3","5","4","2","1","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","10","3","6","12","7","2","8","5","4","1","nan","nan"
"1","8","7","9","12","11","5","4","2","3","10","6","nan","nan"
"12","2","4","5","3","6","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","11","10","4","6","1","2","8","7","9","nan","nan"
"8","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","7","8","5","4","2","3","1","skipped","skipped","skipped","nan","nan"
"5","11","12","9","8","1","2","4","10","3","6","7","nan","nan"
"5","8","4","2","10","12","9","1","7","11","6","3","nan","nan"
"12","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","3","4","6","8","7","1","2","skipped","skipped","skipped","nan","nan"
"11","4","2","5","6","1","7","3","skipped","skipped","skipped","skipped","nan","nan"
"5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","6","10","12","3","5","8","1","4","7","2","nan","nan"
"12","6","4","5","1","7","3","2","skipped","skipped","skipped","skipped","nan","nan"
"1","8","6","5","3","2","7","4","skipped","skipped","skipped","skipped","nan","nan"
"10","5","9","4","12","11","6","1","7","8","2","3","nan","nan"
"6","12","4","3","11","2","7","1","8","10","9","5","nan","nan"
"6","5","11","9","8","7","2","1","10","3","4","12","nan","nan"
"1","11","7","8","9","5","6","2","10","3","4","skipped","nan","nan"
"12","1","11","2","9","7","4","3","10","8","6","5","nan","nan"
"12","3","2","10","11","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","9","12","11","10","6","1","2","8","7","5","nan","nan"
"1","12","10","3","7","11","2","4","5","6","9","8","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","2","10","7","6","3","9","4","5","1","skipped","nan","nan"
"12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","11","5","6","9","3","1","2","4","12","8","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","7","9","6","3","4","8","1","skipped","skipped","nan","nan"
"7","12","2","3","6","5","1","4","skipped","skipped","skipped","skipped","nan","nan"
"9","8","11","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","8","5","7","3","12","2","1","4","9","6","nan","nan"
"12","3","5","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","7","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","7","5","11","10","8","2","4","1","3","9","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","2","1","9","12","3","8","skipped","skipped","skipped","skipped","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","10","5","9","6","1","2","7","8","3","11","nan","nan"
"1","8","3","12","5","11","4","2","9","10","7","6","nan","nan"
"10","4","2","12","3","1","6","5","7","11","8","9","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","3","4","1","6","7","skipped","skipped","skipped","skipped","nan","nan"
"3","6","4","1","2","5","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","5","4","12","11","7","9","3","1","6","10","nan","nan"
"3","10","5","4","7","2","8","1","9","6","skipped","skipped","nan","nan"
"4","5","1","6","12","11","3","2","10","8","9","7","nan","nan"
"2","12","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","9","7","11","4","1","6","2","3","5","8","nan","nan"
"6","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","12","8","10","3","6","2","4","7","5","1","nan","nan"
"9","10","5","3","11","1","7","4","2","12","6","8","nan","nan"
