"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","4","9","2","5","3","skipped","skipped","skipped","skipped","nan","nan"
"10","5","4","6","8","3","9","1","11","7","2","nan","nan"
"8","7","2","10","4","9","11","5","3","6","1","nan","nan"
"4","6","2","1","5","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","4","10","8","7","5","1","6","3","skipped","nan","nan"
"2","4","3","11","9","6","8","1","10","7","5","nan","nan"
"4","11","10","1","9","5","2","3","8","7","6","nan","nan"
"11","8","1","4","3","5","6","10","7","2","skipped","nan","nan"
"2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","11","1","10","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","7","3","5","9","4","8","10","6","skipped","nan","nan"
"3","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","6","3","11","4","7","2","10","5","1","nan","nan"
"8","9","1","10","5","4","6","3","11","7","2","nan","nan"
"5","4","6","3","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","3","10","5","8","9","1","7","4","skipped","nan","nan"
"5","9","8","11","6","3","10","4","1","7","2","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","1","6","4","9","5","2","10","7","skipped","nan","nan"
"10","4","2","11","6","5","8","7","9","3","1","nan","nan"
"2","10","6","4","7","5","11","1","8","9","3","nan","nan"
"1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","5","6","11","9","1","4","10","7","nan","nan"
"10","7","4","6","3","2","9","1","11","8","5","nan","nan"
"6","3","4","5","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","7","4","5","8","3","9","1","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","3","2","4","6","5","9","7","1","skipped","nan","nan"
"1","2","3","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","6","5","8","3","10","9","7","skipped","nan","nan"
"4","10","9","11","3","6","2","8","7","1","5","nan","nan"
"7","6","3","2","8","10","1","4","11","5","9","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","6","2","4","7","8","1","10","9","skipped","nan","nan"
"7","1","11","9","8","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","7","1","4","2","5","6","10","8","3","nan","nan"
"5","3","10","11","4","9","6","8","1","7","2","nan","nan"
"4","3","1","7","8","6","9","5","2","skipped","skipped","nan","nan"
"7","2","9","11","8","10","1","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","11","5","10","6","3","7","4","1","9","2","nan","nan"
"7","6","2","5","3","9","4","8","10","1","skipped","nan","nan"
"9","7","2","5","4","10","6","3","8","1","skipped","nan","nan"
"2","10","7","11","6","5","8","1","9","4","3","nan","nan"
"7","5","1","3","2","6","4","skipped","skipped","skipped","skipped","nan","nan"
"11","7","5","4","6","3","8","1","2","skipped","skipped","nan","nan"
