"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"8","12","6","2","7","11","4","5","10","1","3","skipped","nan","nan"
"7","8","5","9","4","12","11","3","2","1","6","skipped","nan","nan"
"10","6","5","3","8","11","7","2","1","12","9","4","nan","nan"
"3","11","8","5","1","10","9","6","4","12","2","7","nan","nan"
"9","12","1","5","2","11","8","3","4","10","6","7","nan","nan"
"4","10","5","11","1","9","8","7","3","12","2","6","nan","nan"
"8","12","2","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","1","3","11","5","4","2","9","7","12","skipped","nan","nan"
"2","11","4","9","5","12","10","6","3","7","1","8","nan","nan"
"7","12","5","6","4","3","1","10","2","skipped","skipped","skipped","nan","nan"
"3","5","6","9","2","12","8","1","4","11","7","10","nan","nan"
"4","11","10","7","8","2","9","1","5","12","3","6","nan","nan"
"12","4","6","5","3","2","10","1","skipped","skipped","skipped","skipped","nan","nan"
"12","4","1","5","3","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","3","5","2","12","9","4","1","11","6","10","nan","nan"
"6","5","12","8","3","10","2","4","1","skipped","skipped","skipped","nan","nan"
"11","6","7","4","2","12","10","8","3","9","1","5","nan","nan"
"6","11","10","2","1","9","5","4","3","12","8","7","nan","nan"
"3","6","7","8","4","9","11","2","1","12","5","10","nan","nan"
"4","12","3","9","6","2","11","8","7","1","10","skipped","nan","nan"
"5","12","3","4","11","10","9","7","2","6","8","1","nan","nan"
"1","11","4","6","8","9","12","2","10","3","7","skipped","nan","nan"
"4","11","5","8","9","10","6","7","2","12","1","3","nan","nan"
"8","12","4","1","7","5","3","2","9","6","skipped","skipped","nan","nan"
"9","7","6","8","4","11","10","3","2","12","1","5","nan","nan"
"8","4","10","6","3","12","7","5","2","9","1","11","nan","nan"
"9","12","6","5","1","11","2","4","3","skipped","skipped","skipped","nan","nan"
"2","11","7","3","6","12","10","1","4","8","5","9","nan","nan"
"10","12","8","4","2","11","3","1","6","9","7","5","nan","nan"
