"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","Num Cands","Num Seats"
"1","9","10","6","4","2","3","5","7","8","11","skipped","skipped","skipped","skipped","nan","nan"
"3","8","6","1","9","4","7","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","4","6","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","5","4","3","7","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","7","9","4","3","6","2","5","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","3","11","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","6","5","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","6","8","5","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","1","6","7","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","5","2","10","4","6","1","3","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","10","6","5","1","7","2","8","4","11","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","7","4","6","2","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","9","4","7","6","8","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","3","11","10","2","7","9","6","4","5","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","3","1","4","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","15","6","11","14","3","7","13","1","9","8","2","5","10","nan","nan"
"1","11","14","5","9","13","10","3","12","4","6","2","7","8","skipped","nan","nan"
"3","9","7","8","6","1","4","10","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
