"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","Num Cands","Num Seats"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","12","2","9","8","7","11","10","6","3","14","4","skipped","nan","nan"
"2","11","9","1","3","6","5","8","4","10","7","skipped","skipped","skipped","nan","nan"
"14","3","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","3","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","12","13","3","1","5","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","1","2","6","5","9","4","7","14","skipped","skipped","skipped","skipped","nan","nan"
"14","6","4","3","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","5","4","10","7","6","8","1","3","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","2","3","9","14","6","7","4","10","skipped","skipped","skipped","nan","nan"
"14","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","4","7","5","11","13","8","10","9","3","14","6","skipped","nan","nan"
"1","14","10","11","7","9","6","3","5","2","4","8","12","13","nan","nan"
"1","14","4","12","3","10","6","7","11","5","8","2","13","9","nan","nan"
"8","13","6","11","9","5","3","2","10","4","1","7","14","12","nan","nan"
"11","14","6","10","9","12","2","4","1","7","13","8","skipped","skipped","nan","nan"
"4","14","8","5","1","2","7","6","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","6","10","4","12","5","9","11","7","8","2","13","3","nan","nan"
"5","1","6","3","7","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","5","9","1","11","14","13","10","6","12","2","8","3","nan","nan"
"5","14","6","7","3","4","1","13","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","2","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","10","9","7","4","3","5","11","6","8","1","12","13","nan","nan"
"2","14","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","13","1","12","2","3","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","6","9","4","7","3","8","11","5","2","10","14","13","nan","nan"
"6","10","5","14","7","1","3","4","2","8","9","11","skipped","skipped","nan","nan"
"14","1","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","14","1","11","4","9","3","2","8","5","6","10","13","12","nan","nan"
"5","4","14","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","6","12","2","9","3","4","8","7","5","10","14","11","nan","nan"
"1","14","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","9","6","2","7","14","4","8","3","12","5","10","11","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","7","12","14","13","3","1","4","2","8","5","11","6","nan","nan"
"1","14","7","4","2","5","6","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","12","2","6","5","8","13","4","7","3","14","10","9","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","3","11","7","8","9","6","14","5","1","4","12","skipped","nan","nan"
"14","2","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","10","13","8","14","1","3","9","2","5","11","12","6","nan","nan"
"7","13","8","10","6","5","9","3","12","1","2","4","14","11","nan","nan"
"2","14","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","10","11","14","12","1","3","7","2","4","8","13","5","nan","nan"
"2","5","14","4","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","14","10","11","4","8","7","2","12","3","1","13","6","9","nan","nan"
"5","8","1","6","7","9","13","3","11","4","10","2","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","14","1","2","6","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","10","6","2","5","7","3","4","8","9","11","12","13","nan","nan"
"6","2","1","7","14","13","3","10","11","8","12","9","5","4","nan","nan"
"1","13","5","12","10","8","7","9","4","6","2","3","14","11","nan","nan"
"2","9","7","14","1","10","8","6","11","12","4","5","13","3","nan","nan"
"6","14","4","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","10","9","3","11","7","6","8","2","4","5","14","12","nan","nan"
"2","14","6","8","1","4","7","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","1","6","3","7","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","11","4","2","13","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","10","2","1","7","4","6","5","8","9","11","14","12","nan","nan"
"14","3","1","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","11","7","1","3","5","8","9","14","6","4","10","13","nan","nan"
"14","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","5","6","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","3","12","2","8","11","13","7","14","6","skipped","skipped","skipped","nan","nan"
"2","10","14","1","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","13","3","8","7","14","4","5","6","12","10","skipped","nan","nan"
"9","2","13","7","1","3","5","10","6","11","8","12","14","4","nan","nan"
"8","14","5","10","7","3","4","6","1","2","11","9","13","12","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","4","1","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","13","9","3","4","6","11","14","8","12","2","10","skipped","nan","nan"
"5","9","7","11","13","10","1","2","8","4","3","12","14","6","nan","nan"
"1","9","8","12","10","2","6","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","12","7","14","5","4","3","1","9","2","6","11","8","skipped","nan","nan"
"2","3","13","1","7","14","4","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","14","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","10","2","6","4","3","7","12","1","11","9","14","8","nan","nan"
"6","12","14","11","5","3","1","2","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","6","3","1","4","5","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","7","10","2","9","4","11","5","6","3","12","skipped","skipped","nan","nan"
"6","8","14","10","9","1","2","7","3","4","13","5","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","9","8","4","6","7","14","5","13","3","2","11","10","nan","nan"
"9","13","11","14","12","5","1","2","3","10","skipped","skipped","skipped","skipped","nan","nan"
"2","6","11","12","1","5","14","9","13","7","8","4","10","3","nan","nan"
"1","13","3","12","8","11","7","2","4","9","6","14","5","skipped","nan","nan"
"6","9","8","10","7","5","2","1","11","3","4","13","14","12","nan","nan"
"14","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","9","13","1","11","2","5","10","12","4","7","6","skipped","nan","nan"
"5","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","10","7","8","6","4","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","10","13","7","12","2","1","6","3","4","8","14","9","nan","nan"
"1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","5","8","2","7","12","13","9","11","6","3","14","4","nan","nan"
"4","14","6","3","1","5","2","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","4","1","3","9","2","10","5","14","skipped","skipped","skipped","skipped","nan","nan"
"3","13","7","10","2","8","1","6","4","5","9","14","11","skipped","nan","nan"
"3","13","10","12","6","4","11","5","1","14","2","skipped","skipped","skipped","nan","nan"
"2","4","13","1","6","11","7","8","12","10","3","5","14","9","nan","nan"
"14","9","1","2","3","5","4","6","8","7","skipped","skipped","skipped","skipped","nan","nan"
"2","14","4","7","6","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","14","2","4","3","9","13","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","5","3","14","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","7","14","6","13","3","5","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","8","13","11","12","9","5","10","1","4","3","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","7","12","11","8","2","6","3","5","4","9","10","skipped","nan","nan"
"1","10","11","3","7","2","9","5","4","6","8","skipped","skipped","skipped","nan","nan"
"14","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","14","2","6","3","1","4","5","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","12","5","6","13","3","7","2","4","10","1","14","9","nan","nan"
"1","14","2","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","10","4","3","11","12","14","1","13","9","7","5","6","nan","nan"
"6","10","1","9","4","5","2","11","3","8","7","skipped","skipped","skipped","nan","nan"
"3","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","9","12","4","10","5","1","2","11","13","7","14","3","nan","nan"
"4","14","8","7","1","6","2","5","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","14","6","4","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","14","11","12","10","9","2","8","1","4","3","13","5","nan","nan"
"5","10","9","13","14","6","1","3","7","2","4","8","12","11","nan","nan"
"14","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","10","11","8","7","3","2","9","6","5","4","12","14","nan","nan"
"3","14","1","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","14","4","3","8","7","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","4","5","7","3","2","13","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","13","12","6","1","7","2","4","5","14","skipped","skipped","skipped","nan","nan"
"11","14","7","13","5","6","8","1","12","4","10","9","2","3","nan","nan"
"5","10","12","13","14","11","2","1","6","7","4","3","8","skipped","nan","nan"
"1","12","8","14","10","9","2","6","5","3","4","7","13","11","nan","nan"
"14","3","2","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","11","9","8","10","4","1","7","3","2","13","14","6","nan","nan"
"1","13","14","3","9","7","8","4","10","2","6","5","11","12","nan","nan"
"1","12","8","14","6","11","4","2","5","3","9","7","13","10","nan","nan"
"1","12","11","10","3","8","6","7","2","5","4","13","9","skipped","nan","nan"
"7","13","6","14","2","8","3","5","11","1","9","4","12","10","nan","nan"
"5","14","9","7","1","10","6","11","3","2","12","8","13","skipped","nan","nan"
"2","14","11","5","7","8","9","3","4","13","6","1","10","12","nan","nan"
"11","12","10","2","9","4","3","5","1","8","7","14","13","skipped","nan","nan"
"7","2","3","1","6","8","4","5","9","10","13","12","11","skipped","nan","nan"
"12","13","2","3","1","14","4","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","14","11","8","9","1","2","3","7","4","5","10","13","12","nan","nan"
"1","6","14","3","2","8","9","7","4","5","skipped","skipped","skipped","skipped","nan","nan"
"1","14","2","4","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","3","14","2","8","13","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","11","2","4","8","3","1","10","14","9","6","13","7","nan","nan"
"14","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","5","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","7","9","2","8","3","6","13","11","12","4","14","5","nan","nan"
