"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","7","3","1","5","2","4","skipped","skipped","skipped","nan","nan"
"11","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","9","6","7","8","2","1","skipped","skipped","nan","nan"
"11","5","3","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","2","5","4","1","10","3","7","8","9","nan","nan"
"4","7","6","2","8","1","3","10","5","9","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","1","2","3","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","9","2","4","1","6","3","5","skipped","skipped","nan","nan"
"11","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","10","5","6","1","2","11","8","4","9","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","4","1","5","6","9","10","7","2","8","nan","nan"
"3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","4","2","6","1","9","11","8","5","10","nan","nan"
"6","8","7","3","2","1","5","4","9","skipped","skipped","nan","nan"
"5","11","9","8","7","2","1","3","6","4","skipped","nan","nan"
"7","9","11","2","6","3","1","5","4","10","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","9","4","5","1","2","10","7","6","11","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","8","1","2","6","4","11","3","7","skipped","nan","nan"
"6","4","9","2","7","1","3","11","5","8","10","nan","nan"
"6","8","11","3","4","2","7","1","5","skipped","skipped","nan","nan"
"7","8","3","2","1","6","4","5","skipped","skipped","skipped","nan","nan"
"4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","2","3","1","4","6","skipped","skipped","skipped","skipped","nan","nan"
"5","8","9","2","6","1","4","3","10","skipped","skipped","nan","nan"
"11","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","11","2","5","1","8","10","3","6","9","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","6","2","11","5","7","8","1","4","10","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","8","4","6","1","11","2","3","skipped","skipped","nan","nan"
"7","8","10","3","6","1","4","9","2","5","11","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","5","1","8","7","10","9","4","6","2","nan","nan"
"6","2","4","1","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","5","10","3","1","7","11","2","9","8","nan","nan"
"5","10","9","2","1","4","7","11","6","8","3","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","9","8","3","1","4","5","7","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","7","1","5","9","11","4","8","10","skipped","nan","nan"
"5","2","4","1","11","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","11","2","4","1","6","skipped","skipped","skipped","skipped","nan","nan"
"4","11","1","8","5","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","9","1","8","3","6","11","2","7","skipped","nan","nan"
"1","11","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","9","2","1","4","10","3","8","7","skipped","nan","nan"
"8","7","11","2","1","10","6","3","9","skipped","skipped","nan","nan"
"4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","1","5","3","2","6","7","11","skipped","skipped","nan","nan"
"6","8","9","4","5","1","3","11","2","7","10","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","7","6","2","11","8","9","3","5","skipped","nan","nan"
"8","4","2","3","1","7","11","5","6","skipped","skipped","nan","nan"
"6","11","4","1","3","2","5","skipped","skipped","skipped","skipped","nan","nan"
"5","10","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","3","4","2","1","11","skipped","skipped","skipped","skipped","nan","nan"
"5","11","3","4","1","6","2","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","6","2","4","1","3","10","5","8","9","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","10","1","5","3","7","skipped","skipped","skipped","skipped","nan","nan"
"9","7","6","3","1","11","2","skipped","skipped","skipped","skipped","nan","nan"
"3","11","1","7","4","2","5","6","skipped","skipped","skipped","nan","nan"
"6","5","8","2","3","1","11","4","7","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","1","9","3","10","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","11","5","3","10","8","7","1","4","6","nan","nan"
"2","9","1","7","6","3","5","10","8","4","11","nan","nan"
"11","2","5","7","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","7","1","8","6","2","11","4","5","9","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","3","1","2","11","8","10","skipped","skipped","skipped","nan","nan"
"10","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","10","1","5","3","2","11","6","8","skipped","nan","nan"
"2","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","2","1","8","6","7","skipped","skipped","skipped","nan","nan"
"7","9","8","5","6","1","10","11","2","4","3","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","6","2","1","3","5","skipped","skipped","skipped","skipped","nan","nan"
"3","8","9","1","5","7","11","2","4","6","skipped","nan","nan"
"8","4","7","3","6","1","9","2","5","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","6","1","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","9","1","3","5","7","10","2","11","skipped","nan","nan"
"5","7","6","2","1","4","3","skipped","skipped","skipped","skipped","nan","nan"
"4","11","6","5","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","11","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","6","2","1","4","5","skipped","skipped","skipped","skipped","nan","nan"
"4","6","11","2","7","1","5","10","8","3","9","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","11","3","5","4","2","1","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","2","5","3","1","4","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","10","1","5","4","11","9","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","8","9","1","3","10","7","11","skipped","nan","nan"
"11","6","3","4","5","1","2","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","5","1","7","3","6","skipped","skipped","skipped","nan","nan"
"6","4","5","3","1","8","9","11","2","7","10","nan","nan"
"6","8","11","3","2","4","7","1","5","skipped","skipped","nan","nan"
"11","4","5","1","2","6","3","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","8","7","4","1","10","11","3","6","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","7","6","5","1","9","11","2","4","skipped","nan","nan"
"11","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","5","1","2","7","4","8","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","5","1","2","4","6","skipped","skipped","skipped","skipped","nan","nan"
"5","6","1","3","2","4","7","11","skipped","skipped","skipped","nan","nan"
"7","6","8","3","1","2","10","11","4","5","9","nan","nan"
"2","11","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","3","6","1","2","11","8","skipped","skipped","nan","nan"
"8","7","9","5","6","2","1","10","3","4","11","nan","nan"
"2","11","3","4","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","10","11","1","2","skipped","skipped","skipped","skipped","nan","nan"
"11","2","4","1","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","2","8","1","3","11","5","6","10","nan","nan"
"2","9","8","4","5","6","3","10","1","7","skipped","nan","nan"
"11","4","5","2","1","6","3","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","1","7","6","3","5","skipped","skipped","skipped","nan","nan"
"11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","4","5","6","1","11","8","9","7","10","nan","nan"
"2","11","1","3","5","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","8","3","4","1","5","11","2","7","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","5","7","1","3","4","6","skipped","skipped","skipped","nan","nan"
"4","3","6","1","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","1","8","6","3","4","5","skipped","skipped","skipped","nan","nan"
"2","8","6","1","5","7","4","11","3","9","10","nan","nan"
"5","8","3","4","2","1","7","6","skipped","skipped","skipped","nan","nan"
"2","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","10","6","3","1","4","11","7","2","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","6","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","11","6","5","1","4","2","3","skipped","skipped","nan","nan"
"6","8","9","2","4","1","5","11","3","7","10","nan","nan"
"5","9","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","4","1","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","11","2","4","1","7","10","3","6","9","nan","nan"
"7","8","4","1","2","6","9","11","5","3","10","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","11","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","9","1","3","11","2","4","10","skipped","skipped","nan","nan"
"1","11","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","4","1","3","6","5","skipped","skipped","skipped","skipped","nan","nan"
"5","6","4","3","1","7","2","skipped","skipped","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","9","4","2","1","5","11","3","6","10","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","9","2","5","1","4","11","3","8","skipped","nan","nan"
"11","5","2","3","4","6","1","skipped","skipped","skipped","skipped","nan","nan"
"3","8","9","1","2","5","7","11","4","6","10","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","3","5","6","1","2","8","7","skipped","skipped","nan","nan"
"9","6","8","5","1","2","11","3","7","skipped","skipped","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","11","3","2","1","7","9","4","8","10","nan","nan"
"6","11","1","3","2","5","4","7","skipped","skipped","skipped","nan","nan"
"2","11","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","9","2","7","4","1","10","3","6","8","nan","nan"
"10","9","8","2","7","1","6","11","3","5","4","nan","nan"
"5","8","10","3","4","1","7","11","2","6","9","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","2","6","7","1","10","9","5","4","skipped","nan","nan"
"11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","3","5","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","3","7","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","11","7","5","3","1","10","2","6","8","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","2","5","1","3","4","skipped","skipped","skipped","skipped","nan","nan"
"5","11","1","2","3","6","4","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","3","8","4","1","6","10","2","5","9","nan","nan"
"8","6","2","3","1","4","5","7","skipped","skipped","skipped","nan","nan"
"3","10","11","2","5","1","4","6","skipped","skipped","skipped","nan","nan"
"5","8","9","3","6","1","2","10","4","7","11","nan","nan"
"11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","7","1","2","4","5","11","10","6","9","nan","nan"
"3","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","7","3","1","9","2","11","4","6","skipped","nan","nan"
"3","6","5","4","2","1","11","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
