"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"5","1","7","6","4","12","9","2","10","3","11","8","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","11","6","5","1","7","3","9","12","10","8","nan","nan"
"3","12","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","11","7","1","12","9","4","10","2","8","5","nan","nan"
"4","6","11","5","1","12","9","3","10","2","7","8","nan","nan"
"5","4","11","3","2","12","10","6","9","1","8","7","nan","nan"
"4","1","12","10","11","9","7","5","6","3","2","8","nan","nan"
"4","2","6","11","12","8","10","5","1","7","3","9","nan","nan"
"11","2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","11","12","1","2","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","11","7","6","12","10","2","8","4","9","5","nan","nan"
"3","4","11","7","8","9","12","2","6","10","1","5","nan","nan"
"4","2","12","6","1","10","11","5","7","3","9","8","nan","nan"
"6","7","11","1","2","8","9","5","10","3","4","12","nan","nan"
"6","1","7","2","5","10","11","3","9","4","12","8","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","11","10","1","12","6","3","8","9","5","7","nan","nan"
"6","3","12","2","5","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","11","1","2","12","7","6","10","5","8","9","nan","nan"
"6","4","12","1","2","8","5","9","3","7","11","skipped","nan","nan"
"3","1","12","8","9","10","11","2","7","6","4","5","nan","nan"
"3","4","11","5","8","7","10","2","6","1","12","9","nan","nan"
"3","2","8","6","7","4","9","1","10","5","12","11","nan","nan"
"3","10","5","2","1","12","11","4","7","6","8","9","nan","nan"
"3","7","11","10","2","12","4","9","8","1","5","6","nan","nan"
"1","7","5","9","6","3","8","2","4","skipped","skipped","skipped","nan","nan"
"4","3","12","5","2","11","9","1","8","10","6","skipped","nan","nan"
"1","2","4","12","8","9","7","6","5","11","3","10","nan","nan"
"11","2","7","12","4","3","9","5","6","1","8","10","nan","nan"
"5","1","11","3","4","12","9","6","8","2","7","10","nan","nan"
"5","6","11","8","7","12","9","4","10","skipped","skipped","skipped","nan","nan"
"6","1","8","12","10","9","3","11","2","7","4","5","nan","nan"
"5","1","10","6","2","12","11","7","9","3","4","8","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","10","3","8","12","11","1","6","9","5","7","nan","nan"
"3","2","12","10","7","11","9","1","8","5","4","6","nan","nan"
"7","2","12","1","5","3","11","4","10","9","8","6","nan","nan"
"2","1","12","8","3","7","5","11","4","skipped","skipped","skipped","nan","nan"
"2","1","12","6","7","11","5","3","4","9","skipped","skipped","nan","nan"
"3","2","12","4","5","10","9","1","7","8","6","11","nan","nan"
"8","5","7","3","2","4","11","6","9","1","12","10","nan","nan"
"7","1","9","4","6","5","10","3","11","2","8","12","nan","nan"
