"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"5","2","6","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","8","9","6","11","12","5","2","4","1","10","nan","nan"
"9","12","5","4","11","8","1","6","skipped","skipped","skipped","skipped","nan","nan"
"8","11","3","4","6","7","12","2","9","5","1","10","nan","nan"
"3","11","9","4","2","7","12","8","5","6","1","10","nan","nan"
"5","11","9","4","10","6","12","3","2","7","1","8","nan","nan"
"9","11","1","5","10","8","12","4","6","7","3","2","nan","nan"
"2","9","6","7","11","5","12","1","10","4","3","8","nan","nan"
"3","11","2","6","7","4","12","1","10","9","5","8","nan","nan"
"5","12","11","4","3","2","6","1","7","skipped","skipped","skipped","nan","nan"
"7","11","8","4","6","5","12","3","2","9","1","10","nan","nan"
"2","12","6","4","8","9","3","1","5","skipped","skipped","skipped","nan","nan"
"3","6","4","10","8","11","7","12","5","1","2","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","7","8","6","5","11","3","1","4","2","9","nan","nan"
"1","12","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","7","5","3","10","12","1","8","9","2","6","nan","nan"
"12","5","8","6","7","10","9","3","1","2","4","skipped","nan","nan"
"5","12","7","4","6","10","8","1","3","11","2","9","nan","nan"
"10","8","4","7","3","12","5","2","6","9","1","11","nan","nan"
"8","1","5","3","10","6","2","11","9","7","12","4","nan","nan"
"7","11","4","6","1","8","12","2","5","10","3","9","nan","nan"
"8","11","4","3","1","10","12","5","6","9","2","7","nan","nan"
"7","5","8","10","2","6","11","4","12","3","1","9","nan","nan"
"10","3","11","7","2","6","5","8","4","1","12","skipped","nan","nan"
"6","1","8","7","2","5","12","4","11","9","3","10","nan","nan"
"7","12","10","6","2","8","11","1","5","3","4","9","nan","nan"
"7","8","3","6","1","5","11","4","10","12","2","9","nan","nan"
"6","11","7","5","4","9","12","1","3","10","2","8","nan","nan"
"7","3","6","8","4","10","9","2","5","12","1","11","nan","nan"
"8","10","5","9","4","1","11","3","6","7","2","12","nan","nan"
"5","4","11","8","3","9","10","7","2","12","1","6","nan","nan"
"5","4","10","8","9","7","6","1","3","11","2","12","nan","nan"
"4","5","7","1","9","2","12","10","11","8","3","6","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","7","6","3","8","12","2","4","9","1","11","nan","nan"
"12","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","7","3","2","6","11","4","9","8","1","12","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","9","7","3","8","12","1","5","6","2","11","nan","nan"
