"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","5","10","3","6","9","1","2","skipped","skipped","nan","nan"
"10","7","1","6","5","11","8","12","9","skipped","skipped","skipped","nan","nan"
"12","2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","3","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","4","7","6","10","5","1","3","2","skipped","skipped","skipped","nan","nan"
"9","10","5","7","12","1","8","11","4","2","6","3","nan","nan"
"8","9","4","7","12","1","10","11","3","5","2","6","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","3","2","1","10","12","11","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","6","5","11","10","7","4","1","3","2","skipped","nan","nan"
"11","8","6","12","10","1","9","7","3","2","5","4","nan","nan"
"12","1","3","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","2","5","10","9","3","7","1","4","8","12","nan","nan"
"3","2","10","1","9","4","6","8","5","11","7","skipped","nan","nan"
"8","12","11","9","10","6","7","1","3","4","5","2","nan","nan"
"12","4","6","5","2","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","7","12","6","4","3","2","1","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","12","8","9","4","10","7","3","2","5","1","nan","nan"
"12","7","5","6","4","8","3","1","2","skipped","skipped","skipped","nan","nan"
"12","2","5","3","4","6","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","7","11","6","10","8","5","3","4","1","2","nan","nan"
"12","6","5","4","7","2","3","1","skipped","skipped","skipped","skipped","nan","nan"
"8","3","7","9","6","2","11","5","1","10","12","4","nan","nan"
"12","9","7","11","6","3","10","1","5","8","2","4","nan","nan"
"12","10","6","11","8","3","2","1","skipped","skipped","skipped","skipped","nan","nan"
"5","2","6","10","11","1","8","12","3","7","9","4","nan","nan"
"12","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","3","6","12","4","11","5","1","8","2","7","nan","nan"
"12","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
