"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","Num Cands","Num Seats"
"5","7","2","6","3","8","9","11","10","4","1","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","5","6","1","11","8","4","9","2","3","nan","nan"
"3","11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","3","10","1","6","11","2","5","skipped","skipped","nan","nan"
"2","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","1","4","3","7","5","2","skipped","skipped","skipped","nan","nan"
"5","6","1","4","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","6","10","3","5","8","9","4","2","1","nan","nan"
"1","11","5","3","4","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","8","7","2","3","6","1","11","4","5","nan","nan"
"6","5","11","3","1","4","7","8","9","2","skipped","nan","nan"
"5","4","8","3","11","1","2","10","6","7","9","nan","nan"
"2","11","5","3","7","6","8","4","1","skipped","skipped","nan","nan"
"11","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","1","11","3","7","8","9","10","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","3","1","4","5","2","skipped","skipped","skipped","skipped","nan","nan"
"5","11","9","8","6","3","4","7","10","1","2","nan","nan"
"11","5","7","3","1","6","8","4","skipped","skipped","skipped","nan","nan"
"11","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","6","3","4","2","5","skipped","skipped","skipped","skipped","nan","nan"
"10","4","5","3","2","11","1","9","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","10","8","11","1","3","9","7","4","2","nan","nan"
"11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","11","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","8","9","2","11","6","10","3","7","nan","nan"
"1","10","11","9","8","7","6","4","5","3","2","nan","nan"
"4","3","6","2","11","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","2","5","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","1","9","3","2","7","6","8","11","10","nan","nan"
"6","5","4","2","3","11","8","10","1","skipped","skipped","nan","nan"
"7","6","8","9","2","3","10","11","5","1","4","nan","nan"
"4","11","10","2","1","5","3","skipped","skipped","skipped","skipped","nan","nan"
"11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","4","2","5","3","11","skipped","skipped","skipped","skipped","nan","nan"
"11","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","5","4","10","1","6","9","2","3","8","nan","nan"
"11","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","6","8","4","3","1","5","skipped","skipped","skipped","nan","nan"
"11","6","2","4","5","1","3","skipped","skipped","skipped","skipped","nan","nan"
"7","9","4","6","1","2","8","10","11","5","3","nan","nan"
"4","10","5","1","3","7","9","6","11","2","skipped","nan","nan"
"11","4","2","5","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","2","5","6","3","10","9","4","1","11","nan","nan"
"1","10","2","11","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","9","7","11","2","3","4","skipped","skipped","skipped","nan","nan"
"2","5","3","8","6","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","5","2","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","3","8","5","4","7","1","2","skipped","skipped","nan","nan"
"8","1","11","9","4","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","11","7","3","4","9","10","8","2","5","nan","nan"
"11","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
