"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","Num Cands","Num Seats"
"5","4","7","3","14","11","12","10","9","1","2","15","8","6","16","13","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","7","2","16","4","1","5","3","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","2","3","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","9","14","6","15","10","3","13","12","8","16","1","2","7","11","nan","nan"
"16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","8","13","1","7","9","16","10","3","2","5","4","11","15","12","6","nan","nan"
"5","10","9","2","1","12","4","3","7","13","6","11","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","10","13","1","9","4","5","15","16","14","7","3","11","12","8","nan","nan"
"8","2","5","4","3","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","7","2","10","16","14","12","6","1","5","4","9","13","15","11","nan","nan"
"6","7","5","8","16","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","2","3","1","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","16","1","8","4","9","3","5","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","2","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","4","2","12","10","14","5","13","11","1","7","3","9","16","6","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","8","7","9","10","3","1","5","11","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","7","5","9","16","3","4","2","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","14","10","3","16","13","5","7","1","9","11","4","12","2","8","skipped","nan","nan"
"4","16","12","8","15","10","6","11","13","1","14","2","3","9","7","5","nan","nan"
"10","1","3","7","5","9","8","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","1","8","16","14","10","12","7","3","4","13","6","15","2","5","nan","nan"
"5","7","6","14","4","9","11","12","16","1","13","15","8","2","3","10","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","4","11","16","1","13","10","6","2","8","7","9","5","3","12","nan","nan"
"4","5","16","12","1","11","8","9","15","6","14","10","7","3","2","skipped","nan","nan"
"10","6","4","7","9","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","5","9","4","15","12","7","13","3","16","14","1","6","8","2","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","9","14","16","6","13","12","5","15","10","4","11","3","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","16","6","8","4","2","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","10","2","5","8","6","9","1","7","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","11","9","8","14","16","13","1","7","2","15","6","12","skipped","skipped","skipped","nan","nan"
"5","6","13","7","10","15","8","14","12","1","2","3","4","11","9","16","nan","nan"
"16","2","8","3","4","1","7","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","11","6","7","16","1","10","4","2","5","3","13","9","14","15","nan","nan"
"3","11","9","10","6","16","4","15","8","1","14","12","2","13","5","7","nan","nan"
"16","2","4","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","9","16","2","3","4","8","1","7","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","11","6","13","3","14","16","15","7","5","10","9","4","8","skipped","nan","nan"
"12","4","11","7","14","3","13","15","9","6","10","8","5","16","1","2","nan","nan"
"15","13","2","1","9","14","5","11","3","7","8","6","10","4","16","12","nan","nan"
"7","5","9","12","3","10","2","4","13","16","14","15","8","6","1","11","nan","nan"
"15","4","1","3","6","11","13","7","8","5","2","14","9","16","12","10","nan","nan"
"9","3","7","1","15","11","13","14","12","2","5","8","16","6","4","10","nan","nan"
"16","6","4","7","8","1","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","5","9","16","8","4","2","6","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","16","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","16","11","3","4","2","13","6","14","5","8","12","15","1","9","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","9","8","1","15","4","7","14","13","16","12","6","10","5","3","nan","nan"
"6","16","7","3","11","12","8","5","1","4","2","9","10","skipped","skipped","skipped","nan","nan"
"10","5","6","16","2","11","8","9","15","12","14","13","3","7","1","4","nan","nan"
"16","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","3","1","8","6","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","5","15","3","11","2","4","10","9","8","6","1","skipped","skipped","skipped","nan","nan"
"12","4","8","15","7","11","1","2","16","9","10","14","6","5","3","13","nan","nan"
"7","4","6","16","1","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","6","7","8","9","13","10","2","1","3","5","14","12","15","11","nan","nan"
"2","4","7","1","8","3","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","7","11","1","16","9","6","14","12","15","13","4","2","10","skipped","nan","nan"
"16","14","9","7","2","10","6","8","11","4","15","12","13","1","5","3","nan","nan"
"14","4","5","9","15","16","12","11","8","6","1","7","2","10","13","3","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","11","5","1","12","7","10","3","14","4","13","9","6","16","2","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","4","5","12","13","15","7","1","9","8","3","16","14","10","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","6","10","13","2","3","11","16","1","15","5","4","14","7","12","nan","nan"
"3","15","14","4","10","6","16","2","7","9","1","8","5","skipped","skipped","skipped","nan","nan"
"11","9","7","5","6","10","8","15","3","1","4","2","12","16","13","14","nan","nan"
"16","4","6","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","16","3","7","2","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","16","2","3","7","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","4","15","8","9","1","7","13","14","11","12","2","3","16","5","nan","nan"
"2","3","16","10","9","14","6","8","11","13","15","12","4","7","1","5","nan","nan"
"7","8","10","5","12","9","15","16","4","1","3","2","14","13","11","6","nan","nan"
"16","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","1","6","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","13","1","16","9","8","3","11","7","4","6","5","12","2","10","14","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","3","8","9","1","4","6","5","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","8","4","11","7","16","6","15","3","2","10","14","5","9","13","nan","nan"
"16","5","10","1","12","2","13","14","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","6","15","7","10","9","1","16","12","13","14","2","8","4","11","nan","nan"
"5","11","7","13","4","12","6","10","16","8","9","3","1","2","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","5","3","4","15","1","14","9","2","13","8","12","6","11","16","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","5","7","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","15","3","7","11","14","13","9","8","2","6","5","16","1","12","nan","nan"
"4","3","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","1","10","4","6","12","13","9","5","3","8","2","14","15","11","nan","nan"
"14","2","12","5","8","9","13","16","7","1","3","4","6","15","11","10","nan","nan"
"16","5","4","6","2","3","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","9","11","6","5","1","7","13","15","12","14","3","8","2","16","nan","nan"
"1","6","15","16","4","10","7","9","5","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","1","8","3","6","7","13","11","16","14","10","2","5","4","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","5","10","2","3","7","15","8","14","16","11","4","1","skipped","skipped","nan","nan"
"2","16","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","2","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","7","13","9","11","5","1","14","16","10","15","8","2","4","3","nan","nan"
"16","2","5","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","4","2","9","10","1","11","13","7","15","8","6","12","14","skipped","nan","nan"
"4","9","1","2","8","14","12","13","11","5","10","16","3","6","15","7","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","7","5","1","3","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","5","6","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","12","2","10","8","16","15","11","5","6","4","3","14","7","1","nan","nan"
"8","3","15","6","4","16","5","11","14","13","2","12","7","10","9","1","nan","nan"
"4","11","5","1","16","14","12","9","8","2","6","7","15","10","13","3","nan","nan"
"4","8","6","2","7","9","16","14","11","1","10","3","13","15","5","12","nan","nan"
"16","5","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","3","15","7","9","12","4","1","5","2","16","6","14","8","skipped","nan","nan"
"16","3","7","9","6","1","4","2","5","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","11","1","10","9","16","15","3","2","5","4","8","14","13","6","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","4","8","3","2","10","1","14","13","5","11","6","9","16","12","nan","nan"
"2","16","6","11","8","9","10","4","12","14","5","13","15","3","7","1","nan","nan"
"16","5","3","6","7","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","3","4","1","8","5","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","5","6","3","1","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","10","1","5","16","8","11","14","2","15","3","6","4","skipped","skipped","nan","nan"
"15","7","16","4","11","14","9","12","3","1","5","2","8","6","13","skipped","nan","nan"
"10","1","16","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","2","15","9","4","11","12","1","10","8","3","7","16","14","5","nan","nan"
"9","16","10","11","3","7","4","12","6","8","2","1","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","14","8","10","5","7","2","3","13","16","15","11","12","4","1","9","nan","nan"
"2","5","16","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","3","7","2","9","6","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","7","1","6","12","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","4","3","11","13","9","5","15","1","16","10","2","7","6","14","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","5","3","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","16","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","1","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","12","4","3","5","14","10","16","2","15","11","1","13","6","9","nan","nan"
"16","8","5","3","1","4","6","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","4","9","13","5","6","11","2","8","7","16","10","15","14","3","nan","nan"
"3","16","7","12","4","6","11","2","13","5","14","15","10","8","9","1","nan","nan"
"7","2","10","11","3","12","9","4","14","16","13","15","1","8","6","5","nan","nan"
"16","8","4","3","11","10","14","5","2","7","1","9","6","12","13","skipped","nan","nan"
"16","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","15","5","8","2","4","9","14","1","11","16","13","7","6","3","12","nan","nan"
"16","1","4","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","5","2","9","12","14","15","8","1","4","3","6","11","13","16","nan","nan"
"10","4","16","2","6","7","1","3","8","5","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","4","6","8","7","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","6","10","13","2","3","11","16","1","15","5","4","14","7","12","nan","nan"
"16","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","16","15","4","10","8","6","14","12","11","13","1","7","3","9","nan","nan"
"16","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","4","6","3","7","2","12","10","11","1","9","8","skipped","skipped","skipped","nan","nan"
"8","2","6","9","11","16","3","10","4","7","5","1","skipped","skipped","skipped","skipped","nan","nan"
"3","1","7","13","4","9","12","2","15","11","8","14","6","10","5","16","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","5","11","7","6","9","2","15","16","14","13","10","4","1","8","nan","nan"
"5","14","1","16","15","7","4","6","10","3","9","13","2","12","8","11","nan","nan"
"3","4","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","6","5","10","16","14","11","3","1","4","2","7","12","15","13","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","12","10","5","2","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
