"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","Num Cands","Num Seats"
"3","1","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","4","3","6","8","7","9","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","6","7","1","5","9","8","12","11","4","14","3","10","13","skipped","nan","nan"
"4","8","1","7","3","2","16","5","6","9","12","10","skipped","skipped","skipped","skipped","nan","nan"
"1","7","8","2","4","11","10","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","2","4","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","7","4","2","1","13","8","9","3","14","10","12","15","11","skipped","nan","nan"
"1","16","3","14","4","7","5","13","15","6","2","11","8","skipped","skipped","skipped","nan","nan"
"1","16","3","10","5","8","9","12","13","2","7","11","4","6","14","skipped","nan","nan"
"1","15","5","3","4","16","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","2","9","3","14","8","13","16","7","6","10","11","15","12","skipped","nan","nan"
"2","16","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","4","10","2","3","15","7","13","1","12","9","8","11","14","skipped","nan","nan"
"1","16","5","6","3","13","14","8","2","4","7","9","skipped","skipped","skipped","skipped","nan","nan"
"1","16","5","7","2","3","15","6","11","13","4","12","8","9","10","14","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","8","10","3","4","14","9","6","15","1","13","7","5","12","11","nan","nan"
"5","16","6","2","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","4","6","3","5","10","9","16","2","8","7","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","8","9","3","4","10","15","2","14","12","13","11","7","skipped","skipped","nan","nan"
"3","16","8","9","2","5","14","15","11","1","13","12","4","10","skipped","skipped","nan","nan"
"1","2","9","10","6","13","14","8","11","5","4","15","7","3","skipped","skipped","nan","nan"
"1","5","3","4","7","8","10","16","6","9","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","13","10","2","6","11","14","16","12","4","8","9","5","3","7","nan","nan"
"1","16","2","5","6","3","11","8","4","10","12","9","7","skipped","skipped","skipped","nan","nan"
"1","16","6","8","4","7","14","15","2","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","10","6","5","3","15","7","14","12","1","4","9","8","11","13","nan","nan"
"2","6","4","16","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","5","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","2","1","4","5","7","8","10","9","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","5","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","16","3","1","4","5","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","7","5","1","2","15","8","14","13","3","11","9","10","6","12","nan","nan"
"2","6","7","1","8","4","9","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","4","6","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","6","3","5","7","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","3","7","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","16","8","1","9","10","15","4","13","11","14","7","3","5","6","2","nan","nan"
"1","16","7","3","5","9","8","10","14","15","2","4","13","12","11","6","nan","nan"
"2","16","6","4","3","7","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","2","4","15","11","8","13","12","5","6","7","9","10","14","nan","nan"
"1","16","6","8","4","3","2","11","10","5","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","4","8","3","7","9","11","6","14","2","15","13","10","12","5","nan","nan"
"1","16","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","3","9","4","8","7","10","5","14","1","13","15","12","11","6","nan","nan"
"1","4","5","3","6","13","12","11","2","7","8","9","10","skipped","skipped","skipped","nan","nan"
"1","16","6","9","2","4","3","5","12","8","10","11","7","skipped","skipped","skipped","nan","nan"
"12","16","6","15","3","9","2","4","11","10","8","5","7","1","13","skipped","nan","nan"
"3","12","8","5","1","2","10","6","15","14","4","16","11","7","13","9","nan","nan"
"4","16","7","8","6","1","15","9","14","13","5","12","10","3","11","skipped","nan","nan"
"1","16","2","10","5","7","8","4","9","14","3","15","11","12","13","6","nan","nan"
"7","16","2","6","1","4","12","8","14","11","5","15","3","10","9","13","nan","nan"
"2","16","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","4","3","9","10","2","11","6","8","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","5","10","12","9","6","15","3","2","13","11","4","skipped","skipped","skipped","nan","nan"
"2","16","1","4","3","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","8","5","6","4","7","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","16","12","9","1","7","15","2","8","14","3","6","13","5","11","10","nan","nan"
"2","16","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","5","3","1","8","6","11","10","7","9","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","16","4","6","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","7","11","3","2","6","10","4","9","8","5","skipped","skipped","skipped","skipped","nan","nan"
"4","16","2","5","1","6","12","8","14","15","3","11","7","9","10","13","nan","nan"
"2","16","5","3","1","4","6","9","7","12","11","8","10","skipped","skipped","skipped","nan","nan"
"1","7","2","4","3","5","14","10","15","16","6","8","11","9","12","13","nan","nan"
"1","16","5","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","7","3","4","5","1","8","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","5","7","3","4","11","6","12","2","13","14","skipped","skipped","skipped","skipped","nan","nan"
"3","16","5","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","4","16","7","1","12","3","14","11","6","9","10","2","15","13","nan","nan"
"5","16","3","4","6","2","13","9","7","1","10","8","12","11","skipped","skipped","nan","nan"
"3","7","1","6","2","4","10","12","8","15","5","16","14","9","11","13","nan","nan"
"6","14","5","7","11","1","16","10","13","12","2","9","3","8","4","15","nan","nan"
"3","16","4","2","5","11","14","8","1","10","6","13","12","skipped","skipped","skipped","nan","nan"
"2","16","6","10","5","8","7","1","13","15","4","12","14","3","11","9","nan","nan"
"8","5","9","2","1","16","3","15","14","4","12","11","6","10","13","skipped","nan","nan"
"1","16","4","7","2","6","14","10","5","15","3","12","9","8","11","skipped","nan","nan"
"1","6","4","3","15","8","12","14","2","11","10","7","9","13","skipped","skipped","nan","nan"
"2","16","4","5","3","7","14","9","15","1","12","6","8","11","13","skipped","nan","nan"
"10","16","2","1","7","3","11","5","15","14","6","12","9","8","4","13","nan","nan"
"1","16","2","12","9","5","13","3","11","6","7","4","10","15","skipped","skipped","nan","nan"
"1","8","3","12","2","6","13","9","16","11","5","14","7","4","15","10","nan","nan"
"1","16","3","4","5","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","2","6","4","3","9","1","7","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","10","9","6","7","5","3","15","2","13","14","11","12","4","skipped","nan","nan"
"1","5","4","3","6","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","6","2","1","7","4","5","10","8","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","8","9","14","10","15","13","6","12","5","7","11","16","skipped","nan","nan"
"6","16","2","4","3","9","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","7","1","5","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","7","4","2","9","8","13","6","12","1","15","11","10","5","skipped","nan","nan"
"16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","1","2","3","6","11","8","14","16","5","7","12","13","15","9","nan","nan"
"2","3","6","1","5","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","4","3","5","6","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","3","9","4","6","11","10","14","15","8","1","13","5","7","12","nan","nan"
"1","16","4","8","7","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","3","1","4","6","9","14","11","10","2","7","12","15","5","8","nan","nan"
"1","7","5","2","6","9","10","3","13","4","15","14","12","11","8","skipped","nan","nan"
"2","16","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","6","7","3","5","15","9","12","14","1","13","8","4","10","11","nan","nan"
"4","16","9","5","1","7","6","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","11","3","6","5","13","9","4","7","2","10","14","8","15","12","nan","nan"
"1","16","4","6","3","5","9","12","11","14","2","15","10","7","8","13","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","6","1","3","2","15","11","14","9","7","8","10","4","13","12","nan","nan"
"4","8","3","5","2","1","16","7","6","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","1","3","4","16","9","12","8","6","11","7","10","13","skipped","skipped","nan","nan"
"1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","5","6","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","1","6","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","16","11","4","8","3","15","2","12","13","1","6","7","10","9","14","nan","nan"
"1","6","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","2","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
