"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","9","12","15","16","13","5","7","2","6","10","4","3","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","7","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","18","6","11","20","17","5","3","7","8","9","4","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","11","6","9","10","26","4","20","13","8","19","14","12","1","18","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","6","10","7","9","2","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","8","14","11","5","4","3","7","12","2","9","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","17","10","14","16","5","18","7","3","4","19","9","20","11","6","2","12","21","15","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","4","3","8","6","10","7","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","6","4","22","8","25","5","19","21","9","13","11","20","15","18","3","23","14","10","17","7","24","16","2","skipped","nan","nan"
"6","1","12","5","14","11","10","3","4","15","18","9","7","2","16","17","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","11","13","15","18","17","12","16","5","4","3","9","14","2","6","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","9","14","8","4","16","3","5","15","7","11","12","10","2","17","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","15","10","16","26","24","12","4","20","6","8","19","22","18","25","3","7","2","17","21","23","skipped","skipped","skipped","skipped","nan","nan"
"5","1","6","4","3","8","9","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","12","6","8","5","2","7","16","10","19","18","14","11","13","3","4","17","15","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","1","6","26","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","14","6","12","7","26","25","13","17","24","23","8","11","18","22","15","5","21","9","10","2","16","19","20","4","nan","nan"
"16","1","18","7","14","15","23","8","3","21","10","4","13","17","9","19","11","5","12","2","22","20","6","skipped","skipped","skipped","nan","nan"
"1","13","8","10","4","12","3","6","14","9","5","11","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","24","3","1","2","25","4","23","26","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","8","3","9","5","4","7","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","11","4","13","12","26","22","14","10","21","8","3","5","16","24","19","9","25","7","15","2","20","17","23","6","nan","nan"
"12","1","15","9","14","16","13","8","5","2","3","7","10","11","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","9","10","5","7","4","3","13","11","12","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","16","11","14","17","7","20","6","4","3","15","18","9","21","10","5","2","12","19","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","11","13","24","12","23","25","22","1","15","14","10","4","6","2","18","20","16","19","21","3","8","17","26","7","nan","nan"
"9","1","11","12","6","2","16","5","7","14","15","3","8","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","3","11","7","20","14","26","25","19","1","9","5","6","22","8","12","24","17","13","15","4","2","16","23","10","18","nan","nan"
"12","1","10","14","15","13","26","25","23","5","20","22","4","8","16","17","19","6","21","3","9","2","11","24","18","7","nan","nan"
"9","1","17","8","16","11","26","23","18","7","22","21","6","10","15","12","20","4","24","3","13","2","14","19","25","5","nan","nan"
"13","1","16","10","15","17","21","20","14","5","18","7","6","3","9","12","2","4","11","19","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","13","10","5","12","6","11","9","4","2","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","22","16","7","14","13","15","20","23","25","10","8","6","24","26","11","17","1","21","3","9","19","18","12","nan","nan"
"17","1","22","10","14","18","5","13","20","2","7","24","16","23","12","3","25","9","11","15","26","6","21","19","4","8","nan","nan"
"12","1","13","11","15","17","20","19","14","7","6","2","5","18","9","16","3","4","10","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","9","13","17","18","21","1","3","11","6","12","8","16","19","22","10","4","7","15","20","14","skipped","skipped","skipped","skipped","nan","nan"
"14","1","17","10","13","15","19","18","8","16","6","4","5","9","11","2","3","12","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","16","12","14","18","21","1","9","19","7","5","4","15","11","17","3","6","10","20","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","16","10","14","17","19","18","15","7","6","3","4","9","12","5","2","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","8","12","16","4","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","6","18","12","23","10","26","21","5","1","16","2","9","20","24","13","8","19","22","11","3","7","25","15","4","17","nan","nan"
"10","13","9","11","14","6","12","3","4","2","8","7","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","2","11","7","14","12","21","18","17","3","25","4","5","15","16","20","22","13","6","10","1","19","24","9","8","skipped","nan","nan"
"9","1","6","3","4","10","8","7","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","11","4","13","10","12","3","17","8","6","15","19","18","7","16","20","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","10","2","15","23","16","8","5","19","6","25","7","1","17","12","20","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","5","3","7","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","7","10","6","5","3","4","8","11","1","13","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","8","16","10","12","23","17","11","15","13","7","5","18","21","20","3","6","22","2","14","19","4","skipped","skipped","skipped","nan","nan"
"1","4","5","6","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","11","13","16","14","8","5","3","2","9","12","4","6","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","11","4","10","6","15","14","8","13","9","1","3","7","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","19","6","23","26","11","21","9","3","17","4","13","14","10","7","24","15","12","5","18","1","22","25","8","16","nan","nan"
"21","2","18","7","14","13","25","23","12","3","22","5","11","8","19","17","15","10","26","4","6","1","20","24","16","9","nan","nan"
"6","2","9","21","15","5","26","22","10","12","16","7","4","3","17","23","13","18","25","19","11","1","14","20","24","8","nan","nan"
"12","2","14","9","13","15","4","6","3","1","10","8","5","11","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","8","11","13","3","17","6","24","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","17","8","15","10","16","6","18","9","3","4","19","7","14","2","11","12","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","7","6","12","15","3","17","10","11","18","5","14","8","9","2","13","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","2","26","12","22","4","8","20","7","3","23","11","9","6","18","13","24","14","15","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","1","15","10","12","16","18","17","13","9","4","6","3","8","11","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","7","6","21","20","26","19","11","8","10","18","14","23","15","17","12","3","24","13","4","2","16","25","5","skipped","nan","nan"
"1","5","4","6","9","2","8","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","1","7","6","13","26","21","12","9","14","5","10","18","4","8","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","11","5","4","6","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","16","10","13","15","20","19","5","17","7","4","3","14","11","9","6","2","18","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","14","5","13","26","3","18","6","25","4","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","7","4","9","5","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","15","5","13","16","25","24","19","3","18","7","6","9","14","26","22","10","21","4","8","1","17","23","20","12","nan","nan"
"1","13","10","12","14","8","5","4","3","11","15","2","6","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","14","7","17","18","21","24","12","3","16","13","6","4","25","19","20","9","22","5","8","1","26","15","23","10","nan","nan"
"7","1","4","8","11","3","6","14","5","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","14","19","11","12","20","23","22","4","16","9","5","7","21","8","24","17","3","13","2","25","15","6","skipped","skipped","nan","nan"
"15","1","12","7","16","8","25","24","18","3","23","10","4","17","19","22","26","9","14","2","13","20","21","6","skipped","skipped","nan","nan"
"7","4","3","1","8","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","24","3","21","8","10","26","20","5","13","12","17","15","14","4","25","19","9","6","22","1","23","11","7","16","nan","nan"
"1","5","4","2","7","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","1","6","8","3","9","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","4","14","15","10","26","24","13","22","21","20","11","17","9","5","1","3","16","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","14","4","9","24","25","3","6","15","17","5","13","1","20","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","13","8","12","7","25","24","21","5","15","6","4","11","17","19","20","9","22","3","14","2","16","26","23","10","nan","nan"
"2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","8","4","7","6","10","9","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","11","16","17","15","8","6","3","4","13","10","9","5","2","12","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","6","10","2","8","14","7","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","10","18","26","13","22","4","8","11","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","11","12","14","16","15","6","7","5","4","10","8","3","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","11","7","6","4","2","9","3","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","6","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","6","7","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","13","4","12","7","18","22","25","2","21","9","8","11","10","14","26","16","3","17","5","19","23","24","15","skipped","nan","nan"
"7","8","4","3","2","6","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","6","10","9","7","4","14","12","18","17","13","8","19","20","5","15","11","2","16","21","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","1","11","5","12","9","26","8","2","15","14","16","13","19","4","21","22","7","20","10","6","17","25","3","18","skipped","nan","nan"
"1","13","10","12","14","7","6","2","4","9","11","3","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","5","3","26","2","19","9","6","15","10","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","11","26","21","10","19","15","22","13","23","25","12","7","17","18","24","9","14","4","3","2","5","20","16","8","nan","nan"
"7","1","6","3","9","5","4","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","6","14","3","4","9","16","15","1","5","10","7","11","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","7","6","15","9","23","26","22","3","19","5","16","13","14","17","21","4","24","10","12","1","25","18","8","11","nan","nan"
"2","10","6","8","4","12","3","7","11","5","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","8","7","6","10","1","13","5","4","9","15","17","20","12","11","2","16","14","19","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","23","3","2","24","8","12","1","6","25","11","5","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","13","19","5","7","26","10","25","15","6","4","11","12","17","2","8","3","14","20","18","16","skipped","skipped","skipped","skipped","nan","nan"
"22","1","6","12","9","14","5","13","11","3","7","4","10","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","6","9","7","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","9","13","6","4","3","1","7","10","2","12","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","12","9","17","13","23","22","4","15","8","11","10","19","14","18","3","5","7","2","21","20","6","skipped","skipped","skipped","nan","nan"
"2","4","5","6","7","8","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","5","11","20","8","25","26","19","6","10","18","4","24","7","17","16","13","23","3","22","1","14","15","21","12","nan","nan"
"5","1","6","4","7","3","9","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","10","12","8","13","6","3","2","9","5","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","9","11","14","5","8","6","15","13","1","2","12","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","17","5","24","26","3","12","9","6","4","21","8","25","13","2","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","5","12","10","7","4","11","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","1","3","7","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","3","6","5","9","22","15","7","1","13","4","10","11","20","12","17","21","8","2","23","19","14","skipped","skipped","skipped","skipped","nan","nan"
"10","2","5","11","7","1","8","6","3","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","7","10","6","3","20","4","12","9","13","14","2","11","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","13","7","14","19","26","22","15","3","20","11","6","4","16","24","17","8","25","5","10","1","23","18","21","9","nan","nan"
"1","6","2","4","11","8","9","3","5","7","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","7","20","11","3","23","13","5","4","10","6","1","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","11","14","10","15","6","2","4","9","12","3","5","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","10","15","8","3","7","4","6","13","12","5","9","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","8","12","17","15","4","10","3","5","11","14","9","6","2","16","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","13","9","14","10","15","6","2","4","12","8","5","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","7","16","8","20","4","6","18","12","19","11","15","9","13","2","14","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","8","6","5","7","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","14","5","9","10","26","23","6","3","15","4","7","11","21","25","12","24","20","17","13","2","18","22","19","16","nan","nan"
"7","24","1","18","6","3","23","26","5","21","25","16","12","10","13","15","2","20","11","9","4","14","19","skipped","skipped","skipped","nan","nan"
"5","1","6","3","7","4","2","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","4","5","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","6","20","26","7","23","17","24","14","22","19","5","4","13","21","25","15","11","2","3","16","10","18","12","9","nan","nan"
"18","2","13","6","11","9","22","15","5","19","10","3","8","17","21","20","12","4","16","1","14","7","skipped","skipped","skipped","skipped","nan","nan"
"5","15","2","19","6","4","11","3","7","1","25","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","14","11","13","26","15","7","8","4","3","10","6","5","2","12","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","10","8","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","16","9","14","17","15","6","10","3","5","11","8","12","4","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","13","9","20","12","25","23","17","3","21","7","4","6","15","24","18","11","26","5","8","1","14","22","19","10","nan","nan"
"1","11","9","12","14","13","8","6","5","3","10","4","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","26","7","5","25","19","9","12","8","11","2","17","4","16","6","22","24","20","21","15","1","18","23","10","13","nan","nan"
"1","11","10","12","8","6","3","2","9","5","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","10","13","12","4","17","3","7","14","23","8","11","5","16","15","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","13","5","15","14","12","2","9","11","8","7","3","10","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","17","6","13","20","12","18","5","16","15","19","7","8","1","11","3","14","10","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
