"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","Num Cands","Num Seats"
"14","13","11","16","20","1","17","12","9","15","4","8","5","7","10","2","19","6","18","3","nan","nan"
"10","3","12","17","20","2","8","14","4","7","9","15","1","11","6","5","18","13","19","16","nan","nan"
"5","17","10","6","7","12","16","15","4","19","14","3","13","1","2","8","11","9","20","skipped","nan","nan"
"11","20","5","6","7","4","18","2","10","19","8","3","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","4","9","15","19","5","2","10","6","17","8","13","7","12","3","1","16","11","18","20","nan","nan"
"13","11","5","12","16","3","17","6","10","15","18","8","4","7","1","2","14","9","19","skipped","nan","nan"
"20","5","11","9","8","6","1","7","4","13","12","3","15","2","10","16","14","skipped","skipped","skipped","nan","nan"
"4","10","17","20","15","16","11","18","12","2","3","1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","3","15","6","5","2","13","14","11","4","10","7","1","9","20","skipped","skipped","skipped","skipped","nan","nan"
"15","2","6","5","7","4","19","17","1","18","3","8","16","20","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","7","4","15","16","13","8","3","20","19","1","12","6","11","5","9","14","10","18","2","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","2","15","1","3","18","9","20","5","19","6","17","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","16","15","7","19","18","14","10","5","2","11","9","12","13","17","20","8","1","skipped","skipped","nan","nan"
"4","5","7","3","20","13","15","8","6","2","11","12","9","1","10","14","skipped","skipped","skipped","skipped","nan","nan"
"11","18","5","6","17","13","19","14","7","2","9","4","15","8","3","20","10","16","1","skipped","nan","nan"
"12","17","6","18","16","13","7","4","9","8","20","5","1","3","19","11","14","2","15","skipped","nan","nan"
"9","6","5","7","19","16","2","15","20","10","1","3","17","12","18","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","7","11","6","10","1","12","3","5","4","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","5","4","6","16","11","8","1","19","13","10","14","9","12","3","7","skipped","skipped","skipped","nan","nan"
"17","2","7","16","18","5","3","8","12","14","4","10","20","9","6","1","15","11","13","19","nan","nan"
"11","6","4","10","7","1","12","3","16","9","13","20","15","2","17","14","8","5","skipped","skipped","nan","nan"
"1","5","4","3","2","6","13","12","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","20","3","7","10","4","5","11","13","2","9","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","7","11","14","19","4","10","3","15","12","8","2","9","6","5","17","1","18","20","skipped","nan","nan"
"3","20","5","2","8","7","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","10","1","19","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","20","4","1","10","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","1","6","11","9","10","3","4","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","4","8","12","13","20","6","1","19","14","18","16","5","10","17","9","2","skipped","skipped","nan","nan"
"20","2","3","1","6","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","19","18","20","8","3","6","5","10","1","2","12","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","8","2","9","5","7","3","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","10","8","16","14","11","13","6","1","4","2","5","12","9","3","17","skipped","skipped","skipped","nan","nan"
"15","1","4","10","2","16","5","18","11","20","3","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","20","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","19","11","17","7","5","18","12","9","2","8","6","15","13","3","16","14","20","1","nan","nan"
"4","20","8","3","5","9","10","1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","3","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","6","10","16","17","9","13","5","2","8","11","1","3","4","7","18","12","19","20","skipped","nan","nan"
"20","8","4","3","5","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","19","6","13","18","10","17","16","15","9","1","5","2","7","8","20","12","4","14","3","nan","nan"
"3","9","4","11","13","7","6","8","2","5","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","7","3","10","8","11","2","1","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","5","20","2","9","8","12","10","6","3","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","20","17","2","13","12","3","19","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","20","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","13","15","17","9","11","12","7","4","14","5","3","6","10","2","20","8","19","16","nan","nan"
"19","8","5","1","9","14","12","11","13","2","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","5","9","16","10","12","4","11","7","14","17","1","19","2","3","15","18","13","20","nan","nan"
"20","8","6","7","5","3","2","1","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","2","6","17","11","8","13","7","4","14","10","1","12","3","19","18","9","16","20","nan","nan"
"20","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","20","13","12","9","18","14","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","10","17","20","5","6","4","12","7","2","8","11","1","15","9","18","skipped","skipped","skipped","nan","nan"
"4","1","5","16","17","6","10","7","14","3","8","12","20","15","2","11","18","13","19","9","nan","nan"
"9","15","17","7","8","13","5","16","19","11","20","3","2","4","1","14","10","6","12","18","nan","nan"
"4","19","15","5","18","9","16","3","2","7","6","8","20","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","8","16","19","9","5","20","10","2","14","6","13","7","4","11","15","1","skipped","skipped","nan","nan"
"11","3","6","10","16","14","2","5","18","4","1","19","7","8","9","15","12","13","17","20","nan","nan"
"1","5","11","6","12","7","10","13","8","2","4","3","9","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","2","13","19","16","1","3","9","12","17","7","8","5","10","15","14","6","20","18","nan","nan"
"12","2","18","13","15","3","6","17","4","11","19","8","1","7","9","5","10","16","14","20","nan","nan"
"16","3","4","17","18","1","6","5","14","8","13","10","9","2","20","7","skipped","skipped","skipped","skipped","nan","nan"
"20","5","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","8","6","20","10","3","15","7","2","12","19","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","17","16","12","18","3","20","15","10","11","2","8","4","7","5","9","14","6","13","1","nan","nan"
"3","4","5","9","20","7","8","10","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","19","5","12","14","6","9","18","1","7","8","11","2","4","3","16","20","13","17","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","1","2","8","4","7","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","10","4","5","6","8","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","2","16","18","17","8","4","14","9","5","13","20","11","7","1","19","12","15","6","nan","nan"
"20","3","4","5","2","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","8","7","10","19","1","4","16","15","6","5","12","2","11","20","3","14","13","18","9","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","12","11","3","7","4","17","10","6","2","1","9","20","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","7","6","1","11","8","5","17","4","18","12","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","2","10","6","11","4","5","12","3","8","9","1","13","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","12","7","16","1","20","6","2","9","17","14","3","11","4","8","18","15","19","13","nan","nan"
"20","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","2","6","1","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","6","9","8","5","1","19","4","2","7","10","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","11","5","12","20","18","6","4","19","14","3","8","2","7","10","17","16","9","13","1","nan","nan"
"6","5","20","10","15","7","19","11","8","4","12","18","1","17","2","13","3","16","14","9","nan","nan"
"5","4","20","7","3","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","3","12","9","2","13","6","10","8","1","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","7","5","2","14","8","16","3","10","9","11","15","1","6","12","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","13","5","11","3","6","7","12","4","10","8","16","1","15","9","2","skipped","skipped","skipped","skipped","nan","nan"
"20","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","7","8","20","11","10","6","12","3","9","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","12","11","20","10","9","2","4","3","5","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","19","7","10","14","20","15","13","8","2","4","16","17","18","11","3","12","1","skipped","nan","nan"
"7","12","14","8","17","1","18","13","4","6","19","11","3","10","5","2","15","9","16","20","nan","nan"
"11","17","6","19","20","18","16","5","9","4","2","15","10","3","7","8","13","14","12","1","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","6","11","19","12","20","5","10","3","9","16","7","14","2","1","18","13","17","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","9","6","18","17","4","1","10","3","19","11","8","12","7","16","5","14","13","20","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","19","14","15","5","11","20","8","13","2","9","3","10","7","6","18","12","17","1","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","10","5","1","2","4","12","13","20","3","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","5","18","8","20","3","6","2","9","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","10","6","16","9","11","14","18","1","20","12","3","8","4","2","7","13","17","skipped","nan","nan"
"4","6","8","2","7","5","3","1","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","1","7","18","8","10","9","5","6","19","15","4","14","3","2","16","13","17","20","nan","nan"
"15","3","5","19","17","7","8","9","2","11","12","14","1","4","6","16","10","20","skipped","skipped","nan","nan"
"9","1","11","14","18","16","19","10","4","5","6","2","12","3","13","17","15","8","20","7","nan","nan"
"7","13","9","6","8","12","4","10","2","5","19","18","3","17","1","11","16","15","14","20","nan","nan"
"4","8","2","12","13","6","17","7","11","1","15","18","19","20","3","5","14","16","10","9","nan","nan"
"15","6","7","3","4","16","8","2","9","17","5","18","20","1","19","10","skipped","skipped","skipped","skipped","nan","nan"
"8","14","6","9","20","2","10","5","15","7","16","13","11","12","4","1","17","18","19","3","nan","nan"
"5","8","7","18","20","2","9","14","13","6","3","10","12","11","16","1","17","15","19","4","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","4","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","12","16","19","6","4","11","5","8","14","17","3","10","2","15","1","13","18","20","nan","nan"
"20","3","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","5","3","20","10","2","9","7","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","13","11","18","3","16","14","15","5","19","6","9","8","10","2","12","7","17","20","nan","nan"
"1","8","20","7","4","2","5","6","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","5","10","12","11","20","6","2","3","8","14","13","9","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","5","11","4","2","9","19","3","1","12","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","9","13","20","15","10","2","14","1","5","6","7","11","3","8","skipped","skipped","skipped","skipped","nan","nan"
"10","20","3","11","7","13","9","4","1","6","2","8","5","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","15","2","7","19","12","20","3","17","4","13","9","5","8","1","16","10","18","11","14","nan","nan"
"8","6","1","18","17","7","19","14","5","12","11","15","4","16","2","10","13","20","9","3","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","1","6","4","2","7","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","2","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","1","16","13","3","7","18","4","14","19","10","11","6","5","8","17","2","15","20","nan","nan"
"14","7","5","19","20","4","6","11","1","16","13","3","17","2","15","18","12","skipped","skipped","skipped","nan","nan"
"7","6","4","8","1","19","2","20","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","11","18","19","12","8","9","20","14","15","10","16","13","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","14","16","6","20","18","19","15","13","5","3","12","10","4","2","11","9","17","1","skipped","nan","nan"
"19","11","2","17","15","6","8","1","7","16","12","14","3","9","4","5","18","13","20","10","nan","nan"
"4","8","12","10","15","6","9","11","3","2","19","18","1","5","7","13","16","14","skipped","skipped","nan","nan"
"11","2","4","12","6","8","9","13","7","10","3","5","14","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","2","5","7","3","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","9","20","7","12","5","2","3","11","6","13","10","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","12","3","15","7","14","10","8","5","19","18","2","17","1","13","4","11","16","20","nan","nan"
"20","3","1","5","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","13","6","7","16","18","12","11","3","19","15","9","17","1","2","5","14","4","20","nan","nan"
"10","13","11","9","8","14","16","12","2","4","19","6","3","5","1","15","17","7","18","20","nan","nan"
"19","10","2","9","6","3","1","5","8","7","4","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","2","7","3","1","9","5","10","8","12","6","4","13","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","15","2","7","18","14","3","1","11","8","10","16","5","17","6","13","20","12","19","4","nan","nan"
"2","11","8","3","20","5","13","12","17","1","15","9","16","10","6","4","14","19","18","skipped","nan","nan"
"20","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","14","4","10","8","12","11","2","13","16","7","15","1","6","9","18","5","skipped","skipped","nan","nan"
"8","18","13","7","6","3","2","14","12","1","19","9","15","16","20","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","5","9","20","11","10","4","17","2","15","13","16","6","3","14","7","1","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","6","13","1","9","3","5","7","2","4","11","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","20","2","5","9","7","4","8","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","16","2","11","12","1","6","3","19","5","4","13","7","14","8","18","15","10","20","skipped","nan","nan"
"5","6","9","13","14","7","10","17","2","3","16","11","1","4","12","15","8","skipped","skipped","skipped","nan","nan"
"20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","8","12","14","10","3","5","1","6","13","9","11","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","1","8","18","15","19","4","17","3","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","10","16","15","4","13","12","5","20","9","7","1","2","14","11","17","6","19","8","nan","nan"
"20","2","7","5","4","1","8","10","11","6","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","17","6","1","2","7","8","5","4","11","10","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","12","10","16","18","4","6","9","5","14","3","8","2","7","11","1","17","20","19","13","nan","nan"
"20","10","7","4","6","8","3","11","1","12","2","5","13","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","15","9","14","5","3","16","20","10","7","17","8","18","2","6","12","19","13","4","nan","nan"
"2","20","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","8","20","18","4","13","7","11","15","5","6","1","3","12","2","17","9","14","skipped","nan","nan"
"20","4","1","6","5","3","2","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","6","2","8","1","7","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","2","8","6","4","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","17","19","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","20","8","7","6","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","16","13","8","6","2","3","9","4","15","5","12","10","14","1","skipped","skipped","skipped","skipped","nan","nan"
"15","5","9","12","20","2","4","10","14","8","6","19","3","18","11","1","13","17","16","7","nan","nan"
"4","11","2","5","15","6","10","8","7","9","12","3","14","16","13","19","1","skipped","skipped","skipped","nan","nan"
"20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","20","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","6","5","3","2","7","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","18","3","2","19","14","20","4","10","1","15","13","9","12","8","16","7","11","6","17","nan","nan"
"20","9","8","6","11","12","5","4","2","10","3","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
