"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","Num Cands","Num Seats"
"9","10","5","6","4","1","2","3","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","9","1","4","10","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","17","5","14","8","2","19","7","13","16","18","9","3","4","15","6","11","1","10","nan","nan"
"10","19","2","11","4","3","8","16","13","17","12","14","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","6","14","3","5","19","13","9","7","2","10","11","8","1","skipped","skipped","skipped","skipped","nan","nan"
"6","19","5","3","7","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","12","15","2","5","10","1","3","9","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","11","4","9","3","6","2","7","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","4","9","17","10","7","15","12","16","3","5","1","6","13","11","8","19","2","14","nan","nan"
"19","7","1","5","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","10","8","18","4","3","11","14","19","1","17","12","16","7","9","6","15","skipped","skipped","nan","nan"
"19","10","11","6","9","8","12","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","13","5","11","7","2","18","3","16","1","17","9","4","10","14","8","12","6","19","nan","nan"
"10","12","2","16","5","3","14","15","18","11","19","8","4","7","13","6","9","1","17","nan","nan"
"19","4","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","12","10","3","6","18","7","11","15","17","2","14","4","8","5","13","1","16","nan","nan"
"6","7","19","2","3","5","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","4","5","2","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","19","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","9","6","3","7","8","19","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","5","4","3","19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","4","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","15","8","14","2","6","18","11","16","10","19","3","5","17","7","4","1","13","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","7","2","6","4","19","1","3","10","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","7","3","6","9","4","8","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","3","4","5","2","8","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","13","4","7","2","8","11","12","6","3","9","5","14","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","17","3","11","5","4","9","12","16","7","1","13","15","8","2","6","14","skipped","skipped","nan","nan"
"11","5","14","6","8","9","2","1","4","13","10","12","7","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","4","6","8","13","11","3","1","7","14","5","12","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","7","10","1","5","4","8","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","12","5","4","9","13","8","3","1","10","11","14","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","7","19","6","3","18","11","13","12","5","1","16","9","15","8","skipped","skipped","skipped","nan","nan"
"19","7","6","3","5","2","9","10","13","1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","6","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","1","3","4","11","2","9","6","10","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","6","3","9","12","4","5","11","8","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","16","9","3","19","4","10","11","1","5","15","6","13","14","18","17","7","8","nan","nan"
"19","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","10","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","6","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","17","6","13","1","8","19","15","16","7","18","4","2","11","5","9","12","3","14","nan","nan"
"19","17","18","16","14","15","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","2","11","7","4","18","8","16","10","17","14","1","13","15","9","3","5","19","nan","nan"
"4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","3","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","14","4","9","5","16","11","12","15","3","1","6","10","7","8","2","skipped","skipped","skipped","nan","nan"
"11","19","2","12","17","5","7","10","13","1","8","3","9","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","4","12","7","17","2","16","19","8","1","9","6","11","15","18","10","5","14","nan","nan"
"13","11","3","1","19","14","8","6","2","7","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","5","12","1","4","10","7","2","11","9","8","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","15","19","1","8","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","6","9","15","14","11","3","1","16","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","8","7","5","1","2","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","19","5","9","8","2","4","6","1","10","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","5","7","2","8","3","4","1","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","8","16","5","6","17","14","18","7","15","3","1","10","12","4","2","19","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","17","18","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","4","9","2","7","11","12","14","13","16","5","1","17","10","19","3","6","18","nan","nan"
"5","6","8","11","4","3","1","7","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","6","5","2","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","17","3","18","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","17","10","2","5","14","7","11","1","4","3","19","12","13","18","16","6","15","nan","nan"
"19","13","10","4","1","6","7","2","9","5","3","17","11","8","18","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","12","1","7","9","8","10","4","18","14","13","15","11","5","19","17","3","2","16","nan","nan"
"8","9","2","5","6","7","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","1","6","4","2","5","19","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","6","12","2","10","18","4","11","8","19","3","5","14","15","9","1","16","skipped","nan","nan"
"19","9","5","1","6","2","7","4","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","2","5","8","7","11","6","4","3","13","12","10","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","8","1","6","2","5","9","19","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","2","9","12","6","19","4","5","1","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","3","4","5","6","8","2","7","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","1","7","5","3","2","19","17","18","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","14","19","18","2","7","3","1","17","16","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
