"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","13","2","7","5","8","3","4","1","skipped","skipped","skipped","nan","nan"
"2","7","13","4","5","1","3","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","4","5","1","6","7","8","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","10","8","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","1","4","2","7","6","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","5","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","2","5","11","3","12","10","1","8","13","6","7","nan","nan"
"12","3","11","8","10","13","1","4","5","9","7","2","6","nan","nan"
"3","13","5","4","1","12","2","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","6","9","2","4","13","5","1","3","7","10","8","nan","nan"
"1","11","3","10","8","7","9","6","2","13","12","5","4","nan","nan"
"3","7","4","2","9","1","8","5","6","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","6","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","5","8","6","13","10","12","3","11","9","4","1","nan","nan"
"2","11","6","13","1","3","8","10","5","7","12","4","9","nan","nan"
"1","13","8","6","5","3","11","12","2","4","10","9","skipped","nan","nan"
"3","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","3","11","13","5","4","10","1","12","9","7","8","nan","nan"
"5","3","2","6","13","1","9","4","10","8","12","7","11","nan","nan"
"9","13","1","5","11","2","8","3","6","4","10","7","12","nan","nan"
"5","4","1","12","7","3","9","11","2","8","10","6","13","nan","nan"
"4","13","9","6","1","8","2","3","7","5","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","13","8","4","3","1","5","7","skipped","skipped","skipped","skipped","nan","nan"
"3","12","13","1","10","5","2","9","4","11","skipped","skipped","skipped","nan","nan"
"13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","3","5","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","4","8","12","1","13","10","5","7","3","2","9","6","nan","nan"
"2","8","5","13","10","12","11","7","3","1","9","4","6","nan","nan"
"7","13","11","4","2","5","12","1","3","8","6","10","9","nan","nan"
"3","5","8","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","5","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","1","3","8","4","7","5","2","skipped","skipped","skipped","skipped","nan","nan"
"5","2","1","3","6","13","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","4","12","2","13","8","1","7","5","11","6","10","nan","nan"
"7","5","2","3","13","1","4","8","6","skipped","skipped","skipped","skipped","nan","nan"
"3","10","7","9","2","8","11","13","4","12","6","1","5","nan","nan"
"6","8","11","12","1","5","10","13","2","3","4","9","7","nan","nan"
"1","13","6","10","8","3","4","7","2","11","9","12","5","nan","nan"
"3","13","2","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","8","4","6","13","10","1","12","9","7","2","skipped","nan","nan"
"13","2","3","5","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","6","13","1","8","3","12","5","9","7","skipped","skipped","nan","nan"
"8","1","4","5","6","3","2","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","10","13","1","4","9","8","2","7","5","12","6","nan","nan"
"7","6","11","8","5","9","12","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","5","6","9","1","8","4","skipped","skipped","skipped","skipped","nan","nan"
"4","8","3","1","11","5","2","7","6","10","9","skipped","skipped","nan","nan"
"13","5","3","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","7","11","13","2","10","9","1","3","skipped","skipped","skipped","nan","nan"
"2","7","6","5","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","3","2","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","11","2","3","8","7","12","9","6","10","5","skipped","nan","nan"
"5","6","4","12","2","9","10","1","7","13","11","skipped","skipped","nan","nan"
"2","5","9","13","7","1","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","13","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","11","2","6","8","1","10","5","9","skipped","skipped","nan","nan"
"1","7","13","6","3","8","4","2","9","skipped","skipped","skipped","skipped","nan","nan"
"2","13","9","1","7","10","11","6","8","5","4","3","skipped","nan","nan"
"2","12","4","13","7","1","6","5","3","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","9","5","13","2","4","11","8","1","10","7","6","3","nan","nan"
"2","1","3","13","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","3","12","13","4","7","8","2","9","6","10","skipped","nan","nan"
"6","13","1","11","4","2","3","12","5","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","13","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","4","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","10","8","13","2","12","1","5","11","3","skipped","skipped","nan","nan"
"3","6","7","11","2","13","10","4","1","9","8","5","skipped","nan","nan"
"10","13","7","3","5","1","12","6","9","2","8","skipped","skipped","nan","nan"
"8","2","13","6","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","9","11","7","1","12","10","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","12","4","2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","4","1","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","2","4","1","6","13","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","5","12","8","13","2","7","9","1","11","3","4","nan","nan"
"8","6","1","11","13","3","7","12","2","5","9","4","10","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","9","12","1","3","10","5","8","4","7","11","skipped","nan","nan"
"6","3","1","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","5","10","13","1","8","11","12","skipped","skipped","skipped","skipped","nan","nan"
"3","9","4","10","13","1","6","8","2","7","11","12","5","nan","nan"
"1","9","5","3","10","6","8","13","2","11","12","4","7","nan","nan"
"1","13","3","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","4","7","6","2","5","3","skipped","skipped","skipped","skipped","nan","nan"
"10","4","2","11","7","3","8","9","5","13","6","1","12","nan","nan"
"3","7","1","5","4","8","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","4","6","13","1","5","11","3","7","12","2","9","nan","nan"
"9","2","1","11","13","5","4","7","8","6","12","3","10","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","2","3","1","9","8","5","6","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","10","6","4","5","3","7","9","2","skipped","skipped","skipped","nan","nan"
"13","4","3","2","6","7","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","4","9","13","1","6","10","2","8","11","5","12","nan","nan"
"5","4","10","3","1","2","9","8","7","6","skipped","skipped","skipped","nan","nan"
"12","10","13","3","7","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","11","3","6","13","2","7","12","1","5","10","8","skipped","nan","nan"
"5","3","2","10","11","4","7","13","1","8","6","12","skipped","nan","nan"
"5","8","3","12","9","2","4","13","1","10","11","6","7","nan","nan"
"4","13","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","10","1","13","8","6","5","4","2","7","skipped","skipped","nan","nan"
"12","9","2","11","8","1","4","6","7","5","10","3","13","nan","nan"
"5","6","12","2","13","9","4","11","3","1","10","skipped","skipped","nan","nan"
"2","6","7","4","13","9","5","10","1","3","12","8","11","nan","nan"
"1","12","3","4","13","5","2","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","3","2","1","4","6","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","6","2","7","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","6","4","7","8","1","5","2","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","4","7","5","3","6","9","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","8","13","2","9","1","5","4","3","skipped","skipped","skipped","skipped","nan","nan"
"4","9","12","8","2","5","11","13","1","7","3","10","6","nan","nan"
"11","2","10","6","4","9","13","12","5","8","7","skipped","skipped","nan","nan"
"2","4","8","9","10","5","7","3","6","1","skipped","skipped","skipped","nan","nan"
"4","3","13","1","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","12","6","3","5","1","2","4","10","7","9","skipped","nan","nan"
"1","10","2","12","8","6","4","13","3","9","7","5","11","nan","nan"
"13","5","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","9","3","4","6","10","5","7","8","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","5","9","1","2","8","3","7","12","13","10","4","nan","nan"
"5","9","10","11","1","12","8","4","13","2","6","3","skipped","nan","nan"
"5","6","1","4","13","3","11","9","12","10","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","3","2","7","1","6","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","6","11","8","1","9","12","3","13","4","5","10","nan","nan"
"7","4","12","11","3","8","9","1","10","2","6","5","13","nan","nan"
"6","12","4","9","1","8","7","11","5","13","2","3","10","nan","nan"
"2","8","6","10","5","11","7","1","4","3","9","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","13","8","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","8","7","5","10","6","1","12","9","11","skipped","nan","nan"
"1","5","13","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","2","10","4","6","3","11","8","13","7","5","skipped","nan","nan"
"3","8","5","13","1","12","11","4","2","7","6","9","10","nan","nan"
"5","1","13","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","5","3","10","13","8","9","1","11","7","6","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","9","12","10","2","7","13","6","4","1","5","8","nan","nan"
"3","4","8","6","12","1","13","11","2","5","10","7","9","nan","nan"
"2","13","7","8","1","3","5","6","4","skipped","skipped","skipped","skipped","nan","nan"
"5","3","2","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","10","1","8","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","11","5","1","8","9","6","3","12","2","10","4","nan","nan"
"6","2","13","4","1","5","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","4","7","10","1","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","4","8","11","3","5","9","2","6","12","10","13","nan","nan"
"4","2","1","13","7","6","5","3","10","9","8","11","skipped","nan","nan"
"9","3","1","13","11","4","8","12","5","6","7","2","10","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","4","7","11","1","5","2","13","3","skipped","skipped","skipped","nan","nan"
"2","6","1","9","4","5","3","7","8","skipped","skipped","skipped","skipped","nan","nan"
"6","2","13","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","1","7","8","5","3","13","2","12","10","4","9","nan","nan"
"2","4","3","13","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","5","9","7","11","1","10","12","6","13","3","skipped","nan","nan"
"1","6","3","10","9","11","5","13","2","12","7","4","skipped","nan","nan"
"6","2","4","7","13","1","5","8","10","11","12","3","9","nan","nan"
"3","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","2","1","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","13","12","1","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","3","12","13","7","6","9","1","8","11","4","10","nan","nan"
"7","4","1","11","2","3","9","12","13","5","6","8","10","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","12","10","11","1","3","7","6","4","5","8","13","2","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","2","4","5","9","7","1","6","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
