"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"11","1","8","10","5","6","9","4","14","13","2","16","3","7","17","skipped","skipped","nan","nan"
"12","1","2","5","13","3","8","4","9","7","17","6","11","10","16","15","14","nan","nan"
"8","1","14","10","6","2","4","5","9","16","3","7","15","17","skipped","skipped","skipped","nan","nan"
"4","1","10","16","3","8","7","14","11","9","17","2","13","5","6","12","15","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","7","2","3","4","9","5","10","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","2","3","6","14","12","11","13","9","8","10","17","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","10","12","5","2","9","14","17","3","13","8","11","7","15","16","6","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","4","7","2","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","7","9","10","1","15","6","12","2","14","3","5","13","11","skipped","skipped","nan","nan"
"6","9","7","4","11","15","1","10","8","12","5","3","14","13","skipped","skipped","skipped","nan","nan"
"9","11","17","4","6","13","15","2","12","10","8","7","1","14","5","3","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","14","5","15","3","2","13","7","1","12","4","6","11","8","skipped","skipped","nan","nan"
"6","3","17","7","10","4","5","8","12","1","2","9","11","skipped","skipped","skipped","skipped","nan","nan"
"10","2","16","13","8","4","7","3","6","12","14","1","11","5","15","17","skipped","nan","nan"
"6","1","4","13","10","2","3","9","15","8","11","5","16","7","14","17","12","nan","nan"
"1","7","3","2","6","8","4","5","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","13","11","7","9","5","4","6","16","14","1","17","2","3","12","15","nan","nan"
"12","10","8","11","7","5","3","4","1","9","2","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","13","15","11","2","17","16","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","6","3","7","4","1","5","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","17","5","1","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","17","9","5","3","7","6","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","7","2","13","11","6","12","8","1","14","9","3","5","skipped","skipped","skipped","nan","nan"
"5","12","15","3","8","16","13","9","14","7","4","6","11","1","10","17","2","nan","nan"
"7","5","17","6","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","17","8","7","10","11","3","4","14","16","1","12","2","15","5","13","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","3","9","1","10","2","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","12","9","3","10","2","13","5","1","4","7","6","skipped","skipped","skipped","skipped","nan","nan"
"11","5","13","6","7","3","12","4","9","1","16","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","12","9","6","8","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","5","6","3","8","10","7","9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","17","16","6","8","12","2","9","7","15","1","13","4","14","11","10","nan","nan"
"5","2","3","7","8","4","9","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","16","5","1","2","14","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","10","1","6","9","4","8","7","16","3","15","5","17","13","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","14","4","10","5","3","8","13","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","17","12","5","6","13","11","1","9","15","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","15","14","2","6","7","4","5","11","17","3","9","13","10","16","12","nan","nan"
"8","11","3","2","17","12","10","1","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","15","11","5","1","8","10","9","4","17","3","13","16","12","skipped","skipped","nan","nan"
"8","1","2","6","7","11","4","10","5","3","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","14","11","6","4","3","1","8","13","17","2","15","5","16","10","9","nan","nan"
"17","5","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","4","8","10","5","11","3","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","4","7","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","6","5","8","13","7","16","10","14","2","12","3","9","17","15","nan","nan"
"8","3","10","5","2","7","9","14","6","1","15","4","12","13","16","skipped","skipped","nan","nan"
"6","8","9","16","12","5","7","4","11","3","13","1","14","2","15","17","10","nan","nan"
"4","3","6","7","5","1","10","12","8","13","17","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","5","3","11","2","4","6","10","16","8","7","9","skipped","skipped","skipped","skipped","nan","nan"
"3","1","6","2","8","4","10","5","11","9","7","13","12","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","16","2","7","13","14","6","15","12","3","5","11","1","10","17","4","nan","nan"
"12","6","9","10","11","4","8","3","1","2","5","7","13","skipped","skipped","skipped","skipped","nan","nan"
"5","1","14","10","8","4","3","6","11","7","15","2","12","9","17","16","13","nan","nan"
"9","6","16","8","4","7","3","15","10","14","1","11","2","5","13","12","skipped","nan","nan"
"14","2","9","4","7","3","5","12","11","10","8","1","6","13","15","17","16","nan","nan"
"7","5","4","6","1","2","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","17","5","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","6","1","4","8","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","8","3","13","6","7","12","1","10","14","9","11","skipped","skipped","skipped","nan","nan"
"9","1","6","13","10","2","8","7","12","11","17","3","5","4","14","16","15","nan","nan"
"5","1","17","3","7","8","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","17","5","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","2","5","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","1","2","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","5","6","3","10","8","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","17","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","11","2","1","3","12","17","6","10","16","8","4","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","7","16","4","6","12","15","1","5","3","14","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","17","6","2","4","7","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","13","15","7","5","12","8","10","4","16","1","9","6","17","14","11","nan","nan"
"10","1","15","14","13","4","3","6","8","9","12","2","16","5","11","7","17","nan","nan"
"6","17","13","2","15","16","5","8","12","11","4","10","14","1","7","9","3","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","9","8","13","2","14","11","12","10","16","17","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","5","2","7","4","6","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","14","9","6","12","7","4","15","3","8","17","10","5","11","16","13","nan","nan"
"4","9","11","16","15","8","1","5","2","7","17","10","14","12","13","6","3","nan","nan"
"10","6","11","7","4","14","12","5","15","9","8","2","13","1","3","16","17","nan","nan"
"10","7","9","4","3","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","6","3","2","1","5","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","4","9","6","3","14","12","7","5","2","11","10","13","15","16","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","4","8","5","3","6","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","2","6","1","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","5","4","3","8","7","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","9","6","11","10","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","6","15","17","3","2","4","7","8","5","14","9","skipped","skipped","skipped","skipped","nan","nan"
"7","13","17","14","4","5","10","6","11","3","16","1","15","9","12","8","skipped","nan","nan"
"9","2","11","7","5","3","4","10","1","12","8","6","17","skipped","skipped","skipped","skipped","nan","nan"
"14","2","7","8","5","4","9","10","16","6","13","1","11","3","15","17","12","nan","nan"
"11","1","12","5","14","2","8","9","15","7","17","3","6","4","10","16","13","nan","nan"
"17","1","2","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","16","1","14","3","17","5","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","11","13","3","6","4","7","12","5","2","1","17","10","8","15","9","skipped","nan","nan"
"17","1","8","6","7","5","9","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","1","7","5","4","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","7","11","6","4","8","12","5","3","9","1","10","13","skipped","skipped","skipped","nan","nan"
"11","6","14","1","5","9","12","8","10","13","4","2","16","3","7","15","17","nan","nan"
"17","2","6","8","4","5","1","3","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","4","7","9","3","13","6","14","10","5","1","11","8","15","17","16","nan","nan"
"17","1","3","2","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","11","2","3","6","8","12","1","5","4","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","17","3","2","5","4","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","6","4","2","1","7","8","9","13","12","5","17","10","15","16","14","nan","nan"
"7","1","8","13","9","3","10","6","15","5","11","2","14","4","17","16","12","nan","nan"
"17","7","3","2","4","5","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","11","3","6","10","14","5","13","8","17","1","12","2","4","16","15","nan","nan"
"17","2","4","7","3","5","6","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","4","10","12","2","7","5","11","6","14","1","9","8","17","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","8","16","4","6","2","14","13","3","9","17","15","skipped","skipped","skipped","skipped","nan","nan"
"8","5","1","6","7","3","16","9","17","2","11","4","10","12","skipped","skipped","skipped","nan","nan"
"15","3","10","7","8","5","17","6","9","1","2","4","16","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","4","1","3","10","9","2","12","7","8","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","5","9","2","8","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","15","7","3","4","16","5","17","9","10","1","14","2","8","12","11","nan","nan"
"1","15","2","4","16","5","3","6","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","17","3","1","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","5","8","2","17","9","7","6","10","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","3","2","4","12","15","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","14","11","5","6","4","1","15","8","12","2","3","10","9","7","skipped","skipped","nan","nan"
"15","6","16","3","4","1","5","2","14","17","13","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","17","13","8","3","6","4","5","9","2","12","7","14","11","skipped","skipped","nan","nan"
"6","5","3","2","1","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","5","4","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","7","17","3","4","8","6","10","1","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","6","4","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","7","6","5","10","3","12","15","17","2","14","4","11","13","skipped","skipped","nan","nan"
"13","1","3","6","11","2","4","9","15","10","8","7","5","17","14","12","skipped","nan","nan"
"2","1","4","7","3","5","8","9","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","17","12","4","15","7","2","6","14","11","1","16","3","8","10","13","nan","nan"
"11","2","6","5","8","7","9","3","12","10","1","13","4","15","14","skipped","skipped","nan","nan"
"8","1","6","9","5","2","3","12","11","4","7","10","13","skipped","skipped","skipped","skipped","nan","nan"
"5","9","1","8","6","7","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","2","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","15","2","8","4","11","13","17","6","3","5","12","14","skipped","skipped","skipped","nan","nan"
"6","4","10","12","5","2","8","1","11","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","5","3","6","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","6","10","8","7","2","9","1","4","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","7","8","2","6","4","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","5","2","10","6","9","3","15","16","4","7","12","17","11","skipped","skipped","nan","nan"
"17","2","6","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","6","8","9","7","13","4","17","10","5","1","11","3","14","16","skipped","nan","nan"
"2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","10","12","3","1","14","13","11","8","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","14","12","15","4","11","3","8","7","13","1","9","2","10","17","16","nan","nan"
"11","1","5","13","9","17","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","11","10","3","6","2","7","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","17","5","4","7","3","9","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","17","14","12","2","9","13","10","5","8","3","6","4","16","15","11","nan","nan"
"15","1","4","5","14","3","2","17","13","8","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","14","5","3","4","17","6","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","14","5","12","2","16","3","7","13","10","1","6","4","11","17","9","nan","nan"
"8","6","7","9","16","4","13","3","17","5","14","1","11","2","10","15","12","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","6","8","7","2","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","10","8","6","2","5","13","11","14","1","15","3","9","16","12","skipped","nan","nan"
"6","3","4","7","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","4","2","6","7","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","13","14","7","6","15","3","9","12","16","1","17","2","5","8","10","nan","nan"
"17","1","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","16","15","9","5","13","11","3","6","14","10","1","17","4","2","7","12","nan","nan"
"8","1","6","13","11","2","9","14","5","7","15","3","10","4","16","12","17","nan","nan"
"4","1","5","2","6","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","7","3","6","8","9","10","14","11","12","2","5","4","16","15","skipped","nan","nan"
"8","11","12","6","5","10","7","3","9","1","4","2","13","skipped","skipped","skipped","skipped","nan","nan"
"12","1","5","2","7","6","9","10","14","11","13","3","8","4","16","15","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","5","12","13","2","4","8","15","6","14","3","10","7","9","17","16","nan","nan"
