"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","Num Cands","Num Seats"
"1","5","2","25","8","9","24","10","4","3","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","18","22","19","17","24","5","7","21","23","16","8","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","2","11","25","7","9","8","10","4","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","7","25","18","21","22","11","14","5","20","12","23","3","15","24","16","9","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","17","12","22","16","5","14","20","3","18","4","23","13","11","8","10","7","15","24","19","6","25","21","nan","nan"
"1","25","2","5","3","6","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","3","16","25","19","9","2","7","11","13","18","14","6","12","4","17","15","5","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","8","12","17","13","7","4","23","18","10","14","6","24","25","9","21","16","5","11","22","skipped","skipped","skipped","nan","nan"
"4","2","1","7","10","25","24","15","5","8","6","12","9","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","15","22","23","12","21","16","4","5","3","25","13","6","7","24","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","25","12","19","17","7","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","11","9","13","12","20","15","21","16","17","19","6","22","25","10","3","24","2","23","4","5","14","skipped","skipped","nan","nan"
"1","12","8","25","14","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","24","20","25","16","5","13","21","7","17","4","23","14","19","10","9","12","11","22","8","3","18","15","nan","nan"
"2","12","1","21","10","25","22","16","8","15","3","20","7","24","17","23","4","5","18","6","14","9","11","13","19","nan","nan"
"25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","2","18","21","25","22","19","11","7","3","6","10","24","5","8","13","14","9","20","17","12","15","4","23","nan","nan"
"3","25","18","15","5","8","4","10","6","20","13","14","12","16","9","23","17","2","24","11","22","1","7","19","21","nan","nan"
"1","25","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","23","4","17","10","24","9","5","11","25","7","8","6","20","13","15","22","19","3","21","2","12","18","14","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","25","6","10","5","4","7","8","11","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","21","13","17","12","4","25","23","5","20","3","14","19","16","11","9","15","7","10","6","22","18","skipped","nan","nan"
"25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","24","5","7","22","12","2","14","15","19","3","4","13","17","8","23","18","20","9","16","11","21","10","1","6","nan","nan"
"6","24","15","13","1","7","2","9","3","19","10","14","11","12","5","25","17","16","23","8","20","18","4","21","22","nan","nan"
"1","10","3","17","22","25","2","19","12","11","8","23","7","14","9","4","6","16","18","21","5","13","15","20","skipped","nan","nan"
"1","12","2","15","23","24","21","14","7","13","3","19","8","25","9","20","11","5","16","4","17","10","6","22","18","nan","nan"
"1","25","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","20","23","5","21","9","12","6","11","25","22","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","22","24","21","25","19","6","4","3","11","5","20","16","17","7","15","12","10","23","8","9","14","18","nan","nan"
"1","9","20","16","15","3","8","10","7","4","19","17","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","25","6","7","13","9","5","10","12","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","2","18","9","14","6","11","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","3","10","25","6","8","2","7","12","4","5","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","4","17","13","14","11","7","8","12","6","16","10","2","3","15","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","16","21","24","22","14","7","6","3","17","5","25","18","12","10","8","15","11","23","9","13","19","20","nan","nan"
"11","24","25","12","14","20","13","15","16","4","8","10","21","1","17","18","23","2","19","6","22","5","9","7","skipped","nan","nan"
"2","11","1","13","25","12","16","3","5","14","6","10","8","9","17","15","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","25","19","24","11","10","3","9","8","5","12","22","4","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","3","10","25","19","8","4","12","16","2","14","21","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","25","1","8","18","23","12","13","16","4","7","5","3","15","11","9","10","6","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","7","6","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","25","22","21","20","11","12","13","4","16","3","23","19","17","9","7","15","14","18","8","5","10","skipped","nan","nan"
"1","25","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","15","14","24","11","10","19","21","6","17","4","23","13","20","9","5","16","12","22","3","8","25","18","nan","nan"
"3","5","1","21","18","25","16","20","7","23","17","15","10","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","2","8","25","10","4","11","3","6","9","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","16","17","12","7","14","3","13","6","4","5","15","10","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","4","13","12","23","21","22","11","24","16","3","5","8","2","9","19","20","10","7","14","17","6","1","15","skipped","nan","nan"
"1","23","6","12","16","7","13","4","5","3","25","8","15","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","25","10","6","11","7","5","3","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","16","5","24","4","9","10","3","12","8","11","25","14","15","17","7","6","18","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","15","7","25","8","19","20","24","12","23","18","22","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","9","14","12","3","17","10","5","15","4","13","16","11","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","11","9","6","3","10","5","4","8","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","19","16","4","3","2","9","6","23","21","20","12","11","8","24","22","13","14","15","7","17","5","25","10","nan","nan"
"1","6","2","12","13","4","9","8","3","7","14","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","25","1","7","4","3","5","8","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","17","11","6","5","3","16","4","21","13","18","15","12","9","8","19","14","7","25","20","skipped","skipped","skipped","nan","nan"
"2","1","5","25","3","7","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","3","19","8","2","5","14","17","20","9","15","4","12","24","25","16","11","18","6","7","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","25","4","8","6","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","20","1","25","4","3","5","6","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","2","7","8","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","23","2","20","25","21","10","17","11","6","8","24","7","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","1","25","4","13","3","5","9","10","11","7","8","12","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","12","25","13","4","14","3","10","7","6","5","15","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","15","11","16","18","6","3","19","5","10","13","8","9","14","7","17","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","20","10","14","4","3","15","9","11","12","16","17","19","13","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","3","25","8","2","6","11","12","10","7","13","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","12","7","5","3","15","9","10","6","4","11","14","17","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","16","24","9","5","13","8","12","10","6","3","11","18","4","15","19","17","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","9","24","7","23","20","6","13","18","3","21","17","22","15","4","2","1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","24","10","8","11","16","3","7","4","19","9","6","21","22","20","15","5","18","23","12","25","17","skipped","nan","nan"
"2","21","20","1","13","10","12","16","11","5","18","8","17","19","15","3","23","25","9","4","24","14","6","7","skipped","nan","nan"
"4","10","3","25","5","1","7","6","11","9","13","12","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","2","16","13","3","17","12","11","7","18","14","15","6","4","9","5","8","25","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","25","22","24","21","17","5","8","3","16","13","23","9","7","10","12","6","15","19","11","14","18","20","nan","nan"
"1","3","10","5","2","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","25","11","10","9","4","5","8","6","13","7","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","25","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","4","2","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","23","2","16","22","13","24","7","14","5","9","6","11","17","25","19","4","10","12","8","21","18","20","3","15","nan","nan"
"1","25","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","5","8","16","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","10","11","6","4","8","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","2","11","4","3","5","10","13","9","6","8","12","14","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","21","19","25","24","15","20","13","3","23","8","9","17","16","10","4","14","12","11","18","7","5","skipped","nan","nan"
"1","12","4","17","15","9","2","20","6","18","14","19","16","8","3","7","11","5","13","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","3","15","8","17","16","12","13","10","2","11","5","6","9","4","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","18","2","21","25","10","6","20","17","14","16","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","10","7","9","12","5","15","6","3","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","18","4","12","24","11","25","21","6","7","5","19","20","13","22","9","16","8","10","2","17","15","23","3","14","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","1","25","8","10","3","11","6","13","7","9","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","4","25","23","24","22","20","6","17","10","19","2","14","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","4","2","15","6","12","8","17","10","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","10","12","9","7","4","3","11","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","25","23","15","24","18","16","21","20","22","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","9","10","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","25","7","11","10","3","9","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","25","7","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","25","15","14","8","4","10","6","3","11","7","5","12","9","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","1","22","3","10","4","9","13","5","18","21","19","6","14","12","23","20","7","16","15","2","8","11","25","17","nan","nan"
"3","23","2","14","9","6","12","8","1","15","10","25","19","24","20","16","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","25","3","10","7","8","6","9","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","19","18","25","5","7","4","3","13","6","10","15","14","12","9","16","8","17","20","skipped","skipped","skipped","skipped","nan","nan"
"25","2","9","6","7","1","11","16","12","18","23","21","17","4","14","15","22","8","10","20","3","5","13","24","19","nan","nan"
"1","12","2","11","7","25","10","9","5","3","6","13","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","25","11","5","22","2","24","23","1","8","3","15","18","20","7","6","13","12","14","17","4","19","16","skipped","skipped","nan","nan"
"12","25","17","23","19","1","22","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","2","3","25","4","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","9","8","10","6","4","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","16","2","25","10","12","13","14","6","15","9","11","7","3","5","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","20","24","23","21","19","22","14","8","18","17","15","6","10","25","3","12","13","4","9","skipped","skipped","skipped","nan","nan"
"2","9","1","25","8","5","3","6","14","7","16","4","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","7","5","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","23","18","14","1","7","2","9","4","21","16","12","8","15","5","25","17","13","24","10","19","20","3","11","22","nan","nan"
"1","10","2","9","25","18","14","11","8","12","15","3","6","19","17","7","4","16","13","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","25","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","2","25","4","8","5","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","24","22","19","25","20","12","4","3","8","5","21","17","14","9","11","7","10","23","6","15","16","18","nan","nan"
"1","5","2","24","6","14","8","3","4","9","12","11","16","7","13","15","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","14","11","23","22","13","5","4","2","3","24","17","1","8","25","16","18","10","15","6","9","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","24","20","23","22","6","14","4","3","17","10","25","12","9","19","7","13","16","18","11","21","15","skipped","nan","nan"
"1","5","3","19","18","24","21","15","17","12","2","16","4","23","13","6","8","9","14","10","20","11","7","22","25","nan","nan"
