"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","12","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","10","7","8","3","5","6","2","11","4","12","nan","nan"
"4","1","2","6","11","10","5","12","8","3","7","skipped","nan","nan"
"3","1","9","7","5","11","10","8","2","12","4","6","nan","nan"
"4","6","3","11","10","1","9","12","5","2","8","7","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","10","2","8","9","4","5","3","7","12","1","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","2","11","9","1","12","10","5","7","3","6","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","7","11","10","5","1","12","6","2","3","4","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","3","9","11","7","5","12","10","6","4","2","1","nan","nan"
"5","7","6","2","4","8","1","3","9","10","11","12","nan","nan"
"10","1","11","4","5","6","9","12","2","3","8","7","nan","nan"
"1","3","2","8","5","9","4","10","11","7","12","6","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","5","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","10","11","5","12","9","4","8","6","7","nan","nan"
"8","2","6","4","1","9","5","12","11","10","3","7","nan","nan"
"6","1","12","3","4","7","2","5","skipped","skipped","skipped","skipped","nan","nan"
"10","9","12","11","6","5","1","8","4","7","3","2","nan","nan"
"4","1","5","11","6","7","12","10","9","2","8","3","nan","nan"
"9","10","11","12","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","7","8","1","6","5","10","2","11","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","3","9","11","5","12","10","6","8","2","7","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","10","6","11","3","8","7","2","5","12","4","nan","nan"
"10","12","11","4","3","8","1","2","9","6","7","5","nan","nan"
"7","1","2","5","9","8","12","11","6","4","3","10","nan","nan"
"11","12","2","3","6","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","7","5","3","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","5","10","11","7","12","4","2","8","9","3","nan","nan"
"7","10","1","3","2","6","4","11","5","8","9","12","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","3","2","12","1","5","11","10","8","7","4","nan","nan"
"7","11","1","4","10","6","12","8","3","9","5","2","nan","nan"
"12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","6","2","3","12","4","9","5","7","1","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","5","8","9","11","10","7","12","6","2","3","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","9","3","2","11","1","4","6","5","12","10","nan","nan"
"5","1","2","3","4","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","1","10","12","9","4","11","5","7","3","skipped","nan","nan"
"3","12","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","7","11","10","12","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","12","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","1","4","12","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","9","10","7","6","12","8","5","4","11","3","nan","nan"
"12","1","7","5","6","4","2","3","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","5","9","8","12","2","11","10","7","3","nan","nan"
"4","9","5","2","3","7","12","10","11","6","8","1","nan","nan"
"11","1","12","3","8","5","10","7","2","4","9","6","nan","nan"
"12","1","8","2","7","10","3","6","5","11","4","skipped","nan","nan"
"10","3","4","5","9","1","6","12","skipped","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","12","8","6","3","9","4","2","5","1","skipped","nan","nan"
