"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"8","6","1","2","3","13","5","7","4","skipped","skipped","skipped","skipped","nan","nan"
"2","4","1","13","11","12","8","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","2","8","5","10","6","9","11","7","3","12","13","nan","nan"
"2","13","4","5","3","6","7","1","8","12","skipped","skipped","skipped","nan","nan"
"13","2","5","3","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","1","3","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","11","7","5","3","2","1","8","4","9","13","skipped","nan","nan"
"7","11","4","2","10","9","1","3","12","5","8","13","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","7","9","8","11","5","1","2","3","4","6","10","13","nan","nan"
"13","6","8","3","1","2","4","5","7","skipped","skipped","skipped","skipped","nan","nan"
"13","8","6","2","3","1","5","7","4","skipped","skipped","skipped","skipped","nan","nan"
"8","9","10","7","5","11","4","6","1","3","2","12","skipped","nan","nan"
"6","1","5","7","10","11","4","3","12","2","8","13","skipped","nan","nan"
"4","5","1","2","3","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","8","3","7","6","4","1","5","13","skipped","skipped","skipped","nan","nan"
"6","2","3","4","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","13","3","2","1","7","5","4","skipped","skipped","skipped","skipped","nan","nan"
"12","4","11","10","5","2","3","9","6","1","7","8","13","nan","nan"
"13","1","3","2","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","5","2","7","4","3","6","1","skipped","skipped","skipped","skipped","nan","nan"
"7","4","13","2","1","6","8","3","5","skipped","skipped","skipped","skipped","nan","nan"
"13","7","10","1","9","5","8","6","2","skipped","skipped","skipped","skipped","nan","nan"
"5","3","6","13","1","10","7","9","4","11","12","8","2","nan","nan"
"9","5","6","3","1","4","7","2","13","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","6","4","3","2","5","7","1","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","3","6","2","1","5","9","skipped","skipped","skipped","skipped","nan","nan"
"13","7","5","4","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","5","9","2","6","8","4","3","13","skipped","skipped","skipped","nan","nan"
"10","13","6","2","9","1","8","3","11","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","6","8","5","1","2","13","skipped","skipped","skipped","skipped","nan","nan"
"10","9","6","5","13","7","8","3","1","4","11","2","12","nan","nan"
"13","3","2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","2","1","3","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","10","13","8","7","1","12","2","5","4","6","9","nan","nan"
"12","8","13","4","6","2","5","1","7","3","9","skipped","skipped","nan","nan"
"12","7","5","10","8","9","6","2","4","3","1","11","13","nan","nan"
"8","7","4","2","1","3","5","6","10","skipped","skipped","skipped","skipped","nan","nan"
"7","13","1","8","6","5","2","4","3","skipped","skipped","skipped","skipped","nan","nan"
"10","9","7","8","2","3","1","4","5","6","13","skipped","skipped","nan","nan"
"13","7","2","8","9","6","1","4","3","5","10","skipped","skipped","nan","nan"
"6","3","5","4","2","1","7","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","10","13","2","1","5","6","7","3","4","11","skipped","nan","nan"
"12","11","7","4","10","5","2","8","9","3","1","6","13","nan","nan"
"13","12","7","9","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","9","2","1","5","7","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","7","3","4","2","8","5","6","9","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","2","5","3","12","13","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","6","4","1","3","7","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","2","1","3","4","5","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","3","10","9","7","1","2","4","6","5","8","13","nan","nan"
