"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"3","9","5","6","2","1","8","4","7","nan","nan"
"1","7","5","9","2","3","4","6","skipped","nan","nan"
"1","6","9","4","2","3","5","skipped","skipped","nan","nan"
"6","9","1","8","3","5","4","2","7","nan","nan"
"6","3","4","8","2","1","7","5","9","nan","nan"
"1","9","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","3","4","1","2","6","5","7","nan","nan"
"1","9","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","2","7","5","4","3","1","skipped","nan","nan"
"9","3","7","4","1","6","8","5","2","nan","nan"
"4","8","6","5","1","3","7","2","9","nan","nan"
"7","6","4","8","1","5","2","3","9","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","9","3","1","skipped","skipped","skipped","skipped","nan","nan"
"4","9","5","6","7","3","8","2","1","nan","nan"
"9","6","2","8","4","5","1","3","7","nan","nan"
"3","9","4","8","1","6","2","5","skipped","nan","nan"
"2","9","1","5","4","3","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","7","1","3","6","8","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","4","9","1","2","5","8","3","nan","nan"
"2","3","9","4","8","7","6","5","1","nan","nan"
"1","9","7","3","4","6","5","2","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","5","9","1","3","6","4","7","nan","nan"
"3","9","4","6","1","2","7","5","8","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","2","6","8","7","9","1","5","nan","nan"
"3","9","6","7","1","5","4","8","skipped","nan","nan"
"5","7","8","1","4","2","3","skipped","skipped","nan","nan"
"8","3","5","6","1","2","9","4","7","nan","nan"
"5","9","3","2","1","8","4","6","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","7","4","2","3","1","6","9","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","5","1","2","4","9","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","4","2","1","5","skipped","skipped","skipped","skipped","nan","nan"
"5","8","3","2","1","9","7","6","4","nan","nan"
"4","9","3","6","5","1","7","2","8","nan","nan"
"9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","6","9","8","2","1","7","nan","nan"
"1","8","7","9","2","6","4","5","skipped","nan","nan"
"1","9","4","8","2","5","6","3","skipped","nan","nan"
"8","9","5","1","6","4","3","2","7","nan","nan"
"4","7","3","1","9","skipped","skipped","skipped","skipped","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","1","9","8","2","7","6","nan","nan"
"8","6","4","7","2","1","5","3","9","nan","nan"
"6","8","3","7","1","2","9","4","5","nan","nan"
"2","6","5","7","1","3","8","9","skipped","nan","nan"
"9","8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","6","3","1","2","8","5","7","nan","nan"
"9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","4","9","1","2","5","skipped","skipped","nan","nan"
"1","9","4","8","2","3","7","5","6","nan","nan"
"2","3","4","9","1","8","6","5","7","nan","nan"
"2","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","2","6","3","4","7","skipped","skipped","nan","nan"
"8","5","3","7","2","1","6","9","skipped","nan","nan"
