"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","4","2","3","1","6","10","12","9","8","7","nan","nan"
"11","3","12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","6","1","9","4","7","2","8","10","5","11","nan","nan"
"12","8","1","3","4","2","11","10","7","6","9","5","nan","nan"
"6","12","3","2","4","1","10","9","8","7","5","11","nan","nan"
"4","5","6","1","3","2","11","8","9","10","7","12","nan","nan"
"8","5","12","2","10","1","9","11","3","4","7","6","nan","nan"
"12","5","8","1","4","2","6","3","11","10","7","skipped","nan","nan"
"10","8","6","2","3","1","11","7","12","5","9","4","nan","nan"
"11","5","4","3","1","8","9","7","12","6","10","skipped","nan","nan"
"11","1","4","3","7","2","12","6","10","9","5","8","nan","nan"
"11","6","12","8","2","3","7","1","5","4","9","10","nan","nan"
"4","6","8","1","2","3","5","7","11","10","9","12","nan","nan"
"12","3","6","1","4","2","7","9","8","11","10","5","nan","nan"
"5","11","1","3","7","4","10","9","12","6","2","8","nan","nan"
"8","9","10","1","5","6","4","3","7","11","12","2","nan","nan"
"12","4","7","5","9","1","6","8","11","3","2","10","nan","nan"
"4","2","1","3","11","5","10","6","12","8","9","7","nan","nan"
"9","6","12","2","1","8","3","5","4","11","10","7","nan","nan"
"7","2","8","1","5","4","9","3","11","12","10","6","nan","nan"
"9","3","4","5","6","7","12","1","8","10","2","11","nan","nan"
"10","7","3","5","8","1","12","9","2","11","6","4","nan","nan"
"11","1","9","3","8","5","4","7","10","6","2","12","nan","nan"
"10","6","11","5","9","1","7","2","12","8","3","4","nan","nan"
"6","10","4","1","2","3","7","5","8","9","12","11","nan","nan"
"4","5","6","7","1","3","9","11","12","2","8","10","nan","nan"
"11","7","4","1","10","2","12","5","8","skipped","skipped","skipped","nan","nan"
"5","1","4","7","12","9","3","2","6","skipped","skipped","skipped","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","3","10","6","4","12","2","9","7","8","skipped","nan","nan"
"7","8","10","3","6","1","4","5","12","2","9","11","nan","nan"
"12","2","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","12","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","2","1","12","3","6","10","9","4","8","skipped","nan","nan"
"12","5","4","2","3","1","10","7","6","8","9","11","nan","nan"
"9","4","12","3","8","1","11","10","6","5","7","2","nan","nan"
"6","2","4","3","7","1","12","5","10","11","8","9","nan","nan"
"5","1","3","2","6","4","9","12","7","8","10","skipped","nan","nan"
"6","1","7","2","5","4","12","3","8","10","11","9","nan","nan"
"9","11","4","2","3","5","12","7","1","10","8","6","nan","nan"
"9","4","5","2","7","11","8","3","1","12","10","6","nan","nan"
"11","6","9","1","4","2","8","5","10","12","3","7","nan","nan"
"6","4","9","2","8","1","10","5","3","11","12","7","nan","nan"
"10","1","5","4","11","2","6","9","8","7","12","skipped","nan","nan"
"4","1","7","2","3","5","12","6","skipped","skipped","skipped","skipped","nan","nan"
"7","6","2","1","9","4","10","12","3","5","8","11","nan","nan"
"11","1","9","4","7","2","5","8","10","3","6","12","nan","nan"
"6","1","4","2","5","8","11","7","3","9","12","10","nan","nan"
"4","8","2","3","10","9","1","11","6","12","7","5","nan","nan"
"11","1","10","3","7","2","4","8","6","9","5","12","nan","nan"
"2","4","6","1","9","5","10","12","3","7","11","8","nan","nan"
"12","5","2","3","4","1","9","6","7","8","11","10","nan","nan"
"3","1","5","6","2","8","4","11","10","12","9","skipped","nan","nan"
