"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"10","2","1","12","5","13","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","5","1","7","4","9","6","8","skipped","skipped","skipped","nan","nan"
"5","12","3","9","10","11","4","1","2","13","6","7","8","nan","nan"
"1","5","2","8","10","12","4","3","6","13","11","7","9","nan","nan"
"3","8","4","10","9","5","7","1","13","12","11","2","skipped","nan","nan"
"2","10","1","5","3","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","3","8","6","7","12","1","10","13","11","5","2","nan","nan"
"6","10","8","9","12","13","1","2","5","skipped","skipped","skipped","skipped","nan","nan"
"3","7","6","12","5","10","2","1","4","13","9","11","8","nan","nan"
"9","8","1","3","6","12","4","5","2","13","10","11","7","nan","nan"
"5","7","3","8","11","10","2","1","6","13","9","12","4","nan","nan"
"9","7","2","1","12","8","4","6","5","13","10","skipped","skipped","nan","nan"
"2","9","1","12","4","6","10","5","3","13","7","11","8","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","1","3","4","6","2","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","1","8","10","12","6","4","2","13","9","11","5","nan","nan"
"5","7","4","10","12","6","2","9","3","13","11","8","1","nan","nan"
"6","8","5","7","2","1","3","13","4","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","5","6","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","4","11","7","12","6","1","2","13","9","10","3","nan","nan"
"5","6","3","7","9","8","1","4","10","2","skipped","skipped","skipped","nan","nan"
"7","4","6","12","9","11","5","1","2","8","13","10","3","nan","nan"
"11","10","13","4","7","6","2","3","5","1","skipped","skipped","skipped","nan","nan"
"6","10","2","8","12","7","3","1","4","13","11","9","5","nan","nan"
"3","2","10","12","8","11","6","5","1","13","7","9","4","nan","nan"
"10","4","9","6","11","7","2","1","3","13","12","5","8","nan","nan"
"4","6","2","5","13","1","8","3","7","11","12","9","10","nan","nan"
"9","4","7","5","8","12","11","1","2","13","6","10","3","nan","nan"
"4","12","6","13","7","5","2","8","1","3","skipped","skipped","skipped","nan","nan"
"6","7","3","4","13","1","12","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","5","12","13","2","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","7","6","1","4","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","5","1","9","8","11","6","2","13","12","4","10","nan","nan"
"4","12","7","13","2","1","5","3","6","skipped","skipped","skipped","skipped","nan","nan"
"4","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","4","5","8","11","7","1","3","13","12","10","9","nan","nan"
"2","6","3","13","4","7","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","4","2","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","7","13","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","4","10","1","7","5","2","11","13","6","12","9","nan","nan"
"3","13","1","6","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","7","13","3","9","12","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","9","2","12","8","6","5","1","4","13","11","10","3","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","1","2","4","5","13","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","6","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","6","13","5","2","1","3","4","skipped","skipped","skipped","skipped","nan","nan"
"4","2","8","1","13","9","5","7","3","10","skipped","skipped","skipped","nan","nan"
"5","4","6","10","2","3","7","1","8","13","skipped","skipped","skipped","nan","nan"
