"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","3","13","8","11","10","5","6","2","9","12","1","nan","nan"
"3","1","13","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","8","4","13","1","6","2","3","skipped","skipped","skipped","skipped","nan","nan"
"13","4","6","8","3","7","9","11","1","5","12","10","2","nan","nan"
"9","3","2","11","6","8","7","10","5","4","12","13","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","6","10","13","12","11","3","5","1","9","8","4","nan","nan"
"13","5","4","3","1","6","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","4","10","7","6","5","2","12","3","9","8","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","5","7","9","8","12","13","4","10","11","3","nan","nan"
"10","11","4","13","6","8","9","5","2","1","7","12","3","nan","nan"
"11","8","10","6","7","13","9","5","2","3","12","4","1","nan","nan"
"7","4","13","12","5","6","11","8","2","1","9","10","3","nan","nan"
"1","13","5","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","13","7","1","3","2","12","5","9","10","4","skipped","nan","nan"
"8","4","5","6","7","2","3","9","13","12","10","11","1","nan","nan"
"12","11","8","10","6","5","1","3","13","9","4","2","7","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","9","12","13","10","6","4","7","8","11","5","3","nan","nan"
"1","13","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","6","12","3","7","2","1","4","10","9","8","11","nan","nan"
"5","6","4","3","2","1","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","8","10","13","11","12","1","4","9","6","5","3","nan","nan"
"6","5","1","10","9","7","2","8","4","3","11","skipped","skipped","nan","nan"
"4","12","8","3","6","7","5","1","13","9","10","2","11","nan","nan"
"5","8","13","2","4","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","12","11","13","7","10","8","6","3","9","2","1","5","nan","nan"
"12","9","5","13","3","11","8","2","1","7","10","6","4","nan","nan"
"1","4","9","7","11","12","3","5","6","13","8","10","2","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","6","11","4","10","5","7","3","9","8","1","2","13","nan","nan"
"4","13","9","5","3","11","10","1","12","8","7","2","6","nan","nan"
"5","11","6","4","12","10","7","1","3","9","13","8","2","nan","nan"
"12","11","8","10","6","7","4","1","13","5","2","3","9","nan","nan"
"10","11","1","7","6","5","2","13","4","12","3","skipped","skipped","nan","nan"
"8","7","3","5","2","1","9","6","10","4","11","skipped","skipped","nan","nan"
"5","2","6","13","11","10","9","1","4","7","8","12","3","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","10","2","12","11","13","7","6","9","1","3","4","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","7","6","9","10","12","1","13","8","11","2","5","nan","nan"
"13","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","7","1","10","4","11","6","8","3","2","9","12","5","nan","nan"
"1","4","11","9","10","12","8","3","5","13","7","2","6","nan","nan"
"1","13","6","4","7","2","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","2","12","8","7","6","1","9","3","4","5","skipped","nan","nan"
"11","12","4","13","7","6","8","5","2","3","9","10","1","nan","nan"
"1","13","4","3","6","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","10","9","6","12","13","3","4","11","5","2","8","nan","nan"
"1","13","10","5","11","7","6","2","4","12","8","9","3","nan","nan"
"4","5","6","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","2","8","6","7","3","12","9","5","10","1","skipped","nan","nan"
"1","13","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","7","13","9","8","3","2","6","4","11","10","skipped","nan","nan"
"12","4","13","1","3","11","2","8","5","10","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","5","4","2","3","6","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","5","2","10","9","8","3","7","6","1","4","13","nan","nan"
"4","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","4","2","6","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","6","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","2","5","4","1","7","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","2","13","6","4","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","3","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","4","12","3","10","5","7","8","9","6","11","1","nan","nan"
"9","7","6","10","11","5","8","4","12","2","3","1","skipped","nan","nan"
"2","3","7","10","9","8","5","6","4","1","skipped","skipped","skipped","nan","nan"
"4","7","5","10","13","1","2","6","8","3","9","skipped","skipped","nan","nan"
"10","3","7","5","6","1","2","4","8","9","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","5","2","4","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","5","6","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","13","5","8","7","9","11","10","12","2","4","6","nan","nan"
"4","7","1","10","11","13","12","3","5","2","8","9","6","nan","nan"
"13","1","7","6","5","4","3","8","2","skipped","skipped","skipped","skipped","nan","nan"
"13","6","5","4","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","5","10","12","11","7","4","13","8","9","3","2","nan","nan"
"1","5","11","6","10","9","2","4","8","7","3","skipped","skipped","nan","nan"
"13","2","1","5","6","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","10","11","4","5","9","3","8","1","12","6","2","7","nan","nan"
"4","1","5","13","9","11","10","8","2","6","12","7","3","nan","nan"
"4","6","7","11","8","13","10","5","1","12","9","3","2","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","13","7","4","1","9","5","6","3","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","3","6","7","12","11","1","2","4","13","9","5","nan","nan"
"11","5","7","1","2","4","3","9","13","6","10","8","12","nan","nan"
"2","13","7","1","4","6","5","9","12","8","3","10","skipped","nan","nan"
"1","13","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","1","2","6","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","5","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","5","13","7","2","6","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","2","8","10","11","12","13","4","1","9","5","6","3","nan","nan"
"11","13","2","6","4","5","3","9","10","1","7","8","12","nan","nan"
"2","10","6","1","9","5","4","8","3","7","skipped","skipped","skipped","nan","nan"
"8","7","12","6","9","5","11","2","3","13","4","10","1","nan","nan"
"11","1","5","4","6","8","7","12","3","2","10","13","9","nan","nan"
"11","13","5","4","2","3","9","8","1","10","12","7","6","nan","nan"
"6","5","2","13","8","9","7","11","1","3","12","10","4","nan","nan"
"2","4","13","7","1","8","6","5","3","skipped","skipped","skipped","skipped","nan","nan"
"4","1","6","10","11","8","5","3","13","9","2","skipped","skipped","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
