"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","11","4","12","9","6","8","7","1","2","10","nan","nan"
"8","3","4","10","12","2","5","1","6","9","11","7","nan","nan"
"9","12","6","8","1","7","3","2","4","10","skipped","skipped","nan","nan"
"6","4","5","2","12","1","10","3","8","9","7","11","nan","nan"
"3","6","2","9","12","1","5","4","10","7","11","8","nan","nan"
"11","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","8","2","1","10","7","5","9","12","4","11","nan","nan"
"12","5","6","1","2","7","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","8","11","12","1","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","3","12","1","7","9","8","4","10","6","2","nan","nan"
"12","8","4","2","11","10","9","7","1","6","3","5","nan","nan"
"2","12","11","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","6","1","2","4","5","10","12","9","7","8","3","nan","nan"
"6","5","11","1","7","9","10","4","8","12","3","2","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","5","3","12","10","2","8","7","11","1","6","nan","nan"
"7","8","12","10","11","6","1","5","3","4","9","2","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","11","2","1","4","6","8","5","3","9","12","nan","nan"
"2","1","12","6","3","7","4","5","skipped","skipped","skipped","skipped","nan","nan"
"5","1","9","12","8","4","11","2","6","3","10","7","nan","nan"
"12","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","10","1","12","2","8","3","6","7","11","4","nan","nan"
"3","1","12","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","1","11","5","10","9","6","4","7","2","3","nan","nan"
"11","12","8","4","6","10","3","5","2","1","9","7","nan","nan"
"3","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","10","11","12","5","4","1","2","3","8","9","nan","nan"
"8","1","11","12","10","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","11","6","12","10","2","4","3","5","8","9","nan","nan"
"7","9","10","5","12","6","8","1","2","3","4","11","nan","nan"
"8","10","3","4","5","6","11","9","2","7","1","12","nan","nan"
"9","6","1","2","5","8","4","3","10","7","12","11","nan","nan"
"5","1","6","2","12","9","10","3","8","11","4","7","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","5","2","10","6","1","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","2","7","6","3","11","10","1","4","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","1","12","6","9","7","10","2","11","3","8","nan","nan"
"10","2","11","4","12","3","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","7","12","6","1","3","11","4","8","5","skipped","nan","nan"
"4","3","10","7","11","8","6","2","1","5","12","9","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","11","8","12","6","3","7","1","9","4","10","nan","nan"
"7","8","12","3","5","4","10","1","6","2","9","11","nan","nan"
"10","12","8","6","3","4","1","2","7","5","9","skipped","nan","nan"
"9","12","4","5","11","6","8","7","1","3","2","10","nan","nan"
"6","5","11","9","12","7","4","1","3","2","8","10","nan","nan"
"6","12","2","5","1","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","8","1","3","12","10","11","4","2","6","9","nan","nan"
"12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","3","12","4","8","5","7","1","6","2","9","nan","nan"
"12","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","1","12","9","8","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","7","9","3","2","1","4","8","6","skipped","skipped","nan","nan"
"3","8","11","4","12","9","5","10","6","2","7","1","nan","nan"
"11","6","7","5","9","10","4","1","2","12","3","8","nan","nan"
"7","5","9","12","3","1","10","11","4","2","8","6","nan","nan"
"9","1","11","5","12","7","8","4","10","2","6","3","nan","nan"
"12","9","4","5","3","2","10","11","7","8","6","1","nan","nan"
"2","8","10","9","6","7","11","1","12","5","4","3","nan","nan"
"4","6","2","8","11","10","7","5","9","1","12","3","nan","nan"
"2","9","11","6","12","10","1","3","8","4","5","7","nan","nan"
"6","4","11","7","10","1","8","5","12","2","9","3","nan","nan"
