"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"6","12","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","8","5","2","12","10","1","11","7","4","nan","nan"
"11","4","9","7","5","2","8","1","12","skipped","skipped","skipped","nan","nan"
"9","8","7","11","10","6","1","2","3","4","12","5","nan","nan"
"12","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","4","7","2","1","6","3","skipped","skipped","skipped","skipped","nan","nan"
"1","12","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","12","7","3","5","4","1","2","skipped","skipped","skipped","nan","nan"
"1","4","12","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","1","7","6","5","3","2","4","skipped","skipped","skipped","nan","nan"
"12","5","6","3","1","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","6","11","10","12","5","2","1","8","3","9","7","nan","nan"
"3","12","2","6","4","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","4","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","5","12","1","2","4","6","3","skipped","skipped","skipped","nan","nan"
"12","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
