"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"21","5","2","15","9","12","16","6","10","24","1","8","17","25","14","13","26","3","11","7","23","4","skipped","skipped","skipped","skipped","nan","nan"
"26","3","6","4","1","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","3","6","15","12","13","5","2","9","14","11","7","10","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","7","10","26","15","9","19","5","6","12","13","17","16","14","11","18","3","8","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","4","7","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","6","9","23","11","15","2","16","26","18","1","20","4","12","13","8","14","22","19","3","24","10","25","17","5","7","nan","nan"
"18","12","7","25","15","11","14","17","26","13","6","20","19","2","8","21","5","10","16","9","22","24","23","4","1","3","nan","nan"
"12","25","7","9","3","26","4","10","5","8","1","6","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","25","11","21","2","23","12","18","20","13","7","22","9","8","1","6","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","16","2","26","14","17","23","22","6","12","3","8","7","9","19","18","11","21","10","13","15","4","5","1","skipped","skipped","nan","nan"
"19","20","22","26","9","11","2","16","21","14","7","17","6","5","23","8","3","12","4","15","1","10","skipped","skipped","skipped","skipped","nan","nan"
"23","16","4","26","9","17","11","10","8","14","22","1","6","7","3","24","20","12","19","2","15","5","skipped","skipped","skipped","skipped","nan","nan"
"26","5","4","6","3","1","9","2","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","26","15","5","2","7","12","10","4","3","14","8","13","11","1","6","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","8","5","3","6","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","9","11","22","23","12","20","24","4","15","6","21","16","7","19","18","8","13","10","5","26","25","17","2","1","3","nan","nan"
"19","22","14","18","3","20","12","17","1","23","8","24","21","9","15","13","5","26","11","10","25","16","7","2","6","4","nan","nan"
"26","1","9","16","15","8","3","14","18","5","7","12","13","11","17","2","6","10","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","19","17","23","15","9","4","26","20","2","5","16","14","13","7","8","10","21","3","6","22","18","1","12","skipped","skipped","nan","nan"
"26","3","4","2","5","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","10","25","6","22","12","14","8","13","20","23","16","15","24","19","7","18","9","1","5","3","skipped","skipped","skipped","skipped","nan","nan"
"13","21","26","23","12","4","3","8","20","24","14","18","22","9","17","6","5","15","19","2","16","25","11","7","1","10","nan","nan"
"26","6","8","3","9","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","1","4","5","7","10","9","3","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","17","18","21","15","6","3","24","20","9","8","22","11","26","5","4","19","2","10","25","7","1","12","skipped","skipped","skipped","nan","nan"
"14","12","26","7","3","6","13","11","17","5","2","15","4","16","10","9","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","7","18","20","19","6","5","15","3","4","21","22","2","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","1","23","4","17","7","21","24","2","6","22","11","9","8","15","14","25","16","13","26","12","19","10","18","5","nan","nan"
"26","5","4","8","11","13","7","16","1","14","12","15","17","3","9","2","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","3","7","6","2","5","8","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","20","6","8","26","24","2","19","16","1","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","5","7","22","4","14","11","13","21","8","9","25","1","16","19","20","17","12","26","24","15","2","6","3","10","skipped","nan","nan"
"8","13","9","26","18","6","16","24","17","10","4","25","23","12","22","7","2","20","21","5","19","14","3","11","1","15","nan","nan"
"26","10","6","11","3","5","9","1","7","2","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","4","16","24","3","14","17","13","15","12","8","23","9","5","20","18","7","25","22","2","26","11","10","6","1","19","nan","nan"
"20","22","4","23","25","21","13","17","24","16","14","18","5","9","10","19","11","3","6","12","7","15","8","2","1","skipped","nan","nan"
"26","3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","26","6","3","17","7","4","10","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","3","2","10","11","1","9","7","5","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","7","5","26","15","8","21","6","2","22","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","2","4","17","20","6","9","22","25","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","7","2","10","8","14","3","12","6","15","4","13","1","11","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","5","11","7","2","9","13","10","25","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","24","5","4","18","6","22","26","13","15","14","2","1","3","20","21","17","23","25","9","19","11","7","10","skipped","nan","nan"
"26","13","4","8","23","5","22","21","7","1","6","19","20","18","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","19","18","25","22","8","4","24","26","20","6","14","15","13","5","23","7","3","16","17","2","1","skipped","skipped","skipped","skipped","nan","nan"
"26","5","10","2","9","7","11","6","12","3","4","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","8","6","7","3","4","5","9","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","18","19","7","2","13","17","3","9","6","10","5","8","14","4","12","16","26","1","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","8","11","2","10","5","7","6","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","4","22","8","10","13","20","1","7","6","24","14","5","16","11","15","25","21","9","26","19","17","3","18","23","nan","nan"
"26","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","2","4","3","5","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","15","4","2","9","12","10","8","3","5","7","11","14","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","23","21","3","22","9","25","15","14","24","7","5","20","19","10","6","18","17","2","8","1","4","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","3","5","21","9","25","23","18","16","8","13","22","4","2","6","24","26","19","17","12","11","10","15","1","14","skipped","nan","nan"
"6","3","11","4","9","12","5","10","7","14","13","1","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","1","2","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","26","20","3","25","1","6","23","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","26","4","10","7","12","6","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","6","19","2","18","4","21","12","9","10","22","1","3","17","16","13","11","14","15","5","8","skipped","skipped","skipped","skipped","nan","nan"
"8","26","12","3","11","17","25","9","16","14","18","10","1","13","7","5","15","4","2","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","25","19","9","22","14","10","7","24","12","20","1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","7","2","19","9","17","20","23","15","5","13","21","4","14","3","24","22","11","16","12","8","6","25","1","26","10","nan","nan"
"26","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","10","20","26","21","2","22","17","8","15","9","12","7","14","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","3","2","11","5","9","8","6","10","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","7","13","10","9","1","4","12","3","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","10","7","8","4","6","3","11","2","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","6","11","1","3","4","7","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","26","17","18","7","3","5","19","10","16","12","8","2","11","9","14","20","21","13","1","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","26","3","4","5","11","10","12","15","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","26","2","1","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","2","5","15","10","1","25","6","23","4","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","5","10","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","10","12","4","7","20","3","16","2","6","14","17","19","11","5","18","8","15","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","12","5","18","7","20","15","22","10","11","25","21","2","24","3","26","16","17","14","19","8","13","4","9","6","skipped","nan","nan"
"26","8","7","9","5","10","3","11","6","12","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","3","9","4","8","1","7","2","10","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","3","5","6","14","13","11","15","7","12","1","9","4","26","2","24","8","25","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","9","10","7","4","26","12","11","1","8","3","25","13","5","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","5","8","2","12","3","11","4","7","9","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","1","5","6","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","3","7","2","6","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","2","10","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","21","13","25","8","12","14","6","11","1","7","10","23","18","24","4","26","2","17","9","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","5","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","2","7","6","10","19","3","16","17","9","1","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","4","9","2","6","12","10","5","3","7","11","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","24","1","18","12","22","13","10","26","7","2","19","5","9","20","15","14","11","16","23","17","6","25","3","4","8","nan","nan"
"26","8","6","3","4","7","5","2","9","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","1","4","6","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","5","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","20","21","16","24","10","9","15","5","22","8","17","26","6","23","11","12","19","14","3","18","25","1","7","2","4","nan","nan"
"26","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","15","23","17","9","7","25","26","14","6","22","24","4","12","18","1","20","19","10","21","16","11","3","2","8","nan","nan"
"18","26","7","24","11","19","17","20","6","12","2","25","5","16","10","13","22","8","4","15","21","1","9","3","14","skipped","nan","nan"
"6","15","9","2","26","14","5","10","11","25","13","7","12","4","3","8","1","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","5","24","7","16","21","22","10","4","13","18","1","17","12","19","20","25","23","14","26","9","11","2","8","6","nan","nan"
"24","16","9","25","4","22","17","23","26","10","8","21","3","20","1","14","18","6","15","19","13","7","12","2","11","5","nan","nan"
"3","26","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","4","26","9","10","16","24","1","13","15","20","22","14","7","19","11","18","25","12","21","6","23","8","5","2","nan","nan"
"6","26","5","4","7","8","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","3","7","2","8","13","11","9","4","6","15","5","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","19","8","17","7","12","16","1","13","15","9","10","14","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","18","1","24","7","23","9","17","6","10","4","3","14","16","15","11","22","21","19","2","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","2","9","11","12","10","15","1","8","14","6","13","3","7","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","22","11","18","15","17","10","4","9","8","20","3","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","8","2","15","5","18","9","6","24","3","12","14","1","11","13","17","21","23","16","25","19","4","26","7","22","10","nan","nan"
"5","23","26","24","18","7","13","22","12","21","4","17","9","19","8","6","11","10","3","16","25","1","15","2","14","skipped","nan","nan"
"26","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","14","17","23","20","5","2","22","26","12","4","21","11","8","9","19","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","3","4","8","7","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","8","7","12","5","6","4","11","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","26","5","3","7","9","1","19","11","6","4","12","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","10","26","13","5","7","23","18","11","4","25","24","6","21","16","3","22","20","2","19","12","8","17","1","14","nan","nan"
"9","25","21","16","17","7","14","15","6","19","3","10","23","20","18","12","4","13","8","5","22","24","1","26","2","11","nan","nan"
"26","3","6","5","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","9","8","7","2","5","25","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","4","6","7","5","3","8","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","5","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","13","1","8","9","23","5","11","6","24","4","17","10","22","19","20","12","25","3","7","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","20","16","25","12","23","21","19","7","17","6","22","18","9","10","15","14","5","2","8","26","13","11","3","1","4","nan","nan"
"26","8","6","7","11","9","10","5","4","3","2","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","7","6","5","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","16","15","25","3","14","13","26","9","17","11","10","4","2","19","12","7","20","18","8","5","1","6","skipped","skipped","skipped","nan","nan"
"8","26","16","10","15","7","12","11","5","13","2","9","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","19","4","11","20","15","7","9","17","1","3","12","16","14","6","8","10","2","13","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","25","24","26","6","3","7","11","10","8","2","5","21","4","23","1","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
