"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"3","12","6","2","8","7","5","9","4","1","10","11","13","nan","nan"
"10","9","7","6","13","2","1","4","12","3","8","11","5","nan","nan"
"7","1","10","4","9","6","12","5","8","3","2","11","13","nan","nan"
"5","3","4","13","8","10","12","2","9","1","7","6","11","nan","nan"
"8","10","9","7","13","2","1","3","12","5","6","11","4","nan","nan"
"10","7","1","11","6","13","2","8","12","9","skipped","skipped","skipped","nan","nan"
"9","12","6","5","1","3","4","2","7","13","8","skipped","skipped","nan","nan"
"12","9","6","5","10","4","3","1","2","8","13","7","skipped","nan","nan"
"13","5","6","4","2","1","3","8","7","skipped","skipped","skipped","skipped","nan","nan"
"7","13","5","2","1","3","4","6","8","skipped","skipped","skipped","skipped","nan","nan"
"8","9","10","11","13","1","4","5","7","12","6","skipped","skipped","nan","nan"
"11","10","8","7","13","2","4","1","6","9","12","5","skipped","nan","nan"
"5","10","6","9","13","2","1","4","12","3","11","skipped","skipped","nan","nan"
"11","13","10","8","1","12","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","9","2","10","5","12","6","8","4","1","11","13","nan","nan"
"11","6","2","4","13","9","8","5","7","1","3","12","10","nan","nan"
"12","1","2","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","8","6","9","12","5","1","2","10","4","3","13","7","nan","nan"
"12","7","8","5","13","2","3","1","4","6","9","skipped","skipped","nan","nan"
"11","6","5","3","12","10","7","2","8","4","1","13","9","nan","nan"
"13","1","4","5","11","6","9","8","10","7","2","skipped","skipped","nan","nan"
"9","10","6","7","12","2","4","1","11","3","5","13","8","nan","nan"
"13","2","1","4","3","5","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","2","3","11","10","9","8","13","1","4","6","skipped","nan","nan"
"5","4","1","2","7","12","11","10","9","6","3","13","skipped","nan","nan"
"8","5","4","7","12","1","6","3","11","2","9","13","10","nan","nan"
"10","11","12","5","13","3","4","1","8","2","7","6","skipped","nan","nan"
"12","1","3","4","13","5","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","1","2","3","4","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","8","6","12","3","2","4","11","1","7","13","5","nan","nan"
"8","6","12","7","9","4","5","2","11","1","3","13","10","nan","nan"
"9","10","7","5","13","1","4","2","3","6","8","skipped","skipped","nan","nan"
"5","1","3","2","10","11","12","9","7","6","4","8","13","nan","nan"
"6","8","10","5","9","4","2","3","13","1","12","11","7","nan","nan"
"10","7","9","4","12","5","2","1","11","3","6","13","8","nan","nan"
"10","9","2","3","12","1","7","4","13","8","6","11","5","nan","nan"
"9","2","8","3","13","7","6","5","11","4","1","12","skipped","nan","nan"
"8","12","11","7","9","2","3","4","10","1","5","13","6","nan","nan"
"10","9","3","5","12","7","4","1","13","2","6","11","8","nan","nan"
"2","9","1","3","13","4","8","7","6","5","10","11","skipped","nan","nan"
"13","8","6","9","3","5","4","1","2","skipped","skipped","skipped","skipped","nan","nan"
"5","10","8","2","9","4","6","3","11","1","7","13","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","8","7","10","2","1","5","6","9","11","3","skipped","nan","nan"
"10","8","6","12","1","2","3","11","4","5","13","7","skipped","nan","nan"
"7","9","8","4","13","3","10","2","11","1","5","6","skipped","nan","nan"
"9","8","7","5","11","1","3","4","12","2","6","13","10","nan","nan"
"7","6","11","10","13","8","4","5","3","1","2","12","9","nan","nan"
"7","1","13","6","12","3","5","4","8","2","10","11","9","nan","nan"
"6","9","11","13","1","3","5","12","2","7","10","4","skipped","nan","nan"
"4","2","1","10","8","5","12","11","7","9","3","6","13","nan","nan"
"6","11","10","5","12","1","3","2","13","4","8","9","7","nan","nan"
"7","4","9","2","10","11","5","3","6","1","8","12","13","nan","nan"
"13","7","6","2","1","3","5","8","4","skipped","skipped","skipped","skipped","nan","nan"
"10","5","4","13","7","1","2","11","3","6","skipped","skipped","skipped","nan","nan"
"3","8","11","9","10","7","4","2","6","1","5","13","12","nan","nan"
"6","7","13","1","11","2","5","4","10","3","8","9","skipped","nan","nan"
"13","9","10","7","11","3","2","1","6","4","5","8","skipped","nan","nan"
"13","8","7","6","3","2","1","4","5","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","7","6","5","13","2","1","11","3","8","9","skipped","skipped","nan","nan"
"5","9","11","4","12","8","3","2","7","6","1","13","10","nan","nan"
"10","8","6","7","12","1","2","3","13","4","9","11","5","nan","nan"
"11","8","9","7","13","1","4","2","3","5","12","6","skipped","nan","nan"
"7","5","8","9","11","2","3","4","10","1","6","13","12","nan","nan"
"9","7","8","2","12","6","4","5","11","1","3","13","10","nan","nan"
"4","6","8","5","9","7","10","2","1","3","11","skipped","skipped","nan","nan"
"13","8","9","6","3","2","1","10","4","7","5","skipped","skipped","nan","nan"
"7","4","5","1","11","12","9","6","10","2","3","8","13","nan","nan"
"7","3","12","8","13","2","6","1","10","5","4","11","9","nan","nan"
"7","11","8","5","13","1","3","2","10","4","6","12","9","nan","nan"
"9","7","10","8","13","3","2","5","12","1","6","11","4","nan","nan"
"10","9","6","7","13","2","1","3","11","4","8","12","5","nan","nan"
"10","6","13","7","12","1","4","2","8","3","5","11","9","nan","nan"
"9","10","6","8","11","3","1","2","12","4","7","13","5","nan","nan"
"13","7","5","3","1","2","4","8","6","skipped","skipped","skipped","skipped","nan","nan"
"13","9","3","12","6","4","1","10","2","7","11","skipped","skipped","nan","nan"
"13","5","1","3","2","6","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","7","8","12","9","6","3","11","1","2","13","10","nan","nan"
"9","12","7","6","13","2","1","3","11","5","8","10","4","nan","nan"
"7","12","13","5","11","4","3","1","10","2","6","9","8","nan","nan"
"8","3","1","4","13","5","7","9","6","2","skipped","skipped","skipped","nan","nan"
"1","6","7","8","2","10","12","11","5","9","4","3","13","nan","nan"
"4","7","1","6","11","12","13","10","9","3","2","5","8","nan","nan"
"8","9","11","7","12","3","4","1","10","2","5","13","6","nan","nan"
"1","2","13","5","6","10","11","9","4","8","3","7","12","nan","nan"
"11","12","4","7","13","1","2","3","10","5","8","9","6","nan","nan"
"12","5","6","3","13","8","7","2","1","4","skipped","skipped","skipped","nan","nan"
"7","6","1","2","9","12","3","10","11","4","5","8","13","nan","nan"
"8","5","7","10","13","3","4","2","9","1","6","12","11","nan","nan"
"9","7","8","1","13","6","3","5","2","4","10","skipped","skipped","nan","nan"
"8","13","6","3","4","1","2","7","5","skipped","skipped","skipped","skipped","nan","nan"
"10","7","9","8","13","2","3","4","12","5","6","11","1","nan","nan"
"9","7","10","5","12","1","2","3","13","4","6","11","skipped","nan","nan"
"4","11","6","13","2","3","12","7","1","9","8","5","skipped","nan","nan"
"10","9","8","6","12","1","2","3","11","4","7","13","5","nan","nan"
"9","8","6","10","13","4","3","2","11","1","7","5","skipped","nan","nan"
"12","8","9","3","2","1","10","6","4","13","5","skipped","skipped","nan","nan"
"9","11","5","6","13","1","7","8","10","3","4","12","2","nan","nan"
"8","12","7","5","9","3","2","1","11","4","6","10","13","nan","nan"
"10","5","6","13","1","2","3","11","4","12","7","skipped","skipped","nan","nan"
"9","11","7","8","13","1","2","5","10","4","6","12","3","nan","nan"
"8","2","6","7","13","9","10","3","4","1","5","12","11","nan","nan"
"6","5","8","4","12","7","9","2","10","1","3","11","13","nan","nan"
"11","7","8","10","13","4","2","3","5","1","6","9","skipped","nan","nan"
"6","10","12","5","11","2","4","3","7","1","8","9","13","nan","nan"
"11","9","8","7","10","2","1","5","13","3","4","12","6","nan","nan"
