"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","Num Cands","Num Seats"
"2","12","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","11","5","1","9","7","4","2","12","3","6","nan","nan"
"7","8","2","5","6","4","1","12","3","skipped","skipped","skipped","nan","nan"
"3","12","5","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","11","3","5","1","12","4","skipped","skipped","skipped","skipped","nan","nan"
"12","1","5","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","9","4","10","8","5","1","2","12","7","skipped","nan","nan"
"6","8","5","7","3","4","9","2","1","12","11","10","nan","nan"
"1","10","8","5","7","4","9","3","2","12","6","11","nan","nan"
"12","6","7","5","1","4","2","3","skipped","skipped","skipped","skipped","nan","nan"
"6","4","3","2","5","1","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","1","4","5","6","8","3","12","2","skipped","skipped","nan","nan"
"8","5","2","10","3","11","12","6","1","9","7","4","nan","nan"
"2","12","5","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","6","2","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","12","6","7","3","2","1","11","5","skipped","skipped","nan","nan"
"12","2","4","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","6","4","7","1","9","3","2","12","5","11","nan","nan"
"11","5","10","7","8","6","4","1","2","12","3","9","nan","nan"
"7","12","6","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","5","1","10","2","3","7","8","4","12","6","11","nan","nan"
"3","10","12","7","8","6","9","2","1","11","4","5","nan","nan"
"3","9","12","4","8","6","2","1","11","7","5","skipped","nan","nan"
"9","11","5","7","6","3","10","1","2","12","8","4","nan","nan"
"10","11","9","6","2","3","8","4","1","12","5","7","nan","nan"
"8","10","12","1","6","5","7","3","2","11","4","9","nan","nan"
"4","5","2","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","12","1","6","5","3","7","2","8","skipped","skipped","nan","nan"
"4","9","12","8","2","5","7","10","6","11","3","1","nan","nan"
"10","11","9","1","3","12","6","2","7","8","4","5","nan","nan"
"2","4","3","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","2","3","1","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","12","5","10","4","9","1","2","11","3","7","nan","nan"
"6","10","3","9","12","7","4","1","8","5","2","skipped","nan","nan"
"6","10","7","5","2","11","9","4","3","12","8","1","nan","nan"
"4","7","8","2","6","1","12","3","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","10","5","1","4","2","12","skipped","skipped","skipped","skipped","nan","nan"
"3","4","1","2","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","6","4","5","3","10","2","1","12","8","9","nan","nan"
"4","10","12","5","11","3","6","2","1","8","7","9","nan","nan"
"6","2","5","4","7","12","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","5","3","4","7","2","1","12","9","skipped","skipped","nan","nan"
"7","11","10","2","6","5","9","8","4","12","1","3","nan","nan"
"2","3","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","1","4","2","12","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","8","3","7","6","2","1","12","4","skipped","skipped","nan","nan"
"8","4","9","3","6","5","11","1","12","2","skipped","skipped","nan","nan"
"4","11","8","10","7","6","2","1","12","3","5","skipped","nan","nan"
"2","5","7","10","4","6","8","3","1","12","11","9","nan","nan"
"5","11","12","6","9","10","3","2","1","4","8","skipped","nan","nan"
"8","9","7","6","5","1","3","12","2","4","skipped","skipped","nan","nan"
"5","4","7","11","6","8","1","3","2","12","10","9","nan","nan"
"2","9","7","10","4","12","11","5","6","8","3","1","nan","nan"
"11","10","2","1","6","5","4","12","3","skipped","skipped","skipped","nan","nan"
"3","7","4","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","5","6","8","2","9","3","1","12","10","4","nan","nan"
"6","7","12","1","2","4","5","3","8","9","11","skipped","nan","nan"
"9","10","11","6","2","4","8","3","1","12","5","7","nan","nan"
"12","4","5","3","1","2","7","6","skipped","skipped","skipped","skipped","nan","nan"
"12","5","2","3","6","1","4","7","skipped","skipped","skipped","skipped","nan","nan"
"3","12","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","6","1","4","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","5","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","11","4","8","6","7","5","1","12","3","9","nan","nan"
"6","3","5","12","2","1","11","4","skipped","skipped","skipped","skipped","nan","nan"
"1","12","4","3","5","6","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","5","11","1","8","3","12","7","2","skipped","skipped","nan","nan"
"12","3","1","6","5","2","7","4","skipped","skipped","skipped","skipped","nan","nan"
"12","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","6","3","8","2","7","4","1","12","5","11","nan","nan"
"5","10","12","1","3","6","4","9","2","11","8","7","nan","nan"
"10","4","1","5","8","7","3","2","12","6","skipped","skipped","nan","nan"
"8","11","5","4","9","3","2","7","12","10","1","skipped","nan","nan"
"5","4","3","8","2","12","9","7","10","6","1","skipped","nan","nan"
"12","7","6","5","2","4","1","8","3","skipped","skipped","skipped","nan","nan"
"6","4","11","3","9","10","2","7","5","12","1","8","nan","nan"
