"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"12","1","13","9","11","4","8","2","6","3","10","5","7","nan","nan"
"13","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","1","7","11","5","4","2","3","6","10","9","12","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","13","11","1","4","12","3","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","11","4","7","5","6","2","9","8","3","10","13","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","6","10","9","3","7","8","5","4","skipped","skipped","nan","nan"
"1","13","5","6","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","5","3","11","9","8","10","6","7","4","skipped","skipped","nan","nan"
"2","13","1","4","3","6","7","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","5","1","6","8","7","11","9","12","10","4","3","nan","nan"
"5","13","12","2","3","11","4","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","9","5","2","12","10","11","8","6","7","1","4","nan","nan"
"13","1","2","12","11","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","2","3","8","9","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","12","1","9","5","4","10","7","6","11","3","2","nan","nan"
"2","12","1","10","13","7","3","6","4","11","8","5","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","5","13","9","4","3","7","10","11","8","6","nan","nan"
"2","13","1","4","11","10","3","5","6","12","9","8","7","nan","nan"
"4","13","1","3","11","12","2","6","7","10","9","5","8","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","5","10","7","4","6","11","3","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","12","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","9","7","2","5","6","8","4","3","skipped","skipped","skipped","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","12","9","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","12","1","11","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","9","2","5","7","1","10","6","12","11","3","4","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","9","12","7","6","10","8","11","4","5","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","4","9","6","3","12","7","5","8","skipped","skipped","nan","nan"
"13","3","5","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","11","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","1","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","1","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","2","4","13","10","1","3","6","7","9","8","5","nan","nan"
"1","13","2","6","12","9","3","7","10","11","8","5","4","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","6","5","3","12","2","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","8","7","1","2","9","6","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","3","11","7","4","9","10","8","12","5","6","nan","nan"
"11","1","3","7","5","12","2","4","8","9","13","10","6","nan","nan"
"2","13","10","3","7","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","6","12","8","5","3","4","11","10","7","9","nan","nan"
"4","13","1","6","7","9","5","3","8","10","12","11","2","nan","nan"
"3","13","8","1","11","9","5","12","6","7","10","2","4","nan","nan"
"13","2","4","5","6","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","13","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","8","11","9","4","5","3","10","12","6","7","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","7","10","9","3","5","6","11","12","4","8","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","10","1","3","6","9","11","8","5","12","2","4","nan","nan"
"4","13","1","2","9","8","3","12","5","10","7","6","skipped","nan","nan"
"11","13","1","12","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","10","1","6","3","7","12","9","11","8","5","2","nan","nan"
"11","13","12","3","9","2","1","10","8","4","7","6","5","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","5","11","12","4","3","8","10","9","7","6","nan","nan"
"1","13","12","10","11","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","7","4","5","3","6","8","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","13","1","10","12","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","6","7","4","8","5","1","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","13","12","1","3","6","5","11","4","2","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","5","12","9","7","8","6","10","11","4","3","nan","nan"
"9","2","10","7","11","5","3","6","1","4","8","skipped","skipped","nan","nan"
"1","13","7","2","9","11","5","8","10","3","12","6","4","nan","nan"
"2","13","1","5","12","10","4","11","3","skipped","skipped","skipped","skipped","nan","nan"
"12","13","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","1","7","13","12","4","3","5","9","11","8","6","nan","nan"
"13","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","4","3","9","10","6","12","11","5","2","skipped","skipped","nan","nan"
"3","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","3","13","4","8","12","10","5","7","11","9","2","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","12","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","9","1","13","11","6","3","12","5","10","4","7","nan","nan"
"13","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","6","10","9","3","2","7","11","12","5","8","nan","nan"
"2","13","7","1","12","10","3","6","4","8","9","11","5","nan","nan"
"1","13","2","7","5","10","6","8","12","9","11","4","3","nan","nan"
"5","13","8","2","3","6","12","9","4","1","skipped","skipped","skipped","nan","nan"
"3","13","1","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","4","12","8","7","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","5","1","7","3","2","9","10","4","6","skipped","skipped","nan","nan"
"2","13","1","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","1","2","5","6","9","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","4","9","8","3","7","5","6","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","8","2","9","4","7","11","6","10","12","5","3","nan","nan"
"3","1","6","5","7","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","1","5","10","12","2","6","8","9","11","skipped","skipped","nan","nan"
"2","13","1","6","8","12","4","3","10","9","11","5","7","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","6","11","8","3","2","4","10","7","9","skipped","skipped","nan","nan"
"1","13","6","2","12","11","4","10","8","9","5","3","skipped","nan","nan"
"6","9","1","12","5","11","2","3","8","10","7","4","13","nan","nan"
"11","13","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","7","9","8","4","12","6","11","10","5","3","nan","nan"
"2","13","3","7","9","8","12","5","6","11","10","4","1","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","1","12","2","5","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","12","4","11","1","13","3","5","skipped","skipped","skipped","skipped","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","10","3","6","8","9","12","11","5","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","13","3","2","4","10","5","8","11","7","9","6","1","nan","nan"
"3","13","1","5","12","9","2","7","8","10","11","6","4","nan","nan"
"1","13","2","3","6","10","4","12","5","11","9","8","7","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","12","4","7","5","9","11","6","8","10","3","2","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","3","4","6","12","10","5","11","2","skipped","skipped","skipped","nan","nan"
"2","13","1","12","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","12","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","5","12","4","6","10","7","9","11","3","8","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","3","2","1","10","12","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","10","12","7","8","5","6","9","11","4","3","nan","nan"
"12","13","5","6","2","3","8","7","1","11","4","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","4","3","12","11","5","10","9","7","8","6","1","nan","nan"
"3","13","2","4","12","1","11","10","5","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","5","6","10","8","11","9","7","3","4","skipped","nan","nan"
"2","13","1","12","9","10","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","11","1","5","10","9","3","7","6","4","8","skipped","skipped","nan","nan"
"2","13","1","6","10","9","3","4","5","11","12","7","8","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","6","10","7","3","9","8","12","11","4","5","nan","nan"
"2","13","4","12","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","1","4","12","10","2","11","6","5","skipped","skipped","skipped","nan","nan"
"13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","1","12","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","1","13","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","4","6","5","7","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","3","5","12","6","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","12","6","8","4","10","11","3","2","skipped","skipped","skipped","nan","nan"
"3","13","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","2","6","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","4","9","12","3","7","8","5","6","skipped","skipped","nan","nan"
"3","13","2","1","12","11","5","9","4","skipped","skipped","skipped","skipped","nan","nan"
"1","11","12","3","8","7","10","13","9","5","6","4","2","nan","nan"
"4","13","1","6","12","8","2","5","3","7","11","9","10","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","11","3","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
