"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","Num Cands","Num Seats"
"18","1","4","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","6","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","18","1","3","4","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","10","18","7","1","14","2","6","17","4","16","3","8","9","skipped","skipped","skipped","nan","nan"
"18","3","5","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","17","12","10","6","4","11","2","8","1","18","15","9","13","5","3","7","14","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","5","6","15","1","3","4","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","14","11","13","4","17","15","8","6","18","7","9","16","2","5","10","3","1","nan","nan"
"12","6","14","1","4","8","9","17","2","15","5","13","11","16","3","18","7","10","nan","nan"
"2","18","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","4","5","6","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","18","6","2","5","8","7","11","4","9","10","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","8","12","7","17","5","2","18","11","10","3","4","9","1","skipped","skipped","skipped","nan","nan"
"18","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","18","6","5","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","4","7","2","6","3","8","10","5","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","13","7","4","11","14","5","1","12","16","18","9","17","2","15","10","6","3","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","1","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","15","11","18","8","9","14","10","17","5","4","7","1","12","16","6","13","3","nan","nan"
"10","9","6","5","2","3","7","1","8","4","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","4","3","6","8","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","15","2","10","4","3","1","9","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","8","7","5","2","1","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","5","17","10","13","3","11","6","18","4","1","9","16","12","14","2","skipped","nan","nan"
"13","8","10","17","5","9","16","1","15","4","3","11","2","12","18","14","7","6","nan","nan"
"2","16","3","12","11","18","6","1","10","17","15","13","9","7","5","8","14","4","nan","nan"
"18","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","11","14","16","3","4","5","17","9","7","15","8","12","1","18","13","2","10","nan","nan"
"14","4","11","3","6","2","18","1","10","13","8","15","16","12","7","5","17","9","nan","nan"
"8","2","13","3","11","16","6","15","5","12","17","9","18","14","4","10","1","7","nan","nan"
"14","4","17","11","15","12","6","2","5","7","8","9","3","10","1","16","13","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","8","14","1","7","9","11","6","12","2","16","5","10","18","17","3","13","4","nan","nan"
"9","3","11","15","7","18","14","1","10","12","8","2","4","17","13","5","6","16","nan","nan"
"12","10","2","8","4","5","18","16","17","15","6","7","3","1","11","13","9","14","nan","nan"
"17","10","3","18","16","1","9","12","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","18","4","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","18","9","7","3","5","1","8","2","6","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","8","1","2","4","3","5","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","15","4","6","3","16","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","7","6","18","5","4","9","1","10","15","17","12","16","2","8","13","3","11","nan","nan"
"6","16","1","3","2","17","4","18","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","17","5","16","4","6","14","1","13","3","10","11","2","12","9","8","18","7","nan","nan"
"11","14","10","15","4","18","13","9","2","6","12","16","5","8","3","7","1","skipped","nan","nan"
"10","11","3","14","6","2","4","9","13","16","5","12","15","1","8","7","17","18","nan","nan"
"12","7","8","3","10","1","4","6","2","11","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","16","7","13","11","14","2","5","6","10","15","4","8","12","1","18","3","9","nan","nan"
"3","1","6","9","12","14","18","17","15","16","4","2","11","7","8","5","10","13","nan","nan"
"18","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
