"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"11","9","14","8","15","6","13","12","16","5","7","1","2","10","4","3","17","nan","nan"
"2","12","1","3","16","5","4","17","15","6","10","7","13","9","8","11","14","nan","nan"
"5","8","16","2","15","11","1","12","14","4","3","17","9","6","13","7","10","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","13","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","2","6","3","8","11","14","1","17","7","10","5","9","13","4","12","16","nan","nan"
"17","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","5","1","15","13","3","4","10","17","9","8","2","6","11","12","7","16","nan","nan"
"17","4","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","1","4","16","6","17","8","7","3","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","17","7","2","1","10","5","9","4","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","5","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","8","15","1","17","2","7","3","16","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","15","8","12","17","9","2","1","11","14","3","4","6","16","7","13","10","nan","nan"
"5","12","1","13","9","7","14","4","3","6","17","11","16","10","2","8","15","nan","nan"
"13","10","3","12","17","6","11","2","8","16","14","4","15","5","9","7","1","nan","nan"
"9","4","17","7","2","1","6","8","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","6","17","15","10","14","2","1","12","3","7","5","13","11","16","4","9","nan","nan"
"5","6","12","3","15","14","4","8","2","7","17","10","13","16","11","1","9","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","11","2","5","10","1","9","17","12","4","16","6","3","7","8","skipped","skipped","nan","nan"
"3","17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","13","8","6","1","3","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","15","9","16","11","8","1","5","12","7","2","4","13","14","6","3","17","nan","nan"
"17","6","5","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","1","17","4","10","6","7","9","11","12","3","8","5","skipped","skipped","skipped","nan","nan"
"17","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","13","15","7","12","6","8","16","14","4","9","17","2","11","10","nan","nan"
"17","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","17","9","7","14","3","6","11","8","1","15","13","12","16","2","10","nan","nan"
"8","12","6","14","9","5","2","1","7","16","10","4","15","11","3","13","skipped","nan","nan"
"3","7","11","16","12","17","1","6","13","5","4","10","14","8","15","2","9","nan","nan"
"3","17","4","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","3","1","4","17","2","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","17","6","13","8","12","11","15","5","2","10","14","7","16","1","9","nan","nan"
"4","17","1","5","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","17","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","6","17","1","2","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","13","14","3","2","1","15","17","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","16","14","13","10","6","8","1","17","5","9","4","12","11","15","7","2","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","7","11","1","3","2","8","10","9","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","17","15","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","1","6","5","2","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","17","10","16","9","4","11","6","2","5","8","15","13","3","12","14","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","3","4","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","3","9","6","15","16","1","13","17","7","4","5","12","8","2","10","14","nan","nan"
"5","2","13","7","6","17","11","1","9","8","12","16","3","15","4","10","14","nan","nan"
"3","17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","2","16","11","14","9","1","17","4","6","3","13","12","15","10","8","nan","nan"
"17","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","17","9","3","4","13","7","6","14","8","16","11","10","15","1","5","nan","nan"
"1","5","2","12","14","13","10","9","11","3","16","4","15","17","8","6","7","nan","nan"
"17","9","7","6","2","11","8","5","1","10","3","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","17","9","2","14","3","1","7","15","16","5","8","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","12","14","3","16","2","1","17","5","9","11","10","13","15","8","4","nan","nan"
"17","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","7","6","2","5","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","17","6","13","2","3","8","14","5","10","16","11","9","15","4","12","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","17","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","7","3","4","5","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","15","16","13","11","6","2","7","12","9","5","17","14","10","3","8","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","2","4","11","1","5","9","12","17","14","8","15","13","7","3","16","nan","nan"
"13","1","2","17","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","9","2","10","13","5","4","17","6","14","11","3","12","7","1","8","16","nan","nan"
"1","17","5","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","1","5","4","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","13","9","10","2","17","12","3","1","11","7","15","skipped","skipped","skipped","skipped","nan","nan"
"8","4","17","14","10","11","7","3","15","1","2","12","13","16","5","9","skipped","nan","nan"
"17","3","1","5","2","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","5","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","9","10","15","4","2","8","1","14","5","11","7","16","13","3","12","17","nan","nan"
"3","4","11","5","1","7","8","17","9","14","13","12","6","16","10","15","2","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","12","10","11","14","7","17","13","8","16","1","9","6","4","2","15","nan","nan"
"16","5","2","15","13","10","6","7","14","12","3","1","9","11","4","8","17","nan","nan"
"7","4","1","17","2","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","13","12","9","1","5","17","6","4","11","2","16","7","3","14","15","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","4","17","6","10","8","5","2","9","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","17","6","1","5","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","3","9","8","2","6","7","14","12","10","1","13","15","17","11","16","nan","nan"
"17","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","10","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","17","4","8","1","9","2","6","10","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","6","1","4","7","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","17","5","2","8","4","9","1","7","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","5","6","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","17","1","4","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","7","17","14","2","6","11","10","3","16","15","8","9","5","1","12","nan","nan"
"17","2","1","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","13","4","2","12","17","8","6","5","10","14","15","9","16","11","7","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","9","7","11","17","6","10","12","15","8","14","1","16","2","5","3","13","nan","nan"
"13","7","1","12","9","2","8","15","10","5","3","16","11","6","4","14","skipped","nan","nan"
"17","11","2","16","4","10","8","1","14","3","12","9","7","5","6","15","13","nan","nan"
"11","7","1","17","10","4","6","9","8","2","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","11","12","8","13","1","3","14","2","4","6","10","16","15","17","9","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","1","4","15","6","10","17","2","16","11","9","7","13","3","14","5","nan","nan"
"4","12","1","15","17","8","13","3","7","9","11","6","16","10","2","5","14","nan","nan"
"17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","5","1","3","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","9","12","5","11","2","10","1","16","7","4","14","3","8","13","6","15","nan","nan"
"5","7","4","15","17","8","2","3","9","11","12","6","16","1","10","14","13","nan","nan"
"17","2","5","16","15","8","10","1","11","13","9","7","14","6","12","3","4","nan","nan"
"6","17","5","1","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","10","17","9","5","4","6","1","8","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","1","2","11","17","13","9","8","14","15","3","10","6","7","5","12","16","nan","nan"
"4","11","3","5","16","12","15","6","2","10","8","14","13","7","1","9","skipped","nan","nan"
"2","4","15","13","12","10","1","3","16","6","7","17","11","9","14","8","5","nan","nan"
"6","4","1","14","10","13","8","9","17","16","3","2","5","11","7","12","15","nan","nan"
"17","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","9","8","4","3","6","17","5","2","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","17","3","15","8","11","2","5","9","16","13","6","14","7","4","10","nan","nan"
"17","3","4","1","6","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","3","2","17","4","1","16","5","6","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","16","7","17","10","2","15","13","4","1","14","9","8","12","3","11","nan","nan"
"8","4","1","12","15","3","2","16","10","13","7","9","11","17","6","5","skipped","nan","nan"
"7","5","1","2","12","14","3","17","15","8","4","16","9","11","10","6","13","nan","nan"
"17","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","4","10","17","13","2","11","5","3","15","12","14","6","1","9","16","nan","nan"
"15","1","14","9","4","12","6","3","17","2","7","5","11","8","16","10","13","nan","nan"
"17","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","3","2","16","11","5","12","13","4","7","17","9","15","1","10","8","skipped","nan","nan"
"8","14","2","17","16","15","6","9","12","5","7","1","4","13","11","3","10","nan","nan"
"16","1","17","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","1","10","13","2","9","15","11","17","3","4","16","5","6","14","7","nan","nan"
"5","3","1","9","14","7","2","13","11","17","8","6","10","15","12","4","16","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","2","17","13","9","3","1","14","5","16","6","11","12","7","10","15","nan","nan"
"17","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","2","17","10","6","1","3","4","9","5","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","6","2","13","8","9","1","5","17","10","12","15","4","11","16","3","14","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","4","1","17","14","7","9","2","16","5","6","3","13","11","12","8","10","nan","nan"
"3","15","12","2","6","4","5","1","16","14","9","17","13","7","10","8","11","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","5","1","7","2","4","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","11","13","10","5","1","2","17","8","6","3","15","14","16","4","12","nan","nan"
"16","17","5","4","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","2","17","8","10","12","5","4","7","13","6","16","11","1","15","3","9","nan","nan"
"11","12","6","17","10","7","5","14","9","8","1","2","13","15","3","4","16","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","1","14","6","7","8","5","15","11","3","2","16","10","12","9","17","nan","nan"
"17","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","14","7","15","4","3","12","16","5","1","10","11","9","6","2","17","nan","nan"
"16","5","1","3","17","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","3","17","6","7","9","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","3","17","16","11","13","2","7","15","10","4","1","8","9","12","6","14","nan","nan"
