"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"6","5","4","3","13","9","2","7","8","1","10","skipped","skipped","nan","nan"
"13","1","4","5","9","8","10","3","7","2","6","skipped","skipped","nan","nan"
"2","8","3","13","6","7","4","1","10","12","9","11","5","nan","nan"
"5","1","4","13","6","2","7","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","2","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","1","5","7","11","2","12","13","3","6","4","9","nan","nan"
"13","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","1","2","11","4","8","10","5","13","12","3","7","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","13","4","6","10","7","8","11","2","9","1","3","nan","nan"
"1","3","8","6","10","12","5","7","2","11","4","9","13","nan","nan"
"2","12","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","5","1","7","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","2","4","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","13","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","3","13","8","1","4","10","9","5","6","skipped","skipped","nan","nan"
"13","6","2","4","7","1","3","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","4","1","6","3","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","4","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","11","9","3","12","1","4","10","5","13","7","6","nan","nan"
"13","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","12","10","2","8","9","13","3","1","4","skipped","skipped","nan","nan"
"8","5","4","11","2","3","7","13","6","12","1","skipped","skipped","nan","nan"
"13","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","3","5","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","12","3","5","11","4","10","9","2","7","1","6","nan","nan"
"13","5","6","4","10","11","3","1","12","7","2","9","8","nan","nan"
"7","1","13","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","12","3","2","10","6","7","11","13","9","8","1","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","4","1","11","9","8","2","6","7","13","12","3","5","nan","nan"
"13","3","5","6","2","1","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","4","7","6","9","3","1","11","13","2","12","8","nan","nan"
"11","2","8","4","13","10","9","7","6","12","3","1","5","nan","nan"
"13","4","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","13","7","11","9","3","5","10","12","6","1","2","nan","nan"
"13","5","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","6","12","9","8","4","2","7","13","5","11","3","nan","nan"
"13","4","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","11","1","6","5","8","9","12","7","13","2","10","nan","nan"
"12","4","2","7","3","11","10","6","8","13","9","1","5","nan","nan"
"13","9","1","7","6","8","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","6","5","2","11","4","10","9","13","7","3","1","nan","nan"
"2","4","11","5","13","8","3","9","12","6","10","1","7","nan","nan"
"13","5","6","2","3","4","1","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","11","13","12","6","9","8","5","7","4","2","nan","nan"
"7","4","5","2","6","13","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","7","12","4","2","3","10","11","6","9","8","13","1","nan","nan"
"4","13","5","6","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","13","12","5","4","6","8","9","7","3","10","1","2","nan","nan"
"13","6","4","5","7","3","1","2","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","13","6","10","9","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","4","12","1","3","10","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","2","5","3","10","13","7","8","6","4","9","1","11","nan","nan"
"12","1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","5","3","4","2","1","9","7","6","skipped","skipped","skipped","skipped","nan","nan"
"12","3","1","8","6","11","4","13","10","5","2","9","7","nan","nan"
"2","12","3","9","4","10","1","5","6","13","11","8","7","nan","nan"
"11","5","2","12","10","1","6","13","4","3","skipped","skipped","skipped","nan","nan"
