"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","Num Cands","Num Seats"
"8","3","2","7","1","6","9","4","5","nan","nan"
"6","3","2","5","1","4","8","7","9","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","4","1","6","9","7","8","nan","nan"
"8","2","3","4","1","5","9","6","7","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"5","3","2","6","1","7","8","4","9","nan","nan"
"5","3","2","6","1","4","9","7","8","nan","nan"
"4","3","2","7","1","5","9","8","6","nan","nan"
"9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","6","1","5","9","7","8","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"5","3","2","8","1","4","9","7","6","nan","nan"
"4","3","2","6","1","5","9","7","8","nan","nan"
"4","3","2","7","1","5","9","6","8","nan","nan"
"4","3","2","7","1","5","9","8","6","nan","nan"
"7","3","2","8","1","4","9","6","5","nan","nan"
"4","3","2","5","1","6","9","7","8","nan","nan"
"6","3","2","8","1","4","9","5","7","nan","nan"
"7","3","2","5","1","6","9","8","4","nan","nan"
"6","3","2","5","1","4","9","8","7","nan","nan"
"4","2","3","6","1","5","9","8","7","nan","nan"
"6","3","2","5","1","4","9","7","8","nan","nan"
