"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","Num Cands","Num Seats"
"6","10","7","17","1","9","4","8","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","16","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","11","6","15","3","17","10","4","9","8","5","7","1","16","2","14","12","nan","nan"
"1","2","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","1","7","3","8","17","4","14","13","15","10","11","16","12","skipped","skipped","nan","nan"
"17","9","12","16","1","10","3","8","4","13","2","15","6","14","11","5","7","nan","nan"
"14","16","13","15","3","9","8","12","17","7","11","6","2","10","4","1","5","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","7","1","6","8","2","17","5","16","9","4","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","3","6","1","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","8","14","13","12","3","9","4","16","15","7","6","10","5","17","11","skipped","nan","nan"
"1","17","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","16","11","4","8","3","14","6","9","12","13","15","17","2","7","10","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","4","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","10","2","16","13","5","15","11","4","3","7","14","9","6","8","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","8","6","10","7","17","1","13","3","16","12","9","2","14","11","15","4","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","5","3","9","13","6","11","7","14","12","17","10","4","8","skipped","skipped","nan","nan"
"17","4","3","2","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","9","2","14","16","17","13","3","11","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","16","10","3","2","12","17","4","11","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","17","5","3","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","17","8","9","5","3","4","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","4","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","15","9","13","17","12","10","3","6","5","16","8","2","11","4","1","14","nan","nan"
"1","12","4","8","2","10","6","16","11","7","15","13","3","17","5","9","14","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","5","13","2","15","9","10","16","14","12","11","8","17","3","1","6","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","2","17","7","5","13","4","8","1","14","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","11","10","9","1","3","2","8","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","13","6","15","14","17","4","11","5","10","9","12","8","16","3","2","1","nan","nan"
"1","16","15","5","4","10","9","2","17","12","8","14","11","7","3","6","13","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","16","4","1","17","9","5","8","7","12","15","2","13","10","11","6","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","14","12","16","15","11","1","7","17","9","4","2","8","13","5","3","6","nan","nan"
"8","4","2","7","3","1","15","10","6","12","9","17","5","16","11","skipped","skipped","nan","nan"
"1","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","13","11","17","12","2","14","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","16","8","4","3","5","14","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","14","3","16","5","15","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","5","17","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","15","6","2","17","7","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","4","15","1","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","12","4","6","17","3","7","16","8","13","14","15","1","9","11","5","nan","nan"
"7","1","12","3","13","8","15","16","10","11","6","9","4","17","2","5","14","nan","nan"
"8","7","1","3","10","17","5","16","11","9","6","12","15","13","4","2","14","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","5","11","3","1","17","2","16","8","9","15","10","12","14","13","6","4","nan","nan"
"17","1","2","16","15","11","4","8","7","5","12","9","13","6","10","3","skipped","nan","nan"
"1","4","6","2","17","9","11","10","7","8","3","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","8","4","6","10","17","11","12","9","5","1","7","skipped","skipped","skipped","skipped","nan","nan"
"10","14","3","12","15","9","8","5","6","11","4","7","16","17","2","1","13","nan","nan"
"7","3","4","15","1","5","6","16","17","13","10","8","2","11","9","14","12","nan","nan"
"7","17","11","9","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","7","8","14","1","17","3","9","13","15","6","12","4","16","11","10","5","nan","nan"
"17","16","9","13","5","14","3","10","8","12","6","15","2","11","7","1","4","nan","nan"
"6","3","7","4","17","9","12","5","1","10","14","2","16","8","11","13","15","nan","nan"
"8","3","2","16","1","13","4","15","7","11","10","12","5","17","9","6","14","nan","nan"
"17","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","3","4","5","2","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","4","8","1","5","10","15","7","13","14","6","17","11","9","12","16","nan","nan"
"17","6","4","12","3","7","1","11","8","9","16","13","10","14","5","2","15","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","4","3","17","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","8","5","6","17","10","11","12","9","13","16","4","7","3","15","14","nan","nan"
"1","2","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","15","4","13","8","7","2","10","17","11","3","16","5","9","1","12","6","nan","nan"
"16","9","14","8","5","13","6","11","12","3","15","17","1","7","4","2","10","nan","nan"
"3","6","1","16","4","12","10","8","13","11","17","7","2","5","skipped","skipped","skipped","nan","nan"
"1","17","11","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","12","5","16","4","10","6","17","7","15","3","14","13","9","2","1","8","nan","nan"
"15","5","1","6","12","4","11","14","10","16","17","8","3","7","9","13","skipped","nan","nan"
"13","3","4","11","15","17","6","12","1","10","14","2","16","5","7","9","skipped","nan","nan"
"16","10","9","6","13","1","12","2","11","7","14","8","17","5","4","3","15","nan","nan"
"3","17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","1","7","12","8","17","9","13","2","14","10","5","11","4","3","6","16","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","4","15","3","11","12","10","9","17","6","8","7","14","1","13","16","nan","nan"
"11","2","12","16","14","8","10","9","6","4","5","17","1","13","15","7","3","nan","nan"
"5","17","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","1","3","4","17","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","6","17","7","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","1","4","17","15","9","6","2","12","14","10","16","8","13","11","7","nan","nan"
"12","15","4","14","1","9","10","6","5","16","7","17","8","3","13","11","skipped","nan","nan"
"17","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","2","17","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","3","17","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","3","4","2","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","16","17","7","1","14","2","15","8","5","10","13","11","6","12","4","3","nan","nan"
"11","3","4","8","9","15","13","17","5","12","16","7","2","14","10","6","1","nan","nan"
