"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","Num Cands","Num Seats"
"13","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","6","5","4","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","12","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","1","13","6","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","7","3","2","1","10","6","11","13","12","8","9","nan","nan"
"13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","5","3","2","4","10","7","11","9","8","1","12","nan","nan"
"4","5","2","11","9","10","1","3","13","7","6","8","12","nan","nan"
"2","13","3","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","6","11","9","13","3","2","5","10","4","8","7","nan","nan"
"1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","1","3","13","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","3","8","11","12","4","2","13","6","7","skipped","skipped","nan","nan"
"8","3","6","2","1","11","5","9","7","13","12","4","10","nan","nan"
"8","5","7","2","1","3","4","12","13","skipped","skipped","skipped","skipped","nan","nan"
"2","3","6","13","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","3","8","13","12","10","4","7","2","1","11","9","skipped","nan","nan"
"13","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","13","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","13","1","3","4","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","6","9","3","1","2","8","11","7","13","12","5","4","nan","nan"
"10","5","8","2","1","6","9","7","11","13","12","4","3","nan","nan"
"2","3","13","5","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
