"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","Num Cands","Num Seats"
"1","19","8","10","13","18","11","2","7","15","14","5","4","16","17","12","3","skipped","skipped","nan","nan"
"1","12","2","6","5","15","17","9","10","4","13","3","7","8","18","14","16","11","skipped","nan","nan"
"3","11","4","10","12","14","1","9","6","13","2","5","7","8","15","17","16","skipped","skipped","nan","nan"
"4","13","6","17","8","16","9","3","1","15","18","7","11","19","10","2","14","12","5","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","19","9","5","8","1","3","2","11","10","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","19","7","8","3","6","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","6","10","18","14","17","1","11","9","12","3","15","19","4","8","16","13","7","nan","nan"
"1","8","6","15","10","11","9","17","4","19","3","7","18","13","5","16","12","2","14","nan","nan"
"10","19","13","8","14","11","15","7","9","17","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","14","11","8","17","4","1","12","13","2","10","3","16","6","7","9","15","skipped","skipped","nan","nan"
"1","19","3","8","4","6","2","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","8","6","13","7","16","10","12","11","3","14","9","2","15","skipped","skipped","skipped","nan","nan"
"2","19","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","13","5","10","2","19","4","15","7","14","8","3","6","11","12","16","9","skipped","skipped","nan","nan"
"1","14","2","10","16","19","17","6","8","4","9","5","13","18","7","3","12","15","11","nan","nan"
"1","19","2","5","6","7","4","9","8","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","7","10","11","13","2","6","12","3","18","17","4","5","8","9","skipped","skipped","skipped","nan","nan"
"1","16","4","17","6","19","8","7","3","9","2","18","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","19","9","10","4","11","5","7","6","8","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","7","10","6","14","3","1","9","4","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","12","2","7","10","15","16","4","14","5","9","1","8","17","6","11","13","skipped","skipped","nan","nan"
"2","15","4","8","7","17","13","5","19","1","12","3","18","16","9","6","14","10","11","nan","nan"
"1","4","11","12","2","7","3","6","10","5","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","19","2","4","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","19","11","15","17","8","13","2","10","3","18","5","6","4","14","1","12","16","7","nan","nan"
"1","17","4","10","3","19","14","18","13","7","12","6","5","16","2","15","11","8","9","nan","nan"
"6","3","5","2","10","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","4","19","12","2","7","6","5","9","13","3","11","10","14","8","skipped","skipped","skipped","nan","nan"
"4","19","7","3","2","1","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","13","14","17","6","12","5","4","2","15","18","8","16","19","11","1","7","10","9","nan","nan"
"1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","4","8","2","11","7","6","3","9","10","12","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","10","13","3","9","11","18","12","19","2","6","16","4","7","17","15","8","14","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","6","1","15","5","9","8","2","7","14","4","10","3","12","11","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","13","12","17","18","3","7","15","11","2","16","19","6","4","10","14","5","nan","nan"
"1","14","11","5","7","18","13","10","17","3","16","2","8","15","4","9","6","19","12","nan","nan"
"1","4","10","13","18","14","17","2","3","12","19","11","15","9","5","7","16","6","8","nan","nan"
"1","8","7","9","5","2","6","4","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","3","1","5","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","2","4","9","1","7","6","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","5","19","6","2","8","7","1","10","12","9","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","19","4","10","1","5","3","2","6","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","4","9","7","19","11","6","1","12","10","3","13","8","17","5","15","16","skipped","nan","nan"
"2","19","11","9","6","8","1","3","10","7","4","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","18","2","6","10","14","4","7","12","13","9","11","3","19","8","5","skipped","skipped","skipped","nan","nan"
"2","19","5","9","6","11","3","1","8","4","12","10","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","7","11","18","6","14","5","4","1","15","17","8","16","19","10","2","9","12","13","nan","nan"
"2","10","4","7","9","6","1","8","12","5","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","4","6","2","19","10","7","1","3","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","14","10","12","19","8","5","16","18","11","13","9","6","17","15","skipped","skipped","skipped","nan","nan"
"4","12","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","10","17","19","6","1","4","3","2","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","11","14","10","5","19","2","12","1","13","4","6","16","9","7","15","17","skipped","skipped","nan","nan"
"3","17","1","4","5","14","19","6","15","8","9","10","7","11","2","12","13","16","skipped","nan","nan"
"6","14","1","9","7","16","18","3","10","2","19","4","8","15","5","11","12","17","13","nan","nan"
"1","11","2","15","12","19","8","9","7","4","13","3","18","17","5","14","16","10","6","nan","nan"
"19","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","6","8","3","1","2","9","10","11","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","19","10","7","1","4","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","1","11","7","17","16","8","10","6","4","3","5","19","9","18","13","15","12","nan","nan"
"5","17","2","10","4","19","18","8","16","3","15","6","1","12","7","13","11","14","9","nan","nan"
"1","4","2","5","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","16","5","1","6","15","19","14","12","10","8","7","4","18","3","11","9","17","13","nan","nan"
"3","19","8","2","4","5","7","1","9","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","7","10","4","9","19","12","13","8","11","5","6","2","18","skipped","skipped","skipped","skipped","nan","nan"
"6","19","7","3","4","1","5","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","18","12","13","19","4","11","3","9","1","17","8","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","12","8","6","3","19","16","15","2","14","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","14","5","13","15","16","1","3","6","7","4","17","10","8","12","9","11","skipped","skipped","nan","nan"
"1","15","2","3","7","19","18","4","17","6","9","8","5","12","11","16","10","13","14","nan","nan"
"2","17","6","1","18","5","7","4","10","19","3","8","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","18","5","14","7","19","16","13","12","3","1","6","8","17","2","11","9","15","10","nan","nan"
"5","12","9","10","19","1","7","13","2","8","6","14","3","11","15","4","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","14","19","13","1","5","2","12","7","10","3","6","9","8","skipped","skipped","skipped","skipped","nan","nan"
"6","19","4","2","7","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","7","2","3","6","19","13","9","5","11","18","10","4","15","8","14","17","16","12","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","13","3","12","10","11","2","8","1","15","5","9","16","6","14","7","skipped","skipped","skipped","nan","nan"
"1","16","2","8","5","17","18","12","13","14","11","3","7","15","4","19","6","10","9","nan","nan"
"1","4","6","11","19","15","17","2","7","9","13","5","18","16","12","10","8","3","skipped","nan","nan"
"1","16","4","5","2","15","19","10","11","6","14","8","7","12","3","18","9","13","17","nan","nan"
"2","11","3","10","16","15","19","8","14","1","18","9","13","5","17","4","12","6","7","nan","nan"
"8","9","13","10","4","19","7","5","14","17","12","1","16","2","6","3","18","11","15","nan","nan"
"1","18","3","6","10","19","13","2","12","9","14","4","5","16","7","11","17","8","15","nan","nan"
"2","19","4","14","10","5","11","1","12","7","9","15","8","3","6","skipped","skipped","skipped","skipped","nan","nan"
"2","3","11","17","14","8","16","4","9","6","18","5","1","13","19","10","15","7","12","nan","nan"
"1","17","5","10","2","19","11","4","6","9","7","8","13","3","14","15","16","12","skipped","nan","nan"
"1","17","18","19","10","13","16","12","7","8","11","2","15","9","14","skipped","skipped","skipped","skipped","nan","nan"
"5","10","8","1","2","3","4","6","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","14","7","8","15","17","19","1","5","3","16","2","11","18","10","6","12","13","9","nan","nan"
"1","19","2","3","4","5","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","5","3","16","18","19","11","12","15","8","4","9","2","6","10","7","17","13","nan","nan"
"1","3","7","11","18","6","13","10","9","8","15","19","16","17","5","2","14","4","12","nan","nan"
"11","16","6","8","17","18","12","3","15","1","19","4","2","9","7","14","10","13","5","nan","nan"
"7","3","5","10","1","4","8","2","9","11","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","9","7","8","10","14","6","5","13","1","12","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","3","10","9","5","6","8","13","4","11","2","7","12","14","skipped","skipped","skipped","skipped","nan","nan"
"10","14","11","9","15","13","8","1","3","18","2","19","17","4","5","6","16","7","skipped","nan","nan"
"2","19","3","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","10","11","3","8","9","4","7","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","16","4","13","17","19","5","1","12","10","8","2","15","14","6","3","9","18","7","nan","nan"
"1","10","2","3","6","19","11","14","13","5","16","15","8","12","4","9","7","17","skipped","nan","nan"
"1","12","5","6","2","13","18","8","10","9","19","11","3","4","7","skipped","skipped","skipped","skipped","nan","nan"
"1","12","5","17","7","16","19","2","6","4","8","3","13","15","10","11","14","18","9","nan","nan"
"1","19","3","6","4","5","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","2","5","19","3","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","8","7","19","9","2","3","10","1","5","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","2","12","10","18","17","1","7","9","15","5","13","19","3","16","14","8","6","nan","nan"
"2","10","4","8","18","9","17","1","5","3","12","16","15","13","6","11","7","19","14","nan","nan"
"19","18","16","17","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","19","3","2","6","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","18","16","1","5","6","4","3","19","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","4","10","18","6","19","2","9","5","11","3","17","16","12","7","13","15","8","nan","nan"
"13","9","8","16","14","15","5","1","6","3","18","2","17","12","10","4","11","19","7","nan","nan"
"3","12","4","9","19","17","11","1","8","6","7","2","18","15","5","10","13","16","14","nan","nan"
"1","19","2","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","14","1","10","11","16","18","7","6","9","12","5","17","19","2","13","4","15","8","nan","nan"
"10","2","5","1","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","15","7","3","12","18","19","4","13","16","11","2","10","8","6","9","14","17","5","nan","nan"
"3","15","5","10","18","9","17","1","4","11","12","2","13","19","7","6","16","8","14","nan","nan"
"1","12","7","11","5","15","19","18","16","3","13","2","6","9","4","14","8","10","17","nan","nan"
"3","4","19","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","2","8","12","7","4","9","13","3","11","14","5","10","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","4","5","14","2","18","8","1","19","3","16","10","17","13","11","7","9","12","15","nan","nan"
"5","19","8","3","2","9","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","19","4","8","12","6","5","2","1","7","10","9","13","14","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","6","13","17","18","8","2","1","9","19","12","14","11","10","5","15","16","3","nan","nan"
"1","19","11","2","4","10","6","8","3","7","5","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","19","12","10","9","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","19","9","13","7","2","11","4","17","3","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","8","3","6","9","10","1","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","11","4","9","14","3","2","10","8","6","13","7","12","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","9","1","7","11","19","5","6","12","3","13","4","8","10","14","skipped","skipped","skipped","skipped","nan","nan"
"4","7","8","10","16","3","14","1","5","12","18","17","15","19","2","11","9","13","6","nan","nan"
"1","12","2","10","4","19","16","17","9","8","13","3","11","5","6","14","15","skipped","skipped","nan","nan"
"1","19","2","16","5","17","4","18","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","5","8","1","2","7","6","3","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","6","5","15","17","4","14","12","19","13","3","2","11","18","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","5","19","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","12","15","9","13","17","14","19","2","18","3","6","11","7","4","16","8","5","nan","nan"
"1","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","19","4","10","8","13","1","6","3","5","9","12","7","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","14","11","12","3","19","2","8","5","6","4","15","9","13","7","10","skipped","skipped","skipped","nan","nan"
"19","2","1","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","19","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","9","3","11","1","10","2","4","6","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","7","12","18","9","17","6","3","2","16","13","10","11","19","14","1","5","8","15","nan","nan"
"10","11","6","17","7","2","4","13","16","15","14","12","8","1","5","9","3","skipped","skipped","nan","nan"
"3","19","2","10","8","1","4","5","9","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","12","4","14","15","13","2","3","8","7","18","1","19","16","10","6","11","17","9","nan","nan"
"5","8","7","3","2","6","1","9","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","10","19","6","4","5","8","11","3","9","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","12","5","19","4","2","1","7","6","9","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","13","9","11","17","8","19","12","5","10","16","4","18","15","1","7","2","14","3","nan","nan"
