"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"7","4","3","5","1","8","10","2","6","9","nan","nan"
"6","5","10","3","1","2","8","7","4","9","nan","nan"
"5","2","10","4","7","1","8","3","6","9","nan","nan"
"2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","10","9","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","7","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","8","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","9","7","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","4","3","7","8","5","10","6","9","2","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","4","3","7","10","8","2","6","9","nan","nan"
"2","3","10","9","6","1","5","4","7","8","nan","nan"
"1","4","10","6","2","9","7","3","5","8","nan","nan"
"1","9","8","7","2","3","10","6","5","4","nan","nan"
"1","10","4","5","2","8","7","3","9","6","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","8","9","1","6","4","7","10","2","5","nan","nan"
"10","8","6","1","5","3","2","9","7","4","nan","nan"
"9","10","8","7","3","2","4","1","5","6","nan","nan"
"5","10","9","4","6","1","7","2","3","skipped","nan","nan"
"9","10","8","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","9","8","5","4","6","10","3","2","7","nan","nan"
"2","1","10","9","4","5","8","3","7","6","nan","nan"
"8","4","10","1","3","2","7","5","6","9","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","6","5","1","7","8","9","2","3","nan","nan"
"4","10","3","1","2","6","5","7","skipped","skipped","nan","nan"
"1","9","10","5","2","3","7","6","8","4","nan","nan"
"1","5","6","2","3","4","skipped","skipped","skipped","skipped","nan","nan"
"10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","10","9","5","8","7","6","4","3","nan","nan"
"9","3","10","7","2","5","4","1","6","8","nan","nan"
"9","10","4","2","7","6","5","3","1","8","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","7","8","5","6","2","10","4","1","3","nan","nan"
"8","2","1","10","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","9","8","3","2","10","7","4","6","nan","nan"
"10","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","8","9","7","5","6","3","4","1","10","nan","nan"
"1","8","10","4","5","7","6","2","3","9","nan","nan"
"1","8","10","6","4","2","9","5","7","3","nan","nan"
"5","9","10","7","3","6","8","4","1","2","nan","nan"
"1","6","10","8","3","5","4","7","9","2","nan","nan"
"4","3","9","10","7","1","8","2","6","5","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","7","9","3","1","10","6","5","2","4","nan","nan"
"8","10","9","1","7","5","6","2","3","4","nan","nan"
"3","1","10","2","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","8","9","5","2","7","10","4","3","1","nan","nan"
"5","7","1","10","2","9","6","3","4","8","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","5","8","1","9","10","3","4","2","nan","nan"
"5","10","4","1","3","7","9","8","2","6","nan","nan"
"4","9","1","5","3","6","10","8","7","2","nan","nan"
"7","9","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","8","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","7","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
