"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"10","2","7","4","5","8","1","6","3","9","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","5","1","7","9","10","4","8","3","6","nan","nan"
"10","1","3","2","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","2","10","6","5","3","4","skipped","skipped","skipped","nan","nan"
"8","1","2","4","9","6","3","10","5","7","nan","nan"
"1","5","3","7","8","6","10","9","2","4","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","4","3","5","2","skipped","skipped","skipped","skipped","nan","nan"
"1","5","10","6","2","4","3","skipped","skipped","skipped","nan","nan"
"6","3","8","1","5","10","2","9","7","4","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","6","9","4","5","3","7","10","8","1","nan","nan"
"4","7","8","6","1","3","5","10","2","9","nan","nan"
"1","10","8","5","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","5","3","7","9","6","4","2","8","nan","nan"
"10","7","1","5","2","3","6","4","skipped","skipped","nan","nan"
"1","10","4","5","2","3","skipped","skipped","skipped","skipped","nan","nan"
"1","3","6","4","5","2","skipped","skipped","skipped","skipped","nan","nan"
"8","4","2","10","9","5","1","6","3","7","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","2","1","5","8","7","4","9","3","10","nan","nan"
"4","7","9","6","10","3","1","8","2","5","nan","nan"
"1","10","9","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","9","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","3","4","9","10","7","8","6","2","5","nan","nan"
"8","5","6","2","1","9","4","7","10","3","nan","nan"
"10","2","4","5","1","6","3","7","8","skipped","nan","nan"
"10","3","1","5","7","6","2","9","4","8","nan","nan"
"1","3","4","7","9","8","2","10","5","6","nan","nan"
"10","3","2","5","1","4","skipped","skipped","skipped","skipped","nan","nan"
